revenue_2017_eu,revenue_2017,revenue_2017_euro,name,number_of_employees_2020,employees,employees_number_2020,employees_2020,founding_year,founded,compound_annual_growth_rate_cagr_pct,revenue_2020_euro,revenue,revenue_2020,revenue_2020_eu,sector,industry,absolute_growth_rate_pct,country,number_of_employees_2017,employees_2017,employees_number_2017
,,,kilo health,,,,,,,,,,,,,,,lithuania,,,
,,,oci,,,,,,,,,,,,,,,uk,,,
,,,roinet solution,,,,,,,,,,,,,,,india,,,
,,,glints intern,,,,,,,,,,,,,,,singapore,,,
,,,reqrea,,,,,,,,,,,,,,,japan,,,
,,,roinet solution,,,,,,,,,,,,,,,india,,,
,,,global vision multimedia,,,,,,,,,,,,,,,japan,,,
,,,onlyfans,,,,,,,,,,,,,,,uk,,,
,,,bulb energy,,,,,,,,,,,,,,,uk,,,
,,,amberstudent,,,,,,,,,,,,,,,india,,,
,,,tangerine telecom,,,,,,,,,,,,,,,australia,,,
,,,omkara,,,,,,,,,,,,,,,india,,,
,,,roadbull logistics,,,,,,,,,,,,,,,singapore,,,
,,,ai inside,,,,,,,,,,,,,,,japan,,,
,,,sgs logistics,,,,,,,,,,,,,,,australia,,,
,,,enpal,,,,,,,,,,,,,,,germany,,,
,,,sun finance,,,,,,,,,,,,,,,latvia,,,
,,,marketkurly,,,,,,,,,,,,,,,south korea,,,
,,,zigma global,,,,,,,,,,,,,,,india,,,
,,,greedygame,,,,,,,,,,,,,,,india,,,
,,,ecloudvalley,,,,,,,,,,,,,,,taiwan,,,
,,,wakefit,,,,,,,,,,,,,,,india,,,
,,,mr consulting,,,,,,,,,,,,,,,germany,,,
,,,everflow group,,,,,,,,,,,,,,,uk,,,
,,,sankey solutions,,,,,,,,,,,,,,,india,,,
,,,carro,,,,,,,,,,,,,,,singapore,,,
,,,360f,,,,,,,,,,,,,,,singapore,,,
,,,ninja van logistics,,,,,,,,,,,,,,,singapore,,,
,,,spolive,,,,,,,,,,,,,,,south korea,,,
,,,carsome,,,,,,,,,,,,,,,malaysia,,,
,,,thriva,,,,,,,,,,,,,,,uk,,,
,,,glencar construction,,,,,,,,,,,,,,,uk,,,
,,,br metals,,,,,,,,,,,,,,,singapore,,,
,,,bulkings distribution,,,,,,,,,,,,,,,singapore,,,
,,,t&r biofab,,,,,,,,,,,,,,,south korea,,,
,,,market kurly,,,,,,,,,,,,,,,south korea,,,
,,,blue wireless,,,,,,,,,,,,,,,singapore,,,
,,,exotec,,,,,,,,,,,,,,,france,,,
,,,winelivery,,,,,,,,,,,,,,,italy,,,
,,,spyrosoft,,,,,,,,,,,,,,,poland,,,
,,,blue motor finance,,,,,,,,,,,,,,,united kingdom,,,
,,,ai inside,,,,,,,,,,,,,,,japan,,,
,,,flexing it,,,,,,,,,,,,,,,india,,,
,,,"stylist in pocket technologies, inc.",,,,,,,,,,,,,,,philippines,,,
,,,reddoorz,,,,,,,,,,,,,,,singapore,,,
,,,cardoc,,,,,,,,,,,,,,,south korea,,,
,,,ethique,,,,,,,,,,,,,,,new zealand,,,
,,,instabox,,,,,,,,,,,,,,,sweden,,,
,,,waterdrop,,,,,,,,,,,,,,,austria,,,
,,,kolibri games**,,,,,,,,,,,,,,,germany,,,
,,,deliveroo,,,,,,,,,,,,,,,united kingdom,,,
,,,taxify,,,,,,,,,,,,,,,estonia,,,
,,,nium,,,,,,,,,,,,,,,singapore,,,
,,,yamap,,,,,,,,,,,,,,,japan,,,
,,,dovetail,,,,,,,,,,,,,,,new zealand,,,
,,,kami,,,,,,,,,,,,,,,new zealand,,,
,,,one lease,,,,,,,,,,,,,,,france,,,
,,,polarium energy solutions,,,,,,,,,,,,,,,sweden,,,
,,,solectric,,,,,,,,,,,,,,,germany,,,
,,,harch,,,,,,,,,,,,,,,japan,,,
,,,igoods,,,,,,,,,,,,,,,japan,,,
,,,br metals,,,,,,,,,,,,,,,singapore,,,
,,,smart energy group,,,,,,,,,,,,,,,australia,,,
,,,razorpay,,,,,,,,,,,,,,,india,,,
,,,datlas*,,,,,,,,,,,,,,,italy,,,
,,,crossflow payment solutions trading,,,,,,,,,,,,,,,uk,,,
,,,psioxus therapeutics,,,,,,,,,,,,,,,united kingdom,,,
,,,hegen,,,,,,,,,,,,,,,singapore,,,
,,,kaleido japan,,,,,,,,,,,,,,,japan,,,
,,,redpeak advisers,,,,,,,,,,,,,,,singapore,,,
,,,miss amara,,,,,,,,,,,,,,,australia,,,
,,,wadiz,,,,,,,,,,,,,,,south korea,,,
,,,coda payments,,,,,,,,,,,,,,,singapore,,,
,,,zego,,,,,,,,,,,,,,,uk,,,
,,,swapfiets,,,,,,,,,,,,,,,netherlands,,,
,,,housekeep,,,,,,,,,,,,,,,united kingdom,,,
,,,mikienergy,,,,,,,,,,,,,,,japan,,,
,,,closip,,,,,,,,,,,,,,,japan,,,
,,,coda payments,,,,,,,,,,,,,,,singapore,,,
,,,hyper anna,,,,,,,,,,,,,,,australia,,,
,,,sun protection apparel,,,,,,,,,,,,,,,australia,,,
,,,the future of cooking,,,,,,,,,,,,,,,singapore,,,
,,,hcl-logistics,,,,,,,,,,,,,,,germany,,,
,,,jobandtalent,,,,,,,,,,,,,,,spain,,,
,,,landbay partners,,,,,,,,,,,,,,,uk,,,
,,,crep protect,,,,,,,,,,,,,,,united kingdom,,,
,,,loship,,,,,,,,,,,,,,,vietnam,,,
,,,first circle,,,,,,,,,,,,,,,philippines,,,
,,,cloudwave,,,,,,,,,,,,,,,australia,,,
,,,dementia caring ,,,,,,,,,,,,,,,australia,,,
,,,dana brata luhur,,,,,,,,,,,,,,,indonesia,,,
,,,fabelio,,,,,,,,,,,,,,,indonesia,,,
,,,popsa,,,,,,,,,,,,,,,uk,,,
,,,chilly's bottles,,,,,,,,,,,,,,,uk,,,
,,,viajes libratur (itravex),,,,,,,,,,,,,,,spain,,,
,,,mohan electro casting,,,,,,,,,,,,,,,india,,,
,,,gtog international,,,,,,,,,,,,,,,south korea,,,
,,,wave life sciences,,,,,,,,,,,,,,,singapore,,,
,,,skilllane,,,,,,,,,,,,,,,thailand,,,
,,,unit8,,,,,,,,,,,,,,,switzerland,,,
,,,safe4u,,,,,,,,,,,,,,,germany,,,
,,,darktrace,,,,,,,,,,,,,,,united kingdom,,,
,,,oaknorth bank,,,,,,,,,,,,,,,united kingdom,,,
,,,nkc asia,,,,,,,,,,,,,,,japan,,,
,,,themathcompany,,,,,,,,,,,,,,,india,,,
,,,selfwealth,,,,,,,,,,,,,,,australia,,,
,,,be fit food,,,,,,,,,,,,,,,australia,,,
,,,comma entertainment,,,,,,,,,,,,,,,south korea,,,
,,,tangerine telecom,,,,,,,,,,,,,,,australia,,,
,,,luoto company,,,,,,,,,,,,,,,finland,,,
,,,journi print,,,,,,,,,,,,,,,austria,,,
,,,bunq,,,,,,,,,,,,,,,netherlands,,,
,,,nbwm,,,,,,,,,,,,,,,netherlands,,,
,,,wolt enterprises,,,,,,,,,,,,,,,finland,,,
,,,bolt technology,,,,,,,,,,,,,,,estonia,,,
,,,whatfix,,,,,,,,,,,,,,,india,,,
,,,sprintlaw,,,,,,,,,,,,,,,australia,,,
,,,metal heart,,,,,,,,,,,,,,,south korea,,,
,,,saas labs,,,,,,,,,,,,,,,india,,,
,,,top reform,,,,,,,,,,,,,,,japan,,,
,,,shopline,,,,,,,,,,,,,,,hong kong,,,
,,,portify,,,,,,,,,,,,,,,france,,,
,,,tibber,,,,,,,,,,,,,,,norway,,,
,,,bolt technology,,,,,,,,,,,,,,,estonia,,,
,,,scalable capital,,,,,,,,,,,,,,,germany,,,
,,,bis rénovation energie,,,,,,,,,,,,,,,france,,,
,,,elements global services,,,,,,,,,,,,,,,spain,,,
,,,les eco-isolateurs,,,,,,,,,,,,,,,france,,,
,,,drive yello,,,,,,,,,,,,,,,australia,,,
,,,"different millions , inc",,,,,,,,,,,,,,,south korea,,,
,,,stay gold,,,,,,,,,,,,,,,japan,,,
,,,upgrad,,,,,,,,,,,,,,,india,,,
,,,capital india finance,,,,,,,,,,,,,,,india,,,
,,,igoods,,,,,,,,,,,,,,,japan,,,
,,,rascal industry,,,,,,,,,,,,,,,poland,,,
,,,pegaso security,,,,,,,,,,,,,,,italy,,,
,,,kubrick group,,,,,,,,,,,,,,,uk,,,
,,,gojob,,,,,,,,,,,,,,,france,,,
,,,donatella*,,,,,,,,,,,,,,,germany,,,
,,,gismart,,,,,,,,,,,,,,,united kingdom,,,
,,,picocela,,,,,,,,,,,,,,,japan,,,
,,,parcelport,,,,,,,,,,,,,,,new zealand,,,
,,,dwarves foundation,,,,,,,,,,,,,,,vietnam,,,
,,,dable,,,,,,,,,,,,,,,south korea,,,
,,,jayride group,,,,,,,,,,,,,,,australia,,,
,,,nj-enex,,,,,,,,,,,,,,,japan,,,
,,,tide,,,,,,,,,,,,,,,uk,,,
,,,euro top brand,,,,,,,,,,,,,,,italy,,,
,,,happybrush,,,,,,,,,,,,,,,germany,,,
,,,huma therapeutics,,,,,,,,,,,,,,,uk,,,
,,,kupela,,,,,,,,,,,,,,,france,,,
,,,enens,,,,,,,,,,,,,,,france,,,
,,,funding societies,,,,,,,,,,,,,,,singapore,,,
,,,foresee pharmaceuticals ,,,,,,,,,,,,,,,taiwan,,,
,,,miss amara,,,,,,,,,,,,,,,hong kong,,,
,,,playground xyz,,,,,,,,,,,,,,,australia,,,
,,,nium,,,,,,,,,,,,,,,singapore,,,
,,,bold security group,,,,,,,,,,,,,,,uk,,,
,,,play magnus group,,,,,,,,,,,,,,,norway,,,
,,,mews systems,,,,,,,,,,,,,,,netherlands,,,
,,,jungle creations,,,,,,,,,,,,,,,united kingdom,,,
,,,qred företagslån*,,,,,,,,,,,,,,,sweden,,,
,,,smartworks coworking spaces,,,,,,,,,,,,,,,india,,,
,,,incomlend,,,,,,,,,,,,,,,singapore,,,
,,,gates,,,,,,,,,,,,,,,japan,,,
,,,curio group,,,,,,,,,,,,,,,australia,,,
,,,apollo tricoat tubes,,,,,,,,,,,,,,,india,,,
,,,sqreem technologies,,,,,,,,,,,,,,,singapore,,,
,,,blue whale growth fund,,,,,,,,,,,,,,,uk,,,
,,,kazidomi,,,,,,,,,,,,,,,belgium,,,
,,,bonmea,,,,,,,,,,,,,,,germany,,,
,,,fiducim,,,,,,,,,,,,,,,france,,,
,,,mamma 2.0,,,,,,,,,,,,,,,italy,,,
,,,in touch networks,,,,,,,,,,,,,,,united kingdom,,,
,,,glocal net,,,,,,,,,,,,,,,japan,,,
,,,wafour corporation,,,,,,,,,,,,,,,south korea,,,
,,,bomsen,,,,,,,,,,,,,,,south korea,,,
,,,sbworks,,,,,,,,,,,,,,,japan,,,
,,,instasafe,,,,,,,,,,,,,,,india,,,
,,,crowd bank,,,,,,,,,,,,,,,japan,,,
,,,sun finance,,,,,,,,,,,,,,,latvia,,,
,,,octopus energy,,,,,,,,,,,,,,,uk,,,
,,,instaff & jobs,,,,,,,,,,,,,,,germany,,,
,,,farmermobil,,,,,,,,,,,,,,,germany,,,
,,,ad corp.,,,,,,,,,,,,,,,south korea,,,
,,,42maru,,,,,,,,,,,,,,,south korea,,,
,,,vyapar,,,,,,,,,,,,,,,india,,,
,,,kimura,,,,,,,,,,,,,,,japan,,,
,,,crowd credit,,,,,,,,,,,,,,,japan,,,
,,,ecommerce enablers,,,,,,,,,,,,,,,singapore,,,
,,,credimi,,,,,,,,,,,,,,,italy,,,
,,,sirplus,,,,,,,,,,,,,,,germany,,,
,,,kickmaker,,,,,,,,,,,,,,,france,,,
,,,eskimoz,,,,,,,,,,,,,,,france,,,
,,,holidu,,,,,,,,,,,,,,,germany,,,
,,,feiniko handelsgesellschaft,,,,,,,,,,,,,,,germany,,,
,,,siksin,,,,,,,,,,,,,,,south korea,,,
,,,lawtalk,,,,,,,,,,,,,,,south korea,,,
,,,i’mweb,,,,,,,,,,,,,,,south korea,,,
,,,mothergoose,,,,,,,,,,,,,,,japan,,,
,,,classe365,,,,,,,,,,,,,,,australia,,,
,,,aihr | academy to innovate hr,,,,,,,,,,,,,,,the netherlands,,,
,,,privitar,,,,,,,,,,,,,,,uk,,,
,,,tantal,,,,,,,,,,,,,,,germany,,,
,,,franco fresco,,,,,,,,,,,,,,,germany,,,
,,,solbari,,,,,,,,,,,,,,,australia,,,
,,,instasafe,,,,,,,,,,,,,,,india,,,
,,,blue wireless,,,,,,,,,,,,,,,singapore,,,
,,,archisound,,,,,,,,,,,,,,,south korea,,,
,,,hlj technology,,,,,,,,,,,,,,,taiwan,,,
,,,max kelsen,,,,,,,,,,,,,,,australia,,,
,,,logistics capital partners (lcp),,,,,,,,,,,,,,,luxembourg,,,
,,,südwest invest,,,,,,,,,,,,,,,germany,,,
,,,amco-bulgaria,,,,,,,,,,,,,,,bulgaria,,,
,,,buzzoole,,,,,,,,,,,,,,,italy,,,
,,,framery,,,,,,,,,,,,,,,finland,,,
,,,messengerpeople,,,,,,,,,,,,,,,germany,,,
,,,foot district,,,,,,,,,,,,,,,spain,,,
,,,jco jewelry,,,,,,,,,,,,,,,singapore,,,
,,,torana (toysub!),,,,,,,,,,,,,,,japan,,,
,,,wadiz,,,,,,,,,,,,,,,south korea,,,
,,,goodmonitoring,,,,,,,,,,,,,,,south korea,,,
,,,redhill communications,,,,,,,,,,,,,,,singapore,,,
,,,jeju angel car,,,,,,,,,,,,,,,south korea,,,
,,,corade (plurimmo),,,,,,,,,,,,,,,france,,,
,,,carranco,,,,,,,,,,,,,,,spain,,,
,,,eo charging,,,,,,,,,,,,,,,uk,,,
,,,metacrew group,,,,,,,,,,,,,,,germany,,,
,,,deelit ventures,,,,,,,,,,,,,,,netherlands,,,
,,,pragma,,,,,,,,,,,,,,,singapore,,,
,,,projectcompany,,,,,,,,,,,,,,,japan,,,
,,,safegold,,,,,,,,,,,,,,,india,,,
,,,rxmx,,,,,,,,,,,,,,,australia,,,
,,,tutor2you,,,,,,,,,,,,,,,australia,,,
,,,supplycart,,,,,,,,,,,,,,,malaysia,,,
,,,telemedi,,,,,,,,,,,,,,,poland,,,
,,,inkitt,,,,,,,,,,,,,,,germany,,,
,,,fastned,,,,,,,,,,,,,,,netherlands,,,
,,,gf genovate*,,,,,,,,,,,,,,,united kingdom,,,
,,,id finance investments,,,,,,,,,,,,,,,spain,,,
,,,getair,,,,,,,,,,,,,,,germany,,,
,,,minfy technologies,,,,,,,,,,,,,,,india,,,
,,,m2p fintech,,,,,,,,,,,,,,,india,,,
,,,cardoc,,,,,,,,,,,,,,,south korea,,,
,,,north star management,,,,,,,,,,,,,,,japan,,,
,,,agilesoda,,,,,,,,,,,,,,,south korea,,,
,,,hope,,,,,,,,,,,,,,,japan,,,
,,,h.k.trading,,,,,,,,,,,,,,,italy,,,
,,,foot district,,,,,,,,,,,,,,,spain,,,
,,,tenderhut,,,,,,,,,,,,,,,poland,,,
,,,pastbook,,,,,,,,,,,,,,,netherlands,,,
,,,supermercato24,,,,,,,,,,,,,,,italy,,,
,,,ggdp,,,,,,,,,,,,,,,south korea,,,
,,,excess2sell,,,,,,,,,,,,,,,india,,,
,,,reflow hub,,,,,,,,,,,,,,,australia,,,
,,,ryukyu style,,,,,,,,,,,,,,,japan,,,
,,,zomato,,,,,,,,,,,,,,,india,,,
,,,attest,,,,,,,,,,,,,,,uk,,,
,,,id finance investments,,,,,,,,,,,,,,,spain,,,
,,,and digital,,,,,,,,,,,,,,,united kingdom,,,
,,,donatella,,,,,,,,,,,,,,,germany,,,
,,,futureplay*,,,,,,,,,,,,,,,finland,,,
,,,spark systems,,,,,,,,,,,,,,,singapore,,,
,,,e42 (formerly nlpbots),,,,,,,,,,,,,,,india,,,
,,,airx,,,,,,,,,,,,,,,japan,,,
,,,prince education,,,,,,,,,,,,,,,singapore,,,
,,,hivery,,,,,,,,,,,,,,,australia,,,
,,,sanmi,,,,,,,,,,,,,,,japan,,,
,,,lgm immobilier,,,,,,,,,,,,,,,france,,,
,,,wolfram chain*,,,,,,,,,,,,,,,the netherlands,,,
,,,nisa gebäudeservice,,,,,,,,,,,,,,,germany,,,
,,,velocity mobile,,,,,,,,,,,,,,,uk,,,
,,,perkbox,,,,,,,,,,,,,,,united kingdom,,,
,,,jobandtalent ,,,,,,,,,,,,,,,spain,,,
,,,jungle creations,,,,,,,,,,,,,,,united kingdom,,,
,,,sqreem technologies,,,,,,,,,,,,,,,singapore,,,
,,,taiwan cogeneration corporation,,,,,,,,,,,,,,,taiwan,,,
,,,astro group,,,,,,,,,,,,,,,taiwan,,,
,,,partners,,,,,,,,,,,,,,,japan,,,
,,,microwave chemical,,,,,,,,,,,,,,,japan,,,
,,,techforce services,,,,,,,,,,,,,,,australia,,,
,,,rightnow,,,,,,,,,,,,,,,germany,,,
,,,eo charging,,,,,,,,,,,,,,,uk,,,
,,,lmm logistics,,,,,,,,,,,,,,,italy,,,
,,,kolinpharma,,,,,,,,,,,,,,,italy,,,
,,,rank_sinob,,,,,,,,,,,,,,,germany,,,
,,,"arcontek co., ltd.",,,,,,,,,,,,,,,south korea,,,
,,,ad intelligence,,,,,,,,,,,,,,,south korea,,,
,,,solabo,,,,,,,,,,,,,,,japan,,,
,,,sonicon construction,,,,,,,,,,,,,,,malaysia,,,
,,,inglewood,,,,,,,,,,,,,,,japan,,,
,,,paidy,,,,,,,,,,,,,,,japan,,,
,,,chetariffa.it,,,,,,,,,,,,,,,italy,,,
,,,franco fresco,,,,,,,,,,,,,,,germany,,,
,,,anteco systems,,,,,,,,,,,,,,,spain,,,
,,,global-e online,,,,,,,,,,,,,,,united kingdom,,,
,,,artience,,,,,,,,,,,,,,,south korea,,,
,,,vahdam india,,,,,,,,,,,,,,,india,,,
,,,increff,,,,,,,,,,,,,,,india,,,
,,,cyber security cloud,,,,,,,,,,,,,,,japan,,,
,,,ga technologies,,,,,,,,,,,,,,,japan,,,
,,,superox japan,,,,,,,,,,,,,,,japan,,,
,,,simply,,,,,,,,,,,,,,,uk,,,
,,,salary finance,,,,,,,,,,,,,,,uk,,,
,,,gellify,,,,,,,,,,,,,,,italy,,,
,,,kavera elektrotechnik,,,,,,,,,,,,,,,germany,,,
,,,tooploox,,,,,,,,,,,,,,,poland,,,
,,,rinah,,,,,,,,,,,,,,,italy,,,
,,,zeal digital,,,,,,,,,,,,,,,australia,,,
,,,homage co,,,,,,,,,,,,,,,singapore,,,
,,,postype,,,,,,,,,,,,,,,south korea,,,
,,,hoec,,,,,,,,,,,,,,,india,,,
,,,isprava,,,,,,,,,,,,,,,india,,,
,,,dbt,,,,,,,,,,,,,,,sweden,,,
,,,mg project,,,,,,,,,,,,,,,italy,,,
,,,musement**,,,,,,,,,,,,,,,italy,,,
,,,domator24.com,,,,,,,,,,,,,,,poland,,,
,,,shuumatsu worker,,,,,,,,,,,,,,,japan,,,
,,,my rewards,,,,,,,,,,,,,,,australia,,,
,,,nj-enex,,,,,,,,,,,,,,,japan,,,
,,,grain,,,,,,,,,,,,,,,singapore,,,
,,,indiabulls ventures,,,,,,,,,,,,,,,india,,,
,,,dipon group,,,,,,,,,,,,,,,india,,,
,,,tutlo,,,,,,,,,,,,,,,poland,,,
,,,ponera,,,,,,,,,,,,,,,france,,,
,,,grover group,,,,,,,,,,,,,,,germany,,,
,,,spotawheel,,,,,,,,,,,,,,,greece,,,
,,,dms,,,,,,,,,,,,,,,germany,,,
,,,uplink network,,,,,,,,,,,,,,,germany,,,
,,,trouva,,,,,,,,,,,,,,,united kingdom,,,
,,,logispot,,,,,,,,,,,,,,,south korea,,,
,,,spacecloud,,,,,,,,,,,,,,,south korea,,,
,,,macarong factory,,,,,,,,,,,,,,,south korea,,,
,,,kinara capital,,,,,,,,,,,,,,,india,,,
,,,"cb, ltd",,,,,,,,,,,,,,,japan,,,
,,,calleo,,,,,,,,,,,,,,,australia,,,
,,,active energy solutions,,,,,,,,,,,,,,,greece,,,
,,,le hibou,,,,,,,,,,,,,,,france,,,
,,,one retail group*,,,,,,,,,,,,,,,united kingdom,,,
,,,sta portage (h2s),,,,,,,,,,,,,,,france,,,
,,,softwarehut,,,,,,,,,,,,,,,poland,,,
,,,zairyo,,,,,,,,,,,,,,,singapore,,,
,,,kujiraterrace,,,,,,,,,,,,,,,japan,,,
,,,株式会社gsc,,,,,,,,,,,,,,,japan,,,
,,,pksha technology,,,,,,,,,,,,,,,japan,,,
,,,interviewbit,,,,,,,,,,,,,,,india,,,
,,,acteam enr,,,,,,,,,,,,,,,france,,,
,,,everflow,,,,,,,,,,,,,,,uk,,,
,,,elvie*,,,,,,,,,,,,,,,uk,,,
,,,unicoenergia,,,,,,,,,,,,,,,italy,,,
,,,beattie passive group,,,,,,,,,,,,,,,united kingdom,,,
,,,fensterblick,,,,,,,,,,,,,,,germany,,,
,,,inglewood,,,,,,,,,,,,,,,japan,,,
,,,cim environmental pty ltd,,,,,,,,,,,,,,,australia,,,
,,,food force,,,,,,,,,,,,,,,japan,,,
,,,i switch,,,,,,,,,,,,,,,singapore,,,
,,,declarators,,,,,,,,,,,,,,,singapore,,,
,,,lintes technology,,,,,,,,,,,,,,,taiwan,,,
,,,azure prism,,,,,,,,,,,,,,,uk,,,
,,,wr logistics,,,,,,,,,,,,,,,germany,,,
,,,mavoco,,,,,,,,,,,,,,,austria,,,
,,,byte london,,,,,,,,,,,,,,,united kingdom,,,
,,,eskimoz,,,,,,,,,,,,,,,france,,,
,,,indie campers,,,,,,,,,,,,,,,portugal,,,
,,,united silk,,,,,,,,,,,,,,,japan,,,
,,,medtecs,,,,,,,,,,,,,,,taiwan,,,
,,,sumarch,,,,,,,,,,,,,,,japan,,,
,,,twinny,,,,,,,,,,,,,,,south korea,,,
,,,lakeba group,,,,,,,,,,,,,,,australia,,,
,,,iproov,,,,,,,,,,,,,,,uk,,,
,,,spin up,,,,,,,,,,,,,,,italy,,,
,,,tmt international,,,,,,,,,,,,,,,italy,,,
,,,digidip,,,,,,,,,,,,,,,germany,,,
,,,zonneplan,,,,,,,,,,,,,,,netherlands,,,
,,,itp nord,,,,,,,,,,,,,,,germany,,,
,,,amazia,,,,,,,,,,,,,,,japan,,,
,,,tidehold development,,,,,,,,,,,,,,,taiwan,,,
,,,suprieve,,,,,,,,,,,,,,,japan,,,
,,,indiqube,,,,,,,,,,,,,,,india,,,
,,,sing fuel,,,,,,,,,,,,,,,singapore,,,
,,,begreat,,,,,,,,,,,,,,,germany,,,
,,,tsunami nutrition*,,,,,,,,,,,,,,,italy,,,
,,,j-pm systems,,,,,,,,,,,,,,,germany,,,
,,,domator24.com,,,,,,,,,,,,,,,poland,,,
,,,agriconomie,,,,,,,,,,,,,,,france,,,
,,,bettzeit,,,,,,,,,,,,,,,germany,,,
,,,ga technologies,,,,,,,,,,,,,,,japan,,,
,,,renew it,,,,,,,,,,,,,,,australia,,,
,,,c&tech,,,,,,,,,,,,,,,south korea,,,
,,,serosoft,,,,,,,,,,,,,,,india,,,
,,,fundnel,,,,,,,,,,,,,,,singapore,,,
,,,hashedin technologies,,,,,,,,,,,,,,,india,,,
,,,matt sleeps,,,,,,,,,,,,,,,the netherlands,,,
,,,tessian,,,,,,,,,,,,,,,uk,,,
,,,theras biocare,,,,,,,,,,,,,,,italy,,,
,,,locum's nest,,,,,,,,,,,,,,,uk,,,
,,,adsmurai,,,,,,,,,,,,,,,spain,,,
,,,blue motor finance,,,,,,,,,,,,,,,united kingdom,,,
,,,vidsy media,,,,,,,,,,,,,,,united kingdom,,,
,,,sherpa,,,,,,,,,,,,,,,australia,,,
,,,nihon 3d printer,,,,,,,,,,,,,,,japan,,,
,,,bitbank,,,,,,,,,,,,,,,japan,,,
,,,welspun enterprises,,,,,,,,,,,,,,,india,,,
,,,2c2p,,,,,,,,,,,,,,,singapore,,,
,,,cores,,,,,,,,,,,,,,,japan,,,
,,,solarisbank,,,,,,,,,,,,,,,germany,,,
,,,m2dg (myflexoffice),,,,,,,,,,,,,,,france,,,
,,,golden bees,,,,,,,,,,,,,,,france,,,
,,,sarcos wind,,,,,,,,,,,,,,,italy,,,
,,,schuh benner,,,,,,,,,,,,,,,germany,,,
,,,darktrace,,,,,,,,,,,,,,,united kingdom,,,
,,,pomelo,,,,,,,,,,,,,,,thailand,,,
,,,vald,,,,,,,,,,,,,,,australia,,,
,,,roccoco cosmetics pty ltd,,,,,,,,,,,,,,,australia,,,
,,,misonoza,,,,,,,,,,,,,,,japan,,,
,,,nexon,,,,,,,,,,,,,,,japan,,,
,,,eukon,,,,,,,,,,,,,,,italy,,,
,,,evolution adv,,,,,,,,,,,,,,,italy,,,
,,,ferroamp elektronik,,,,,,,,,,,,,,,sweden,,,
,,,habiteo,,,,,,,,,,,,,,,france,,,
,,,sorted group,,,,,,,,,,,,,,,united kingdom,,,
,,,fostec & company,,,,,,,,,,,,,,,germany,,,
,,,roserve enviro,,,,,,,,,,,,,,,india,,,
,,,live gate,,,,,,,,,,,,,,,japan,,,
,,,progate,,,,,,,,,,,,,,,japan,,,
,,,cekai,,,,,,,,,,,,,,,japan,,,
,,,gni group,,,,,,,,,,,,,,,japan,,,
,,,power fill,,,,,,,,,,,,,,,philippines,,,
,,,making science,,,,,,,,,,,,,,,spain,,,
,,,cleveron,,,,,,,,,,,,,,,estonia,,,
,,,domalys,,,,,,,,,,,,,,,france,,,
,,,stillfront group,,,,,,,,,,,,,,,sweden,,,
,,,publift,,,,,,,,,,,,,,,australia,,,
,,,b-light neo,,,,,,,,,,,,,,,japan,,,
,,,declarators,,,,,,,,,,,,,,,singapore,,,
,,,transact,,,,,,,,,,,,,,,japan,,,
,,,dailybeer,,,,,,,,,,,,,,,south korea,,,
,,,everli,,,,,,,,,,,,,,,italy,,,
,,,dpm - deutsches personal management,,,,,,,,,,,,,,,germany,,,
,,,pocket living,,,,,,,,,,,,,,,united kingdom,,,
,,,tappx,,,,,,,,,,,,,,,spain,,,
,,,millennium enterprise,,,,,,,,,,,,,,,singapore,,,
,,,spacetalk,,,,,,,,,,,,,,,australia,,,
,,,indiqube,,,,,,,,,,,,,,,india,,,
,,,unifa,,,,,,,,,,,,,,,japan,,,
,,,corekara,,,,,,,,,,,,,,,japan,,,
,,,doubledragon properties corp.,,,,,,,,,,,,,,,philippines,,,
,,,appfollow,,,,,,,,,,,,,,,finland,,,
,,,mycamper,,,,,,,,,,,,,,,switzerland,,,
,,,laser wire solutions,,,,,,,,,,,,,,,united kingdom,,,
,,,payment assist,,,,,,,,,,,,,,,united kingdom,,,
,,,genereach biotechnology,,,,,,,,,,,,,,,taiwan,,,
,,,herp,,,,,,,,,,,,,,,japan,,,
,,,north star management,,,,,,,,,,,,,,,japan,,,
,,,bora pharmaceuticals,,,,,,,,,,,,,,,taiwan,,,
,,,nealle,,,,,,,,,,,,,,,japan,,,
,,,synerise,,,,,,,,,,,,,,,poland,,,
,,,chaikola,,,,,,,,,,,,,,,poland,,,
,,,stoyo media,,,,,,,,,,,,,,,germany,,,
,,,unify communications,,,,,,,,,,,,,,,united kingdom,,,
,,,workcapital,,,,,,,,,,,,,,,spain,,,
,,,connexion telematics,,,,,,,,,,,,,,,australia,,,
,,,converge,,,,,,,,,,,,,,,philippines,,,
,,,naturewise biotech & medicals,,,,,,,,,,,,,,,taiwan,,,
,,,exidea,,,,,,,,,,,,,,,japan,,,
,,,scolution,,,,,,,,,,,,,,,germany,,,
,,,jl&p,,,,,,,,,,,,,,,france,,,
,,,wetaca,,,,,,,,,,,,,,,spain,,,
,,,shokes,,,,,,,,,,,,,,,germany,,,
,,,yoyo wallet,,,,,,,,,,,,,,,united kingdom,,,
,,,tmt international,,,,,,,,,,,,,,,italy,,,
,,,enjin,,,,,,,,,,,,,,,japan,,,
,,,pinch hitter japan,,,,,,,,,,,,,,,japan,,,
,,,miso,,,,,,,,,,,,,,,south korea,,,
