headquarters,founded,area_served,industry,name,sector,notes
zagreb,1998,,telecommunications,hrvatski telekom,fixed line telecommunications,
ozalj,1991,,industrials,hs produkt,defense,
zagreb,1992,,technology,in2,software,
zagreb,1964,,oil & gas,ina,exploration & production,
vodnjan,2006,,technology,infobip,software,
zagreb,1955,,industrials,ingra,heavy construction,
zagreb,1949,,industrials,institut igh,heavy construction,
zagreb,1997,,technology,iskon internet,internet,
zagreb,1946,,consumer services,jadran film,broadcasting & entertainment,
zagreb,1974,,oil & gas,jadranski naftovod,pipelines,
rijeka,1947,,industrials,jadrolinija,marine transportation,
zagreb,1828,,consumer goods,jamnica,soft drinks,
zagreb,1947,,consumer services,jugoton,broadcasting & entertainment,
karlovac,1854,,consumer goods,karlovačka pivovara,brewers,
osijek,1920,,consumer goods,kandit,food products,
bjelovar,1905,,consumer goods,koestlin,food products,
zagreb,1921,,industrials,končar group,electronic equipment,
split,1945,,industrials,konstruktor-split,heavy construction,
zagreb,1957,,consumer services,konzum,food retailers & wholesalers,
kraljevica,1729,,industrials,kraljevica shipyard,commercial vehicles & trucks,
zagreb,1950,,consumer goods,kraš,food products,
zagreb,1958,,consumer goods,ledo,food products,
ploče,1952,,industrials,luka ploče,transportation services,
zagreb,1842,,consumer services,matica hrvatska,publishing,
zagreb,1994,,consumer services,menart records,broadcasting & entertainment,
zagreb,2008,,consumer services,narodni trgovački lanac,broadline retailers,
zagreb,2001,,technology,odašiljači i veze,internet,
kutina,1968,,basic materials,petrokemija,commodity chemicals,
gospić,1997,,consumer goods,pivovara ličanka,brewers,
zagreb,2001,,utilities,plinacro,gas distribution,
zagreb,1921,,health care,pliva,pharmaceuticals,
split,1992,,industrials,plovput,transportation services,
koprivnica,1934,,consumer goods,podravka,food products,
rijeka,2001,,financials,primorska banka,banks,
zagreb,1966,,financials,privredna banka zagreb,banks,
sveta nedelja,2009,,consumer goods,rimac automobili,automobiles,
zagreb,1948,,industrials,riz,electronic equipment,
zagreb,1950,,consumer services,školska knjiga,publishing,
zagreb,1921,,consumer goods,sljeme,durable household products,
split,1965,,financials,splitska banka,banks,
zagreb,1972,,consumer services,suzy,broadcasting & entertainment,
zagreb,1947,,industrials,tehnika,business support services,
zagreb,2006,,telecommunications,tomato,mobile telecommunications,
zagreb,1937,,consumer goods,toz penkala,nondurable household products,
zagreb,1994,,consumer services,trade air,airlines,
zagreb,1894,,industrials,tžv gredelj,commercial vehicles & trucks,
pula,1856,,industrials,uljanik,commercial vehicles & trucks,
zagreb,1991,,consumer services,v.b.z.,publishing,
zagreb,1947,,industrials,viadukt,transportation services,
rijeka,1896,,industrials,viktor lenac shipyard,commercial vehicles & trucks,
varaždin,1959,,consumer goods,vindija,food products,
virovitica,2002,,consumer goods,viro,food products,
zagreb,1953,,consumer services,zagreb film,broadcasting & entertainment,
zagreb,1991,,financials,zagreb stock exchange,financial services,
zagreb,1914,,financials,zagrebačka banka,banks,
zagreb,1892,,consumer goods,zagrebačka pivovara,brewers,
zagreb,1891,,industrials,zagrebački električni tramvaj,transportation services,
sofia,1990,,consumer services,air via,airlines,
sofia,1884,,consumer goods,ariana brewery,brewers,
sofia,1992,,industrials,armimex,defense,
kazanlak,1878,,industrials,arsenal ad,defense,
panagyurishte,1964,,basic materials,asarel medet,nonferrous metals,
pazardzhik,1980,,consumer goods,astika brewery,brewers,
sofia,2007,,consumer services,aukro.bg,broadline retailers,
sofia,1994,,industrials,balkanstroy,construction & materials,
sofia,1948,,consumer services,balkantourist,travel & tourism,
sofia,1952,,consumer services,balkanton,record label,
sofia,2001,,consumer services,bh air,airlines,
sofia,2001,,technology,black sea studios,software,
sofia,2010,,telecommunications,blizoo,fixed line telecommunications,
sofia,2002,,consumer services,bulgaria air,airlines,
sofia,1969,,financials,bulgarian agricultural and commercial bank,banks,
sofia,2000,,consumer services,bulgarian air charter,airlines,
sofia,1999,,financials,bulgarian development bank,banks,
sofia,2008,,oil & gas,bulgarian energy holding,exploration & production,
sofia,1879,,financials,bulgarian national bank,banks,
sofia,1991,,financials,bulgarian postbank,banks,
sofia,1879,,industrials,bulgarian posts,delivery services,
sofia,1885,,industrials,bulgarian state railways,railroads,
sofia,1947,,consumer goods,bulgartabac,tobacco,
sofia,2007,,industrials,cargoair,delivery services,
sofia,1991,,financials,central cooperative bank,banks,
sofia,1947,,conglomerates,chimimport,-,
sofia,1960,,consumer services,corecom,specialty retailers,
pirdop,1932,,basic materials,cumerio med,nonferrous metals,
sofia,1999,,consumer services,diema,broadcasting & entertainment,
sofia,1951,,financials,dsk bank,banks,
sofia,1946,,financials,dzi,full line insurance,
sofia,1993,,consumer services,economedia,publishing,
sofia,1991,,consumer services,egmont bulgaria,publishing,
sofia,1996,,consumer services,era,publishing,
sofia,1990,,consumer services,eurofootball,gambling,
sofia,1991,,consumer services,fantastico,food retailers & wholesalers,
sofia,1993,,financials,first investment bank,banks,
ruse,1881,,financials,girdap,banks,
sofia,1997,,technology,haemimont games,software,
sofia,1990,,consumer services,heli air services,airlines,
sofia,1979,,consumer services,hotel rodina,hotels,
sofia,1986,,financials,hvb bank biochim,banks,
plovdiv,1881,,consumer goods,kamenitza,brewers,
shumen,2002,,consumer goods,karlsberg bulgaria ad,brewers,
sofia,2011,,consumer services,kino nova,broadcasting & entertainment,
sofia,1966,,industrials,kintex,defense,
sofia,1963,,basic materials,kremikovtzi ad,iron & steel,
sofia,1994,,consumer services,"m3 communications group, inc",broadcasting & entertainment,
plovdiv,1996,,consumer goods,maxeurope,recreational products,
sofia,1994,,telecommunications,mtel,mobile telecommunications,
sofia,1989,,conglomerates,multigroup,-,
varna,1892,,industrials,navibulgar,marine transportation,
burgas,1961,,oil & gas,lukoil neftochim burgas,exploration & production,
sofia,1991,,utilities,nek ead,conventional electricity,
sofia,1996,,telecommunications,neterra,fixed line telecommunications,
sofia,2009,,technology,nimero,software,
sofia,2000,,technology,ontotext,software,
sofia,1991,,oil & gas,overgas,pipelines,
sofia,1932,,oil & gas,petrol ad,pipelines,
blagoevgrad,1969,,consumer goods,pirinsko pivo,brewers,
ruse,1993,,basic materials,prista oil,specialty chemicals,
sofia,1945,,consumer services,prosveta publishing house,publishing,
sofia,1994,,financials,raiffeisen bulgaria,banks,
sofia,1897,,consumer goods,sucreries raffineries bulgares,food products,
sofia,1992,,consumer services,technomarket,consumer electronics,
sofia,2001,,telecommunications,telenor bulgaria,mobile telecommunications,
sofia,1963,,industrials,terem,defense,
sofia,1992,,financials,texim bank,banks,
sofia,1964,,financials,unicredit bulbank,banks,
sofia,1991,,financials,unionbank,banks,
sofia,1992,,financials,united bulgarian bank,banks,
varna,1907,,industrials,varna shipyard,shipbuilding,
svilengrad,2006,,consumer goods,vitta foods,food products,
sofia,1992,,telecommunications,vivacom,fixed line telecommunications,
karlovo,1964,,industrials,vrz karlovo,commercial vehicles & trucks,
zaventem,1964,,consumer services,abelag aviation,airlines,
ghent,2001,,health care,ablynx,biotechnology,
antwerp,1876,,conglomerates,ackermans & van haaren,-,
liege,1870,,industrials,af compressors,industrial engineering,
brussels,1824,,financials,ag real estate,real estate holding and development,
brussels,1990,,financials,ageas,consumer finance,
mortsel,1867,,technology,agfa-gevaert,computer services,
brussels,1946,,industrials,agoria,business support services,
hove,1994,,technology,aim productions,computer services,
ghent,1980,,consumer goods,alpro,food products,
leuven,2008,,consumer goods,anheuser-busch inbev,brewers,
antwerp,1880,,utilities,antwerp water works,water,
antwerp,1990,,utilities,aquafin,water,
liège,1999,,industrials,asl airlines belgium,delivery services,
ronse,1964,,consumer goods,associated weavers,clothing and accessories,
aalter,1890,,consumer goods,aveve,farming and fishing,
brussels,1949,,industrials,aviapartner,delivery services,
kortrijk,1934,,technology,barco,computer hardware,
brussels,1993,,industrials,base,business support services,
wielsbeke,1959,,consumer goods,beaulieu international group,clothing and accessories,
brussels,1995,,financials,befimmo,real estate holding and development,
kortrijk,1880,,basic materials,bekaert,specialty chemicals,
leuven,1998,,consumer services,belgian beer café,restaurants and bars,
brussels,2001,,financials,belgian investment company for developing countries,specialty finance,
brussels,2000,,industrials,bpost,delivery services,
brussels,2006,,consumer services,brussels airlines,airlines,
brussels,1984,,financials,brussels regional investment company,specialty finance,
seraing,1817,,basic materials,cockerill sambre,iron and steel,
louvain-la-neuve,1860,,basic materials,carmeuse,general mining,
turnhout,1970,,consumer goods,cartamundi,toys,
eeklo,1996,,consumer goods,cavalier chocolate,food products,
zedelgem,1906,,industrials,claeys,commercial vehicles and trucks,
brussels,1983,,financials,cofinimmo,real estate services,
halle,1925,,consumer services,colruyt group,food retailers and wholesalers,
antwerp,1895,,industrials,compagnie maritime belge,marine transportation,
antwerp,1925,,consumer goods,confiserie roodthooft,food products,
mechelen,1991,,consumer services,de lijn,travel and tourism,
hooglede,1937,,basic materials,deceuninck,commodity chemicals,
brussels,1867,,consumer goods,delhaize group,food products,
zwijndrecht,1991,,industrials,deme,heavy construction,
brussels,1805,,consumer services,d'ieteren,specialized consumer services,
ghent,1992,,consumer goods,domo group,clothing and accessories,
malle,1979,,consumer goods,ecover,nondurable household products,
brussels,2005,,financials,effortel,financial services,
malle,1949,,consumer goods,etap lighting,building materials and fixtures,
seraing,1985,,health care,eurogentec,biotechnology,
liège,1994,,technology,evs broadcast equipment,telecommunications equipment,
antwerp,1976,,technology,ferranti computer systems,computer hardware,
brussels,2001,,oil and gas,fluxys,exploration and production,
wavre,1922,,basic materials,forrest group,general mining,
brussels,1980,,financials,gimv,equity investment instruments,
brussels,1926,,consumer goods,godiva chocolatier,food products,
turnhout,1935,,consumer services,group joos,publishing,
brussels,1902,,industrials,groupe bruxelles lambert,diversified industrials,
sint-niklaas,1960,,consumer goods,guylian,food products,
leuven,1984,,technology,imec,computer services,
liège,1906,,consumer goods,imperia automobiles,automobiles,
ghent,1985,,health care,innogenetics,biotechnology,
aalst,1938,,industrials,jan de nul,building materials and fixtures,
beerse,1953,,health care,janssen pharmaceutica,pharmaceuticals,
roeselare,1881,,industrials,jonckheere,commercial vehicles and trucks,
antwerp,1854,,industrials,katoen natie,delivery services,
brussels,1985,,financials,kbc bank,banks,
brussels,1998,,financials,keytrade bank,investment services,
ghent,1997,,consumer services,kinepolis,recreational services,
ghent,1996,,technology,larian studios,software,
meulebeke,1997,,consumer goods,libeco-lagae,clothing and accessories,
charleroi,1875,,consumer services,louis delhaize group,food retailers and wholesalers,
leuven,1999,,technology,luciad nv,computer services,
leuven,1990,,technology,materialise nv,computer services,
beerse,1919,,basic materials,metallo-chimique,nonferrous metals,
ostend,1990,,consumer goods,mutoh europe nv,consumer electronics,
brussels,1987,,industrials,namahn,business support services,
brussels,1926,,consumer services,national railway company of belgium,rail transport,
gerpinnes,1981,,industrials,compagnie nationale à portefeuille,diversified industrials,
balen,2007,,basic materials,nyrstar,general mining,
leuven,1986,,technology,option n.v.,computer hardware,
turnhout,1913,,consumer services,proost,publishing,
brussels,1994,,telecommunications,proximus,mobile telecommunications,
brussels,1930,,telecommunications,proximus group,fixed line telecommunications,
