00-avengers-type,00-avengers-id,00-avengers-hhid,00-avengers-nation
corporation,ba3a9adf89594ecab342102983fa36c5,h-it0007956770,italy
corporation,490dfaa5968346b09631454be3b6947c,h-it0075736667,italy
corporation,e765ed26921d42b093929ef2e91d4546,h-it0073451940,italy
corporation,0d9bc35d123f4491843906ccc5e03f9b,h-it0037639927,italy
corporation,7ed55f28e2e146abbe8ef21dc00673e4,h-it0053646924,italy
corporation,7bbc4055bd8f4180bb5b94a43557bf52,h-it0074379046,italy
corporation,46e462a72a7649bd8e70df3c7c227e5c,h-it0050813986,italy
corporation,575775924ce6473f8d087c710909ab42,h-it0009387420,italy
corporation,a092e7856e50430dace2ae8f1d2ebb7c,h-it0010621318,italy
corporation,9bfdc7ff5fa245c09d1251eb47c75b26,h-it0011101210,italy
corporation,e75d5fd9bf5943a1919f3de0455f0a8f,h-it0051529211,italy
corporation,900367ad225a4ae39a0a4e963fe99677,h-it0033650578,italy
corporation,b747873101f042dd839023f708e99d70,h-it0075554402,italy
corporation,ed4fdc7b30dc491b9001f1cc80fac19c,h-it0007704623,italy
corporation,6b37789c44d24fbf88ea53f54c2882bf,h-it0012248274,italy
corporation,d980d4a976d24baea55bb099463892ae,h-it0072557230,italy
corporation,2eff3958994a4b5da8381dce87e24f1f,h-it0061243132,italy
corporation,b2412c60674e4e9eb54b49f14895aded,h-it0019964625,italy
corporation,0232004594dc4f68a4e223c8a688eaa9,h-it0068365128,italy
corporation,649feceea1bc4616abc04615aa7d294e,h-it0009886419,italy
corporation,350d69ba7e92416990ece7f2808867c7,h-it0057316376,italy
corporation,850c682db18a4b3080343522fd71a4aa,h-it0216488695,italy
corporation,66148d99d4e045419932ba9b91c89fa7,h-it0069463166,italy
corporation,b0d13d20198f428897760c8245c59ad8,h-it0061847526,italy
corporation,e2e9d2ff8f4f48139d8e3aba96407ec0,h-it0043684491,italy
corporation,688d4a2fd94d4b2db5fe85e818b6c604,h-it0002561107,italy
foreign company,a74929e64e364f4cb79d949eb960167d,h-it0073073571,italy
corporation,ffac3f5d4c62434abfc51b827be415f2,h-it0012802263,italy
corporation,ae22898e2fd3415ab2bb931f61876377,h-it0012313475,italy
corporation,1b6f397d4ff74f5f98618210cb064062,h-it0018891764,italy
corporation,fa2d6f33cb3946f88942291853678106,h-it0039270270,italy
corporation,6412dfe04eec46f48d6c921376b1daa3,h-it0046709703,italy
corporation,51a5cefde4db4c65b1d9c05e7cded6d4,h-it0009268642,italy
corporation,df743f2b23374042987cec857af8599b,h-it0008233624,italy
corporation,17d54b2ae6694d42b824384c8aeded4b,h-it0074963252,italy
corporation,1af139c669eb4f268a73f07320ddd1d0,h-it0007919220,italy
corporation,26ec8a0fab8549fd98d289b9392b0d35,h-it0018463061,italy
corporation,eb5a1d3f4ed442b9ba2e946a7034ba3c,h-it0008507155,italy
corporation,db48e819ffc24a22a3acb3f50778933b,h-it0049413783,italy
corporation,a4504fb3679c48e6b1bdc8f526986770,h-it0070462135,italy
corporation,9ba7a9f4ba1e48009371ea68f913fcb3,h-it0003962121,italy
corporation,1de6f6fbec91403babac6fde16d6a9d2,h-it0007815514,italy
corporation,4b2ed9cf67214dc4a7eb51c520a5494c,h-it0001742299,italy
corporation,e2cb9a51ce064893803be634788a3dc2,h-it0002513277,italy
corporation,f1e8aa2dcfa2439d8fd8c8e6db19a4ce,h-it0032307985,italy
foreign company,22242eee664f41ab84f365fd45702f6f,h-it0018764584,italy
corporation,c05508a2b22a4287bbf01dcc4b8ab88c,h-it0008587930,italy
corporation,f4422857e9944bd09c3cd45aadcd8e7c,h-it0002368692,italy
corporation,f3453b2571134a84b1276fe51426ec74,h-it0007913850,italy
corporation,4c023ae77ae345aa952122621b59a902,h-it0054498589,italy
corporation,cfabc70151d44fceb538a58eec081465,h-it0075690152,italy
corporation,2b4509b8ae0f41adb8da895a95aed742,h-it0067882900,italy
corporation,3b67f6d35fc5446bb535b82392b8bc8c,h-it0046926836,italy
corporation,93e14fdb722e4449925924a2208574b8,h-it0070586640,italy
corporation,54b5423819b544ad8a52381904d10bff,h-it0002115379,italy
corporation,c9c55420bcbc4564b220ae7e777c8839,h-it0009567917,italy
corporation,6fb7fc621ad7417b84377cd592462d0b,h-it0040846679,italy
corporation,e37165cf58324d999ce71e311f249a32,h-it0058540547,italy
corporation,4a4970d147504029a1915bc132908e14,h-it0023945680,italy
corporation,f1175e9dc1624e1db496bc5618fe4c29,h-it0073452858,italy
corporation,7f75e5cc2b554acab694d9c073491885,h-it0070986819,italy
corporation,a9f64d21310544509f6be9fd5bb0538a,h-it0008848904,italy
foreign company,0466db73a9c34ca088fd1b156ea3c5c1,h-it0062581627,italy
corporation,8feceb3463f34dde8af1574c3fa5243b,h-it0023002832,italy
foreign company,26a1d004869e48aa8f0cb00adb4037a1,h-it0007977557,italy
corporation,8bc38d3c907f400980e21cfea14cfe5f,h-it0009445447,italy
corporation,c6ca3b150c9b4a0fa57321dafc4b80cb,h-it0070207895,italy
corporation,79e79bd37ef449608b91856807e9e282,h-it0072908513,italy
corporation,b202aede267640488e1de3daffd30f8d,h-it0002492334,italy
corporation,da1c840876244d6cabde8cda10469b62,h-it0072362200,italy
corporation,9ed484f6ca424252a0d2fe7ce9ef4299,h-it0004673077,italy
corporation,5676dc5a404745a9bce86d19c8899bbb,h-it0048467219,italy
cooperative,ba7b6f75ea614d3582130a7544d0dc8c,h-it0035238232,italy
corporation,858f00a71b0e491eb7c2928e67c2b175,h-it0008916993,italy
corporation,c50b2d22b6b5476f924f8d5ead779b62,h-it0042141826,italy
corporation,6dd3535eec36419686c80963e097f9ad,h-it0024746916,italy
corporation,44df9131bb6b4f9386e192887dc47e40,h-it0067919634,italy
corporation,6741953de65342d9a85b1b9d1450a1ff,h-it0019525346,italy
corporation,bdb60c9da4bd425eb84f256d449b2c54,h-it0031275737,italy
corporation,d0f7125675bc491eb67d11f18ad3131d,h-it0008953503,italy
corporation,b9fae075000f49d8a64b3f40e583b907,h-it0072773529,italy
corporation,3791d4ed10954fc3b27bbff7c203c1d4,h-it0075644894,italy
corporation,996acf00748c4468846511f7e96885f6,h-it0069538484,italy
corporation,534d5b8bdf7442858d056ce2badce335,h-it0071269770,italy
corporation,e7c4e3aa1cf24f8d8d00734adc2f7915,h-it0034973583,italy
corporation,dfafe2360e71467da803927aee38fbd4,h-it0012418706,italy
corporation,53ad605319a94fe2afc38fcb4c75ef2b,h-it0011465840,italy
corporation,85c3ade0ca764224b3a7f095c35985e3,h-it0012085162,italy
foreign company,193439becf7d4799b68f134c975adedc,h-it0038266865,italy
corporation,242afa79dfda4f528f38924a01972456,h-it0070351872,italy
corporation,e90d5e0e1c4c485abe39a02118277e97,h-it0051804646,italy
corporation,f5000f7f6b6248dfae917d1e27dd628b,h-it0049590383,italy
corporation,22381549dbd643fba12fdcdafe162685,h-it0010756361,italy
corporation,2eabe23904bd4458932b33f7d6315e45,h-it0055693393,italy
corporation,ff28f0e57035482191a0f695ef304feb,h-it0067796354,italy
corporation,23ebb4f19cdd4a26b63c21e22a60da05,h-it0010808701,italy
corporation,4994294bdeb9497895fcf428f7392922,h-it0075640449,italy
corporation,50d435c64729430ba6b59d2bd3ddd647,h-it0050822500,italy
corporation,90cc64bc9ba74d70aafff9d0d988591b,h-it0009995455,italy
corporation,1c6160d445ea43bb8089b426787d60b8,h-it0004648218,italy
corporation,ffcc51ed5c9f4e8a94d3644f69e85f32,h-it0047975709,italy
corporation,40aa51dbaaf24f4692f52fd7fa2936ae,h-it0073894281,italy
foreign company,77f8ec91bee74ba8af89fb6409aa6f66,h-it0045887942,italy
corporation,1b849720846e4d4fa17e54cc71f6dfda,h-it0007698003,italy
corporation,24adc32f70cb410c853c564b75b3c924,h-it0072934069,italy
corporation,a42efebc362a497cac6715eb82f75565,h-it0002492660,italy
foreign company,004e158c18ab499c89af168cee29720b,h-it0040267229,italy
cooperative,4627ded135474a8ba7db82fe78db1313,h-it0052080684,italy
corporation,c11696fc3c704cea8100c73aa8f913f5,h-it0070531358,italy
corporation,bb0713bf994049f6be9dd755fc2f6808,h-it0012414328,italy
corporation,9478ff5460454bc98c44fad06149c825,h-it0052087123,italy
foreign company,e809a8c463044517a1085f35d36abaa5,h-it0064239411,italy
corporation,7d9576ccd7074176bfd278ff32595cbc,h-it0009032622,italy
corporation,dfe094510e8b4f2e9634eaed0d8fc06d,h-it0075083647,italy
corporation,6a78f49e972b4111ba7af2d7eff60e57,h-it0020242972,italy
corporation,1f757cc718f741178b2f32c9b497bdaa,h-it0008053081,italy
corporation,a9e9c7a2d52945eea3bed00f04add7ca,h-it0049311190,italy
corporation,21f534a29e7d4725822e6e0dd932fe8c,h-it0008021260,italy
corporation,2d8b7b1bf0fe40179edd97ba39b25ef4,h-it0008021686,italy
corporation,4824602831214ca986307c5f8041b274,h-it0072415665,italy
corporation,8cf20cae0da542f0a5d980e5a96b0273,h-it0072998423,italy
corporation,d399d82390d048d28648b66e991a1c6f,h-it0009237461,italy
corporation,e4ac8c25609f433ead68c02235461da9,h-it0074717448,italy
foreign company,5823896fcec14ca6ace3dc209832bc5b,h-it0038148110,italy
corporation,645afe980ac44692b1930ccf2d4bc0c7,h-it0366850320,italy
corporation,b22b658b287942f08beadc000aa8c717,h-it0020622082,italy
corporation,a8cffb8aacf741248ab44a8b249fa364,h-it0007745206,italy
corporation,32b1d97faf3340a395b056e79ee47889,h-it0010133712,italy
corporation,1d2b398515bc4273ba9222ad2e2a469a,h-it0002558041,italy
corporation,3476c903d6ce45b7ae79118a180736f2,h-it0035217197,italy
corporation,1b8d7b9fd3d4471789efeaa0072dd31f,h-it0028057635,italy
corporation,8f66a1c306b146f58679b45218548370,h-it0061868256,italy
corporation,8db1ef46629c4e2d8218300c743d73f4,h-it0002215101,italy
corporation,a51f5ef36e064e3ca09a60ad4aaaa204,h-it0007363818,italy
corporation,b0aafe1360aa43d7919c383dbc998e38,h-it0050583999,italy
corporation,0369581418c74de08486a9efe278dc88,h-it0066645190,italy
corporation,340144e11e24474b96794ed68632c7e6,h-it0054295661,italy
corporation,77d1e5b4d1ba48c592ad20caa1e67342,h-it0026173360,italy
foreign company,88e31e62c59a4d90830cd60b763171b1,h-it0072814640,italy
corporation,f187961dcd844c85b1e7bc60eef0cafc,h-it0030784107,italy
corporation,934bf1df1b064d399db47a8417e089b3,h-it0011955988,italy
corporation,4b1438490f614690ab9ed5943a00d6ba,h-it0070126070,italy
corporation,e1a36b820cf54f62b3e43d980127dab8,h-it0070965382,italy
corporation,7aab2402713749d5af3e13386ea2afb4,h-it0068332807,italy
corporation,2f31cfe0fd0f49dd82774e194d48c602,h-it0033690464,italy
corporation,05dc2b232f81406ea60b39eebc1e40a3,h-it0018360106,italy
cooperative,87287ec214614ef1803c9a3356ca5564,h-it0020302304,italy
corporation,ff8ebc428f334ff9af736f1b9fda8849,h-it0029458269,italy
corporation,249555bb6df140be8befe61cb2c6463b,h-it0008973717,italy
corporation,b9c85284436e440484ed019689de4027,h-it0040208036,italy
corporation,92d164d9e0b94d90bf1c4c052c15effd,h-it0073228494,italy
corporation,2eaeb31fc82247afbeafa257939e57a2,h-it0059526548,italy
corporation,8059ba9e24be446ab14d0b68e6f38a41,h-it0008816700,italy
corporation,98df756add0948a09585f29f08749c7b,h-it0014372711,italy
corporation,2e4840b6ddd24fe798fe12f410988fd2,h-it0034282432,italy
corporation,22c4aebb55814257a0afaddad07c907b,h-it0061885452,italy
corporation,e275642e08f14b5d890d2eb8dd898eed,h-it0072819200,italy
corporation,bd6b8cccb4a94f30a2031016e3471bdf,h-it0010310800,italy
foreign company,1721c0dd23884618b30f5acf219a86c1,h-it0007979258,italy
corporation,f3fa72c75332439fa34a0b666313b6f3,h-it0057869464,italy
corporation,02e93a7a11894188ab405fb9c29c243a,h-it0067600212,italy
corporation,ce0ecf21587a43f79b9a6fdc3b9a609f,h-it0036294675,italy
corporation,a2f9193c5fb84962bd1bbd560fecfb73,h-it0002266806,italy
corporation,ef2fe04b6f0d40f3867d227fcd4c544f,h-it0048603724,italy
corporation,5ec4c8c8e65b430ba3521b77b672e908,h-it0062461842,italy
corporation,b807a04eb97a417885f71532c55aac34,h-it0062835580,italy
corporation,63d29f18c20949eb8b3fffbbf3bb91be,h-it0066468256,italy
corporation,4f6f9de0a6234982b435af1aecc26b58,h-it0036821411,italy
corporation,a276a1525a1249f38572874123fb8704,h-it0002533812,italy
corporation,7f7231f4a88e4797ac0dc749af728af4,h-it0027556999,italy
corporation,71a9790ec0074aa28b71e871fd3977f5,h-it0061820628,italy
corporation,4d88e11f723b402aa2a7e8db2e01a00e,h-it0011090014,italy
corporation,67e12585901a4a798d01a58dc5c00234,h-it0008217793,italy
corporation,1c4e0384742e42b68b0d9a29d9306add,h-it0026961245,italy
corporation,f40a4e6b0fbb4b46843ff50309e6a291,h-it0052364844,italy
corporation,5ccc3a81dcb04984aa5aed6fc7ddaa1e,h-it0003506304,italy
corporation,bf6e45d603f44e9cac82f5f105da1a35,h-it0072226552,italy
corporation,c7c5ba3f1c1f4969bd50b667c0ba2ddc,h-it0009245189,italy
corporation,06cc1b5164c84328ae150eaebf0dbe60,h-it0074673483,italy
corporation,ee14fe1eaf584898a77b81fcf103ef62,h-it0010433171,italy
corporation,f3b33fa0391740d2a253b033c9a6056c,h-it0039471586,italy
corporation,ebfaba99e00f4a7d88c150b0336177b3,h-it0023304545,italy
corporation,c7e2616bf3a14e2997ba35536c44f549,h-it0043920306,italy
cooperative,560531cff1b44c9a8074009d961e40c9,h-it0028165942,italy
foreign company,1237df954f6b4aa28b38316a58ccb46b,h-it0061254592,italy
corporation,4a094d53e7184b1782353e49dde10ee0,h-it0019542259,italy
corporation,8fb26e6cab2a4eb4912fe18e20293eeb,h-it0075218224,italy
corporation,6ccdae3b20dd431682ec478a0ab34ea0,h-it0010720294,italy
corporation,0b89a4fa848944399d670441dd5193ad,h-it0057507252,italy
corporation,4da576f6d2bf4ba1aa2007ba29dcd7a8,h-it0070427410,italy
corporation,f5c5b00bcaf541729802ec913792fad8,h-it0051863588,italy
corporation,8172a0678a0e4a7386833c7b8f005b08,h-it0009845631,italy
corporation,9244b412060b40cc8d4868d15ca2cc38,h-it0009692932,italy
corporation,8fdfa43ee2f149f9a8b412f6bf494466,h-it0010646329,italy
corporation,c8ad816f673d43b8b1cc5deb17493027,h-it0056101066,italy
corporation,5fa0be8011b54a04992228c15a914608,h-it0057780838,italy
corporation,86b385a7bfbd4d7d925ac71c28968b71,h-it0072354216,italy
corporation,3b5d84daa55d4d33a6ffa86b593e5289,h-it0026613492,italy
corporation,44a74d1df8b5428ca3cb03fae8eb4bf8,h-it0056224370,italy
corporation,2fb71087ace047d5ab969fb46fd735d1,h-it0065989600,italy
corporation,9fcde20cbdac49e9a73552dacd7b8712,h-it0029797950,italy
corporation,06cb3ed79070475d9caa2167159f34a5,h-it0070204993,italy
corporation,c26b3f6c0208471bbc2b0c0b38e3f9a3,h-it0074057448,italy
corporation,2489f1fbb19f44a7a4825d2e88801e5f,h-it0015873862,italy
corporation,0bd8a290e3b444b6ac1ab8bd974d3a25,h-it0014199777,italy
foreign company,030fb7fe16224307937feec12709a636,h-it0042215722,italy
corporation,99fe274c8eff46efbcae4fda1c5992cf,h-it0044365357,italy
corporation,915544841da34181ad6a294247ec6b5a,h-it0075856484,italy
corporation,9a80de1674794ba8b0b80019026bbf48,h-it0032168829,italy
corporation,71da76c090d043cca8be72daec4493cb,h-it0016732545,italy
corporation,538eec11552a42e0ae51ebba51271926,h-it0004200837,italy
corporation,e854df6fb5f94b2c890e62c6d366162d,h-it0038942437,italy
corporation,9111a9a5dcbf4c498a1bb250a54e7e2a,h-it0072679603,italy
corporation,f7e3eb1f4b674045ab875d7857dda3c0,h-it0070322554,italy
corporation,a2f2dfcd68c7497c9e18fb949408fd8e,h-it0061859915,italy
corporation,c8ecd54e324e4846937d31954538c358,h-it0072354119,italy
corporation,1ca54605d7784288bf4120553b5963d5,h-it0004161300,italy
corporation,259f82ee28614d38b44c4a539f833384,h-it0012047414,italy
corporation,5b4116146a2a48f4ade78db91fa47449,h-it0018186149,italy
corporation,b276d4da5c424e13807de7e04c65f5f2,h-it0055101615,italy
corporation,13ea4957cfc44d2fac8880a8543aad96,h-it0051518481,italy
corporation,2823118c863d4343b43f6c0b01b5709c,h-it0074900331,italy
corporation,0c53dfcc65054baeb1c38c17baa54ea6,h-it0009554831,italy
corporation,7d044e4ffebf415ab2fed9d3b97f3875,h-it0002831511,italy
corporation,8980f138b1db410cbeb336f6df454689,h-it0013813404,italy
corporation,8483ee2fe7934383a2648983d6ff44a8,h-it0046510818,italy
corporation,fffe8520319041318e99b3dcc6669f4c,h-it0072155272,italy
corporation,ed11a6fda18f4d96a6a97166db2cb932,h-it0075364484,italy
corporation,a85aaa296ffb492894a4977146fe3278,h-it0073915602,italy
corporation,73e4e86c7ac141719b71c3c039c74bf7,h-it0074772023,italy
foreign company,45ddff1b344e4533bbcbd3fba7c03307,h-it0216283090,italy
corporation,3dfc4a1f2f244b44b4aad8fb1a0de2c6,h-it0064358038,italy
corporation,174d2768d8ea4b3085eceb9589afecd7,h-it0062583948,italy
corporation,a29d4d1d98284079986f870b637d1e61,h-it0017974178,italy
corporation,da93034db4584eaab588154617cf9576,h-it0070530319,italy
corporation,cb7d0966552443519b04ed8a63c245eb,h-it0010852387,italy
corporation,a26646f8a060462bb3e5f9f045d52674,h-it0069254788,italy
corporation,f2ec907f94d2421c9fc55c816e19d50a,h-it0033181462,italy
corporation,811eb2a0d8614950aadac2b594628919,h-it0003911853,italy
corporation,b28f9382648e463e80b6ac81544c76bc,h-it0072792183,italy
corporation,d1a163987a4245ceb012bb1be04fc1bf,h-it0963373556,italy
corporation,ec5f9fc3933c4b049cbc349cf8c901c2,h-it0052006824,italy
corporation,d373730230e44f9b8468034c6d208b90,h-it0026099500,italy
corporation,afeae9f84a7f4cbb8448febadccfa3c1,h-it0072789239,italy
corporation,0e315e972bba4e0aacc7879ec46da922,h-it0070051046,italy
corporation,9520a057c0864d77a8d18bc87a30f927,h-it0075856239,italy
corporation,cd467c3bf72040568cfa5d97072b3b36,h-it0074821970,italy
corporation,ee7857e4310d45e9af5f55d4a21939e9,h-it0074972391,italy
corporation,2d43ae705c554ba690b8a0cae10a19cc,h-it0017626560,italy
corporation,4f799694f7e84b658b91695f166590f7,h-it0049233750,italy
corporation,034602e7da7d44c9973c72dc74035211,h-it0073301825,italy
corporation,75a62d0c36614aa6992ae89b5521d934,h-it0005789451,italy
corporation,61d37e8343f24b92b3c8a85cb3eef83e,h-it0010642196,italy
corporation,f4465ee9ac28453ea7d24b4717e2d869,h-it0060200812,italy
corporation,7d1fa3076f7d45c1bdf64924e505b97a,h-it0073503487,italy
corporation,ed29150f9b2d4ae3abb11dbdfdaeaedb,h-it0024685011,italy
corporation,4cd4f6da78ac49ca9345800fbc5e8b16,h-it0010574220,italy
corporation,38dd47448ac248eb986448558e91f529,h-it0074067672,italy
corporation,952917b2858a49e697ee62bcdc96bc27,h-it0049255630,italy
corporation,5522cfbb47f349aa8b76bd176d1a2d40,h-it0075371332,italy
corporation,8d6acd39b01c457087bfc8c0e5a313f1,h-it0033657998,italy
corporation,35b8544ab9aa4bbcb200e6fcb7f63ddc,h-it0216733770,italy
corporation,e6d9520523b043a7b94ae59ce27abc66,h-it0012979570,italy
corporation,4e75b9196cba49c2ad882a7b6b21f3b8,h-it0056119801,italy
corporation,ac4920c21b734cb5aa3445ca734a9f62,h-it0009076948,italy
corporation,0c210ed328af4647ac16dd1dee75018d,h-it0072354194,italy
corporation,2338acc564c941459d54352a7527b8ee,h-it0071615016,italy
corporation,f63ba3b969ba4205a5a34e4fd84f8b6d,h-it0008106940,italy
corporation,a3c202c57e3648dc94ff10cf09c33c1d,h-it0009604677,italy
corporation,1d322df5a7794485b15ff8376be0a511,h-it0066771978,italy
corporation,b00961aaf3374e04ae1b889e5fad3b82,h-it0011934387,italy
corporation,5512ccc811ae4656921dde066c68ae90,h-it0072349484,italy
corporation,3d803b67152944c8b768a021776b3dfd,h-it0052662535,italy
corporation,bc6e586bb7b14797a9de7a6146da045b,h-it0051809125,italy
corporation,ba4d5bd31b0349b1aee2aca437ad6621,h-it0039915026,italy
corporation,7dc73441834e48b8b4047cfbceea43f9,h-it0049429108,italy
corporation,6b67e46211f64a0288be0d0413a4fb6c,h-it0009835105,italy
corporation,69bb34338b4a4043991fd18ad9e7ca90,h-it0020145373,italy
corporation,a05126530bdc40d99ce6b8f39045a536,h-it0024492957,italy
corporation,0d4a6f399e924ee18261294dbb1e7cbb,h-it0037651927,italy
corporation,2213b62e6a4e4b4a8c27975e7c774042,h-it0013571273,italy
corporation,9a8d1f48b4114326b18ae8d10633b4a0,h-it0055149529,italy
corporation,511d6e4ed12f49559d92eba1d69424c9,h-it0070226393,italy
corporation,f42cacfb3a8040caaf7ff9e6223a9861,h-it0033803927,italy
corporation,c53bdfdd088f4eb786cae7b49d5e84f9,h-it0009461078,italy
corporation,849b836cf0364991a11d7327cc58e292,h-it0055494315,italy
corporation,1d21ef982a004419bf9eda979cd9e52c,h-it0073944556,italy
corporation,f949851165044c69ab6b18bdcd9f668f,h-it0040574121,italy
corporation,d264b14266de42f694fdec9272f5e7cc,h-it0289500474,italy
corporation,f3f0f2504a464b7a986de2af35517366,h-it0036033715,italy
corporation,ae69d37c7aa449188354d42527f50046,h-it0035581344,italy
corporation,41023a4895c74c5dbb5197f4ca1ceb97,h-it0075936917,italy
corporation,72b600e6c0134b57b9af737d8c1729c3,h-it0008506272,italy
