02-GioPonSpiz-price,03-gren-price,05-MalPatSaj-price,00-avengers-share_price,01-DDD-share_price,06-MarScoToc-share_price,09-wissel-share_price,04-iGMM-shareprice
doll_99.48,386.0,doll_13.48,doll_43.06,doll_19.53,doll_12.80,doll_125.57,
doll_121.93,3.0,doll_7.70,doll_386.85,doll_17.89,doll_98.57,doll_33.56,doll_98.11
doll_97.92,3.0,doll_63.30,doll_38.74,doll_7.53,doll_117.97,doll_33.10,
doll_557.78,25.0,doll_225.12,doll_48.18,doll_15.71,doll_29.38,doll_74.40,
doll_238.99,9.0,doll_0.41,doll_243.96,doll_47.91,doll_3.35,doll_28.89,doll_8.26
doll_3.37,126.0,doll_124.95,doll_389.56,doll_20.56,doll_9.41,doll_10.20,
doll_2.72,63.0,doll_11.50,doll_301.73,doll_37.52,doll_25.74,doll_6.26,
doll_117.80,82.0,doll_101.90,doll_118.23,doll_1.09,doll_2.68,doll_11.80,
doll_71.92,102.0,doll_71.78,doll_28.70,doll_0.64,,doll_60.62,doll_22.00
doll_25.75,12.0,doll_124.55,doll_96.36,doll_82.60,doll_11.90,doll_131.08,doll_28.24
doll_29.14,290.0,doll_24.34,doll_13.86,doll_2.22,doll_70.19,doll_18.67,doll_76.27
doll_9.34,46.0,doll_37.34,doll_5.55,doll_141.74,doll_142.73,doll_47.33,doll_58.99
doll_31.45,843.0,doll_300.18,doll_16.15,doll_17.43,doll_8.60,doll_6.51,doll_156.17
doll_8.73,26.0,doll_372.31,doll_39.90,doll_27.99,doll_378.04,doll_1.25,
"doll_1,083",33.0,doll_38.09,doll_46.73,doll_5.94,doll_344.11,doll_89.58,
doll_211.83,43.0,doll_130.12,doll_239.41,doll_19.61,doll_63.30,doll_8.30,
doll_381.81,67.0,doll_336.35,doll_117.84,doll_23.45,doll_207.97,doll_36.04,
doll_63.30,53.0,doll_2.52,doll_0.62,doll_6.50,doll_7.04,doll_75.55,
doll_124.93,30.0,doll_5.50,doll_58.00,doll_11.17,doll_48.23,doll_39.40,doll_21.81
doll_102.08,62.0,doll_110.94,doll_96.87,doll_28.51,doll_31.71,doll_33.92,
doll_340.79,36.0,doll_87.33,doll_38.67,doll_3.17,doll_166.91,doll_7.12,
doll_57.66,56.0,doll_163.75,doll_295.80,doll_61.00,doll_124.02,doll_60.09,
doll_73.36,36.0,doll_4.13,doll_130.45,doll_22.72,doll_43.23,doll_9.32,
doll_136.13,196.0,doll_199.45,doll_6.84,doll_5.73,doll_130.06,doll_7.85,doll_85.72
doll_62.92,86.0,doll_93.12,doll_15.54,doll_3.98,doll_100.00,doll_31.68,
doll_233.52,13.0,doll_328.34,doll_62.75,doll_19.06,doll_342.42,doll_9.23,doll_18.53
doll_17.34,4.0,doll_92.80,doll_68.12,"doll_1,036",doll_62.42,doll_13.24,doll_53.34
doll_42.42,70.0,doll_814.50,doll_6.83,doll_4.65,doll_17.25,doll_47.59,doll_36.15
doll_36.51,10.0,doll_31.71,doll_2.09,doll_21.00,doll_32.19,doll_305.89,
doll_42.35,106.0,doll_28.79,doll_462.53,doll_44.01,doll_230.61,doll_5.24,
doll_38.60,15.0,doll_98.49,doll_23.72,doll_8.26,doll_40.48,doll_3.79,
doll_127.00,97.0,doll_332.03,doll_443.87,doll_43.76,doll_5.48,doll_24.27,doll_34.08
doll_290.87,128.0,doll_159.33,doll_172.43,doll_169.22,doll_4.12,doll_33.87,doll_9.22
doll_161.78,13.0,doll_38.07,doll_181.41,doll_17.80,doll_92.86,doll_25.15,
doll_12.72,121.0,doll_52.97,doll_51.32,doll_11.30,doll_56.97,doll_42.90,doll_5.14
doll_815.47,321.0,doll_12.78,doll_144.48,doll_0.68,doll_289.10,doll_7.97,
doll_44.55,277.0,doll_59.27,doll_0.29,doll_84.50,doll_87.35,doll_18.75,
doll_332.97,155.0,doll_40.16,doll_122.50,doll_5.12,doll_155.26,doll_103.31,
doll_31.62,1.0,doll_6.48,doll_76.55,doll_11.96,doll_13.03,doll_245.83,doll_250.96
doll_13.04,153.0,doll_41.97,doll_945.07,doll_108.93,doll_70.89,doll_29.17,doll_60.35
doll_160.83,37.0,doll_2.91,doll_61.97,doll_14.96,doll_16.27,doll_97.91,doll_7.34
doll_35.69,16.0,doll_80.68,doll_6.84,doll_57.26,doll_106.96,doll_53.20,
doll_45.92,13.0,doll_40.07,doll_670.33,doll_13.74,doll_360.23,doll_45.34,doll_51.49
doll_10.11,309.0,doll_38.24,doll_149.74,doll_10.02,doll_0.73,doll_29.82,doll_95.09
doll_4.06,41.0,doll_16.25,doll_67.31,doll_18.39,doll_35.35,doll_8.69,doll_332.95
doll_16.10,65.0,doll_81.72,doll_80.62,doll_1.56,doll_37.24,doll_15.89,doll_8.79
doll_0.72,16.0,doll_9.72,doll_3.46,doll_2.33,doll_9.99,doll_9.78,doll_84.95
doll_6.57,342.0,doll_160.23,doll_261.05,doll_3.26,doll_12.40,doll_28.00,
doll_13.70,77.0,doll_165.39,doll_234.73,doll_1.19,doll_42.66,doll_16.49,doll_21.45
doll_15.42,0.0,doll_236.01,doll_43.97,doll_4.37,doll_157.99,doll_11.00,doll_81.73
doll_38.89,39.0,doll_29.50,doll_33.07,doll_2.85,doll_793.38,doll_28.44,doll_110.19
doll_25.82,43.0,doll_0.29,doll_85.79,doll_19.41,doll_25.98,doll_3.21,
doll_91.23,86.0,doll_32.99,doll_39.83,doll_16.58,doll_168.53,doll_35.10,
doll_41.91,85.0,doll_149.20,doll_95.12,doll_43.28,doll_34.71,doll_101.57,
doll_5.17,444.0,doll_72.98,doll_166.83,doll_51.59,doll_19.93,doll_21.96,
doll_348.83,6.0,doll_15.41,"doll_2,572",doll_61.66,doll_79.29,doll_45.44,doll_59.10
doll_94.84,186.0,doll_101.28,doll_127.07,doll_0.43,doll_178.26,doll_23.66,
doll_5.03,37.0,doll_121.49,doll_385.99,doll_22.47,doll_39.88,doll_18.56,
doll_103.03,64.0,doll_43.31,doll_3.10,doll_41.69,doll_15.20,doll_57.83,doll_81.02
doll_82.51,79.0,,doll_12.64,doll_7.12,doll_33.38,doll_4.62,
doll_88.40,138.0,doll_61.29,doll_5.04,doll_26.88,doll_125.98,doll_19.71,
doll_125.42,2487.0,doll_144.32,doll_15.37,doll_17.24,doll_70.80,doll_2.07,doll_129.26
doll_78.31,142.0,doll_14.71,doll_10.74,doll_46.57,doll_13.38,doll_28.88,doll_4.34
doll_33.10,5.0,doll_5.01,doll_82.00,doll_19.64,doll_42.54,doll_8.74,doll_119.13
doll_4.37,226.0,doll_83.00,doll_9.98,doll_58.28,doll_15.75,doll_1.48,
doll_147.25,5.0,doll_2.09,doll_42.65,doll_28.03,doll_51.43,doll_75.57,
doll_19.55,49.0,doll_139.10,doll_2.95,doll_1.33,doll_4.96,doll_46.88,
doll_164.39,67.0,doll_75.82,doll_40.93,doll_45.00,doll_154.80,doll_25.40,
doll_138.98,32.0,doll_6.83,doll_53.25,doll_9.59,doll_1.43,doll_144.19,
doll_15.56,133.0,doll_15.54,"doll_1,563",doll_2.20,doll_679.85,doll_24.40,doll_1.97
doll_64.41,46.0,doll_459.28,doll_16.75,doll_2.72,,doll_156.75,
doll_80.37,74.0,doll_31.76,doll_106.66,doll_0.44,doll_92.17,doll_14.34,doll_67.78
doll_450.98,634.0,doll_62.66,doll_60.47,doll_86.72,doll_64.38,doll_61.80,
doll_69.35,24.0,doll_438.79,doll_91.71,doll_75.19,doll_4.27,doll_39.94,
doll_188.63,3.0,doll_2.85,doll_8.00,doll_71.97,doll_186.88,doll_42.24,
doll_2.48,116.0,doll_29.89,doll_86.52,doll_58.00,doll_135.75,doll_19.10,
doll_68.83,194.0,doll_178.07,doll_120.84,doll_144.15,doll_25.57,doll_30.50,doll_7.92
doll_125.57,18.0,doll_45.94,doll_40.47,doll_33.68,doll_441.59,doll_216.97,doll_12.21
doll_152.21,15.0,doll_63.14,doll_4.14,doll_91.33,doll_144.82,doll_77.47,doll_275.14
doll_47.04,2.0,doll_0.68,doll_32.16,doll_16.84,doll_84.75,doll_126.72,
doll_25.24,116.0,doll_119.73,doll_2.48,doll_15.96,doll_0.29,doll_47.24,
doll_226.61,442.0,doll_179.29,doll_0.40,doll_17.97,doll_78.07,doll_69.71,doll_7.83
doll_156.92,25.0,doll_24.21,doll_298.90,doll_36.68,doll_62.47,doll_48.69,
doll_63.15,65.0,doll_3.30,doll_2.21,doll_4.47,doll_31.57,doll_188.13,
doll_169.26,79.0,doll_66.55,doll_4.55,doll_203.62,doll_46.43,doll_112.15,doll_40.26
doll_652.26,119.0,doll_154.81,doll_151.36,doll_22.96,doll_123.65,doll_72.49,doll_38.01
doll_49.35,152.0,doll_326.52,doll_85.33,doll_15.63,doll_155.92,doll_36.35,
doll_136.83,3.0,doll_49.68,doll_47.27,doll_19.88,doll_1.78,doll_80.60,doll_119.76
doll_31.22,144.0,doll_165.47,doll_63.10,doll_12.34,doll_29.74,doll_17.86,doll_38.92
doll_448.92,1380.0,doll_332.80,doll_31.94,doll_19.34,doll_646.61,doll_3.80,
doll_193.92,264.0,doll_186.05,doll_59.51,doll_10.02,doll_3.47,doll_344.50,
doll_29.24,1.0,doll_116.74,doll_201.11,doll_14.88,doll_2.37,doll_53.76,doll_55.01
"doll_1,463",873.0,doll_22.64,doll_43.22,doll_14.32,doll_77.46,doll_45.76,
doll_0.28,72.0,doll_119.71,doll_26.59,doll_0.39,doll_3.23,doll_20.70,
doll_140.87,160.0,doll_628.87,doll_170.99,doll_25.60,doll_135.13,doll_78.40,doll_18.47
doll_72.85,148.0,doll_24.64,doll_23.97,doll_37.26,doll_76.16,doll_58.25,doll_29.00
doll_3.21,30.0,doll_171.57,doll_230.00,doll_52.94,doll_66.05,doll_10.99,
doll_34.55,10.0,doll_265.83,doll_33.80,doll_138.14,doll_32.57,doll_80.83,doll_98.65
doll_3.24,61.0,,doll_12.03,doll_1.69,doll_3.24,doll_32.06,
doll_62.72,44.0,doll_122.67,doll_74.06,doll_37.00,doll_242.38,doll_23.91,doll_42.09
doll_73.98,28.0,doll_239.55,doll_144.02,doll_4.93,doll_173.40,doll_35.55,
doll_14.25,22.0,doll_12.01,doll_171.06,doll_44.28,doll_33.03,doll_50.73,
doll_1.72,14.0,doll_61.70,doll_317.71,doll_58.37,doll_62.36,doll_410.90,doll_60.35
doll_9.12,3.0,doll_70.39,doll_140.52,doll_17.18,doll_14.17,doll_24.66,doll_9.33
doll_171.82,31.0,doll_186.64,"doll_1,605",doll_3.50,doll_205.90,doll_24.61,doll_100.29
doll_266.01,149.0,doll_867.30,doll_189.54,doll_11.19,doll_436.55,doll_3.56,
"doll_2,369",9.0,doll_33.43,doll_119.34,doll_13.09,doll_71.05,doll_37.97,
doll_3.36,117.0,doll_200.06,doll_72.34,doll_7.03,doll_146.10,doll_17.91,doll_27.89
doll_1.33,46.0,doll_26.23,doll_28.49,doll_23.88,doll_9.01,doll_121.90,doll_18.86
doll_154.43,6.0,doll_72.41,doll_68.46,doll_52.88,doll_33.81,doll_0.55,doll_34.90
doll_32.44,329.0,doll_135.93,doll_23.96,doll_24.69,doll_214.52,doll_15.03,doll_109.15
doll_66.19,122.0,doll_17.45,doll_125.98,doll_5.35,doll_73.92,doll_79.99,doll_13.46
doll_2.25,53.0,doll_150.44,doll_31.04,doll_3.63,doll_66.38,doll_3.36,
doll_31.75,30.0,doll_13.88,doll_272.70,doll_0.39,doll_2.26,doll_30.73,
doll_21.97,9.0,,doll_336.00,doll_33.86,doll_72.13,doll_19.86,
doll_77.04,19.0,doll_71.25,doll_18.58,doll_11.89,doll_168.50,doll_27.05,doll_12.42
doll_3.29,32.0,doll_42.82,doll_45.57,doll_5.64,,doll_47.11,
doll_5.86,3.0,doll_333.33,doll_155.67,doll_35.46,doll_152.88,doll_51.48,
doll_120.31,161.0,doll_54.27,doll_62.46,doll_12.53,doll_185.33,doll_381.02,doll_41.18
doll_200.59,160.0,doll_42.33,doll_14.82,doll_32.49,doll_43.42,doll_47.01,doll_65.47
doll_13.39,69.0,doll_4.36,doll_137.93,doll_18.51,doll_76.15,doll_41.25,
doll_54.35,2.0,doll_7.00,doll_0.67,doll_21.04,,doll_23.07,doll_8.70
doll_43.38,69.0,doll_61.28,doll_70.90,doll_10.28,doll_21.70,doll_22.65,doll_5.51
doll_235.92,224.0,doll_136.16,doll_77.31,doll_2.19,doll_9.57,doll_7.56,
doll_9.57,179.0,doll_2.20,doll_34.96,doll_35.00,doll_13.73,doll_39.21,doll_1.71
doll_167.15,20.0,doll_31.11,doll_19.00,doll_155.59,doll_255.31,doll_45.08,
doll_71.65,25.0,doll_76.11,doll_6.97,doll_4.88,doll_25.95,doll_10.98,doll_125.57
doll_42.79,135.0,doll_20.81,doll_104.45,doll_10.61,doll_46.70,doll_13.48,
doll_2.71,11.0,doll_23.77,doll_44.68,doll_0.18,doll_2.60,doll_23.42,doll_457.89
doll_46.66,40.0,doll_82.14,doll_97.69,doll_20.10,doll_117.93,doll_107.45,
doll_108.47,128.0,doll_289.05,doll_7.63,doll_36.93,doll_3.20,doll_20.41,doll_90.60
doll_11.55,24.0,doll_45.55,doll_32.93,doll_38.64,doll_21.11,doll_57.83,doll_65.41
doll_18.85,14.0,doll_218.04,doll_145.45,doll_24.50,doll_53.34,doll_26.42,doll_154.65
"doll_1,525",77.0,doll_119.22,doll_1.44,doll_37.09,doll_107.86,doll_29.29,doll_28.68
doll_21.05,192.0,doll_8.40,"doll_2,080",doll_101.85,doll_64.75,doll_47.03,doll_21.65
doll_183.31,187.0,doll_13.10,doll_33.73,doll_66.00,doll_39.72,doll_105.50,doll_28.94
doll_40.07,279.0,doll_33.72,doll_13.95,doll_54.48,doll_275.35,doll_37.68,doll_150.69
doll_54.97,64.0,doll_9.14,doll_69.14,doll_147.49,doll_19.83,doll_40.20,
doll_138.86,61.0,doll_225.18,doll_44.72,doll_169.27,doll_42.34,doll_9.72,
doll_27.80,73.0,doll_3.09,doll_18.29,doll_2.83,doll_11.58,doll_89.80,doll_18.91
doll_69.71,7.0,doll_24.07,doll_297.38,doll_12.51,doll_18.64,doll_36.91,doll_12.59
doll_272.54,124.0,doll_2.91,doll_141.42,doll_56.22,doll_5.62,doll_4.35,
doll_3.29,23.0,doll_193.11,doll_19.94,doll_11.17,doll_54.57,doll_238.99,doll_36.13
doll_63.59,79.0,doll_18.11,doll_24.23,doll_12.45,doll_6.91,doll_11.50,doll_146.65
doll_6.89,91.0,doll_176.54,doll_22.86,doll_4.05,doll_223.61,,
doll_225.00,33.0,doll_163.20,doll_89.87,doll_1.78,doll_23.37,doll_132.90,doll_33.24
doll_288.04,309.0,doll_64.66,doll_10.60,doll_114.83,doll_6.50,doll_109.72,
doll_196.55,2.0,doll_61.92,doll_12.53,doll_16.57,doll_14.29,doll_11.34,doll_2.61
doll_69.75,214.0,doll_117.42,doll_48.67,doll_26.94,doll_2.44,doll_39.10,
doll_98.41,52.0,doll_53.66,doll_62.90,doll_10.78,doll_27.33,doll_28.67,doll_3.11
doll_120.01,2.0,doll_130.99,doll_2.27,doll_21.77,doll_285.77,doll_10.97,
doll_58.68,206.0,doll_261.66,doll_257.66,doll_36.25,doll_15.13,doll_39.01,
doll_222.14,3.0,doll_61.21,doll_51.43,doll_1.68,doll_78.82,doll_64.48,
doll_74.92,37.0,doll_498.48,doll_107.68,doll_10.91,doll_511.76,doll_36.71,
doll_24.97,71.0,doll_214.21,doll_154.20,doll_14.55,doll_193.90,doll_70.64,
doll_6.44,1402.0,doll_66.08,doll_2.83,doll_9.71,doll_220.88,doll_5.78,doll_20.72
doll_23.28,48.0,doll_76.06,doll_113.80,doll_111.42,doll_46.15,doll_113.03,
doll_46.45,55.0,doll_93.94,doll_125.78,doll_55.81,doll_23.95,doll_12.48,doll_0.65
doll_7.46,64.0,doll_124.25,doll_5.35,doll_22.08,doll_488.88,doll_14.69,doll_189.94
doll_317.49,42.0,doll_256.83,doll_538.18,doll_49.19,doll_73.60,doll_118.37,doll_51.00
doll_25.72,23.0,doll_71.25,doll_61.21,doll_3.79,doll_57.44,doll_178.06,doll_39.49
doll_80.33,19.0,doll_24.54,doll_261.66,doll_6.98,doll_157.75,doll_30.85,doll_11.02
doll_2.41,53.0,doll_13.40,doll_44.13,doll_47.64,doll_67.07,doll_29.26,doll_35.23
doll_157.56,120.0,doll_10.55,doll_25.33,doll_239.62,doll_228.28,doll_33.53,doll_75.35
doll_505.24,205.0,doll_149.85,doll_12.81,doll_5.12,doll_312.80,doll_81.64,doll_74.65
doll_13.91,249.0,doll_22.81,doll_217.73,doll_38.09,doll_115.73,doll_116.07,
doll_315.47,49.0,doll_1.47,doll_547.82,doll_62.82,doll_49.24,doll_4.29,
doll_14.60,7.0,doll_296.99,doll_3.05,doll_70.62,doll_3.14,doll_117.88,
doll_32.81,12.0,doll_2.26,doll_9.03,doll_28.80,doll_104.18,doll_42.24,
doll_538.50,469.0,doll_147.93,doll_23.06,doll_41.70,doll_41.79,doll_1.05,doll_120.25
doll_23.58,141.0,doll_19.03,doll_68.18,doll_83.74,doll_43.54,doll_142.80,
doll_479.08,2135.0,doll_8.84,doll_68.25,doll_32.79,doll_77.83,doll_44.01,
doll_49.03,4.0,doll_48.90,doll_24.17,doll_8.61,doll_12.76,doll_7.16,
doll_9.16,12.0,doll_102.07,doll_20.50,doll_43.55,doll_153.47,doll_12.00,doll_88.77
doll_43.67,101.0,doll_41.39,doll_13.38,doll_70.81,doll_7.18,doll_14.32,doll_518.64
doll_18.76,448.0,doll_47.11,doll_41.45,doll_110.06,doll_305.32,doll_5.76,
doll_124.89,97.0,doll_2.83,doll_179.01,doll_89.05,doll_169.88,doll_19.69,
doll_124.24,3.0,doll_26.52,doll_169.74,doll_95.84,doll_34.38,doll_14.46,
doll_102.85,1.0,doll_48.75,doll_518.83,doll_69.72,doll_51.94,doll_57.46,
doll_19.42,144.0,doll_6.96,doll_119.00,doll_7.73,doll_27.69,doll_9.92,doll_26.81
doll_12.67,49.0,doll_51.35,doll_79.44,doll_0.20,doll_123.15,doll_19.57,doll_30.76
doll_75.17,42.0,doll_20.72,doll_135.04,doll_28.76,,doll_3.26,doll_57.51
doll_71.17,130.0,doll_131.22,doll_55.37,doll_4.48,doll_8.98,doll_35.45,doll_109.78
doll_156.51,40.0,doll_26.88,doll_226.58,doll_27.29,doll_522.00,doll_16.77,doll_2.14
doll_42.66,24.0,,doll_201.26,doll_20.53,doll_122.22,doll_30.23,doll_14.19
doll_33.94,19.0,doll_96.60,doll_53.61,doll_0.21,doll_18.33,doll_51.09,doll_59.22
doll_45.87,6.0,doll_103.44,doll_188.08,doll_19.27,doll_24.32,doll_113.40,
"doll_2,129",150.0,doll_41.74,doll_19.63,doll_66.14,doll_49.27,doll_101.03,doll_23.96
doll_48.87,489.0,doll_496.50,doll_130.85,doll_45.19,doll_31.46,doll_83.69,doll_27.08
doll_515.67,17.0,doll_136.05,doll_97.35,doll_38.11,doll_88.77,doll_28.96,doll_7.52
doll_50.43,43.0,doll_32.41,doll_25.34,doll_79.20,doll_52.40,doll_62.45,doll_98.73
doll_49.24,13.0,doll_43.80,doll_330.18,doll_0.61,doll_55.47,doll_6.30,doll_139.39
doll_148.00,32.0,doll_4.90,doll_55.56,doll_28.72,doll_33.70,doll_28.71,
doll_215.14,72.0,doll_64.98,doll_12.03,doll_9.21,doll_1.52,doll_11.14,
doll_1.51,8.0,doll_1.88,doll_173.99,doll_9.72,doll_138.72,doll_17.58,
doll_22.43,46.0,doll_11.79,doll_249.75,doll_22.61,doll_68.55,doll_218.54,
doll_197.16,143.0,doll_37.95,doll_159.33,doll_16.27,doll_48.74,doll_62.57,doll_50.94
doll_3.54,25.0,doll_42.65,doll_38.87,doll_21.84,doll_165.62,doll_18.37,doll_7.35
doll_75.20,72.0,doll_15.11,doll_48.88,doll_34.40,doll_505.16,doll_9.14,
doll_683.88,649.0,doll_44.94,doll_38.67,doll_0.64,doll_104.51,doll_2.56,
doll_41.14,22.0,doll_491.33,doll_255.03,doll_39.55,doll_22.23,doll_23.17,doll_116.99
doll_33.27,130.0,doll_7.85,doll_74.26,doll_53.23,doll_8.02,doll_10.25,doll_41.36
doll_101.00,100.0,doll_24.04,doll_71.56,doll_17.57,doll_65.86,doll_52.83,doll_44.91
doll_19.33,11.0,doll_51.36,doll_1.84,doll_45.67,doll_40.69,doll_50.28,doll_118.06
doll_4.06,20.0,doll_140.48,doll_2.70,doll_115.12,doll_13.63,doll_8.30,doll_33.28
doll_136.88,98.0,doll_1.37,doll_5.89,doll_0.10,doll_75.29,doll_15.25,
doll_23.25,18.0,doll_32.35,doll_40.40,doll_63.98,doll_3.48,doll_35.41,
doll_26.30,36.0,doll_102.76,doll_25.62,doll_5.32,,doll_3.55,doll_16.02
doll_7.99,38.0,doll_65.50,doll_41.48,doll_0.40,doll_73.97,doll_117.95,
doll_138.97,112.0,doll_430.03,doll_435.30,doll_0.59,doll_192.51,doll_21.59,doll_289.73
doll_130.22,244.0,doll_18.48,doll_141.00,doll_6.26,doll_672.65,doll_2.40,
doll_13.46,466.0,doll_5.87,doll_51.55,doll_18.22,doll_19.04,doll_101.79,
doll_50.55,1616.0,doll_22.17,doll_204.61,doll_0.68,doll_22.89,doll_1.01,doll_43.77
doll_74.04,22.0,doll_39.00,doll_129.68,doll_10.91,doll_98.63,doll_32.29,doll_296.20
doll_4.66,124.0,doll_3.33,doll_132.28,doll_32.20,doll_5.04,doll_81.70,
doll_101.49,321.0,doll_40.63,doll_15.22,doll_46.54,doll_20.36,doll_1.54,doll_28.91
doll_5.01,133.0,doll_98.44,doll_45.22,doll_5.46,doll_7.45,doll_27.44,doll_153.70
"doll_1,690",31.0,doll_11.41,doll_20.69,doll_106.30,doll_3.94,doll_27.79,doll_44.84
doll_102.67,82.0,doll_71.19,doll_47.96,doll_59.11,doll_19.06,doll_11.88,doll_49.70
doll_252.65,4.0,doll_33.18,doll_5.77,doll_11.69,doll_126.63,doll_13.41,doll_74.83
doll_8.96,13.0,doll_5.45,doll_105.79,doll_6.82,doll_8.96,doll_9.32,doll_2.68
doll_7.35,95.0,doll_159.27,doll_64.09,doll_14.60,doll_56.58,doll_150.09,doll_22.50
doll_18.95,19.0,doll_69.64,doll_38.61,doll_45.52,doll_42.57,doll_14.33,
doll_333.18,186.0,doll_129.90,doll_11.64,doll_17.01,doll_333.25,doll_235.53,doll_197.80
doll_115.00,16.0,doll_195.93,doll_70.12,doll_22.92,doll_115.13,doll_53.99,doll_39.23
doll_145.05,34.0,doll_124.66,"doll_3,383",doll_61.11,doll_11.42,doll_6.23,
doll_54.38,1.0,doll_321.93,doll_20.75,doll_5.78,doll_11.45,doll_49.18,
doll_19.69,8.0,doll_12.67,doll_11.25,doll_71.45,doll_317.02,doll_41.44,
doll_11.54,166.0,doll_36.77,doll_2.45,doll_65.75,doll_54.68,doll_47.89,doll_46.26
doll_315.35,11.0,doll_309.40,doll_2.95,doll_48.14,doll_0.83,doll_10.19,doll_48.22
doll_14.45,52.0,doll_628.01,doll_2.72,doll_62.57,,doll_44.97,
"doll_1,558",301.0,doll_241.84,doll_73.04,doll_44.70,doll_125.99,doll_11.01,
doll_40.67,151.0,doll_59.07,doll_47.06,doll_23.79,doll_33.58,doll_12.60,doll_86.85
doll_83.25,5.0,doll_53.77,doll_6.48,doll_9.87,doll_142.79,doll_37.03,doll_15.91
doll_125.46,144.0,doll_0.81,doll_9.55,doll_101.94,doll_34.47,doll_9.69,doll_35.18
doll_19.64,7.0,doll_52.44,doll_0.68,doll_15.84,doll_3.92,doll_12.01,doll_76.01
doll_54.75,70.0,,doll_4.45,doll_29.95,doll_99.19,doll_52.53,doll_15.36
doll_35.89,14.0,doll_12.34,doll_49.20,doll_51.39,doll_72.83,doll_4.91,doll_129.05
doll_11.24,46.0,doll_165.27,doll_52.28,doll_11.12,doll_234.73,doll_33.21,doll_90.16
doll_3.91,11.0,doll_17.84,doll_67.15,doll_54.48,doll_56.30,doll_119.59,
doll_96.49,44.0,doll_80.25,doll_295.25,doll_10.83,doll_36.91,doll_1.39,doll_150.96
doll_158.07,53.0,doll_36.55,doll_20.18,doll_15.57,doll_45.01,doll_7.25,doll_75.03
doll_34.10,1450.0,doll_68.84,doll_62.39,doll_77.56,doll_5.44,doll_58.06,doll_0.28
doll_0.81,146.0,doll_81.26,doll_180.53,doll_14.97,doll_39.48,doll_15.15,doll_9.33
doll_45.64,94.0,doll_209.98,doll_30.70,doll_21.02,doll_80.81,doll_10.57,doll_119.98
doll_9.02,17.0,doll_34.19,doll_1.99,doll_77.80,doll_1.15,doll_22.26,doll_79.11
doll_60.12,51.0,doll_50.77,doll_137.30,doll_4.79,doll_18.97,doll_5.37,
doll_15.89,4.0,,doll_44.54,doll_32.30,doll_125.65,doll_1.30,
doll_238.03,202.0,doll_178.32,doll_110.85,doll_16.19,doll_93.79,doll_63.59,doll_108.13
doll_5.10,4.0,doll_182.98,doll_108.29,doll_28.38,doll_15.65,doll_306.55,
doll_55.33,2.0,doll_9.76,doll_187.08,doll_26.87,doll_235.55,doll_10.81,
doll_71.15,2.0,doll_16.40,doll_78.71,doll_38.65,doll_235.20,doll_84.89,
doll_130.59,234.0,doll_141.75,doll_34.03,doll_11.13,doll_2.86,doll_2.14,
doll_146.13,1.0,doll_32.34,doll_144.39,doll_107.42,doll_0.76,doll_5.42,
doll_5.41,8.0,doll_228.85,"doll_1,486",doll_61.73,doll_128.62,doll_44.91,doll_17.70
doll_245.83,37.0,doll_146.50,doll_7.70,doll_28.81,doll_4.64,doll_59.70,doll_31.14
doll_1.14,291.0,doll_4.56,doll_3.14,doll_81.78,doll_34.31,doll_141.71,doll_48.74
doll_164.28,4.0,doll_220.86,doll_12.26,doll_8.05,doll_78.92,doll_5.29,doll_127.15
doll_306.55,34.0,doll_2.77,doll_284.28,doll_58.71,doll_13.60,doll_4.87,doll_2.05
doll_81.05,175.0,doll_44.76,doll_79.75,doll_25.61,doll_162.21,doll_19.32,doll_9.30
doll_94.96,77.0,doll_10.30,doll_151.20,doll_19.08,doll_8.74,doll_57.10,doll_82.39
doll_64.06,5.0,doll_3.54,doll_302.85,doll_2.41,doll_178.27,doll_16.06,
doll_285.24,1.0,doll_6.60,doll_7.15,doll_5.62,doll_4.96,doll_23.82,
doll_0.76,3.0,doll_5.14,"doll_1,595",doll_26.50,doll_142.50,doll_152.21,doll_3.41
doll_177.67,56.0,doll_67.35,doll_71.08,doll_40.95,doll_147.79,doll_61.62,doll_27.09
doll_147.26,63.0,doll_294.39,doll_68.98,doll_3.94,doll_10.64,doll_12.29,doll_15.23
doll_45.22,2.0,doll_52.13,doll_33.82,doll_11.78,doll_2.28,doll_32.46,doll_15.65
doll_2.80,121.0,doll_7.98,doll_621.82,doll_23.73,doll_94.48,doll_0.77,doll_75.44
doll_180.61,3.0,doll_2.13,doll_83.46,doll_67.69,doll_185.49,doll_38.78,
doll_59.14,1.0,doll_4.46,doll_0.81,doll_167.46,doll_4.30,doll_27.08,doll_2.36
doll_34.98,64.0,doll_104.10,doll_11.11,doll_0.14,doll_62.74,doll_7.03,
doll_77.21,36.0,doll_16.43,doll_36.25,doll_977.42,doll_1.10,doll_18.09,doll_13.20
doll_67.25,60.0,doll_2.47,doll_62.54,doll_102.21,doll_204.39,doll_1.10,
doll_7.65,74.0,doll_63.59,doll_47.57,doll_48.18,doll_55.86,doll_16.09,doll_11.42
doll_1.09,268.0,doll_132.77,doll_1.32,doll_53.78,doll_296.81,doll_31.80,
doll_55.64,4.0,doll_19.58,doll_232.90,doll_341.15,doll_178.92,doll_24.97,doll_41.30
doll_218.10,102.0,doll_0.72,doll_55.93,doll_41.60,doll_78.52,doll_25.57,doll_8.37
