00-avengers-name,01-DDD-name,02-GioPonSpiz-name,03-gren-name,04-iGMM-name,05-MalPatSaj-name,06-MarScoToc-name,09-wissel-name
traeger,daimler truck,zee entertainment,varonis,,patria investments,champion reit,i-mab biopharma
regencell bioscience,"formosa petrochemical
",bausch health,immunovant,,plus500,crisil,sichuan xunyou network technology
penseco financial services,shenzhen inovance,giant network group,big yellow group,,eve air mobility,atul,fingertango
adc therapeutics,"assa abloy
",varonis,vivint smart home,,cranswick,ipca laboratories,gracell biotechnologies
faraday future,genmab,sage therapeutics,freenet,,laboratorios farmaceuticos rovi,iveco group,canaan
strides pharma,deutsche bank,grindwell norton,cvent,,canada goose,forward air,fire rock
orasure technologies,flutter entertainment,metcash,first merchants corporation,,assura plc,bgf retail,ehang holdings
nl industries,bajaj finserv,ipca laboratories,konecranes,Via S.A.,atricure,genworth financial,boyaa interactive
selina hospitality,"t. rowe price
",forward air,cembra money bank,,brigham minerals,travis perkins,scienjoy
vor biopharma,sampo,corvel corporation,certara,TerrAscend,spirent,liberty energy,zk international group
india tourism development corp,"cbre group
",lundin gold,primo water,Koppers,nos,ubisoft,shen zhen shengxunda technology (gamexun)
hindustan construction company,"diamondback energy
",the navigator company,resideo technologies,,trustmark,alliance resource partners,ourgame international
alx oncology,hp,konecranes,kadokawa,,kennametal,vitesco technologies group,digital hollywood interactive
hersha hospitality trust,wolters kluwer,siltronic,worthington industries,,contourglobal,freenet,sos limited
hailiang education,equifax,mitra keluarga,bata india,Samyang Foods,dada nexus,rumble,bit mining (500.com)
financial institutions,franco-nevada,helen of troy,dürr,Amprius Technologies,paradox interactive,cal-maine foods,linekong interactive
jci hitachi india,thales,alm. brand,h&r reit,RGP,toho gas,international distributions services (royal mail),addentax group
atara biotherapeutics,constellation energy,lic housing finance,bank of maharashtra,,embecta,ebro foods,pintec technology
aldeyra therapeutics,cdw corporation,xl axiata,hang lung group,Zeal Network,,gibson energy,nano labs
gaslog partners,nokia,international distributions services (royal mail),apollo tyres,,prokidney,joyy,nam tai property
omega therapeutics,mobileye,revolution medicines,filo mining,,carborundum universal,big yellow group,jianzhi education technology group
blend labs,naturgy,gibson energy,red rock resorts,,pricesmart,spin master,blue hat
adicet bio,willis towers watson ,travis perkins,travis perkins,,sabre,punjab & sind bank,wetrade group
hometrust bancshares,beiersdorf,jetblue airways,northern oil and gas,Polyplex,entra,nova measuring instruments,the9
archosaur games,"united rentals
",digitalocean,encore wire,,allscripts,bachoco,farmmi
bahnhof ab,wipro,safestore,metcash,Valhi,forgerock,bankunited,sino-entertainment technology
safe bulkers,"cheniere energy
",globalstar,tianjin faw,Clearwater Paper,triple flag precious metals,digitalocean,forgame
regal hotels international,"jd health
",frontier airlines,alarm.com,Eventbrite,air transport services group,worthington industries,kaixin auto
meta materials,astellas pharma,iveric bio,excelerate energy,,ams ag,aksa energy,infinities tech (jiu zun digital)
karyopharm therapeutics,fujitsu,alsok,pb fintech,,mvv energie,tianjin faw,china communications construction
farmers & merchants bancorp,"sun life financial
",synlab,asana,,cricut,arcosa,th international (tims china)
brt apartments,aptiv,pegasus airlines,insmed,,arvinas,frontier airlines,snail inc
cpi card group,orange,dürr,allied properties reit,,flagstar bank,lundin gold,erayak power solution
north american construction group,lennar,vicor,devyani international,,philip morris čr,xerox,silergy
tcns clothing,"beigene
",resideo technologies,otter tail,,n-able,grindwell norton,mindray
ottakringer getränke,"foxconn industrial internet
",tandem diabetes care,keppel reit,,krystal biotech,elekta ab,china gas
sichuan xunyou network technology,fastenal,genworth financial,globalstar,Forrester Research,winpak,konecranes,china merchants shekou industrial zone
ptc india,ashtead,cno financial group,safestore,Barrett Business Services,empire state realty trust,pick n pay stores,ganfeng lithium
automotive axles,amadeus it group,energizer holdings,extreme networks,Zensar,filo mining,fortis healthcare,naas technology
comtech telecommunications,sartorius,cal-maine foods,freshpet,,nexgen energy,dürr,perfect world entertainment
skywater technology,eqt,itron,nova measuring instruments,,buenaventura mining company ,lic housing finance,lg display
transcontinental realty investors,e.on,insmed,gibson energy,,bread financial,zee entertainment,coupang
rbb bancorp,american water works,rand merchant investment,corvel corporation,Sunway,gogo inflight internet,rand merchant investment,hyundai
professional holding,dnb,aksa energy,dunelm group,,strategic education,mallplaza,kia
hippo,"alnylam pharmaceuticals
",spectrum brands,viavi solutions,,jeudan,mirati therapeutics,lg electronics
1-800-petmeds,kone,hensoldt,life time group,,hayward,solaria energía,kt corporation
bed bath & beyond,loblaw companies,fortis healthcare,ansell,Mersana Therapeutics,tanger factory outlet centers,kingnet network,lg chem
lendingtree,dell,spin master,kunlun tech,,central garden & pet,callon petroleum,hyundai mobis
astec lifesciences,eversource energy,otter tail,balfour beatty,,exide industries,cno financial group,lg energy solution
microvision,discover financial services,alarm.com,vermilion energy,,novagold resources,lci industries,samsung heavy industries
pennantpark investment,transurban,joby aviation,frontline,,minerals technologies,fulton financial,asiana airlines
tredegar,dmart,bayer crop science,vicor,Designer Brands,comfortdelgro,kunlun tech,dsme (daewoo shipbuilding)
niu,ferguson,alliance resource partners,teamviewer,,iifl wealth management,treehouse foods,hankook tire
power mech projects,verisk analytics,steve madden,transalta,,retail opportunity investments,spectrum brands,coway
sun corp,albemarle,pick n pay stores,piper sandler,Franklin Covey,icf international,trigano,sk telecom
alpine immune sciences,on semiconductor,urban outfitters,wh smith,Ethan Allen,stock yards bancorp,ansell,amorepacific
deep yellow,swiss re,teamviewer,sd biosensor,,lifestance health group,dream industrial reit,lotte chemical
dish tv,"w. w. grainger
",solaria energía,zain saudi arabia,Riverstone Holdings,transmedics group,revance therapeutics,doosan enerbility
lovesac,"kã¼hne + nagel
",mge energy,quantumscape,,immunovant,myovant sciences,korea gas
vesuvius india,adidas,bavarian nordic,privia health group,ADMA Biologics,rocket lab,boral,sk group
concert pharmaceuticals,ptt pcl,new india assurance,lundin gold,,playtech,excelerate energy,kangwon land
sanara medtech,chunghwa telecom,hayward,qinetiq,,pigeon,bank of maharashtra,kcc corp
tarsus pharmaceuticals,"imperial oil
",rumble,mdc holdings,Eurowag,yelp,siltronic,ottogi
akoya biosciences,"china overseas land & investment
",myovant sciences,mcgrath rentcorp,,coursera,teamviewer,hitejinro
turning point brands,caterpillar,xerox,amylyx pharmaceuticals,,elgi equipments,kadokawa,shinsegae
jumia,swisscom,dixon technologies,compañía cervecerías unidas,Vaibhav Global,harel group,swissquote,doosan
avon protection,restaurant brands international,perficient,sjw group,Bristow Group,formosa sumco technology,steve madden,tâway air
c4 therapeutics,"international flavors & fragrances
",nova measuring instruments,dana,,indra sistemas,synlab,samyang foods
global cord blood,"japan post holdings
",bachoco,innergex renewable energy,,revolve,chegg,hyundai glovis
air busan,ahold delhaize,mallplaza,steve madden,Badger Infrastructure Solutions,close brothers group,perficient,korea zinc
agc networks,wec energy group,amc entertainment,laurus labs,,embraer,mdc holdings,com2us
nexpoint real estate finance,petrochina,elekta ab,darktrace,sterling & wilson solar,usa compression partners,dixon technologies,pan ocean
marimekko,woolworths group,leslie's,mr price group,TravelCenters of America,newmark,relaxo footwear,shinpoong pharm
dzs inc,at&t,ansell,mandarin oriental,MarineMax,carpenter technology,corcept therapeutics,netmarble
bank mayapada internasional,"gree electric appliances
",voltalia,covivio hotels,IES Holdings,heartland financial usa,ssp group,sd biosensor
tata steel long products,hsbc,dunelm group,independent bank group,,arcbest,commvault,gravity co.
phnom penh autonomous port,qualcomm,champion reit,netlink trust,,alony hetz,fletcher building,doubleugames
daily journal,honeywell,ebro foods,kemira,,ryman healthcare,uniqa insurance group,lotte corporation
eneti,raytheon technologies,mr price group,alpha metallurgical resources,,pacira biosciences,pan ocean,com2us
xperi,royal bank of canada,boral,first financial bank,Guild Mortgage,supernus pharmaceuticals,balfour beatty,pan ocean
braemar hotels & resorts,ping an insurance,kunlun tech,britvic,Membership Collective,tri pointe group,otter tail,shinpoong pharm
latham group,charles schwab,wh smith,matson,,future plc,cembra money bank,netmarble
jindal poly films,netflix,appian,also holding,,mercury general,red rock resorts,sd biosensor
international general insurance,tata consultancy services,trigano,holly energy partners,,orange polska,resideo technologies,gravity co.
icosavax,agricultural bank of china,also holding,canadian solar,DocGo,exp world holdings,also holding,doubleugames
preos real estate,conocophillips,tianjin faw,tronox,,delek logistics partners,itron,lotte corporation
computer programs and systems,dior,brady,ebro foods,Hypoport,ironwood pharmaceuticals,vermilion energy,shinhan financial group
atea pharmaceuticals,salesforce,fletcher building,itron,,caretrust reit,helen of troy,woori financial group
t’way air,cm bank,beach energy,braze,SP Plus Corporation,flsmidth,energizer holdings,doosan bobcat
pepgen,sap,vivint smart home,genus,CareDx,stonex group,leslie's,cj group
hawesko,amgen,tohoku electric power,gestamp automoción,,celldex therapeutics,bayer crop science,fila
guaranty bancshares,prosus,omnicell,perficient,,international seaways,ihs towers,lg corp
el pollo loco,wells fargo,genus,buckle,,ci financial,beach energy,sk hynix
surya roshni,comcast,aarti industries,sage therapeutics,Mahindra Lifespaces,diamondrock hospitality company,tohoku electric power,sk innovation
hci group,verizon,piper sandler,united industrial corporation,,aavas financiers,mge energy,kt&g (korea tobacco)
new pacific metals,adobe,viavi solutions,kingnet network,,semtech,pacific biosciences,samsung electro-mechanics
cs disco,united parcel service,kontoor brands,beach energy,Gujarat Alkalies and Chemicals,tdcx,zain saudi arabia,nongshim
kodiak sciences,china construction bank,balfour beatty,stepan company,,seacoast banking,tronox,hanwha solutions
wave life sciences,catl,independent bank group,xenon pharmaceuticals,,procept biorobotics,multiplan empreendimentos imobiliários,posco
liquidia technologies,texas instruments,vermilion energy,first majestic silver,United Fire Group,burford capital,keppel reit,neowiz games
precigen,nextera energy,zain saudi arabia,hatsun agro products,,ingles markets,st. joe company,hanmi pharmaceutical
telesat,morgan stanley,compañía cervecerías unidas,sotera health,,piramal pharma,vivint smart home,pearl abyss
ngm biopharmaceuticals,china mobile,mdc holdings,endurance technologies,Kingsoft Cloud,software ag,voltalia,korean air lines
chennai petroleum,totalenergies,tronox,champion reit,Movado,ziprecruiter,alarm.com,bgf retail
jtekt india,philip morris,duck creek technologies,kontoor brands,,rosseti,transalta,samsung life insurance
the manitowoc company,linde,transalta,st. joe company,,auto1,brady,hana financial group
greentree hospitality,bristol-myers squibb,iveco group,leslie's,,bloomin' brands,kontoor brands,korea aerospace industries
gamania digital,bhp group,swissquote,brady,,formfactor,wh smith,kakao pay
canoo,novartis,pan ocean,kpit technologies,Sharecare,coface,sage therapeutics,s-oil
gamco investors,hermã¨s,ihs towers,elekta ab,,avidxchange,duck creek technologies,hybe
barbeque nation hospitality,mcdonald,red rock resorts,verint systems,,the foschini group,keywords studios,krafton
harrow health,reliance industries,stepan company,sats,Columbia Care,redrow,new india assurance,yg entertainment
dynamic materials corporation,accenture,extreme networks,hayward,TCG BDC,boot barn holdings,golar lng,hmm
tallink grupp,danaher,keppel reit,harmony gold,Slam Corp,enerjisa enerji,win semiconductors,doosan fuel cell
ring energy,t-mobile us,coca-cola i̇çecek,arbor realty trust,,earthstone energy,bavarian nordic,jeju air
2seventy bio,icbc,multiplan empreendimentos imobiliários,cbiz,,voltalia,hang lung group,kakaobank
mcphy energy,nike,kadokawa,lgi homes,,zeta global,opc energy,f&f co
destination xl,shell,first merchants corporation,sma solar technology,,flex lng,osisko gold royalties,jyp entertainment
