01-DDD-change1d,00-avengers-change_1_day,04-iGMM-change_1day
1.87_perc,-1.56_perc,
1.54_perc,-1.33_perc,
-0.26_perc,-15.62_perc,0.87_perc
0.52_perc,0.35_perc,0.42_perc
0.32_perc,8.84_perc,
1.27_perc,-0.09_perc,
-0.35_perc,-3.49_perc,
0.62_perc,0.00_perc,
0.27_perc,-0.51_perc,
0.74_perc,0.00_perc,
0.33_perc,-2.72_perc,-3.03_perc
2.56_perc,-0.95_perc,
-0.87_perc,5.02_perc,
1.15_perc,-2.72_perc,
0.79_perc,0.74_perc,
1.04_perc,0.00_perc,
-0.60_perc,-1.41_perc,
0.83_perc,20.03_perc,1.46_perc
0.48_perc,-0.21_perc,
1.10_perc,2.67_perc,
0.00_perc,1.29_perc,
1.14_perc,2.91_perc,-6.06_perc
-0.02_perc,-3.75_perc,0.00_perc
-0.97_perc,3.73_perc,-0.47_perc
-0.70_perc,0.33_perc,2.88_perc
0.08_perc,0.00_perc,
0.19_perc,2.82_perc,
0.00_perc,-2.24_perc,
-0.20_perc,1.82_perc,
0.81_perc,0.00_perc,1.52_perc
-0.57_perc,4.67_perc,
0.74_perc,-0.98_perc,
1.31_perc,3.77_perc,
-0.43_perc,2.30_perc,
-2.73_perc,-8.39_perc,-1.32_perc
0.00_perc,0.98_perc,
1.76_perc,1.49_perc,
2.45_perc,1.02_perc,-0.41_perc
-2.11_perc,-5.26_perc,
0.28_perc,4.85_perc,
-2.13_perc,0.00_perc,
-0.65_perc,0.22_perc,
0.85_perc,0.57_perc,
4.36_perc,1.67_perc,-0.68_perc
0.43_perc,5.37_perc,
-0.96_perc,1.05_perc,-2.68_perc
0.69_perc,5.88_perc,
0.34_perc,15.00_perc,
0.62_perc,0.83_perc,-5.73_perc
0.21_perc,0.96_perc,-1.75_perc
2.34_perc,-12.40_perc,
2.36_perc,0.36_perc,7.23_perc
-0.04_perc,0.88_perc,
2.33_perc,-1.21_perc,
0.55_perc,2.80_perc,
0.84_perc,2.93_perc,
-2.27_perc,-2.72_perc,
3.16_perc,-0.49_perc,
2.50_perc,6.35_perc,
0.85_perc,1.87_perc,
0.46_perc,0.00_perc,
4.46_perc,1.67_perc,
1.92_perc,12.48_perc,7.02_perc
0.19_perc,3.35_perc,0.25_perc
0.63_perc,3.49_perc,-10.39_perc
1.60_perc,-1.52_perc,2.00_perc
0.62_perc,0.00_perc,-0.28_perc
-0.35_perc,4.20_perc,
-0.32_perc,1.76_perc,
0.00_perc,4.48_perc,
0.67_perc,0.23_perc,
1.21_perc,-1.10_perc,
-1.12_perc,8.85_perc,2.58_perc
-0.73_perc,-1.48_perc,
1.66_perc,2.83_perc,-0.51_perc
-0.88_perc,0.85_perc,-3.56_perc
-0.21_perc,12.81_perc,0.75_perc
0.24_perc,3.40_perc,1.37_perc
-0.66_perc,0.00_perc,-1.76_perc
0.77_perc,6.06_perc,
1.06_perc,-1.18_perc,
0.91_perc,0.00_perc,
-0.27_perc,0.30_perc,
1.70_perc,-4.32_perc,
0.13_perc,2.00_perc,
0.00_perc,0.00_perc,
1.72_perc,-6.10_perc,0.00_perc
-0.17_perc,0.00_perc,-0.86_perc
-1.48_perc,4.32_perc,
1.44_perc,-5.39_perc,2.67_perc
0.26_perc,-2.26_perc,-0.31_perc
0.20_perc,-1.28_perc,
-0.27_perc,-1.03_perc,
1.27_perc,6.21_perc,2.78_perc
-1.44_perc,-3.33_perc,
-0.87_perc,-5.05_perc,
0.83_perc,-0.25_perc,-0.35_perc
2.62_perc,2.47_perc,
-1.41_perc,2.84_perc,-8.07_perc
-0.10_perc,-3.26_perc,
0.59_perc,-7.57_perc,-2.21_perc
1.09_perc,8.02_perc,
0.74_perc,-0.16_perc,
0.95_perc,5.29_perc,
0.08_perc,0.00_perc,-12.37_perc
0.98_perc,3.38_perc,-3.90_perc
1.67_perc,1.09_perc,
0.46_perc,0.41_perc,
0.06_perc,0.00_perc,
-0.08_perc,-1.95_perc,
0.50_perc,2.60_perc,
0.43_perc,4.45_perc,-0.57_perc
0.86_perc,-0.65_perc,-5.34_perc
1.31_perc,-0.19_perc,8.55_perc
-0.61_perc,0.74_perc,
-1.67_perc,0.14_perc,-4.08_perc
0.48_perc,0.88_perc,
0.74_perc,0.00_perc,
1.03_perc,-2.79_perc,15.67_perc
-0.03_perc,0.12_perc,
0.32_perc,0.79_perc,
-0.86_perc,1.57_perc,-0.72_perc
-0.97_perc,0.94_perc,
0.79_perc,-0.86_perc,-1.05_perc
0.86_perc,0.00_perc,-0.27_perc
2.82_perc,0.00_perc,-1.06_perc
0.88_perc,7.37_perc,-2.50_perc
-0.20_perc,1.15_perc,
2.85_perc,-12.47_perc,
-1.11_perc,8.86_perc,
-0.07_perc,0.00_perc,
4.76_perc,-0.41_perc,
0.61_perc,0.63_perc,
0.76_perc,6.39_perc,
0.00_perc,-6.25_perc,
0.24_perc,6.25_perc,
1.55_perc,4.44_perc,0.27_perc
1.60_perc,0.45_perc,
0.67_perc,0.00_perc,
-0.11_perc,5.76_perc,
2.07_perc,2.87_perc,
0.08_perc,-1.85_perc,
1.49_perc,0.88_perc,
-1.05_perc,-8.33_perc,
3.40_perc,0.58_perc,
4.68_perc,5.94_perc,
1.70_perc,4.48_perc,-0.94_perc
-0.35_perc,0.00_perc,
3.09_perc,2.05_perc,
0.25_perc,0.71_perc,1.74_perc
0.00_perc,1.83_perc,
0.41_perc,2.53_perc,-0.51_perc
-1.16_perc,-8.68_perc,
-1.75_perc,5.51_perc,
0.49_perc,-2.39_perc,0.00_perc
-0.46_perc,-0.78_perc,-1.90_perc
-1.34_perc,1.93_perc,
2.33_perc,5.24_perc,
0.71_perc,0.96_perc,
2.14_perc,-2.21_perc,
0.86_perc,-6.67_perc,-4.00_perc
0.74_perc,9.49_perc,0.00_perc
1.79_perc,-0.13_perc,
0.09_perc,1.54_perc,0.70_perc
1.04_perc,-2.31_perc,
1.48_perc,-1.24_perc,
-0.06_perc,2.62_perc,-0.30_perc
1.73_perc,0.00_perc,0.00_perc
-2.78_perc,-1.20_perc,-1.76_perc
0.08_perc,-0.26_perc,
0.94_perc,0.59_perc,2.22_perc
1.59_perc,12.55_perc,
0.38_perc,4.73_perc,
0.88_perc,1.08_perc,
-0.03_perc,0.00_perc,-1.06_perc
0.89_perc,1.87_perc,
0.53_perc,-0.95_perc,
-0.57_perc,3.67_perc,
0.17_perc,0.00_perc,-3.78_perc
-1.32_perc,-0.55_perc,
0.75_perc,-0.31_perc,
0.23_perc,2.94_perc,-0.55_perc
0.00_perc,10.99_perc,
0.28_perc,-3.60_perc,
1.78_perc,1.20_perc,
1.96_perc,1.25_perc,3.49_perc
2.15_perc,2.88_perc,
0.71_perc,-4.27_perc,
-0.99_perc,0.00_perc,0.25_perc
-0.75_perc,1.39_perc,
0.77_perc,0.00_perc,30.91_perc
0.00_perc,-0.42_perc,
-1.16_perc,-0.43_perc,14.17_perc
-0.32_perc,0.32_perc,0.00_perc
-1.41_perc,0.00_perc,
1.43_perc,-1.96_perc,2.38_perc
1.25_perc,-1.58_perc,
-0.24_perc,6.60_perc,
2.04_perc,0.69_perc,
-1.86_perc,5.38_perc,-0.52_perc
-1.05_perc,-0.60_perc,-0.65_perc
-0.44_perc,-5.28_perc,2.03_perc
0.13_perc,-2.27_perc,
-1.47_perc,0.00_perc,-1.52_perc
0.42_perc,0.00_perc,3.10_perc
1.23_perc,4.50_perc,
0.14_perc,-1.71_perc,
0.04_perc,-0.10_perc,
0.82_perc,-0.02_perc,
0.18_perc,2.13_perc,3.03_perc
2.89_perc,0.67_perc,0.56_perc
0.77_perc,3.65_perc,-1.86_perc
3.72_perc,5.80_perc,
-0.32_perc,0.39_perc,1.71_perc
3.07_perc,1.33_perc,5.03_perc
0.05_perc,0.51_perc,-2.80_perc
0.69_perc,-2.03_perc,-4.10_perc
-0.40_perc,20.62_perc,
1.53_perc,-1.59_perc,
2.24_perc,0.70_perc,-5.15_perc
-0.11_perc,0.87_perc,-0.84_perc
0.18_perc,2.86_perc,
1.60_perc,-2.78_perc,
1.80_perc,-0.88_perc,
0.43_perc,8.28_perc,-5.47_perc
1.18_perc,-2.78_perc,-3.19_perc
1.11_perc,0.11_perc,
3.30_perc,1.66_perc,-1.83_perc
1.61_perc,35.83_perc,0.44_perc
-0.40_perc,10.08_perc,22.94_perc
1.13_perc,3.06_perc,
0.21_perc,-1.25_perc,-0.53_perc
1.05_perc,7.49_perc,
1.47_perc,4.82_perc,
1.02_perc,0.08_perc,
-2.74_perc,-3.66_perc,0.55_perc
-1.17_perc,-2.38_perc,1.76_perc
-0.14_perc,0.01_perc,6.21_perc
-0.20_perc,4.24_perc,-1.25_perc
0.72_perc,33.44_perc,0.12_perc
-1.16_perc,-5.57_perc,-0.21_perc
1.14_perc,3.66_perc,-2.76_perc
0.04_perc,-7.47_perc,-0.82_perc
2.15_perc,3.13_perc,-4.15_perc
-1.87_perc,2.75_perc,5.32_perc
1.43_perc,0.00_perc,
0.53_perc,0.67_perc,-1.98_perc
1.27_perc,-7.14_perc,
0.63_perc,3.09_perc,
-0.12_perc,-1.27_perc,1.43_perc
0.52_perc,1.02_perc,
2.16_perc,0.00_perc,
0.95_perc,-0.98_perc,
0.08_perc,-1.16_perc,0.81_perc
-0.48_perc,3.51_perc,
-0.93_perc,5.94_perc,
0.49_perc,-1.90_perc,
2.34_perc,3.75_perc,1.86_perc
1.26_perc,55.02_perc,
-0.84_perc,-1.24_perc,
-0.46_perc,-0.67_perc,0.24_perc
0.76_perc,1.15_perc,-2.92_perc
-0.61_perc,2.46_perc,4.02_perc
-1.42_perc,-1.47_perc,
0.40_perc,7.29_perc,
-0.20_perc,-0.13_perc,
0.57_perc,-0.33_perc,-0.15_perc
1.26_perc,3.46_perc,
1.47_perc,1.87_perc,0.41_perc
-0.28_perc,3.91_perc,
0.04_perc,0.58_perc,-2.31_perc
-0.89_perc,-0.50_perc,
-0.21_perc,2.35_perc,
0.59_perc,2.31_perc,-1.19_perc
-0.12_perc,-0.13_perc,0.64_perc
0.45_perc,-11.30_perc,
7.41_perc,0.00_perc,0.70_perc
0.70_perc,-1.76_perc,14.01_perc
0.37_perc,-1.32_perc,
2.37_perc,14.79_perc,-3.98_perc
1.50_perc,7.46_perc,
0.08_perc,-0.38_perc,0.84_perc
0.69_perc,3.72_perc,
-0.91_perc,-0.34_perc,
1.72_perc,-3.55_perc,
1.57_perc,-1.76_perc,
-0.64_perc,0.19_perc,1.76_perc
0.59_perc,-4.84_perc,-2.19_perc
2.32_perc,-2.51_perc,-2.21_perc
1.69_perc,3.17_perc,3.43_perc
-0.52_perc,-5.10_perc,
0.43_perc,1.24_perc,
-0.57_perc,5.30_perc,0.44_perc
-0.54_perc,0.30_perc,
0.71_perc,-0.07_perc,
1.25_perc,1.36_perc,-1.64_perc
0.00_perc,6.20_perc,
-1.04_perc,0.22_perc,
0.18_perc,2.04_perc,
0.40_perc,4.61_perc,
0.76_perc,1.40_perc,-1.34_perc
5.27_perc,1.54_perc,
-0.31_perc,-1.41_perc,0.79_perc
-0.05_perc,-4.03_perc,
0.55_perc,15.63_perc,0.67_perc
0.00_perc,-0.86_perc,
2.27_perc,0.00_perc,
0.09_perc,0.44_perc,1.06_perc
-0.90_perc,0.00_perc,-3.62_perc
0.56_perc,0.47_perc,-0.55_perc
-0.07_perc,2.01_perc,-0.54_perc
0.80_perc,7.14_perc,
1.38_perc,0.70_perc,
-1.42_perc,0.65_perc,
-0.81_perc,0.07_perc,
0.78_perc,12.12_perc,0.00_perc
0.10_perc,-0.31_perc,
0.33_perc,2.23_perc,
-0.37_perc,1.67_perc,-4.19_perc
-0.85_perc,-1.37_perc,1.71_perc
2.67_perc,-0.89_perc,
-1.26_perc,-5.02_perc,
2.60_perc,0.26_perc,
-0.29_perc,2.25_perc,
-0.75_perc,-0.36_perc,0.00_perc
-1.12_perc,-1.39_perc,
-0.78_perc,-4.66_perc,
1.49_perc,1.38_perc,
-0.40_perc,0.00_perc,
0.00_perc,-6.37_perc,
2.14_perc,1.08_perc,
0.07_perc,15.38_perc,-1.15_perc
1.83_perc,-1.00_perc,
1.46_perc,7.37_perc,-1.02_perc
0.23_perc,-3.98_perc,
2.40_perc,-3.63_perc,
1.56_perc,1.00_perc,
1.23_perc,3.13_perc,-2.34_perc
0.19_perc,-2.71_perc,
-0.58_perc,-5.40_perc,
0.34_perc,14.73_perc,
3.00_perc,2.74_perc,
0.29_perc,-2.83_perc,
0.28_perc,4.13_perc,
1.16_perc,0.00_perc,
-0.30_perc,2.72_perc,4.35_perc
0.34_perc,2.61_perc,
2.42_perc,1.46_perc,-1.75_perc
-1.60_perc,0.51_perc,
0.20_perc,-0.61_perc,-0.26_perc
1.45_perc,1.66_perc,
0.58_perc,1.98_perc,-6.47_perc
0.45_perc,-1.38_perc,
-0.44_perc,3.69_perc,
-0.70_perc,2.03_perc,-1.25_perc
0.29_perc,0.00_perc,1.17_perc
1.08_perc,4.52_perc,
1.51_perc,-2.58_perc,
1.08_perc,5.91_perc,
0.60_perc,-2.35_perc,-15.84_perc
0.00_perc,3.79_perc,-8.00_perc
0.01_perc,-1.67_perc,1.32_perc
0.02_perc,2.07_perc,-0.72_perc
1.39_perc,-4.32_perc,
0.91_perc,-3.62_perc,
0.41_perc,5.88_perc,
1.70_perc,2.27_perc,-0.62_perc
3.68_perc,2.92_perc,-1.37_perc
0.72_perc,1.33_perc,2.05_perc
-0.41_perc,1.48_perc,
1.15_perc,0.00_perc,1.16_perc
-4.50_perc,-0.84_perc,
0.72_perc,-2.83_perc,
-0.38_perc,8.75_perc,1.65_perc
0.12_perc,-0.92_perc,
-1.69_perc,2.50_perc,
-0.57_perc,0.22_perc,-3.04_perc
0.00_perc,1.44_perc,
-0.79_perc,-4.17_perc,
0.17_perc,-6.36_perc,
0.54_perc,-1.35_perc,
-1.95_perc,-0.52_perc,-2.18_perc
1.39_perc,0.93_perc,
-0.59_perc,3.24_perc,
0.52_perc,4.57_perc,-4.42_perc
-0.50_perc,-4.72_perc,
1.25_perc,-1.09_perc,3.78_perc
-0.43_perc,3.51_perc,-4.11_perc
0.55_perc,1.39_perc,0.67_perc
-0.13_perc,-1.92_perc,0.03_perc
1.68_perc,0.89_perc,
1.27_perc,1.33_perc,
0.83_perc,6.37_perc,
-0.60_perc,0.50_perc,
0.00_perc,-0.56_perc,
-1.05_perc,-1.26_perc,
1.86_perc,0.74_perc,-0.34_perc
-0.99_perc,5.16_perc,4.86_perc
0.22_perc,4.61_perc,
1.45_perc,3.89_perc,
0.21_perc,9.83_perc,-0.91_perc
0.00_perc,-1.33_perc,-0.52_perc
1.93_perc,-3.09_perc,1.65_perc
0.16_perc,0.06_perc,
-0.16_perc,2.48_perc,
2.66_perc,-0.81_perc,1.37_perc
0.14_perc,3.43_perc,
2.39_perc,1.70_perc,0.00_perc
1.15_perc,0.15_perc,-3.39_perc
-0.39_perc,0.96_perc,0.36_perc
3.24_perc,0.31_perc,-3.36_perc
0.30_perc,-2.29_perc,-1.91_perc
0.70_perc,7.19_perc,1.80_perc
0.79_perc,5.34_perc,-1.34_perc
-0.77_perc,0.00_perc,
0.64_perc,-0.65_perc,
0.00_perc,0.85_perc,1.35_perc
0.27_perc,0.84_perc,
-0.82_perc,-0.40_perc,
-1.17_perc,-4.72_perc,
2.60_perc,26.78_perc,
-0.28_perc,-1.97_perc,
1.47_perc,-2.51_perc,
0.45_perc,6.21_perc,0.79_perc
3.08_perc,-0.51_perc,
-0.37_perc,0.98_perc,2.49_perc
1.63_perc,-3.33_perc,
-0.23_perc,1.69_perc,
2.49_perc,5.91_perc,
-0.18_perc,0.00_perc,-6.25_perc
-0.52_perc,2.30_perc,
1.32_perc,3.65_perc,-8.72_perc
-0.35_perc,1.67_perc,-0.16_perc
0.22_perc,0.00_perc,
-0.19_perc,1.20_perc,0.00_perc
0.39_perc,1.07_perc,-1.29_perc
0.09_perc,-1.18_perc,
0.58_perc,3.08_perc,
-0.10_perc,-2.22_perc,
2.29_perc,2.85_perc,0.16_perc
0.70_perc,0.22_perc,-3.38_perc
0.15_perc,2.66_perc,-3.03_perc
0.56_perc,5.06_perc,-2.28_perc
0.35_perc,3.56_perc,2.56_perc
0.46_perc,4.81_perc,
0.02_perc,1.88_perc,
0.15_perc,1.28_perc,-0.14_perc
2.03_perc,7.27_perc,
0.28_perc,5.87_perc,
0.92_perc,0.39_perc,
0.47_perc,3.95_perc,2.73_perc
1.58_perc,0.39_perc,-8.47_perc
-0.01_perc,-0.82_perc,
-2.06_perc,11.56_perc,
0.65_perc,0.52_perc,
-0.27_perc,1.57_perc,-2.34_perc
2.49_perc,3.87_perc,-7.26_perc
-1.40_perc,7.93_perc,1.17_perc
1.09_perc,-0.32_perc,-1.91_perc
-1.33_perc,3.91_perc,
3.08_perc,0.83_perc,-4.18_perc
0.42_perc,6.93_perc,
0.65_perc,4.15_perc,
1.57_perc,0.36_perc,-0.56_perc
0.26_perc,-3.88_perc,-21.25_perc
1.46_perc,3.77_perc,
1.80_perc,-1.35_perc,1.46_perc
0.79_perc,-15.59_perc,
2.63_perc,-0.89_perc,
-0.21_perc,3.20_perc,-0.23_perc
1.10_perc,0.46_perc,
0.84_perc,3.65_perc,
-0.83_perc,2.91_perc,
-0.11_perc,-0.60_perc,
1.48_perc,2.22_perc,1.16_perc
2.54_perc,3.37_perc,14.14_perc
1.53_perc,0.68_perc,
1.57_perc,0.29_perc,
1.69_perc,0.43_perc,-3.91_perc
0.70_perc,5.85_perc,
0.90_perc,8.43_perc,12.30_perc
-1.86_perc,2.08_perc,
2.89_perc,0.48_perc,-0.65_perc
0.54_perc,2.89_perc,
0.84_perc,-3.96_perc,
2.83_perc,-0.60_perc,-1.35_perc
1.03_perc,1.39_perc,
0.62_perc,-2.99_perc,
2.10_perc,2.72_perc,-1.12_perc
0.23_perc,5.96_perc,
0.17_perc,1.75_perc,2.12_perc
1.32_perc,4.55_perc,
0.44_perc,4.00_perc,0.37_perc
0.03_perc,-29.00_perc,
1.95_perc,4.85_perc,
1.51_perc,3.60_perc,
0.85_perc,1.13_perc,-2.20_perc
0.67_perc,-0.74_perc,
-2.42_perc,2.48_perc,
-0.68_perc,2.05_perc,
1.12_perc,6.60_perc,
-1.38_perc,-0.80_perc,
0.30_perc,-3.42_perc,2.03_perc
-3.02_perc,2.33_perc,-1.09_perc
0.43_perc,2.08_perc,0.54_perc
0.47_perc,-1.10_perc,-4.02_perc
4.92_perc,1.32_perc,0.13_perc
0.94_perc,11.68_perc,-0.18_perc
0.69_perc,0.00_perc,0.47_perc
2.10_perc,2.26_perc,
2.83_perc,2.91_perc,
-0.56_perc,-0.16_perc,
-0.43_perc,1.04_perc,
1.67_perc,11.65_perc,
1.80_perc,0.03_perc,
-1.31_perc,0.81_perc,
1.41_perc,2.55_perc,
1.61_perc,0.66_perc,
0.96_perc,3.97_perc,-1.72_perc
-0.62_perc,-1.28_perc,-1.64_perc
1.76_perc,-3.03_perc,
0.53_perc,-0.08_perc,
-1.01_perc,-0.17_perc,
-1.46_perc,1.82_perc,0.61_perc
0.00_perc,0.65_perc,
1.31_perc,-0.20_perc,
3.09_perc,-0.99_perc,
1.75_perc,-2.40_perc,
0.13_perc,0.00_perc,
0.09_perc,-0.93_perc,1.29_perc
4.02_perc,0.33_perc,27.48_perc
1.61_perc,1.41_perc,
-0.89_perc,-2.72_perc,
0.28_perc,-0.91_perc,
0.17_perc,6.39_perc,-1.66_perc
9.92_perc,-0.68_perc,
1.75_perc,1.92_perc,
0.81_perc,0.18_perc,
0.75_perc,1.56_perc,
0.03_perc,0.51_perc,
1.99_perc,0.90_perc,
0.89_perc,-0.67_perc,-2.02_perc
0.23_perc,-2.34_perc,
0.00_perc,-2.54_perc,-4.98_perc
1.40_perc,0.44_perc,
0.32_perc,0.04_perc,-0.55_perc
-0.03_perc,3.92_perc,5.69_perc
1.89_perc,2.26_perc,-7.14_perc
2.83_perc,1.16_perc,
-0.68_perc,5.24_perc,
0.29_perc,3.14_perc,-1.97_perc
0.71_perc,0.36_perc,
1.00_perc,1.88_perc,
2.15_perc,8.07_perc,-0.75_perc
-0.27_perc,4.86_perc,
1.04_perc,0.00_perc,0.48_perc
0.16_perc,4.27_perc,-8.61_perc
2.87_perc,0.80_perc,0.66_perc
-1.00_perc,2.95_perc,
2.07_perc,0.80_perc,6.07_perc
1.40_perc,4.76_perc,
2.04_perc,0.57_perc,
-1.73_perc,4.58_perc,-2.36_perc
1.34_perc,-1.67_perc,-5.21_perc
0.64_perc,-3.65_perc,
-1.10_perc,-1.13_perc,
-0.42_perc,0.84_perc,-4.67_perc
0.25_perc,1.37_perc,-0.75_perc
1.09_perc,1.58_perc,
0.58_perc,0.62_perc,
1.73_perc,0.00_perc,
0.70_perc,3.74_perc,
-1.38_perc,-1.49_perc,
0.62_perc,5.43_perc,
1.75_perc,4.84_perc,0.36_perc
-1.18_perc,-2.58_perc,
0.64_perc,-4.00_perc,-0.71_perc
0.00_perc,0.96_perc,
-0.61_perc,0.34_perc,
6.24_perc,0.00_perc,
0.78_perc,5.73_perc,-4.00_perc
-1.08_perc,0.88_perc,
0.00_perc,-1.43_perc,2.13_perc
0.96_perc,-0.98_perc,
0.00_perc,-1.31_perc,-0.21_perc
1.15_perc,-6.07_perc,
0.99_perc,-3.94_perc,
0.76_perc,0.78_perc,-0.40_perc
0.60_perc,-0.62_perc,-0.93_perc
0.34_perc,-0.14_perc,
0.13_perc,5.04_perc,-0.37_perc
-1.53_perc,3.30_perc,
-0.02_perc,-1.87_perc,0.00_perc
1.62_perc,4.24_perc,
1.39_perc,0.00_perc,-0.94_perc
1.20_perc,-1.34_perc,
2.60_perc,4.18_perc,-0.30_perc
0.00_perc,-0.09_perc,
0.57_perc,-0.45_perc,
0.55_perc,1.18_perc,
-0.26_perc,0.60_perc,-0.56_perc
-0.13_perc,1.00_perc,
1.24_perc,4.40_perc,
1.48_perc,4.27_perc,0.63_perc
0.40_perc,7.17_perc,-5.29_perc
0.78_perc,1.28_perc,
3.67_perc,-0.10_perc,
0.80_perc,15.19_perc,0.05_perc
-0.53_perc,0.34_perc,-0.95_perc
1.31_perc,6.61_perc,2.04_perc
1.39_perc,0.48_perc,-10.66_perc
-3.16_perc,0.65_perc,-0.23_perc
1.81_perc,-1.88_perc,
1.67_perc,-0.24_perc,
-0.13_perc,1.23_perc,-0.21_perc
2.11_perc,3.57_perc,-2.35_perc
2.49_perc,2.95_perc,
-0.63_perc,0.83_perc,
0.66_perc,0.08_perc,
0.65_perc,4.08_perc,2.58_perc
2.01_perc,5.29_perc,
0.22_perc,-1.27_perc,0.60_perc
0.19_perc,-0.89_perc,
1.44_perc,-1.77_perc,
4.07_perc,1.66_perc,
1.58_perc,-1.55_perc,-1.40_perc
3.47_perc,0.67_perc,
4.12_perc,1.99_perc,3.10_perc
1.26_perc,6.02_perc,7.95_perc
-0.07_perc,8.11_perc,
0.83_perc,4.72_perc,
3.17_perc,1.25_perc,-1.09_perc
2.18_perc,-17.16_perc,-8.71_perc
2.58_perc,-0.58_perc,-2.58_perc
1.37_perc,-1.33_perc,
-0.31_perc,0.18_perc,
0.75_perc,3.92_perc,
0.66_perc,2.24_perc,
3.61_perc,-1.27_perc,
0.00_perc,6.28_perc,-0.76_perc
0.63_perc,7.51_perc,
1.80_perc,1.45_perc,
0.56_perc,6.27_perc,
1.99_perc,-4.67_perc,
0.20_perc,0.00_perc,-1.25_perc
-0.83_perc,1.33_perc,
-0.33_perc,0.19_perc,
-0.56_perc,0.13_perc,
1.05_perc,-1.54_perc,-0.49_perc
0.83_perc,1.36_perc,
0.46_perc,3.43_perc,1.33_perc
-0.13_perc,5.93_perc,-1.12_perc
2.22_perc,2.49_perc,1.32_perc
1.54_perc,0.69_perc,-2.06_perc
0.34_perc,0.17_perc,-3.79_perc
1.31_perc,-4.11_perc,
1.64_perc,-3.57_perc,
-0.13_perc,-9.06_perc,-6.61_perc
0.93_perc,-4.23_perc,0.33_perc
0.18_perc,-1.75_perc,
1.35_perc,1.36_perc,-6.12_perc
1.87_perc,3.33_perc,2.12_perc
1.79_perc,0.29_perc,-9.39_perc
-2.13_perc,-1.15_perc,
0.31_perc,2.69_perc,1.18_perc
1.30_perc,1.27_perc,
2.18_perc,-4.69_perc,0.00_perc
-0.66_perc,2.18_perc,-0.86_perc
1.95_perc,2.65_perc,-2.12_perc
0.49_perc,11.06_perc,-0.94_perc
4.78_perc,0.63_perc,
0.19_perc,-1.43_perc,
0.18_perc,1.12_perc,
0.34_perc,3.24_perc,
0.40_perc,-4.05_perc,
1.92_perc,2.68_perc,
4.55_perc,2.37_perc,
-0.37_perc,2.56_perc,
-0.84_perc,1.05_perc,
3.73_perc,-0.32_perc,2.63_perc
1.90_perc,1.61_perc,1.95_perc
0.43_perc,1.79_perc,
2.12_perc,1.90_perc,-0.39_perc
1.90_perc,-1.13_perc,1.45_perc
0.75_perc,0.13_perc,-1.10_perc
-0.27_perc,11.36_perc,-0.56_perc
0.93_perc,4.13_perc,
0.30_perc,-0.02_perc,-1.74_perc
0.78_perc,-1.33_perc,-1.63_perc
0.57_perc,10.29_perc,-2.87_perc
0.09_perc,-5.13_perc,
2.30_perc,2.33_perc,
0.66_perc,1.69_perc,
0.56_perc,0.48_perc,0.34_perc
-0.06_perc,9.86_perc,
0.10_perc,1.85_perc,-1.64_perc
0.37_perc,2.98_perc,
1.10_perc,4.14_perc,
1.04_perc,1.03_perc,
0.49_perc,1.08_perc,2.60_perc
0.74_perc,4.50_perc,
1.45_perc,3.26_perc,
0.04_perc,-1.03_perc,
1.06_perc,-0.76_perc,
0.60_perc,0.45_perc,
0.00_perc,0.83_perc,-1.90_perc
-0.48_perc,-0.03_perc,
0.40_perc,-0.22_perc,
1.32_perc,1.56_perc,
2.17_perc,-0.15_perc,
1.98_perc,-2.06_perc,0.32_perc
2.17_perc,6.28_perc,-1.42_perc
-1.48_perc,0.19_perc,
0.17_perc,-3.92_perc,
-0.50_perc,-3.40_perc,
-0.25_perc,6.43_perc,1.58_perc
0.12_perc,1.93_perc,
-0.55_perc,-0.08_perc,
-1.47_perc,1.17_perc,
-0.19_perc,0.07_perc,
-0.19_perc,8.32_perc,-1.67_perc
-0.22_perc,2.13_perc,
2.10_perc,1.71_perc,
0.59_perc,0.20_perc,
-5.33_perc,3.05_perc,0.10_perc
-0.46_perc,8.85_perc,
0.22_perc,1.27_perc,
1.47_perc,-0.22_perc,
0.58_perc,-1.45_perc,0.00_perc
0.90_perc,3.46_perc,0.00_perc
1.53_perc,3.83_perc,
-0.25_perc,5.71_perc,
0.29_perc,-0.35_perc,4.90_perc
1.24_perc,-1.04_perc,-8.85_perc
0.51_perc,-0.83_perc,
1.51_perc,0.55_perc,-0.12_perc
2.93_perc,5.28_perc,
1.07_perc,2.89_perc,
1.78_perc,1.01_perc,
1.16_perc,0.59_perc,2.90_perc
-1.26_perc,-1.92_perc,0.17_perc
3.41_perc,4.10_perc,
0.51_perc,0.00_perc,-3.14_perc
-0.99_perc,4.99_perc,6.37_perc
0.12_perc,1.24_perc,
3.02_perc,-0.17_perc,
1.27_perc,0.64_perc,
4.48_perc,1.82_perc,
-0.47_perc,0.18_perc,-1.40_perc
6.35_perc,1.83_perc,
3.56_perc,0.69_perc,
0.74_perc,3.18_perc,0.17_perc
1.47_perc,0.62_perc,
3.79_perc,1.62_perc,
-1.45_perc,3.21_perc,
0.02_perc,-3.62_perc,
1.75_perc,2.69_perc,
0.95_perc,3.16_perc,
0.61_perc,0.08_perc,-2.03_perc
0.15_perc,0.69_perc,
-0.04_perc,-3.45_perc,2.88_perc
1.05_perc,-0.97_perc,
-1.66_perc,2.70_perc,
1.72_perc,4.23_perc,-2.18_perc
