01-DDD-change1y,00-avengers-change_1_year,04-iGMM-change_1year
-13.83_perc,-51.36_perc,
13.39_perc,-36.31_perc,
-10.19_perc,-1.46_perc,
18.79_perc,,-51.12_perc
-22.77_perc,-36.64_perc,
-43.26_perc,-77.05_perc,
12.22_perc,-75.32_perc,-19.47_perc
-5.78_perc,-49.33_perc,
3.70_perc,-41.77_perc,-73.49_perc
-7.74_perc,-17.69_perc,
-21.04_perc,-62.72_perc,63.92_perc
-49.84_perc,-11.65_perc,-64.95_perc
-6.43_perc,-0.78_perc,
-21.28_perc,-73.12_perc,126.32_perc
8.76_perc,-41.30_perc,
-11.69_perc,-63.13_perc,
19.49_perc,-79.11_perc,
-19.02_perc,256.20_perc,-19.54_perc
-35.61_perc,-36.53_perc,-17.56_perc
-17.01_perc,-71.28_perc,-17.92_perc
-13.24_perc,-3.73_perc,
15.39_perc,-38.20_perc,14.04_perc
-0.20_perc,-22.40_perc,-91.30_perc
3.37_perc,-43.80_perc,
14.27_perc,-28.17_perc,
-19.67_perc,,
-25.97_perc,-21.39_perc,
3.21_perc,-18.18_perc,-67.59_perc
70.01_perc,183.02_perc,-15.59_perc
3.90_perc,5.19_perc,-61.52_perc
-23.77_perc,79.72_perc,
3.93_perc,-87.83_perc,-16.78_perc
-11.87_perc,-10.57_perc,-48.83_perc
23.17_perc,-63.67_perc,-24.64_perc
-0.45_perc,-38.99_perc,-61.48_perc
-67.92_perc,-84.27_perc,
17.50_perc,-73.78_perc,
9.33_perc,170.85_perc,-66.84_perc
-13.56_perc,5.48_perc,-20.74_perc
-16.71_perc,,
-6.58_perc,-40.63_perc,
-8.96_perc,-41.15_perc,
-33.03_perc,-35.50_perc,-82.04_perc
-31.91_perc,-77.20_perc,52.62_perc
-2.74_perc,-17.81_perc,
-24.41_perc,-56.13_perc,-73.63_perc
-16.98_perc,116.06_perc,-63.03_perc
43.97_perc,-41.64_perc,16.53_perc
-28.19_perc,-65.41_perc,
-1.35_perc,-15.83_perc,34.51_perc
13.95_perc,84.85_perc,
21.76_perc,-60.10_perc,
-47.61_perc,-15.75_perc,
8.29_perc,-81.68_perc,-19.82_perc
75.33_perc,-40.00_perc,-14.17_perc
-19.51_perc,-39.39_perc,-23.30_perc
-9.22_perc,-83.29_perc,-27.97_perc
36.42_perc,-65.92_perc,-26.13_perc
93.71_perc,-89.99_perc,-3.33_perc
-49.13_perc,168.42_perc,-33.44_perc
34.99_perc,-74.57_perc,27.68_perc
-90.60_perc,-38.33_perc,-52.78_perc
-18.01_perc,-7.43_perc,-1.39_perc
-96.32_perc,-60.78_perc,
10.07_perc,-46.57_perc,-60.79_perc
0.15_perc,-56.44_perc,
20.02_perc,-20.50_perc,
17.12_perc,-11.16_perc,-8.29_perc
-25.58_perc,-19.08_perc,
5.65_perc,-64.24_perc,
-3.66_perc,-5.98_perc,
-20.97_perc,-89.92_perc,-44.95_perc
-16.65_perc,-50.86_perc,
-25.69_perc,-0.93_perc,
-25.83_perc,-51.10_perc,
-39.23_perc,-14.71_perc,-37.06_perc
1.78_perc,,
-22.45_perc,-60.61_perc,
2.79_perc,-93.16_perc,-24.64_perc
-4.00_perc,25.61_perc,-52.70_perc
-3.11_perc,111.35_perc,-13.81_perc
-23.56_perc,,
-9.95_perc,-41.76_perc,
6.69_perc,11.13_perc,
4.06_perc,32.64_perc,-61.62_perc
-21.63_perc,31.17_perc,
-25.70_perc,-35.65_perc,-12.35_perc
-0.11_perc,-80.96_perc,
19.13_perc,-82.04_perc,-87.22_perc
1.12_perc,-55.45_perc,
-23.21_perc,-39.97_perc,
-13.32_perc,-38.47_perc,28.72_perc
18.20_perc,-24.11_perc,40.54_perc
0.00_perc,-88.04_perc,
0.04_perc,-20.00_perc,-83.92_perc
2.89_perc,106.17_perc,120.21_perc
-37.88_perc,-39.78_perc,
26.04_perc,-53.98_perc,-84.83_perc
-27.67_perc,25.00_perc,
33.40_perc,-61.65_perc,-1.09_perc
-13.69_perc,-50.88_perc,
-11.93_perc,-19.39_perc,
1.17_perc,1.06_perc,
57.05_perc,6.70_perc,
-48.36_perc,-44.20_perc,35.25_perc
1.38_perc,-27.06_perc,-32.42_perc
-19.41_perc,146.75_perc,-44.45_perc
19.02_perc,-60.73_perc,28.30_perc
20.40_perc,-34.64_perc,
-21.64_perc,,
-9.75_perc,,-28.37_perc
-11.81_perc,-12.70_perc,
0.76_perc,-92.56_perc,
-1.74_perc,7.16_perc,-47.87_perc
-11.99_perc,-91.39_perc,
-2.61_perc,104.59_perc,
6.90_perc,-20.63_perc,
-2.94_perc,-60.61_perc,
-13.02_perc,24.14_perc,-50.67_perc
27.43_perc,-74.83_perc,
-55.20_perc,-38.24_perc,-68.42_perc
14.51_perc,-14.88_perc,
-16.62_perc,-94.62_perc,81.93_perc
14.46_perc,-41.71_perc,
-33.00_perc,-40.00_perc,
-8.11_perc,-77.03_perc,-24.90_perc
-4.73_perc,0.93_perc,-45.90_perc
-14.47_perc,-24.65_perc,-80.06_perc
29.98_perc,-84.00_perc,-9.93_perc
-5.47_perc,-33.50_perc,
-3.45_perc,-38.78_perc,
-4.65_perc,-71.47_perc,
17.86_perc,-32.33_perc,
1.59_perc,-47.03_perc,-28.17_perc
-24.76_perc,-28.77_perc,
3.85_perc,-60.22_perc,
-4.31_perc,-23.75_perc,-43.61_perc
-9.76_perc,-73.51_perc,-23.60_perc
-2.66_perc,-14.16_perc,
21.26_perc,-51.46_perc,
-17.97_perc,-12.00_perc,
187.88_perc,-25.33_perc,
none,-33.73_perc,-66.11_perc
-19.57_perc,112.09_perc,
18.07_perc,-67.26_perc,
13.05_perc,-24.68_perc,
-26.28_perc,-19.30_perc,
3.39_perc,-23.78_perc,
-27.64_perc,-83.79_perc,
-7.75_perc,-59.09_perc,-47.82_perc
8.30_perc,11.36_perc,
-29.46_perc,82.95_perc,-4.14_perc
7.58_perc,-94.59_perc,
-18.59_perc,-39.03_perc,
-10.28_perc,8.52_perc,
-47.06_perc,-94.02_perc,-41.11_perc
-15.70_perc,-78.86_perc,
19.30_perc,-21.59_perc,
-8.38_perc,-45.79_perc,
-3.79_perc,-16.20_perc,
-17.47_perc,-31.22_perc,
18.68_perc,-73.08_perc,
-7.08_perc,-58.82_perc,
-10.20_perc,-50.84_perc,27.50_perc
-6.12_perc,-19.61_perc,
3.20_perc,-77.56_perc,-39.44_perc
54.49_perc,-40.61_perc,
3.08_perc,29.27_perc,-37.22_perc
-6.60_perc,-23.44_perc,
-4.93_perc,-57.17_perc,-43.48_perc
7.10_perc,-74.49_perc,
-47.09_perc,-81.63_perc,
-4.72_perc,-62.99_perc,0.45_perc
-10.05_perc,-31.68_perc,21.54_perc
-14.11_perc,0.87_perc,
-9.57_perc,61.17_perc,
-21.23_perc,-56.30_perc,
-30.00_perc,-84.40_perc,-86.54_perc
31.29_perc,-53.03_perc,-30.87_perc
-20.01_perc,-58.87_perc,-81.81_perc
-10.21_perc,-80.00_perc,-45.75_perc
-53.20_perc,100.00_perc,
-19.12_perc,-29.26_perc,
0.54_perc,-79.33_perc,
-24.70_perc,-53.13_perc,-11.55_perc
21.63_perc,46.88_perc,89.19_perc
-19.91_perc,-11.26_perc,-21.86_perc
1.86_perc,-9.27_perc,
6.25_perc,-89.61_perc,3.37_perc
-22.04_perc,-16.90_perc,
11.60_perc,-20.16_perc,
6.85_perc,50.52_perc,31.43_perc
-20.74_perc,,
-17.79_perc,-90.98_perc,
-30.97_perc,-1.17_perc,-38.06_perc
-21.37_perc,-33.02_perc,
-4.37_perc,216.08_perc,
-5.93_perc,-49.76_perc,
-37.66_perc,-49.09_perc,
8.53_perc,-78.46_perc,-37.70_perc
-22.81_perc,-21.78_perc,
-31.86_perc,0.00_perc,
-65.78_perc,-36.81_perc,-68.72_perc
-33.43_perc,843.55_perc,
5.33_perc,-46.93_perc,-10.84_perc
-23.22_perc,-29.03_perc,-38.16_perc
-18.01_perc,-84.90_perc,8.33_perc
37.04_perc,-74.63_perc,-31.34_perc
-1.44_perc,-37.98_perc,
-18.60_perc,-23.51_perc,
29.43_perc,-64.01_perc,
-55.63_perc,-8.92_perc,
-19.16_perc,-47.41_perc,
-18.68_perc,-42.04_perc,
16.77_perc,-16.56_perc,-40.22_perc
-8.11_perc,45.45_perc,3.58_perc
-12.99_perc,-90.63_perc,
13.62_perc,20.00_perc,
-27.65_perc,-49.03_perc,32.75_perc
-17.66_perc,-64.68_perc,-6.50_perc
28.01_perc,26.23_perc,-18.80_perc
18.03_perc,-27.96_perc,
8.31_perc,-4.76_perc,
-15.68_perc,-61.20_perc,-15.02_perc
-19.26_perc,-47.12_perc,
23.78_perc,7.66_perc,-34.29_perc
0.20_perc,-49.45_perc,-7.23_perc
4.11_perc,-23.75_perc,-27.43_perc
-17.67_perc,-49.75_perc,-49.71_perc
13.28_perc,-56.46_perc,-35.96_perc
0.80_perc,-38.95_perc,9.91_perc
-13.61_perc,-60.14_perc,-31.07_perc
-37.67_perc,0.00_perc,
7.51_perc,-45.63_perc,
-7.77_perc,-35.56_perc,-18.84_perc
0.64_perc,-48.49_perc,
20.98_perc,-70.90_perc,
12.99_perc,0.83_perc,
-46.40_perc,-90.20_perc,
-6.25_perc,,
-1.80_perc,14.02_perc,
4.59_perc,-79.00_perc,-8.40_perc
6.45_perc,-75.54_perc,
1.27_perc,-11.82_perc,35.06_perc
0.44_perc,-28.57_perc,
20.25_perc,-58.98_perc,
-47.77_perc,-92.99_perc,
-12.06_perc,-61.26_perc,-5.30_perc
-8.80_perc,1.87_perc,
-1.82_perc,-76.86_perc,-82.02_perc
1.83_perc,-87.21_perc,-3.94_perc
-17.87_perc,-29.84_perc,
-9.84_perc,-65.96_perc,-35.10_perc
-4.80_perc,-44.99_perc,-45.11_perc
-14.73_perc,-34.48_perc,
-2.75_perc,7.37_perc,
4.70_perc,-11.52_perc,
-8.58_perc,-36.75_perc,16.49_perc
18.68_perc,12.22_perc,-62.35_perc
-20.19_perc,-78.73_perc,-13.34_perc
1.80_perc,-13.00_perc,-4.88_perc
9.07_perc,-65.10_perc,-6.77_perc
-0.97_perc,-40.44_perc,
-17.78_perc,-2.93_perc,
2.50_perc,10.32_perc,-36.25_perc
-25.45_perc,-74.73_perc,
-26.50_perc,24.21_perc,
6.26_perc,-24.96_perc,
-7.68_perc,-48.03_perc,160.37_perc
-49.78_perc,130.63_perc,-75.40_perc
4.87_perc,-73.64_perc,
16.26_perc,-75.45_perc,
-23.76_perc,-56.81_perc,
-6.64_perc,0.21_perc,-48.96_perc
80.13_perc,-67.89_perc,-66.67_perc
-3.15_perc,-70.98_perc,13.08_perc
-2.57_perc,-25.71_perc,7.85_perc
6.74_perc,-63.16_perc,
6.44_perc,-63.08_perc,-69.80_perc
5.35_perc,-38.28_perc,
-18.48_perc,-62.58_perc,
-39.76_perc,-32.23_perc,26.12_perc
-53.65_perc,-22.22_perc,-72.56_perc
-14.33_perc,-76.10_perc,
-7.50_perc,-17.68_perc,-46.48_perc
0.55_perc,-70.00_perc,
-80.43_perc,8.01_perc,
38.66_perc,-19.38_perc,-75.50_perc
-11.40_perc,-23.51_perc,
-18.79_perc,-54.02_perc,
-27.99_perc,17.13_perc,
-31.86_perc,-2.94_perc,
-40.10_perc,-35.56_perc,-54.07_perc
17.49_perc,-72.26_perc,72.45_perc
-40.38_perc,-7.09_perc,
-29.73_perc,-61.28_perc,
-43.46_perc,,-10.60_perc
3.24_perc,472.66_perc,
7.89_perc,-74.37_perc,-75.77_perc
-8.88_perc,-38.40_perc,
-78.21_perc,-51.83_perc,-11.89_perc
30.19_perc,28.37_perc,
-9.58_perc,28.06_perc,
-21.06_perc,-22.15_perc,-35.18_perc
13.54_perc,-61.85_perc,
-62.86_perc,-86.75_perc,
-16.08_perc,-10.05_perc,-65.93_perc
26.70_perc,-33.33_perc,
2.31_perc,-46.02_perc,-15.76_perc
18.41_perc,-69.16_perc,
-5.96_perc,-35.64_perc,-39.02_perc
-7.42_perc,-97.82_perc,
-29.05_perc,53.55_perc,
-29.31_perc,-54.20_perc,
-5.95_perc,-75.65_perc,-48.95_perc
-74.41_perc,,
-36.29_perc,-81.39_perc,
6.72_perc,-50.34_perc,
-5.32_perc,-76.46_perc,
-18.32_perc,39.42_perc,
-28.61_perc,-80.00_perc,-78.22_perc
-19.82_perc,-49.07_perc,-2.22_perc
-18.62_perc,25.57_perc,-20.59_perc
1.35_perc,1.22_perc,-70.39_perc
-16.92_perc,-13.33_perc,9.09_perc
-6.87_perc,-83.46_perc,-20.31_perc
7.69_perc,-75.46_perc,-28.32_perc
-31.61_perc,-81.29_perc,
-21.10_perc,-40.39_perc,
6.00_perc,-10.60_perc,
3.33_perc,-23.16_perc,
none,71.31_perc,
-12.21_perc,-65.39_perc,
5.70_perc,59.68_perc,
-40.64_perc,-82.56_perc,
-11.33_perc,-8.32_perc,
13.81_perc,-52.78_perc,-29.57_perc
2.61_perc,30.48_perc,-43.96_perc
21.36_perc,,
-23.35_perc,-16.52_perc,
16.67_perc,-19.94_perc,
-0.42_perc,-73.27_perc,1.35_perc
34.36_perc,-27.73_perc,
1.69_perc,12.98_perc,
12.68_perc,-51.92_perc,
4.89_perc,-5.06_perc,
10.78_perc,47.03_perc,
-21.08_perc,-45.65_perc,-57.24_perc
-19.90_perc,-53.78_perc,-86.65_perc
-6.15_perc,-2.18_perc,
-33.88_perc,160.71_perc,
3.88_perc,-59.32_perc,
-11.02_perc,-87.74_perc,-71.85_perc
-18.15_perc,-17.73_perc,
-32.95_perc,57.76_perc,
91.19_perc,-9.95_perc,
-5.97_perc,29.33_perc,
-9.90_perc,-13.35_perc,
-16.24_perc,-10.54_perc,
2.89_perc,-57.33_perc,-32.47_perc
-20.56_perc,-58.47_perc,
-6.06_perc,-35.48_perc,-28.77_perc
-24.73_perc,-25.81_perc,
16.17_perc,-6.79_perc,-1.28_perc
3.66_perc,-65.29_perc,-40.29_perc
-17.53_perc,-18.27_perc,-36.43_perc
-54.18_perc,-46.52_perc,
4.41_perc,69.38_perc,
12.78_perc,-5.20_perc,-50.50_perc
16.49_perc,-12.66_perc,
10.63_perc,-46.93_perc,
-40.97_perc,-65.44_perc,-78.25_perc
0.79_perc,-51.04_perc,
-2.77_perc,-51.22_perc,8.33_perc
none,-44.04_perc,-64.37_perc
-30.17_perc,-30.90_perc,-17.70_perc
-28.36_perc,-94.79_perc,
1.53_perc,-41.26_perc,-25.28_perc
2.67_perc,-88.97_perc,
-23.60_perc,-30.59_perc,
21.00_perc,-24.81_perc,
15.48_perc,34.98_perc,28.19_perc
-26.57_perc,-1.45_perc,
50.43_perc,-49.75_perc,
-37.99_perc,-45.95_perc,-67.74_perc
-35.61_perc,-53.27_perc,-21.94_perc
-26.82_perc,-3.37_perc,
-74.17_perc,-65.89_perc,
-1.48_perc,-42.19_perc,
8.02_perc,-69.66_perc,
-36.06_perc,-25.42_perc,
-38.21_perc,-76.01_perc,
-11.11_perc,74.73_perc,76.17_perc
-23.39_perc,-46.45_perc,
11.27_perc,-73.06_perc,-24.63_perc
6.08_perc,6.40_perc,
-2.95_perc,-58.60_perc,
-23.72_perc,,
-10.38_perc,-77.18_perc,-71.08_perc
-7.32_perc,-13.97_perc,
66.40_perc,-27.04_perc,14.93_perc
2.41_perc,-85.50_perc,
-32.13_perc,24.59_perc,143.98_perc
-17.07_perc,,
4.25_perc,-46.25_perc,
-22.74_perc,-58.73_perc,-47.71_perc
10.29_perc,12.33_perc,-37.48_perc
-1.54_perc,-27.57_perc,
38.32_perc,-25.00_perc,22.83_perc
-33.17_perc,-27.45_perc,
-8.64_perc,-59.62_perc,-35.95_perc
-40.78_perc,28.96_perc,
5.65_perc,-66.67_perc,-56.14_perc
4.23_perc,-8.98_perc,
-30.14_perc,-56.82_perc,-3.86_perc
-25.82_perc,-38.18_perc,
0.28_perc,14.91_perc,
-24.76_perc,-48.22_perc,
-10.67_perc,-16.14_perc,-82.67_perc
130.03_perc,-28.77_perc,
-17.28_perc,-72.12_perc,
-8.35_perc,-69.65_perc,-59.64_perc
14.01_perc,-37.27_perc,-57.78_perc
-7.57_perc,-8.55_perc,
-38.62_perc,-14.13_perc,
14.62_perc,-79.91_perc,-0.02_perc
6.94_perc,40.26_perc,-53.00_perc
187.09_perc,201.81_perc,15.34_perc
12.29_perc,-2.53_perc,-88.02_perc
-41.29_perc,-79.79_perc,-24.01_perc
5.52_perc,-20.00_perc,
13.73_perc,-70.81_perc,
-20.04_perc,17.83_perc,-41.26_perc
-16.08_perc,-63.95_perc,123.37_perc
-4.97_perc,6.09_perc,
-12.18_perc,81.99_perc,
9.33_perc,-41.60_perc,
-7.09_perc,-68.56_perc,-11.34_perc
-26.17_perc,-80.66_perc,
-46.09_perc,-21.85_perc,-3.94_perc
-3.77_perc,15.79_perc,
-7.51_perc,-45.07_perc,
-0.02_perc,-66.67_perc,
-21.26_perc,-26.68_perc,1.55_perc
-31.47_perc,-53.13_perc,
-24.46_perc,-29.62_perc,-27.72_perc
-39.78_perc,-58.75_perc,11.43_perc
2.28_perc,-43.66_perc,
-29.28_perc,-62.96_perc,
-17.42_perc,-12.26_perc,-25.73_perc
34.80_perc,-86.33_perc,-76.24_perc
43.18_perc,-21.92_perc,-17.60_perc
36.90_perc,-76.51_perc,
-39.97_perc,-3.71_perc,
274.88_perc,0.00_perc,
6.79_perc,30.34_perc,
18.44_perc,-39.73_perc,
19.37_perc,-14.45_perc,-40.83_perc
31.69_perc,94.66_perc,
3.35_perc,10.38_perc,
-23.58_perc,,
-8.54_perc,23.88_perc,
-15.23_perc,76.17_perc,-37.25_perc
-3.35_perc,-0.92_perc,
-4.11_perc,-34.95_perc,
18.00_perc,-60.00_perc,
-34.65_perc,-56.26_perc,8.96_perc
8.49_perc,,
17.60_perc,-53.63_perc,-10.44_perc
-16.21_perc,-87.45_perc,-55.93_perc
-3.02_perc,23.08_perc,40.02_perc
-9.87_perc,15.66_perc,-24.49_perc
-20.02_perc,10.11_perc,-41.20_perc
-33.70_perc,-50.00_perc,
15.37_perc,-15.15_perc,
-25.08_perc,-33.92_perc,-82.29_perc
-22.44_perc,-71.22_perc,-16.48_perc
-63.07_perc,-4.11_perc,
116.82_perc,53.85_perc,-72.10_perc
-9.95_perc,-73.25_perc,-54.85_perc
-14.10_perc,16.29_perc,-49.90_perc
-41.52_perc,41.27_perc,
-1.50_perc,41.11_perc,-22.22_perc
-7.14_perc,-30.61_perc,
-5.07_perc,-67.96_perc,-26.67_perc
-4.40_perc,-44.58_perc,-2.77_perc
-7.81_perc,-7.99_perc,-49.69_perc
-0.32_perc,-44.47_perc,-43.88_perc
-8.59_perc,,
-26.96_perc,-6.12_perc,
-7.08_perc,-9.33_perc,
14.57_perc,156.70_perc,
-22.01_perc,-21.95_perc,
-52.20_perc,-29.93_perc,
26.34_perc,-50.89_perc,
12.15_perc,16.03_perc,
-10.74_perc,-34.36_perc,
-29.37_perc,9.12_perc,-15.47_perc
80.49_perc,-49.00_perc,-45.85_perc
-0.64_perc,-67.05_perc,
-2.79_perc,15.14_perc,-77.38_perc
-3.51_perc,13.28_perc,15.14_perc
-35.90_perc,21.66_perc,-92.00_perc
-9.81_perc,-69.93_perc,-61.89_perc
12.15_perc,87.20_perc,
-0.15_perc,-37.71_perc,-14.92_perc
-5.36_perc,-27.43_perc,-51.79_perc
8.16_perc,-66.09_perc,-55.37_perc
44.08_perc,-35.04_perc,
-8.33_perc,-35.77_perc,
-12.80_perc,-35.58_perc,
-27.15_perc,-42.05_perc,-14.92_perc
-14.82_perc,-20.12_perc,
34.35_perc,-11.37_perc,-14.51_perc
14.57_perc,-3.86_perc,
13.81_perc,11.85_perc,
13.59_perc,18.16_perc,
-18.75_perc,31.98_perc,-0.76_perc
33.84_perc,-80.14_perc,
-10.23_perc,56.16_perc,
-10.18_perc,-9.73_perc,
-23.92_perc,-36.92_perc,
-42.32_perc,-8.35_perc,
26.94_perc,-2.62_perc,-52.19_perc
0.58_perc,-2.42_perc,
-22.94_perc,7.04_perc,
-55.68_perc,-25.06_perc,
15.38_perc,-40.93_perc,
-45.60_perc,6.25_perc,21.57_perc
5.05_perc,-28.94_perc,-54.05_perc
-19.91_perc,-21.37_perc,
-25.48_perc,278.80_perc,
-7.95_perc,-75.62_perc,
23.55_perc,-21.59_perc,-28.94_perc
-7.35_perc,,
-18.21_perc,-19.78_perc,
25.09_perc,16.42_perc,
22.93_perc,42.56_perc,
30.77_perc,-78.04_perc,22.78_perc
-11.92_perc,-23.20_perc,
-28.39_perc,-41.23_perc,
-20.46_perc,-10.25_perc,
-7.11_perc,-38.70_perc,26.80_perc
-24.83_perc,7.12_perc,
-7.55_perc,0.90_perc,
43.09_perc,-16.28_perc,
0.00_perc,-36.23_perc,0.67_perc
2.39_perc,-42.68_perc,-26.72_perc
-4.10_perc,-73.20_perc,
-29.96_perc,-51.10_perc,
-16.13_perc,3.80_perc,-35.10_perc
40.76_perc,-24.65_perc,-62.31_perc
-31.61_perc,-35.48_perc,
-3.75_perc,-54.16_perc,-14.29_perc
-46.43_perc,-37.59_perc,
5.11_perc,2.71_perc,
-92.61_perc,-20.96_perc,
-9.57_perc,9.10_perc,36.70_perc
-16.89_perc,-58.74_perc,
-31.90_perc,-39.95_perc,
-7.60_perc,-35.48_perc,-74.29_perc
-8.98_perc,-0.08_perc,34.85_perc
-24.71_perc,3.69_perc,
-27.28_perc,-6.95_perc,
-23.09_perc,-43.48_perc,
25.57_perc,-24.01_perc,
-30.89_perc,-28.61_perc,-30.96_perc
-23.65_perc,-50.10_perc,
3.05_perc,30.91_perc,
-19.52_perc,-22.20_perc,-27.25_perc
-43.60_perc,-60.78_perc,
-63.12_perc,-9.43_perc,
-10.81_perc,10.98_perc,
9.24_perc,-57.62_perc,
-8.79_perc,10.42_perc,
-20.83_perc,-38.61_perc,
8.80_perc,-15.94_perc,-75.13_perc
2.72_perc,42.66_perc,
-14.61_perc,38.22_perc,-33.34_perc
-0.93_perc,-50.72_perc,
none,-8.03_perc,
-24.19_perc,-57.86_perc,35.82_perc
-27.23_perc,-55.60_perc,
-8.02_perc,-2.70_perc,16.65_perc
-16.68_perc,5.25_perc,
-3.74_perc,-20.34_perc,
5.97_perc,-8.97_perc,
-12.80_perc,-62.59_perc,
-9.12_perc,44.22_perc,
-43.47_perc,-11.71_perc,
-1.50_perc,-12.92_perc,-46.89_perc
-23.02_perc,-22.63_perc,
32.56_perc,-27.17_perc,
-7.04_perc,-13.23_perc,
-23.47_perc,41.02_perc,
-11.29_perc,-14.92_perc,-61.15_perc
2.22_perc,-6.03_perc,-38.71_perc
23.88_perc,13.01_perc,
49.74_perc,-20.08_perc,
-37.08_perc,-50.36_perc,
-12.02_perc,-38.57_perc,-78.09_perc
-0.89_perc,-35.66_perc,-40.28_perc
-13.19_perc,-6.82_perc,
-26.41_perc,-3.09_perc,
-13.91_perc,-47.46_perc,-43.97_perc
-18.91_perc,-18.80_perc,
-39.10_perc,1.58_perc,
0.29_perc,-82.15_perc,
-15.18_perc,-62.93_perc,-19.59_perc
-14.37_perc,-3.67_perc,
-21.80_perc,-60.21_perc,
-25.62_perc,-18.85_perc,
33.99_perc,24.83_perc,30.34_perc
-47.55_perc,-20.68_perc,-52.01_perc
-3.66_perc,,
-34.99_perc,-36.62_perc,
-83.63_perc,-52.86_perc,
-32.30_perc,-13.64_perc,27.32_perc
-17.80_perc,-67.88_perc,-91.60_perc
-23.63_perc,-3.08_perc,2.51_perc
11.61_perc,23.32_perc,
10.92_perc,-57.31_perc,
-66.32_perc,-16.56_perc,-47.24_perc
15.91_perc,-34.29_perc,
-21.23_perc,-74.87_perc,-55.88_perc
-21.64_perc,-6.47_perc,
-4.19_perc,-23.40_perc,
-7.53_perc,-58.01_perc,-30.38_perc
11.43_perc,3.79_perc,
4.62_perc,-30.07_perc,44.85_perc
9.57_perc,-5.10_perc,
42.64_perc,64.36_perc,
-3.08_perc,-38.18_perc,
-18.61_perc,-14.40_perc,-55.31_perc
-0.51_perc,-35.92_perc,
-17.14_perc,-2.89_perc,-85.36_perc
-11.01_perc,16.52_perc,
3.79_perc,-67.62_perc,
-0.89_perc,-50.01_perc,
-0.44_perc,15.36_perc,
2.58_perc,-38.60_perc,-13.22_perc
-9.38_perc,-59.76_perc,
16.85_perc,193.57_perc,-50.06_perc
27.12_perc,-3.32_perc,-7.55_perc
-10.11_perc,12.64_perc,
23.94_perc,-13.57_perc,-17.88_perc
-1.28_perc,-88.23_perc,
0.71_perc,27.95_perc,110.45_perc
17.07_perc,-76.62_perc,-61.95_perc
24.71_perc,-35.80_perc,
-13.71_perc,-19.05_perc,-87.15_perc
-22.32_perc,-16.20_perc,2.63_perc
-0.42_perc,1.60_perc,
21.51_perc,-51.92_perc,
5.39_perc,47.73_perc,
5.35_perc,-19.16_perc,5.62_perc
-8.84_perc,-18.89_perc,-78.13_perc
-23.67_perc,-44.67_perc,-25.86_perc
-39.27_perc,-49.33_perc,-92.67_perc
-5.73_perc,-19.88_perc,4.00_perc
-4.91_perc,-44.90_perc,
-11.28_perc,-41.26_perc,
-64.81_perc,8.34_perc,
-9.17_perc,-63.11_perc,
29.77_perc,-17.29_perc,
-0.60_perc,-14.68_perc,-85.91_perc
-75.51_perc,61.12_perc,-54.21_perc
14.52_perc,5.29_perc,
-19.85_perc,-81.03_perc,
-9.97_perc,-2.20_perc,
-36.14_perc,6.86_perc,4.47_perc
-31.59_perc,-37.30_perc,-6.71_perc
31.11_perc,-64.02_perc,-40.28_perc
-3.91_perc,-70.61_perc,
-2.02_perc,2.16_perc,-67.31_perc
-9.90_perc,81.21_perc,
26.49_perc,-20.00_perc,35.93_perc
6.58_perc,-7.89_perc,20.33_perc
-12.05_perc,-44.12_perc,
30.84_perc,156.38_perc,-27.07_perc
-15.38_perc,101.16_perc,
-10.11_perc,-34.74_perc,
-14.57_perc,-19.58_perc,
-30.95_perc,17.06_perc,
-14.58_perc,-60.89_perc,
-16.76_perc,-35.17_perc,42.91_perc
-33.63_perc,-33.36_perc,
-8.07_perc,-40.92_perc,
-19.85_perc,-14.29_perc,-61.90_perc
-28.13_perc,,-2.16_perc
4.26_perc,,
-8.41_perc,-2.22_perc,
-9.68_perc,-47.19_perc,-45.20_perc
5.55_perc,,-39.46_perc
-24.41_perc,-60.29_perc,73.50_perc
-6.11_perc,-46.13_perc,
-10.97_perc,13.68_perc,
-53.76_perc,-4.80_perc,
0.59_perc,-7.00_perc,
42.35_perc,58.51_perc,
-22.96_perc,-47.06_perc,-22.33_perc
11.08_perc,15.78_perc,
4.27_perc,53.28_perc,-20.25_perc
-3.28_perc,-30.00_perc,
-31.15_perc,-51.54_perc,
0.55_perc,-50.06_perc,
-25.29_perc,10.08_perc,
-0.62_perc,-76.62_perc,9.52_perc
-21.69_perc,-11.38_perc,22.51_perc
-34.13_perc,-70.88_perc,-64.78_perc
-22.70_perc,-76.72_perc,-41.49_perc
22.81_perc,-7.04_perc,-79.59_perc
-25.93_perc,-27.50_perc,
-57.60_perc,-43.19_perc,
-21.57_perc,-40.83_perc,-81.85_perc
4.25_perc,105.61_perc,
8.76_perc,-41.85_perc,53.69_perc
-6.74_perc,-45.04_perc,-68.50_perc
-2.69_perc,9.65_perc,
12.82_perc,,
-35.89_perc,6.30_perc,
44.17_perc,-18.97_perc,
-18.58_perc,9.38_perc,
-13.02_perc,-61.33_perc,
-21.94_perc,-22.86_perc,
19.27_perc,-31.22_perc,-77.28_perc
-1.74_perc,-91.10_perc,
-9.99_perc,6.39_perc,
9.19_perc,18.35_perc,25.05_perc
-1.32_perc,-58.37_perc,
-10.51_perc,6.77_perc,-23.16_perc
14.57_perc,,-8.72_perc
28.88_perc,-23.64_perc,
-37.18_perc,-40.89_perc,
