09-wissel-earnings
doll_4.08 b
-doll_62.2 m
doll_0.12 b
doll_0.50 b
doll_0.10 b
doll_0.18 b
doll_76.74 m
doll_0.69 b
doll_0.26 b
doll_0.55 b
-doll_59.26 m
-doll_38.81 m
doll_0.66 b
doll_0.25 b
doll_84.28 m
-doll_3.65 m
doll_28.31 m
doll_0.71 b
doll_6.23 b
-doll_16.93 m
doll_84.25 m
-doll_1.51 b
doll_86.49 m
doll_0.27 b
doll_0.20 b
doll_0.15 b
doll_13.35 b
doll_0.25 b
-doll_37.01 m
-doll_0.24 b
-doll_0.53 b
doll_0.25 b
-doll_1.11 m
-doll_0.19 b
doll_80.44 m
doll_0.14 b
doll_0.12 b
doll_0.48 b
doll_0.29 b
doll_0.22 b
doll_0.64 b
doll_0.19 b
doll_75.4 m
doll_0.21 b
doll_0.25 b
-doll_11.02 m
doll_0.14 b
doll_36.33 m
doll_0.13 b
doll_94.36 m
doll_0.17 b
doll_0.39 b
doll_0.65 b
-doll_0.17 b
doll_1.60 b
doll_0.50 b
-doll_1.7 b
doll_0.10 b
doll_0.61 b
doll_0.54 b
doll_0.10 b
-doll_33.66 m
-doll_10.08 m
doll_91.07 m
doll_3.62 b
doll_0.13 b
-doll_39.91 m
doll_1.60 b
doll_84.12 m
doll_2.81 b
-doll_36.19 m
-doll_1.28 b
doll_0.63 b
doll_1.20 b
doll_0.72 b
doll_98.6 m
doll_0.10 b
doll_24.55 m
-doll_1.65 b
doll_0.33 b
-doll_0.24 b
-doll_43.36 m
doll_0.69 b
doll_1.26 b
doll_0.47 b
doll_22.42 m
doll_0.30 b
doll_0.18 b
-doll_0.21 b
doll_0.50 b
doll_0.22 b
doll_0.99 b
doll_0.46 b
doll_43 m
doll_1.08 b
doll_0.15 b
-doll_11.5 m
doll_0.12 b
-doll_0.23 b
-doll_84.64 m
-doll_0.53 b
-doll_0.19 b
-doll_70.58 m
-doll_83.36 m
-doll_92.18 m
doll_0.44 b
doll_87.98 m
doll_0.95 b
doll_0.66 b
doll_0.27 b
-doll_1.5 b
doll_17.1 m
doll_0.33 b
-doll_0.11 b
-doll_0.13 b
-doll_0.3 b
doll_0.15 b
doll_0.68 b
doll_0.21 b
""
-doll_0.18 b
doll_69.4 m
doll_74.76 m
doll_0.20 b
doll_17.09 m
doll_21.82 m
doll_77.3 m
doll_8.63 m
doll_3.98 m
doll_1.30 b
-doll_41.96 m
doll_60.23 m
-doll_0.41 b
doll_0.10 b
-doll_0.28 b
doll_0.12 b
doll_70.8 m
-doll_0.19 b
-doll_0.21 b
-doll_31.89 m
-doll_0.44 b
doll_0.10 b
doll_1.52 b
doll_0.22 b
-doll_0.23 b
doll_0.28 b
doll_0.13 b
doll_62.48 m
-doll_16.51 m
-doll_6.49 m
doll_0.34 b
doll_0.16 b
doll_0.19 b
-doll_3.26 b
-doll_85.82 m
doll_1.37 b
doll_0.15 b
doll_1.36 b
doll_0.44 b
doll_5.33 b
doll_22.05 m
doll_0.24 b
-doll_0.72 b
doll_64.13 m
doll_6.73 m
doll_26.3 m
-doll_9.94 m
doll_0.22 b
doll_0.12 b
doll_94.58 m
doll_3.84 m
doll_60.11 m
-doll_90.65 m
doll_0.25 b
doll_0.42 b
-doll_0.29 b
doll_0.28 b
doll_84.11 m
doll_0.12 b
doll_0.45 b
doll_35 m
doll_0.33 b
doll_2.13 b
doll_26.55 m
doll_0.37 b
doll_0.11 b
doll_1.24 b
doll_0.23 b
doll_0.13 b
doll_62.82 m
-doll_1.15 b
doll_0.84 b
-doll_42 m
doll_0.49 b
doll_42.41 m
doll_32.97 m
doll_9.71 b
-doll_31.2 m
doll_0.33 b
doll_8.90 b
-doll_15.11 m
-doll_0.18 b
doll_0.46 b
doll_47.6 m
doll_0.19 b
doll_0.22 b
doll_77.66 m
-doll_0.65 b
doll_0.15 b
doll_48.02 m
-doll_0.15 b
doll_0.11 b
-doll_0.35 b
doll_0.10 b
doll_0.12 b
doll_81 m
-doll_0.64 b
-doll_0.55 b
doll_0.36 b
doll_0.26 b
doll_31.75 m
doll_31.74 m
doll_0.10 b
doll_51.76 m
-doll_64.9 m
-doll_0.57 b
-doll_16.46 m
doll_0.14 b
doll_0.25 b
doll_96 m
doll_43.84 m
doll_0.25 b
doll_0.14 b
-doll_0.24 b
-doll_0.32 b
doll_29.93 m
-doll_0.14 b
doll_10.76 m
doll_1.84 b
doll_0.31 b
-doll_0.91 b
doll_0.11 b
doll_0.70 b
doll_0.12 b
-doll_0.22 b
doll_60.13 m
doll_0.26 b
-doll_0.39 b
doll_1.08 b
doll_0.28 b
doll_7.71 m
doll_0.22 b
doll_67.62 m
doll_92.83 m
doll_29.99 m
doll_0.41 b
doll_38.18 m
-doll_36.83 m
-doll_43.16 m
doll_55.24 m
doll_0.40 b
doll_0.17 b
doll_0.23 b
doll_0.12 b
doll_0.89 b
-doll_15.93 m
doll_0.29 b
doll_0.22 b
doll_0.33 b
doll_0.99 b
doll_0.64 b
doll_0.62 b
doll_0.15 b
-doll_0.05 m
doll_0.20 b
doll_0.28 b
doll_3.08 b
doll_0.32 b
doll_37.4 m
doll_0.20 b
doll_28.06 m
doll_57.54 m
doll_15.55 m
doll_59.63 m
doll_1.20 b
doll_0.11 b
-doll_0.13 b
doll_10.61 m
-doll_0.11 b
doll_6 m
-doll_83.03 m
-doll_15.88 m
doll_0.29 b
doll_0.21 b
doll_0.21 b
-doll_0.15 b
-doll_0.11 b
doll_0.14 b
-doll_0.4 b
doll_59.38 m
doll_62.63 m
-doll_0.87 b
doll_0.11 b
-doll_13.62 m
doll_59.3 m
doll_0.10 b
doll_38.44 m
-doll_0.13 b
doll_58.64 m
doll_0.10 b
doll_0.14 b
doll_75.7 m
doll_14.68 m
-doll_0.33 b
doll_0.35 b
doll_0.28 b
doll_0.49 b
doll_0.25 b
doll_5.91 b
-doll_0.13 b
doll_53.63 m
doll_41 m
doll_0.19 b
doll_0.29 b
-doll_0.67 b
doll_0.22 b
doll_0.22 b
-doll_12.47 m
doll_0.98 b
doll_0.34 b
doll_10.43 m
doll_0.55 b
doll_48.57 m
doll_32.67 m
-doll_0.21 b
-doll_0.13 b
-doll_0.15 b
doll_1.33 m
-doll_0.73 b
-doll_32.68 m
-doll_0.2 b
doll_0.25 b
-doll_0.17 b
doll_27.81 m
doll_0.53 b
doll_0.68 b
doll_0.22 b
doll_0.16 b
doll_0.81 b
doll_1.30 b
doll_0.15 b
doll_0.15 b
doll_16.96 m
-doll_1.26 b
doll_0.87 b
doll_0.95 b
doll_0.14 b
-doll_6.28 b
doll_0.26 b
doll_43.64 m
doll_0.20 b
-doll_84.25 m
doll_0.30 b
doll_0.28 b
-doll_1.88 m
-doll_0.13 b
doll_0.30 b
doll_0.12 b
doll_0.31 b
doll_80.9 m
doll_0.10 b
doll_0.11 b
-doll_29.82 m
doll_0.56 b
doll_0.11 b
doll_0.12 b
doll_0.87 b
doll_0.30 b
doll_0.83 b
doll_0.21 b
-doll_0.13 b
doll_0.11 b
doll_0.19 b
doll_0.23 b
doll_4.62 b
-doll_0.24 b
doll_0.14 b
doll_0.45 b
-doll_27.79 m
-doll_86 m
doll_0.14 b
doll_0.31 b
doll_0.25 b
doll_0.12 b
doll_0.34 b
-doll_2.3 m
-doll_65.6 m
doll_0.30 b
doll_0.10 b
-doll_35.03 m
doll_0.36 b
doll_92.96 m
-doll_0.18 b
-doll_35.09 m
doll_0.34 b
doll_0.37 b
-doll_0.46 b
doll_0.11 b
doll_0.33 b
doll_0.10 b
-doll_11.34 m
doll_0.12 b
doll_0.17 b
doll_21.95 m
doll_43.63 m
doll_0.21 b
doll_44.76 m
-doll_27.35 m
doll_9.20 b
doll_34.6 m
""
doll_67.54 m
doll_0.17 b
-doll_0.12 b
doll_6.73 m
-doll_91.84 m
doll_0.24 b
doll_7.27 m
doll_0.23 b
doll_0.25 b
-doll_68.76 m
-doll_32.94 m
doll_0.18 b
doll_0.11 b
doll_80.88 m
doll_1.72 b
doll_0.20 b
doll_75.82 m
-doll_0.47 b
doll_2.31 b
doll_0.34 b
doll_87.68 m
doll_18.04 m
doll_49.57 m
doll_0.22 b
-doll_0.63 b
doll_0.26 b
doll_0.19 b
doll_5.48 m
-doll_0.11 b
-doll_0.37 b
-doll_50.36 m
doll_1.07 b
doll_7.25 m
-doll_1.43 m
-doll_0.14 b
doll_0.16 b
-doll_9.45 m
-doll_0.15 b
-doll_0.14 b
doll_0.21 b
doll_0.36 b
doll_0.41 b
doll_1.25 b
doll_0.10 b
doll_0.10 b
doll_0.24 b
-doll_6.19 m
doll_96.18 m
-doll_0.23 b
doll_0.43 b
doll_0.61 b
doll_31.5 m
doll_0.23 b
-doll_0.11 b
doll_0.11 b
-doll_0.25 b
doll_0.10 b
doll_0.90 b
doll_3.83 b
doll_45.03 m
-doll_38.38 m
-doll_0.19 b
doll_16.92 m
doll_0.83 b
-doll_0.2 b
-doll_0.14 b
-doll_0.13 b
-doll_0.12 b
doll_89.43 m
doll_0.24 b
-doll_0.76 b
-doll_0.11 b
doll_57.48 m
-doll_0.34 b
doll_15.73 m
-doll_24.11 m
doll_92.59 m
-doll_0.4 b
-doll_1.02 b
doll_0.61 b
-doll_50.31 m
doll_0.31 b
doll_0.16 b
doll_0.14 b
doll_0.14 b
-doll_0.21 b
-doll_0.15 b
doll_0.11 b
-doll_69.67 m
-doll_53.38 m
-doll_0.46 b
doll_51.5 m
-doll_70.23 m
-doll_0.76 b
-doll_42.14 m
-doll_1.69 b
-doll_0.12 b
doll_0.79 b
doll_36.91 m
-doll_0.14 b
-doll_10.86 m
doll_82.01 m
doll_99.69 m
doll_8.25 b
doll_0.44 b
-doll_0.12 b
doll_0.42 b
-doll_0.15 b
-doll_20.71 m
doll_0.17 b
doll_0.55 b
doll_0.18 b
-doll_0.35 b
-doll_24.37 m
-doll_13.14 m
doll_1.33 b
doll_0.15 b
-doll_82.53 m
doll_3.73 b
doll_0.26 b
-doll_1.28 b
doll_0.26 b
doll_7.61 m
doll_0.15 b
doll_3.77 b
doll_0.5 m
doll_69.28 m
-doll_71.93 m
-doll_34.3 m
doll_0.39 b
doll_0.15 b
doll_53.55 m
doll_9.6 m
doll_0.17 b
doll_16.9 m
-doll_33.85 m
