00-avengers-market_cap,03-gren-market_capitalization_usd,01-DDD-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap,09-wissel-marketcap,06-MarScoToc-master_cap,02-GioPonSpiz-pricecap
doll_58.82 b,66350000000.0,doll_3.04 b,,doll_66.26 b,doll_1.40 b,doll_67.57 b,doll_69.12 b
doll_59.09 b,66220000000.0,doll_3.05 b,,doll_66.24 b,doll_0.23 b,doll_67.37 b,doll_68.95 b
doll_59.29 b,65960000000.0,doll_3.05 b,doll_21.19 B,doll_66.02 b,doll_2.44 b,doll_67.30 b,doll_68.16 b
doll_59.69 b,65570000000.0,doll_3.07 b,doll_21.17 B,doll_66.00 b,doll_0.36 b,doll_67.29 b,doll_67.85 b
doll_59.64 b,65460000000.0,doll_3.07 b,doll_21.30 B,doll_65.09 b,doll_5.37 b,doll_67.23 b,doll_66.99 b
doll_59.44 b,65020000000.0,doll_3.05 b,,doll_64.96 b,doll_0.82 b,doll_67.10 b,doll_66.80 b
doll_59.78 b,64930000000.0,doll_3.06 b,,doll_64.71 b,doll_0.17 b,doll_67.03 b,doll_66.64 b
doll_60.01 b,64880000000.0,doll_3.06 b,,doll_64.68 b,doll_24.53 b,doll_67.01 b,doll_66.36 b
doll_60.53 b,64770000000.0,doll_3.08 b,,doll_64.62 b,doll_4.55 b,doll_66.80 b,doll_66.23 b
doll_60.34 b,64060000000.0,doll_3.08 b,doll_18.28 B,doll_64.44 b,doll_8.36 b,doll_66.68 b,doll_66.18 b
doll_61.02 b,63790000000.0,doll_3.05 b,,doll_64.36 b,doll_0.75 b,doll_66.65 b,doll_66.14 b
doll_60.70 b,63700000000.0,doll_3.06 b,doll_18.32 B,doll_64.17 b,doll_0.74 b,doll_66.63 b,doll_66.12 b
doll_61.13 b,63570000000.0,doll_3.07 b,,doll_64.09 b,doll_1.21 b,doll_66.58 b,doll_65.97 b
doll_61.19 b,63420000000.0,doll_3.06 b,,doll_63.85 b,doll_1.53 b,doll_66.07 b,doll_65.92 b
doll_61.48 b,63360000000.0,doll_3.07 b,doll_18.42 B,doll_63.42 b,doll_2.51 b,doll_65.34 b,doll_65.62 b
doll_61.41 b,63190000000.0,doll_3.05 b,doll_18.35 B,doll_63.38 b,doll_0.45 b,doll_65.04 b,doll_65.60 b
doll_61.92 b,63120000000.0,doll_3.06 b,,doll_63.32 b,doll_0.64 b,doll_64.90 b,doll_65.40 b
doll_61.78 b,63090000000.0,doll_3.09 b,,doll_63.26 b,doll_0.20 b,doll_64.43 b,doll_65.32 b
doll_62.28 b,62980000000.0,doll_3.08 b,,doll_62.92 b,doll_0.68 b,doll_64.34 b,doll_65.12 b
doll_61.99 b,62360000000.0,doll_3.09 b,,doll_61.97 b,doll_3.07 b,doll_64.27 b,doll_65.02 b
doll_62.70 b,62350000000.0,doll_3.08 b,doll_18.52 B,doll_61.82 b,doll_1.01 b,doll_64.14 b,doll_64.92 b
doll_62.88 b,62000000000.0,doll_3.09 b,doll_18.50 B,doll_61.55 b,doll_0.56 b,doll_64.12 b,doll_64.80 b
doll_62.41 b,61940000000.0,doll_3.09 b,,doll_61.44 b,doll_3.99 b,doll_63.91 b,doll_64.59 b
doll_63.45 b,61210000000.0,doll_3.08 b,doll_18.52 B,doll_61.02 b,doll_0.69 b,doll_63.79 b,doll_64.56 b
doll_63.67 b,61100000000.0,doll_3.09 b,,doll_60.65 b,doll_88.03 m,doll_63.58 b,doll_64.39 b
doll_63.67 b,60960000000.0,doll_3.08 b,,doll_60.58 b,doll_3.50 b,doll_63.57 b,doll_63.71 b
doll_63.53 b,60960000000.0,doll_3.08 b,,doll_60.34 b,doll_0.24 b,doll_63.38 b,doll_63.64 b
doll_63.98 b,60840000000.0,doll_3.09 b,,doll_60.29 b,doll_0.32 b,doll_63.00 b,doll_63.56 b
doll_63.95 b,60780000000.0,doll_3.09 b,doll_18.68 B,doll_59.82 b,doll_0.19 b,doll_62.97 b,doll_63.55 b
doll_64.94 b,60720000000.0,doll_3.10 b,,doll_59.63 b,doll_32.18 b,doll_62.95 b,doll_63.29 b
doll_65.19 b,60720000000.0,doll_3.10 b,doll_18.69 B,doll_59.61 b,doll_4.03 b,doll_62.44 b,doll_63.17 b
doll_65.61 b,60430000000.0,doll_3.10 b,,doll_59.56 b,doll_3.73 b,doll_62.41 b,doll_63.11 b
doll_65.28 b,60040000000.0,doll_3.10 b,,doll_59.55 b,doll_4.39 b,doll_62.41 b,doll_62.67 b
doll_66.23 b,60000000000.0,doll_3.12 b,,doll_59.54 b,doll_4.89 b,doll_62.30 b,doll_62.20 b
doll_66.07 b,59210000000.0,doll_3.12 b,,doll_59.53 b,doll_1.30 b,doll_62.10 b,doll_62.12 b
doll_66.60 b,58800000000.0,doll_3.10 b,doll_16.26 B,doll_59.47 b,doll_2.32 b,doll_61.85 b,doll_61.90 b
doll_66.74 b,58720000000.0,doll_3.12 b,,doll_59.45 b,doll_0.87 b,doll_61.84 b,doll_61.86 b
doll_66.79 b,58590000000.0,doll_3.11 b,doll_16.31 B,doll_59.41 b,doll_0.91 b,doll_61.71 b,doll_61.79 b
doll_66.79 b,58440000000.0,doll_3.11 b,doll_16.31 B,doll_58.62 b,doll_4.34 b,doll_61.66 b,doll_61.61 b
doll_66.97 b,58430000000.0,doll_3.12 b,,doll_58.61 b,doll_2.65 b,doll_61.55 b,doll_61.44 b
doll_67.07 b,57940000000.0,doll_3.10 b,,doll_58.60 b,doll_2.25 b,doll_61.42 b,doll_61.39 b
doll_67.23 b,57730000000.0,doll_3.10 b,doll_16.36 B,doll_58.56 b,doll_0.42 b,doll_61.37 b,doll_61.01 b
doll_67.38 b,57490000000.0,doll_3.12 b,doll_16.42 B,doll_58.19 b,doll_12.88 b,doll_61.06 b,doll_60.88 b
doll_67.28 b,57440000000.0,doll_3.12 b,doll_16.43 B,doll_58.19 b,doll_0.47 b,doll_60.81 b,doll_60.70 b
doll_67.39 b,57240000000.0,doll_3.11 b,doll_16.44 B,doll_58.05 b,doll_1.50 b,doll_60.71 b,doll_60.60 b
doll_67.57 b,57190000000.0,doll_3.11 b,,doll_57.87 b,doll_99.15 m,doll_60.59 b,doll_60.47 b
doll_67.69 b,57030000000.0,doll_3.13 b,doll_16.47 B,doll_57.56 b,doll_0.76 b,doll_60.55 b,doll_60.25 b
doll_67.77 b,56890000000.0,doll_3.13 b,doll_16.47 B,doll_57.30 b,doll_0.65 b,doll_60.53 b,doll_60.23 b
doll_68.52 b,56740000000.0,doll_3.14 b,,doll_57.15 b,doll_0.16 b,doll_60.15 b,doll_60.11 b
doll_67.81 b,56500000000.0,doll_3.13 b,doll_16.49 B,doll_56.90 b,doll_1.49 b,doll_60.05 b,doll_59.99 b
doll_69.22 b,56320000000.0,doll_3.13 b,doll_16.49 B,doll_56.54 b,doll_0.56 b,doll_59.94 b,doll_59.57 b
doll_69.23 b,56150000000.0,doll_3.14 b,,doll_56.35 b,doll_2.62 b,doll_59.81 b,doll_59.52 b
doll_52.15 b,56050000000.0,doll_3.13 b,doll_16.54 B,doll_56.01 b,doll_0.69 b,doll_59.68 b,doll_59.36 b
doll_52.21 b,56040000000.0,doll_3.15 b,doll_16.57 B,doll_55.94 b,doll_2.21 b,doll_59.68 b,doll_59.23 b
doll_52.21 b,55910000000.0,doll_3.14 b,,doll_55.86 b,doll_3.08 b,doll_59.60 b,doll_59.06 b
doll_52.42 b,55710000000.0,doll_3.15 b,,doll_55.77 b,doll_0.86 b,doll_59.32 b,doll_59.00 b
doll_52.53 b,55640000000.0,doll_3.13 b,doll_16.64 B,doll_55.40 b,doll_92.63 m,doll_58.92 b,doll_58.92 b
doll_52.82 b,55620000000.0,doll_3.13 b,doll_16.60 B,doll_55.38 b,doll_5.75 b,doll_58.72 b,doll_58.83 b
doll_52.61 b,55570000000.0,doll_3.13 b,doll_16.65 B,doll_55.33 b,doll_2.52 b,doll_58.71 b,doll_58.71 b
doll_53.23 b,55460000000.0,doll_3.14 b,doll_15.97 B,doll_54.78 b,doll_1.14 b,doll_58.64 b,doll_58.68 b
doll_53.13 b,55320000000.0,doll_3.14 b,,doll_54.77 b,doll_17.06 b,doll_58.51 b,doll_58.33 b
doll_53.58 b,55250000000.0,doll_3.14 b,,doll_54.63 b,doll_18.97 b,doll_58.46 b,doll_58.29 b
doll_53.71 b,55080000000.0,doll_2.48 b,,doll_54.54 b,doll_8.35 b,doll_58.38 b,doll_58.17 b
doll_54.06 b,55050000000.0,doll_2.50 b,,doll_54.52 b,doll_0.66 b,doll_58.02 b,doll_58.05 b
doll_54.20 b,55010000000.0,doll_2.49 b,,doll_54.50 b,doll_0.26 b,doll_57.78 b,doll_58.03 b
doll_54.28 b,54920000000.0,doll_2.47 b,,doll_54.49 b,doll_2.12 b,doll_57.61 b,doll_57.62 b
doll_54.21 b,54740000000.0,doll_3.15 b,doll_14.30 B,doll_54.22 b,doll_2.60 b,doll_56.88 b,doll_57.54 b
doll_54.77 b,54730000000.0,doll_3.15 b,,doll_54.19 b,doll_46.99 b,doll_56.81 b,doll_57.26 b
doll_54.85 b,54650000000.0,doll_2.50 b,doll_14.32 B,doll_53.84 b,doll_2.61 b,doll_56.73 b,doll_57.14 b
doll_54.86 b,54500000000.0,doll_2.49 b,,doll_53.58 b,doll_0.45 b,doll_56.55 b,doll_57.01 b
doll_54.93 b,54380000000.0,doll_2.49 b,,doll_53.48 b,doll_7.42 b,doll_56.51 b,doll_56.99 b
doll_55.03 b,54200000000.0,doll_3.15 b,doll_14.41 B,doll_53.42 b,doll_0.41 b,doll_56.33 b,doll_56.78 b
doll_55.20 b,53660000000.0,doll_2.49 b,,doll_53.28 b,doll_0.22 b,doll_56.09 b,doll_56.75 b
doll_55.27 b,53580000000.0,doll_2.48 b,,doll_53.28 b,doll_0.18 b,doll_55.99 b,doll_56.52 b
doll_55.40 b,53530000000.0,doll_2.49 b,,doll_53.20 b,doll_0.40 b,doll_55.68 b,doll_56.47 b
doll_55.60 b,53480000000.0,doll_2.50 b,doll_14.48 B,doll_53.13 b,doll_23.76 b,,doll_56.42 b
doll_55.77 b,53410000000.0,doll_3.15 b,doll_14.48 B,doll_52.98 b,doll_2.02 b,doll_55.14 b,doll_56.02 b
doll_55.72 b,53070000000.0,doll_2.49 b,doll_14.48 B,doll_52.95 b,doll_1.51 b,doll_55.07 b,doll_55.76 b
doll_56.35 b,52810000000.0,doll_2.52 b,doll_14.50 B,doll_52.88 b,doll_2.74 b,doll_55.02 b,doll_55.70 b
doll_56.45 b,52720000000.0,doll_2.51 b,doll_14.50 B,doll_52.86 b,doll_0.17 b,doll_54.39 b,doll_55.40 b
doll_56.68 b,52650000000.0,doll_2.51 b,,doll_52.79 b,doll_86.04 m,doll_53.60 b,doll_55.21 b
doll_56.65 b,52200000000.0,doll_2.52 b,,doll_52.69 b,doll_4.70 b,doll_53.59 b,doll_54.46 b
doll_56.88 b,52160000000.0,doll_2.52 b,,doll_52.63 b,doll_0.53 b,doll_53.58 b,doll_54.25 b
doll_56.89 b,52100000000.0,doll_2.52 b,,doll_52.38 b,doll_1.20 b,doll_53.49 b,doll_54.13 b
doll_57.10 b,51980000000.0,doll_2.51 b,,doll_52.35 b,doll_7.21 b,doll_53.35 b,doll_53.58 b
doll_56.98 b,51960000000.0,doll_2.50 b,doll_14.70 B,doll_52.21 b,doll_4.11 b,doll_53.22 b,doll_53.41 b
doll_57.28 b,51550000000.0,doll_2.53 b,,doll_51.99 b,doll_2.00 b,doll_53.04 b,doll_53.29 b
doll_51.91 b,51350000000.0,doll_2.52 b,,doll_51.83 b,doll_0.60 b,doll_52.83 b,doll_53.07 b
doll_52.09 b,51060000000.0,doll_2.51 b,,doll_51.47 b,doll_1.95 b,doll_52.76 b,doll_52.95 b
doll_52.11 b,51010000000.0,doll_2.52 b,,doll_51.27 b,doll_0.67 b,doll_52.65 b,doll_52.50 b
doll_51.82 b,50810000000.0,doll_2.52 b,doll_12.80 B,doll_51.24 b,doll_0.13 b,doll_52.61 b,doll_52.48 b
doll_46.65 b,50680000000.0,doll_2.52 b,,doll_51.19 b,doll_2.28 b,doll_52.21 b,doll_52.42 b
doll_46.62 b,50570000000.0,doll_2.53 b,doll_12.84 B,doll_51.11 b,doll_1.49 b,doll_52.19 b,doll_52.20 b
doll_46.77 b,50370000000.0,doll_2.53 b,doll_12.84 B,doll_50.97 b,doll_1.46 b,doll_52.01 b,doll_52.08 b
doll_46.82 b,49980000000.0,doll_2.54 b,doll_12.85 B,doll_50.96 b,doll_0.75 b,doll_51.79 b,doll_51.96 b
doll_46.99 b,49980000000.0,doll_2.53 b,,doll_50.86 b,doll_21.24 b,doll_51.62 b,doll_51.86 b
doll_46.96 b,49950000000.0,doll_2.55 b,,doll_50.71 b,doll_0.26 b,doll_51.55 b,doll_51.58 b
doll_47.09 b,49640000000.0,doll_2.53 b,,doll_50.61 b,doll_0.44 b,doll_51.49 b,doll_51.56 b
doll_47.07 b,49600000000.0,doll_2.55 b,doll_12.91 B,doll_50.60 b,doll_4.26 b,doll_51.33 b,doll_51.37 b
doll_47.30 b,49170000000.0,doll_2.53 b,doll_12.90 B,doll_50.43 b,doll_2.98 b,doll_51.12 b,doll_51.22 b
doll_47.20 b,49100000000.0,doll_2.55 b,,doll_50.01 b,doll_1.93 b,doll_50.92 b,doll_51.20 b
doll_47.13 b,48900000000.0,doll_2.55 b,doll_12.94 B,doll_49.68 b,doll_0.97 b,doll_50.92 b,doll_51.14 b
doll_47.32 b,48850000000.0,doll_2.54 b,,doll_49.64 b,doll_0.23 b,doll_50.91 b,doll_51.02 b
doll_47.44 b,48740000000.0,doll_2.53 b,,doll_49.38 b,doll_1.09 b,doll_50.86 b,doll_50.78 b
doll_47.35 b,48570000000.0,doll_2.55 b,,doll_49.19 b,doll_10.91 b,doll_50.85 b,doll_50.75 b
doll_47.32 b,48560000000.0,doll_2.55 b,doll_12.97 B,doll_49.16 b,doll_33.41 b,doll_50.73 b,doll_50.72 b
doll_47.53 b,48550000000.0,doll_2.53 b,doll_13.03 B,doll_49.02 b,doll_2.29 b,doll_50.73 b,doll_50.67 b
doll_47.90 b,48520000000.0,doll_2.55 b,doll_12.99 B,doll_48.87 b,doll_6.72 b,doll_50.58 b,doll_50.55 b
doll_47.88 b,48430000000.0,doll_2.54 b,,doll_48.84 b,doll_9.19 b,doll_50.55 b,doll_50.54 b
doll_47.71 b,48210000000.0,doll_2.54 b,doll_13.00 B,doll_48.80 b,doll_14.57 b,doll_50.35 b,doll_50.52 b
doll_47.91 b,48100000000.0,doll_2.56 b,doll_13.04 B,doll_48.64 b,doll_4.54 b,doll_50.29 b,doll_50.47 b
doll_48.09 b,48040000000.0,doll_2.56 b,doll_13.03 B,doll_48.64 b,doll_5.39 b,doll_50.22 b,doll_50.44 b
doll_47.97 b,47950000000.0,doll_2.56 b,doll_13.04 B,doll_48.63 b,doll_0.51 b,doll_49.96 b,doll_50.05 b
doll_47.95 b,47870000000.0,doll_2.57 b,doll_11.77 B,doll_48.54 b,doll_2.11 b,doll_49.87 b,doll_50.03 b
doll_48.15 b,47750000000.0,doll_2.57 b,,doll_48.44 b,doll_1.04 b,doll_49.85 b,doll_49.78 b
doll_48.13 b,47610000000.0,doll_2.56 b,doll_11.47 B,doll_48.40 b,doll_9.61 b,doll_49.83 b,doll_49.74 b
doll_48.45 b,47510000000.0,doll_2.55 b,doll_11.44 B,doll_48.40 b,doll_1.27 b,doll_49.66 b,doll_49.55 b
doll_48.41 b,47410000000.0,doll_2.56 b,doll_11.48 B,doll_48.34 b,doll_1.35 b,doll_49.64 b,doll_49.47 b
doll_48.57 b,47370000000.0,doll_2.55 b,,doll_48.34 b,doll_0.14 b,doll_49.32 b,doll_49.02 b
doll_48.78 b,47210000000.0,doll_2.56 b,,doll_48.29 b,doll_3.00 b,doll_49.32 b,doll_48.97 b
doll_48.87 b,47100000000.0,doll_2.57 b,,doll_47.98 b,doll_8.73 b,doll_49.15 b,doll_48.95 b
doll_48.82 b,47050000000.0,doll_2.56 b,,doll_47.93 b,doll_0.81 b,doll_49.04 b,doll_48.79 b
doll_48.81 b,47020000000.0,doll_2.56 b,doll_11.50 B,doll_47.91 b,doll_3.80 b,doll_49.02 b,doll_48.76 b
doll_48.98 b,46880000000.0,doll_2.58 b,,doll_47.86 b,doll_0.34 b,doll_48.89 b,doll_48.73 b
doll_49.21 b,46870000000.0,doll_2.58 b,,doll_47.68 b,doll_0.16 b,doll_48.85 b,doll_48.71 b
doll_49.13 b,46860000000.0,doll_2.56 b,doll_11.55 B,doll_47.63 b,doll_3.95 b,doll_48.84 b,doll_48.69 b
doll_49.10 b,46750000000.0,doll_2.58 b,,,doll_0.51 b,doll_48.74 b,doll_48.64 b
doll_49.39 b,46720000000.0,doll_2.60 b,,doll_47.38 b,doll_2.39 b,doll_48.69 b,doll_48.56 b
doll_49.38 b,46660000000.0,doll_2.59 b,doll_11.56 B,doll_47.27 b,doll_0.77 b,doll_48.68 b,doll_48.48 b
doll_49.74 b,46430000000.0,doll_2.58 b,doll_11.57 B,doll_47.26 b,doll_8.44 b,doll_48.58 b,doll_48.41 b
doll_49.64 b,46290000000.0,doll_2.60 b,doll_11.58 B,doll_47.26 b,doll_1.68 b,doll_48.49 b,doll_48.33 b
doll_49.83 b,46270000000.0,doll_2.60 b,,doll_46.99 b,doll_0.73 b,doll_48.48 b,doll_48.24 b
doll_49.82 b,46260000000.0,doll_2.58 b,,doll_46.99 b,doll_2.25 b,doll_48.23 b,doll_48.22 b
doll_49.93 b,46120000000.0,doll_2.60 b,,doll_46.94 b,doll_1.61 b,doll_48.03 b,doll_48.12 b
doll_49.85 b,46110000000.0,doll_2.59 b,,doll_46.87 b,doll_1.44 b,doll_47.72 b,doll_48.11 b
doll_50.09 b,46000000000.0,doll_2.58 b,,doll_46.78 b,doll_5.31 b,doll_47.72 b,doll_48.02 b
doll_50.03 b,45970000000.0,doll_2.59 b,doll_11.65 B,doll_46.65 b,doll_2.87 b,doll_47.68 b,doll_47.90 b
doll_50.11 b,45950000000.0,doll_2.59 b,,doll_46.63 b,doll_8.23 b,,doll_47.85 b
doll_50.41 b,45910000000.0,doll_2.60 b,doll_11.42 B,doll_46.59 b,doll_1.82 b,doll_47.36 b,doll_47.82 b
doll_50.38 b,45650000000.0,doll_2.60 b,,doll_46.55 b,doll_5.65 b,doll_47.33 b,doll_47.82 b
doll_50.37 b,45590000000.0,doll_2.60 b,,doll_46.53 b,doll_7.99 b,doll_47.22 b,doll_47.68 b
doll_50.59 b,45590000000.0,doll_2.60 b,,doll_46.38 b,doll_1.22 b,doll_47.16 b,doll_47.60 b
doll_51.35 b,45450000000.0,doll_2.60 b,,doll_46.37 b,doll_3.13 b,doll_46.90 b,doll_47.34 b
doll_51.31 b,45430000000.0,doll_2.60 b,doll_10.29 B,doll_46.33 b,doll_4.35 b,doll_46.84 b,doll_47.26 b
doll_51.30 b,45400000000.0,doll_2.62 b,doll_10.34 B,doll_46.32 b,doll_2.50 b,doll_46.83 b,doll_46.99 b
doll_51.39 b,45330000000.0,doll_2.62 b,doll_10.35 B,doll_46.22 b,doll_22.88 b,doll_46.57 b,doll_46.92 b
doll_51.80 b,45090000000.0,doll_2.62 b,,doll_46.20 b,doll_4.92 b,doll_46.55 b,doll_46.90 b
doll_51.52 b,45010000000.0,doll_2.60 b,,doll_46.15 b,doll_1.71 b,doll_46.54 b,doll_46.62 b
doll_51.41 b,44900000000.0,doll_2.62 b,doll_10.37 B,doll_46.07 b,doll_41.82 b,doll_46.45 b,doll_46.47 b
doll_43.04 b,44870000000.0,doll_2.61 b,,doll_45.96 b,doll_2.99 b,doll_46.41 b,doll_46.45 b
doll_42.93 b,44850000000.0,doll_2.61 b,,doll_45.80 b,doll_13.38 b,doll_46.31 b,doll_46.43 b
doll_42.93 b,44540000000.0,doll_2.61 b,doll_10.41 B,doll_45.70 b,doll_2.69 b,doll_46.29 b,doll_46.43 b
doll_43.11 b,44480000000.0,doll_2.62 b,doll_10.39 B,doll_45.66 b,doll_5.11 b,doll_46.27 b,doll_46.42 b
doll_43.24 b,44460000000.0,doll_2.61 b,,doll_45.64 b,doll_2.37 b,doll_46.16 b,doll_46.28 b
doll_43.39 b,44420000000.0,doll_2.61 b,doll_10.51 B,doll_45.62 b,doll_3.22 b,doll_46.15 b,doll_46.17 b
doll_43.39 b,44300000000.0,doll_2.62 b,doll_10.44 B,doll_45.39 b,doll_3.86 b,doll_46.14 b,doll_45.79 b
doll_43.40 b,44140000000.0,doll_2.62 b,,doll_45.23 b,doll_1.12 b,doll_46.02 b,doll_45.61 b
doll_28.80 b,44110000000.0,doll_2.61 b,,doll_45.15 b,doll_3.40 b,doll_45.81 b,doll_45.44 b
doll_43.41 b,43950000000.0,doll_2.63 b,doll_10.52 B,doll_45.12 b,doll_2.31 b,doll_45.68 b,doll_45.36 b
doll_43.53 b,43930000000.0,doll_2.62 b,,doll_44.96 b,doll_2.84 b,doll_45.67 b,doll_45.32 b
doll_43.71 b,43860000000.0,doll_2.62 b,,doll_44.80 b,doll_0.82 b,doll_45.63 b,doll_45.31 b
doll_43.77 b,43790000000.0,doll_2.63 b,doll_10.53 B,doll_44.75 b,doll_0.49 b,doll_45.60 b,doll_45.30 b
doll_43.75 b,43720000000.0,doll_2.63 b,doll_10.54 B,doll_44.66 b,doll_1.20 b,doll_45.54 b,doll_45.29 b
doll_43.79 b,43640000000.0,doll_2.64 b,,doll_44.45 b,doll_0.35 b,doll_45.35 b,doll_45.28 b
doll_44.02 b,43590000000.0,doll_2.63 b,doll_10.22 B,doll_44.44 b,doll_17.98 b,doll_45.22 b,doll_44.98 b
doll_44.16 b,43590000000.0,doll_2.63 b,,,doll_0.66 b,doll_44.90 b,doll_44.90 b
doll_43.94 b,43390000000.0,doll_2.64 b,doll_9.51 B,doll_44.21 b,doll_1.94 b,doll_44.63 b,doll_44.81 b
doll_44.40 b,43200000000.0,doll_2.63 b,,doll_44.19 b,doll_2.53 b,doll_44.56 b,doll_44.78 b
doll_44.32 b,42990000000.0,doll_2.63 b,,doll_44.09 b,doll_5.56 b,doll_44.55 b,doll_44.73 b
doll_44.41 b,42750000000.0,doll_2.63 b,doll_9.53 B,doll_44.08 b,doll_5.31 b,doll_44.55 b,doll_44.70 b
doll_44.40 b,42650000000.0,doll_2.64 b,doll_9.55 B,doll_43.76 b,doll_2.33 b,doll_44.47 b,doll_44.63 b
doll_44.48 b,42600000000.0,doll_2.63 b,doll_9.56 B,doll_43.73 b,doll_2.71 b,doll_44.42 b,doll_44.52 b
doll_44.41 b,42570000000.0,doll_2.63 b,,doll_43.62 b,doll_0.37 b,doll_44.36 b,doll_44.47 b
doll_44.66 b,42410000000.0,doll_2.63 b,,doll_43.53 b,doll_1.86 b,doll_44.17 b,doll_44.45 b
doll_44.98 b,42330000000.0,doll_2.66 b,doll_9.57 B,doll_43.16 b,doll_3.16 b,doll_44.17 b,doll_44.41 b
doll_44.82 b,42080000000.0,doll_2.64 b,doll_9.58 B,doll_43.13 b,doll_112.52 b,doll_44.10 b,doll_44.25 b
doll_44.75 b,42060000000.0,doll_2.64 b,doll_9.58 B,doll_42.96 b,doll_0.17 b,doll_44.02 b,doll_43.98 b
doll_45.49 b,41980000000.0,doll_2.67 b,doll_9.58 B,doll_42.95 b,doll_1.00 b,doll_43.99 b,doll_43.76 b
doll_45.40 b,41860000000.0,doll_2.65 b,doll_9.60 B,doll_42.95 b,doll_0.72 b,doll_43.86 b,doll_43.70 b
doll_45.60 b,41820000000.0,doll_2.66 b,,doll_42.84 b,doll_98.92 m,doll_43.82 b,doll_43.67 b
doll_45.59 b,41780000000.0,doll_2.65 b,,doll_42.72 b,doll_1.76 b,doll_43.81 b,doll_43.65 b
doll_45.67 b,41770000000.0,doll_2.68 b,,,doll_0.99 b,doll_43.66 b,doll_43.62 b
doll_45.72 b,41760000000.0,doll_2.68 b,doll_9.62 B,doll_42.61 b,doll_3.45 b,doll_43.66 b,doll_43.62 b
doll_45.95 b,41750000000.0,doll_2.66 b,,doll_42.55 b,doll_1.99 b,,doll_43.58 b
doll_45.92 b,41690000000.0,doll_2.64 b,,doll_42.50 b,doll_1.59 b,doll_43.54 b,doll_43.57 b
doll_46.33 b,41410000000.0,doll_2.64 b,doll_9.64 B,doll_42.39 b,doll_17.18 b,doll_43.43 b,doll_43.36 b
doll_46.07 b,41360000000.0,doll_2.67 b,doll_9.63 B,doll_42.33 b,doll_1.92 b,doll_43.41 b,doll_43.28 b
doll_46.55 b,41260000000.0,doll_2.67 b,,doll_42.22 b,doll_2.65 b,doll_43.12 b,doll_43.23 b
doll_46.38 b,41230000000.0,doll_2.67 b,doll_9.64 B,doll_42.18 b,doll_1.31 b,,doll_43.13 b
doll_46.56 b,41120000000.0,doll_2.65 b,doll_9.64 B,doll_42.14 b,doll_3.42 b,doll_43.09 b,doll_43.10 b
doll_42.52 b,41110000000.0,doll_2.69 b,,doll_41.97 b,doll_1.02 b,doll_43.02 b,doll_43.03 b
doll_42.59 b,41100000000.0,doll_2.70 b,doll_9.65 B,doll_41.97 b,doll_3.48 b,doll_43.00 b,doll_42.99 b
doll_42.70 b,40920000000.0,doll_2.68 b,,doll_41.96 b,doll_3.23 b,doll_42.68 b,doll_42.95 b
doll_37.07 b,40800000000.0,doll_2.68 b,doll_8.95 B,doll_41.86 b,doll_1.38 b,doll_42.66 b,doll_42.85 b
doll_37.22 b,40770000000.0,doll_2.69 b,,doll_41.78 b,doll_0.37 b,doll_42.58 b,doll_42.83 b
doll_37.36 b,40750000000.0,doll_2.69 b,doll_8.54 B,doll_41.72 b,doll_4.77 b,doll_42.51 b,doll_42.77 b
doll_37.28 b,40620000000.0,doll_2.69 b,,doll_41.62 b,doll_5.43 b,doll_42.50 b,doll_42.58 b
doll_37.36 b,40560000000.0,doll_2.70 b,doll_8.55 B,doll_41.62 b,doll_5.84 b,doll_42.39 b,doll_42.57 b
doll_37.36 b,40530000000.0,doll_2.68 b,doll_8.56 B,doll_41.53 b,doll_1.11 b,doll_42.39 b,doll_42.53 b
doll_37.40 b,40500000000.0,doll_2.70 b,doll_8.56 B,doll_41.51 b,doll_2.19 b,doll_42.33 b,doll_42.36 b
doll_37.39 b,40500000000.0,doll_2.69 b,doll_8.57 B,doll_41.19 b,doll_0.58 b,doll_42.33 b,doll_42.26 b
doll_37.61 b,40480000000.0,doll_2.70 b,doll_8.59 B,doll_41.12 b,doll_23.02 b,doll_42.32 b,doll_42.26 b
doll_37.63 b,40380000000.0,doll_2.69 b,doll_8.57 B,doll_41.12 b,doll_4.00 b,doll_42.20 b,doll_42.21 b
doll_37.85 b,40210000000.0,doll_2.70 b,doll_8.59 B,doll_41.08 b,doll_1.76 b,doll_42.16 b,doll_42.03 b
doll_37.83 b,40180000000.0,doll_2.70 b,,doll_41.08 b,doll_0.63 b,doll_42.07 b,doll_42.00 b
doll_38.12 b,40020000000.0,doll_2.69 b,,doll_41.07 b,doll_0.15 b,doll_42.07 b,doll_41.98 b
doll_38.01 b,40020000000.0,doll_2.71 b,doll_8.63 B,doll_40.97 b,doll_2.95 b,doll_42.06 b,doll_41.89 b
doll_38.18 b,40020000000.0,doll_2.72 b,doll_8.67 B,doll_40.83 b,doll_0.70 b,doll_41.89 b,doll_41.82 b
doll_38.24 b,39890000000.0,doll_2.75 b,,doll_40.78 b,doll_0.81 b,doll_41.79 b,doll_41.73 b
doll_38.55 b,39880000000.0,doll_2.71 b,doll_8.67 B,doll_40.71 b,doll_56.78 b,doll_41.70 b,doll_41.68 b
doll_38.56 b,39880000000.0,doll_2.70 b,doll_8.68 B,doll_40.70 b,doll_0.28 b,doll_41.68 b,doll_41.56 b
