,column_name,type_of_data,type_of_string,avg_mon_values (0 if not monetary),avg_length_of_field,var_length,std_dev_length,ratio_white_space_length,ratio_num_val,is_country,is_sector,min_val(int),max_val(int),avg(int),variance,std_dev,incremetal_int,is_year
80,ft-founding_year,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1898.0,2017.0,2009.9933554817276,89.26905884040993,9.448230460801108,2,1
81,ft-absolute_growth_rate_pct,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15460.0,663511.0,61242.4219269103,7032969734.403373,83862.80304403957,1,0
82,globaldata-name,0,2,0.0,20.684315684315685,82.81143232391995,9.100078698776178,0.11473786371157575,0.0007901863491925603,0,0,0.0,0.0,0.0,0.0,0.0,0,0
83,globaldata-headquarters,0,6,0.0,11.817182817182816,60.94459985568909,7.806702239466361,0.04451295457788966,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0
84,globaldata-number_of_employees,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,183.0,290000.0,20144.14950166113,1026570892.5524008,32040.14501453451,2,0
85,globaldata-address,0,2,0.0,54.98701298701299,265.4114197490819,16.29145235235588,0.12540233408384427,0.16617264533566495,0,0,0.0,0.0,0.0,0.0,0.0,0,0
86,globaldata-industry,0,6,0.0,18.628371628371628,61.79595828746677,7.861040534653588,0.053885925182773374,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,0
87,globaldata-website,0,3,0.0,17.22977022977023,29.10404879835454,5.394816845672755,0.0,0.0008764781829797308,0,0,0.0,0.0,0.0,0.0,0.0,0,0
88,globaldata-market_cap,0,4,14.899256543456545,11.20979020979021,9.218725330613461,3.036235387879777,0.09259828490597724,0.2592137207521804,0,0,0.0,0.0,0.0,0.0,0.0,0,0
89,globaldata-telephone,0,6,0.0,13.160839160839162,0.6324724226822169,0.795281348129212,0.15060533871722875,0.8493946612827701,0,0,0.0,0.0,0.0,0.0,0.0,0,0
90,globaldata-revenue,0,4,12.47717882117884,10.306693306693306,0.47437078406109534,0.6887458051132473,0.09732682236178687,0.22138542110569884,0,0,0.0,0.0,0.0,0.0,0.0,0,0
91,govuk-company_number,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,765796.0,14608897.0,10224263.003322259,11633294349552.828,3410761.5497939503,2,0
92,govuk-name,0,6,0.0,23.66133866133866,49.64255125493884,7.045747033135581,0.15430457840319933,0.0012293729334402546,0,0,0.0,0.0,0.0,0.0,0.0,0,0
93,govuk-office_address,0,6,0.0,51.38061938061938,164.5194645514322,12.826514123152565,0.07329979680348117,0.08781853383971978,0,0,0.0,0.0,0.0,0.0,0.0,0,0
94,govuk-dissolution_date,0,6,0.0,14.071928071928072,3.3175036751460403,1.8214015688875531,0.1446930623195548,0.40842442630139997,0,0,0.0,0.0,0.0,0.0,0.0,0,0
