,column_name,type_of_data,type_of_string,avg_length_of_field,var_length,std_dev_length,ratio_white_space_length,ratio_num_val,is_country,is_sector,min_val(int),max_val(int),avg(int),variance,std_dev,incremetal_int,is_year
138,valuetoday-annual_results_for_year_ending,0.0,1.0,0.16332085743450153,0.0648417657477354,0.2546404636889734,0.17109247985895124,0.31445871559632904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,valuetoday-employees_2022,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.694042222906261e-06,2.8992328422917262e-06,1.3851381963878317e-05,2.9104872722891015e-11,5.394893207737389e-06,1.0,0.0
140,valuetoday-sector,0.0,1.0,0.12149606093124296,0.022767634700153527,0.15088947842760117,0.0643274427908486,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,valuetoday-market_value_jan_2020,0.0,0.6666666666666666,0.09754756981704923,0.0006923495567379285,0.026312536113760082,0.1704156555494531,0.31852056200680107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,valuetoday-market_value_jan_2021,0.0,0.6666666666666666,0.0985508763664599,0.00035775846433831304,0.01891450407328495,0.1683976477696237,0.3281823087867346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,valuetoday-annual_revenue_usd,0.0,0.6666666666666666,0.11086973591226738,0.015082255976701774,0.12280983664471577,0.1800818263110405,0.3447253894335712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,valuetoday-annual_net_income_usd,0.0,0.6666666666666666,0.11203008174767276,0.012811349790412955,0.11318723333668401,0.1996419401151409,0.3018208564659466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,valuetoday-founded,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018006672334068313,1.1712900682858575e-08,1.1190081446212069e-06,1.8178214900645152e-17,4.263591784006197e-09,1.0,1.0
146,valuetoday-founders,0.0,1.0,0.2459235218677206,0.49982615925519525,0.7069838465305945,0.18968146328425942,7.55531570426337e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,valuetoday-revenue,0.0,0.6666666666666666,0.11616544961220021,0.007298972506140413,0.0854340242885726,0.19130304733472858,0.3290205546245528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,valuetoday-market_capitalization_2022,0.0,0.6666666666666666,0.0956543739803352,0.002258717567000495,0.04752596729158172,0.16650878441617822,0.3281593635722076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,valuetoday-total_assets_in_usd,0.0,0.6666666666666666,0.11253609722476685,0.0014418304553611753,0.03797144262944424,0.1703997174372603,0.37142772634812327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,valuetoday-total_equity_in_usd,0.0,0.6666666666666666,0.11555474127777632,0.002147780892072461,0.0463441570434986,0.1925105769275858,0.3259512640624341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,valuetoday-total_liabilities_in_usd,0.0,0.6666666666666666,0.11569433175421606,0.0018307486076807422,0.04278724819009447,0.1900975530476765,0.333319046037609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,wikipedia-founded,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016322595065414443,1.1701303751489408e-08,1.1099695839666607e-06,2.7466989022285836e-17,5.240895822498844e-09,1.0,1.0
153,wikipedia-area_served,0.0,1.0,0.15669903420839112,1.0,1.0,0.032767606707770396,0.00804191790198853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,wikipedia-notes,0.0,1.0,0.16812800446689527,0.17497417170854584,0.4182991414150235,0.11351858487268367,0.01035441480204314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,wikipedia-name,0.0,1.0,0.10361975554217813,0.05387578865932623,0.23211158665462228,0.08997131420586454,0.0018335132218024854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,wikipedia-headquarters,0.0,1.0,0.07223807155756798,0.017965903394487708,0.13403694787068118,0.019266664590580913,0.0011103540280550553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,wikipedia-industry,0.0,1.0,0.11983842402352099,0.02407160107701507,0.155150253228975,0.07983402362842176,9.444144630329212e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
