09-wissel-company_code,05-MalPatSaj-symbol,04-iGMM-code,02-GioPonSpiz-codice
cmg,rdfn,temn.sw,trvg
mcd,acmr,stb.ol,cmbm
tsla,mxct,ua,cla-b.st
hon,siga,pwsc,5168.kl
kss,exai,bxmt,pstx
elv,flws,ssd,mrsn
jll,300533.sz,rmbs,gco
gps,fdc.ns,paytm.ns,vrllog.ns
hum,ecea.f,cigi,scwx
mmm,hbt,oberoirlty.ns,clov
chtr,sgmo,app,ruth
slb,grrr,biocon.ns,ke
ual,arow,vc2.si,enento.he
kd,gotu,rxdx,kirlfer.ns
aph,ryam,3349.t,lind
uhs,audc,umpq,ptgx
m,olectra.ns,pton,band
noc,philipcarb.ns,cbt,sght
meta,heidelberg.ns,g24.f,ffic
mmc,vera,sxs.l,tpic
emr,janx,vc,sgmo
rcl,mtls,chbay,crlbf
csco,0302.hk,mmsi,rxt
dal,sndl,elux-a.st,pahc
orly,gco,8439.t,rgp
blmn,chuy,alsn,muln
ms,mor,hindpetro.ns,anora.he
nke,turi.jk,bak,evtl
mdlz,sst,irt,rex
iqv,vih1.f,bucn.sw,vorb
pfe,dhil,mf.pa,sst
ko,sens,cwy.ax,bw
crm,csbbank.ns,kinv-a.st,amer3.sa
dhr,mcbs,esnt,cion
bdx,ldi,dv,polyplex.ns
thc,thff,crsp,schneider.ns
de,enginersin.ns,chc.ax,ardx
lh,vinp,rgedf,ntgr
tmus,mara,wk,audc
txrh,vpg,crus,zfox
cbrl,eqbk,modg,pdsmfl.ns
cnc,zfox,dnli,grrr
ci,igti3.sa,cmpc.sn,ebix
bco,zyxi,cls.jo,hsc
gt,pstx,h5p.f,infibeam.ns
jwn,trmr,ift.nz,boe.ax
omc,trns,2875.t,syrma.ns
swk,kirlfer.ns,cabo,chuy
ten,trssf,spie.pa,csii
syy,frph,ful,tci.ns
otis,ccbg,igg.l,arow
usb,smr,mms,cers
pm,thch,rcm,brmk
azo,sim0.f,curlf,mbwm
whr,enento.he,ritm,ccbg
dva,cir,cere,sibn
ilmn,spandana.ns,her.mi,api
mrk,sln,peco,tipt
wdc,btai,prgo,bvh
fis,ruth,sahol.is,vinp
axp,anora.he,6770.tw,thff
xom,tipt,icp.l,nrgv
luv,cco,601866.ss,trst.l
eat,aort,imi.l,cbay
dltr,pahc,u96.si,myps
ppc,6p5.f,den,pack
epam,southbank.ns,cwst,hyln
glw,rex,xd4.f,nrix
shw,cinc,zws,acco
hpe,cpf,6060.hk,jswhl.ns
bax,alt,bcpc,cara
adp,ghrs,9706.t,enginersin.ns
cmi,varroc.ns,tho,ktkbank.ns
pnc,clov,hot.f,hsii
ttec,calt,sji,amrs
hbi,acco,sail.ns,abst
carr,srne,toi.v,hbt
cndt,mmat,jublfood.ns,twou
mck,relinfra.ns,ob8.f,bhg
bby,nvta,fibi.ta,cpf
ipg,tre.mc,bmbl,edit
ph,midhani.ns,r,chs
j,eght,atco,dm
bkr,bkd,ate.pa,satx
all,mbwm,3888.hk,turi.jk
rad,srlp,fibk,asc
tfc,onl,fluorochem.ns,pflt
mgm,srdx,gujgasltd.ns,smrt
gpc,cchwf,wcp.to,hvt
bk,wve,trno,fdc.ns
acm,mofg,fix,varroc.ns
cyh,abst,ipgp,alvr
hpq,hsc,foxf,lev
cof,scwx,cencosud.sn,lilm
cwk,iiin,you,mvst
tsco,pflt,scha.ol,sim0.f
dgx,tatacoffee.ns,hsx.l,lnd
abbv,aartidrugs.ns,dava,nine
wrk,aveo,seb,lasr
ppg,brmk,ajrd,zil2.de
bwa,amrn,mrl.mc,sens
gs,bmrc,fr.pa,ango
pgr,artna,sha.f,rptx
czr,eh,hfg.de,mcbs
wm,qtrx,man,bngo
mu,nktr,qlys,vpg
ecl,lasr,apg,fnko
bery,atai,1020.sr,suprajit.ns
srt,greenpanel.ns,godrejprop.ns,artna
syk,ecn.to,akbnk.is,dxpe
lkq,cvlg,srtransfin.ns,cvgw
cake,achr,emtk.jk,era.ax
cah,oscr,sndr,doyu
qcom,nnox,nsp,smr
kmb,fdev.l,2888.tw,philipcarb.ns
itw,svm,me8u.si,6p5.f
el,trst.l,3291.t,krus
lvs,dxpe,lu,dhil
h,sml.nz,azta,proc
ldos,heg.ns,bvt.jo,mtls
hii,lilm,neoen.pa,bcom.ta
fisv,rbbn,mei.jo,mxct
pwr,bhil,fpe.f,leu
xpo,olp,aso,abs2.f
mhk,trc,blda.f,cir
ctas,rbd.nz,bkh,sndl
r,bwb,0b2.f,csbbank.ns
cvx,bfly,352820.ks,ever
abc,myps,emmn.sw,trc
dan,cyh,falabella.sn,espr
stt,lnd,rey.mi,sohu
bsx,ccne,fivn,ingn
aap,mcs,smci,srne
pru,safari.ns,val,safari.ns
exls,hvt,calx,hmst
flr,hmst,ltmaq,calt
task,rkforge.ns,jmat.l,nuvb
ccl,hyln,cc,lqdt
hal,hdsn,tpro.mi,ois
adm,onew,ori.ax,obe
hcsg,arct,esi,trmr
lth,hlth,fnb,vvi
ajg,trvg,arg.ax,arct
ncr,abs2.f,fizz,eqbk
ip,rovio.he,idfcfirstb.ns,rkforge.ns
vmw,dsgn,wing,frph
vtrs,cnsl,pbf,bmrc
aig,dm,leg,tgb
mat,greenlam.ns,9007.t,big
yum,valu,eng.mc,prpl
khc,leu,bc8.f,srlp
avy,kzr,erg.mi,agx
sem,npk,tq71.f,fate
mms,ango,mlco,vtnr
dow,akus,swx,heg.ns
schw,rada,pfc.ns,hy
lumn,tnp,bci.sn,aveo
rsg,wsr,slab,midhani.ns
lly,112040.kq,iart,mofg
ehc,dishtv.ns,ne,ampx
nclh,mitk,sk.pa,heidelberg.ns
pfgc,ingn,3141.t,cnsl
bj,hy,coup,pmet.v
eme,ecc,4967.t,wsr
cl,meso,rei-un.to,rose.sw
jbht,ibex,hgv,rbbn
avah,gtx,dsy.jo,eght
txt,barbeque.ns,fn,aort
uber,ptgx,mrf.ns,sfix
gis,pmet.v,inco.jk,gtx
bmy,rmr,lpx,feam
yell,nazara.ns,srcl,rway
tho,sohu,msm,vln
bbby,fnko,vas.f,srdx
sanm,ifbind.ns,dksh.sw,altg
nwl,agx,abcapital.ns,mcft
amat,301011.sz,9719.t,sln
exc,rl9a.f,2350.sr,meso
dox,senea,lun.to,aartidrugs.ns
sfm,vtnr,wix,bkd
k,vln,fras.l,azrn.as
txn,bvh,mtsi,hlvx
pypl,amswa,1030.sr,tnp
unp,etnb,pvh,ospn
amkr,ezpw,peo.wa,npk
unfi,lqdt,por,ccne
trv,ace.ns,7911.t,can
rrx,crmt,hxl,tti
vsco,big,krg,valu
mtz,smrt,five.me,veru
man,zil2.de,hsv.l,dsgn
bldr,wish,homb,egy
comm,akya,wen,olp
on,bhb,9001.t,thch
kmx,mcft,7261.t,amswa
ibex,tpic,cade,evc
bah,gdl.ns,balkrisind.ns,onl
sbh,gevo,valmt.he,cmax
lhcg,egy,2379.tw,bhil
nue,ino,bdev.l,ghrs
pcar,tsvt,2618.tw,crmt
woof,itrn,tsem,2753.tw
fnf,wstcstpapr.ns,7747.t,opy
usfd,fsbc,isdmr.is,ecn.to
kbr,hlvx,hekts.is,ecc
dd,3694.t,002607.sz,ao.l
fbhs,schneider.ns,drvn,ske
duk,tti,bandhanbnk.ns,aces.jk
knx,alrs,bharatforg.ns,dgica
nov,axgn,jbfcf,spandana.ns
so,orp.pa,psn.l,112040.kq
clf,newt,ac.to,olectra.ns
kdp,smwb,exp,sml.nz
wynn,dgica,gh,tatacoffee.ns
synh,phat,gwre,hdsn
qrtea,alxo,cumminsind.ns,wrld
rkt,avdl,gtls,tsp
cck,amyt,mcy.ax,gevo
pcg,acet,psn,southbank.ns
saic,ddi,ala.to,trssf
odp,fubo,hl.l,greenpanel.ns
adbe,aces.jk,2702.t,relinfra.ns
ensg,sfix,polycab.ns,cvlg
bfam,opy,estc,ezpw
rok,iceair.ic,ufpi,ddi
nws,jindalpoly.ns,pr,ceco
adt,jtektindia.ns,bld,hyzn
gpk,2753.tw,hcp,akus
pag,bw,ozk,domo
wab,ois,bankindia.ns,rada
irm,gldd,aqn,rmr
gpn,api,gol,greenlam.ns
dov,263750.kq,bami.mi,rl9a.f
ssnc,tk,ald.pa,bwb
modg,lind,thg,qtrx
jeld,srrk,ora,etnb
fcx,pgy,edu,blbd
adi,gain,wts,mcs
odfl,anik,svw.ax,nazara.ns
x,vigl,011170.ks,bfly
ball,pack,bdsb.f,6633.hk
amgn,pmvp,zyduslife.ns,eols
bkd,indoco.ns,key.to,bvb.f
oi,t5n.f,wrt1v.he,senea
sci,mvis,wor.ax,0799.hk
wmk,powl,tkr,bhb
vrt,evc,ffin,vect
iff,3026.kl,9107.t,sldp
ma,9990.hk,2633.tw,rovio.he
agco,paisalo.ns,cnm,supv
xrx,sibn,ryn,wish
ntrs,smbc,so.pa,tsat
htz,zumz,tixt,bzun
bg,prpl,asai,mx
para,muln,pri,plce
spgi,ske,gil,zumz
vsh,bh,sek.ax,onew
gww,bird,besi.as,ibex
algn,law,2327.tw,wve
achc,aura,schaeffler.ns,ino
rrgb,tcnsbrands.ns,aqua,nktr
nvda,0799.hk,apls,nstg
alk,stro,mol.bd,fsbc
faf,albo,konn.f,alrs
an,plce,abbotindia.ns,301011.sz
aso,dmrc,1802.t,swbi
dbd,cmps,9147.t,apen
son,ssti,msa,263750.kq
snx,espr,fsk,gdl.ns
caci,ceco,exel,kzr
hsic,astec.ns,gps,mpx
penn,ebtc,7912.t,smbk
csx,plpc,onb,ace.ns
dnut,can,nwl,goev
chwy,nrgv,9684.t,powl
bjri,abus,bepc,zeus
lad,sldp,novt,mltx
cvna,bzh,oled,gcbc
st,ipi,wtfc,bzh
amed,belfb,wu,tk
ttek,bvb.f,prio3.sa,anantraj.ns
mchp,veru,nvst,nr
ctva,wrld,vac,gain
apd,6633.hk,blco,iceair.ic
rcm,anantraj.ns,2588.hk,cveo
arw,moil.ns,tecn.sw,bh
casy,niu,sim,anik
uri,rsvr,mng.l,tinplate.ns
vac,mahlog.ns,kgha.f,itrn
mkl,nfl.ns,faf,ifbind.ns
vfc,xper,fsv,stro
jblu,goev,site,fcu.to
modv,lxrx,weir.l,nnox
adv,tinplate.ns,opch,indoco.ns
cps,rani,cwan,axgn
oc,hyzn,4739.t,abus
plxs,doyu,smds.l,smwb
mas,swbi,cccs,mitk
leg,gnty,yesbank.ns,069080.kq
hrl,apen,tpx,rbd.nz
avgo,vesuvius.ns,auy,csv
wcn,altg,3635.t,lxrx
hban,mx,colpal.ns,newt
rf,ciso,4938.tw,swim
hwm,vnda,cpf.bk,smbc
bv,kkcl.ns,hun,avct.l
iep,cpsi,ida,aan
fast,haw.de,post,barbeque.ns
zbh,chennpetro.ns,002007.sz,tpc
bkng,avon.l,nsa,3026.kl
rop,prth,ions,ebtc
cfg,ht,002555.sz,orc
fitb,maya.jk,bkt.mc,dxlg
lyb,cveo,bean.sw,3694.t
expd,ofix,lanc,t5n.f
ctlt,star.ns,patanjali.ns,wstcstpapr.ns
pvh,loco,gpt.ax,belfb
msi,rei,chrd,gami
lrcx,powermech.ns,hqy,vnda
crl,pets,tol,ngm
pfg,lqda,wwd,kod
bc,cccc,alk,ipi
ame,agcnet.ns,agnc,paisalo.ns
blk,co,pghh.ns,atlc
clh,gwh,chx,trda
hubb,tars,eqtl3.sa,trin
chrw,egrx,lumn,mvis
nsc,grin,garan.is,plpc
hig,atlc,indhotel.ns,bbby
tkr,tsp,cig,ryam
geo,gami,x.to,hug.wa
med,hug.wa,bsl.ax,ssti
w,zyme,cr,lxfr
wcc,brt,osk,9990.hk
axl,hathway.ns,ubl.ns,fubo
ta,eols,rxl.pa,newp
syf,nuvb,ehc,rsvr
ftv,tci,vvv,nfl.ns
cag,hcc.ns,3038.t,jtektindia.ns
dks,tpc,dxs.ax,mahlog.ns
mpc,seer,enlc,hrow
a,ppap.kh,6415.tw,boom
wfrd,bbw,emi.si,vigl
sptn,mpx,cacc,avdl
key,mirzaint.ns,3jda.f,gnty
omi,dxlg,onon,moil.ns
intu,rose.sw,dsgx,ontf
mtb,feam,m44u.si,gldd
d,metc,nyt,egrx
xela,igic,snv,cyxt
fcfs,lev,wwe,rei
lfus,htbi,nfg,dyl.ax
wday,itdc.ns,ctec.l,cpsi
now,ao.l,gnrc,ff
tnl,nref,awc.bk,ar.to
rpm,inoxwind.ns,axta,6180.two
dfs,fmao,pnfp,pgen
aep,tg,src,cccc
hsy,6736.t,3462.t,si
levi,ghg,000800.sz,niu
it,3b7.f,map.mc,dmrc
fl,skyt,ale.wa,xper
ptve,jmia,1402.tw,vygr
see,6180.two,embrac-b.st,lqda
ulta,jchac.ns,cmc,lgo
rol,pnnt,2887.tw,omga
uhal,mekko.he,rli,chennpetro.ns
snps,ontf,ofc,metc
gci,pfis,concor.ns,mekko.he
uis,cstr,4062.t,cdxs
tap,amnb,fcn,0709.hk
cold,mcphy.pa,lnw,mtw
enov,osur,9435.t,aura
spr,arl,4005.t,avir
ttmi,lxfr,iag.to,sify
xyl,rbt,axfo.st,akya
sndr,kod,exls,skyt
alit,trin,cnxc,neti
gef,csv,clvt,alxo
car,glop,ash,mcphy.pa
pii,scwo,csan,cmps
mdu,aan,dooo,loco
pki,shbi,lstr,tsvt
payx,ever,8952.t,tci
cri,nr,8046.tw,djco
slgn,069080.kq,gbci,arvl
ew,ff,1590.tw,jindalpoly.ns
mtd,cook,motherson.ns,love
aiz,pfhd,6586.t,igic
psn,newp,asels.is,rbb
amd,djco,algm,pets
sre,satl,lad,pfhd
avt,cznc,mhk,ghg
icui,fisi,heln.sw,maya.jk
skyw,swim,byd,vesuvius.ns
pkg,pag.f,7181.t,dishtv.ns
byd,zeus,edr,dzsi
fybr,tgb,sobi.st,alpn
gtes,ots.vi,run,jmia
quad,ardx,crfb3.sa,tg
arcb,mcbc,qdel,agcnet.ns
ufpi,sfst,ned.jo,co
fls,neti,iot,pnnt
xray,hlg,024110.ks,ppap.kh
nee,atra,pdce,gbli
ozon.me,cio,dxc,pmts
burl,avir,dds,suryarosni.ns
expe,cdxs,1548.hk,cstr
scco,hblpower.ns,bmed.mi,powermech.ns
keys,spwh,invr.l,avon.l
cpb,rell,6383.t,tatastllp.ns
dy,tatastllp.ns,mat,desp
gfs,kscl.ns,ssb,amnb
rhi,aldx,saic,nref
mco,tpb,rba,vld
srcl,irmd,mdu,haw.de
wlk,dib.mi,fybr,irmd
tdy,cmtl,flo,law
dish,scpl,tih.to,blnd
nem,noa,ozl.ax,itdc.ns
gild,nktx,cib,kkcl.ns
br,autoaxles.ns,irdm,pag.f
rcii,orc,sgp.ax,astec.ns
abg,groy,rh,ots.vi
che,acb,pageind.ns,rgc
coke,7803.t,evd.f,adct
dci,nstg,chh,tars
ktb,fcuv,nztcf,7803.t
moh,pgen,dkng,tpb
unf,civb,m,vor
laur,sklz,2638.hk,stok
pzza,orgo,ypf,autoaxles.ns
tpic,brcc,boschltd.ns,brt
wern,pstl,x,scwo
coo,avnw,wh,prts
tfx,cyxt,4922.t,htbi
psx,amc.v,8601.t,tusk
mkc,devo.l,wcc,bhr
klac,bcab,gntx,3b7.f
emn,ngms,adc,fhtx
lcii,ooma,gtlb,up
arnc,bhg,cien,0050.hk
ed,hrow,clh,slna
play,vlgea,g07.si,autl
eye,dzsi,medp,scpl
gpi,cmax,7211.t,hathway.ns
rs,nl,tuprs.is,rxst
aos,ocgn,megacpo.mx,nvec
ayi,csw-a.to,amkr,300467.sz
avtr,tcx,hrb,avnw
dbi,cbay,uty.f,glad
rl,pntg,levi,spne
apg,nwpx,cae,091810.ks
rezi,nilkamal.ns,nvt,sb
iac,oz,n2iu.si,bbw
fix,glad,bid.jo,cook
seb,abml,rbc,mcbc
bld,0709.hk,arw,tree
eix,lx,ingr,spwh
bros,gpmt,2357.tw,rmni
atr,hbcp,txrh,gwh
hgv,bbby,dws.f,hipo
thrm,rxst,nclh,hci
nhc,gbli,slm.jo,rain
cnne,rmni,i93a.f,pepg
ea,grwg,beij-b.st,fisi
cdw,nbn,pcor,glue
lzb,suryarosni.ns,phi,aldx
sna,aeva,3626.t,6736.t
swx,300467.sz,9041.t,tcnsbrands.ns
chs,cnta,wal,hrtx
efx,smmf,hdg.as,pmvp
peg,afcg,0656.hk,groy
tpr,tsat,li.pa,glop
adsk,gte,pb,rrbi
cwh,sb,goto.jk,ht
panw,arp.st,5411.t,bnr
et,pepg,6488.two,cznc
mos,0050.hk,skx,gato
ges,boom,4704.t,civb
cmc,pza.to,cw,uis
afl,bhr,cwen,dib.mi
fe,prts,ake.pa,hcc.ns
plya,fnlc,hli,shripiston.ns
aa,stok,7gg.f,kscl.ns
wsm,orientcem.ns,9697.t,rtn.l
ghc,mtw,ocdo.l,clar
zts,jpassociat.ns,mur,nwpx
bro,desp,insp,pstl
twks,fath,grfs,shbi
axta,atro,ogn,sol
gme,hipo,twe.ax,atro
ingr,lyts,coty,bird
tpx,gabriel.ns,reyn,osur
hsc,hondapower.ns,rail3.sa,lyts
eqh,tls,zomato.ns,smti
etr,lgo,9602.t,cmtl
ntap,acnb,swn,noa
amp,cosmofilms.ns,itt,fmao
trmb,remedy.he,torntpharm.ns,kpti
vmc,grts,holm-b.st,mmat
lila,bsrr,nxst,cio
eqix,nine,2269.t,acet
dhi,alfoc.pa,krtx,tcx
ceg,petq,bokf,star.ns
oxy,sudarschem.ns,cna.l,jchac.ns
nsit,supv,4091.t,sfst
scs,astramicro.ns,mindtree.ns,amc.v
saia,inse,o2d.de,mirzaint.ns
ftnt,voltamp.ns,hesm,satl
pbi,vld,009830.ks,ooma
sbgi,fxlv,ntnx,nilkamal.ns
ens,gthx,atr,cnta
run,bzun,jindalstel.ns,inse
xel,sbt,2609.tw,weav
mlkn,gci,gpk,oz
ugi,pfocus.ns,1157.hk,gilt
nflx,lcfs.to,emp-a.to,arlo
uvv,aadi,path,csw-a.to
arko,siysil.ns,orklf,quot
fds,imab,7020.sr,phat
nvst,nvec,mtdr,tls
nxst,0078.hk,bkw.sw,rbot
mod,bcbp,raa.f,curv
vmi,blnd,gmed,prth
coty,fbiz,irctc.ns,pfis
wbd,vsta,9502.t,atra
csl,dsx,ac.pa,aeva
cr,uis,dlb,hlg
lii,mlr,hapv3.sa,0078.hk
vvnt,nn,vmi,brcc
leco,blde,wf,nl
matw,curv,agl,inoxwind.ns
patk,7552.t,7203.sr,arp.st
swks,wkhs,0293.hk,otlk
ttc,whf,0384.hk,gci
imkta,hnrg,wex,vlgea
bhe,ptc.ns,ohi,frge
lnc,omga,zion,moz.to
prim,hrtx,hsz.f,vsta
hlf,view,alv,hblpower.ns
sp,nrim,mgnt.me,orientcem.ns
ebay,arvind.ns,upl.ns,bark
kfy,alpn,xro.ax,ampy
len,azre,enkai.is,orgo
post,qiwi.me,us.mi,afcg
regn,5478.two,mpw,mgtx
jnpr,adb.mi,eme,arqq
ahco,luna,2883.tw,lptv
stld,qsi,ednr.mi,cnce
midd,sar,kbr,mux
fox,spicejet.ns,canbk.ns,skil
kmi,hci,003495.ks,7552.t
ally,marksans.ns,amrt.jk,acb
big,gilt,glob,hbcp
hi,fsp,roku,gte
wu,sol,3092.t,mhld
rivn,pcsb,036570.ks,lung
psmt,tusk,pshzf,pza.to
cxw,quot,1878.t,wkhs
l,11b.wa,4904.tw,ptc.ns
gbx,oyst,kog.ol,petq
door,smti,caci,rani
kmpr,ride,cpri,mlr
dte,ctv,bsac,abml
sah,7844.t,4716.t,pntg
tru,clar,ornav.he,arl
lyv,emudhra.ns,8697.t,fnlc
unm,clpr,cholafin.ns,cosmofilms.ns
wst,sond,mtss.me,remedy.he
ebix,ocft,dia.mi,utmd
fwrg,5983.kl,6033.kl,cvrx
ehab,purva.ns,uwmc,rdvt
baly,arlo,midd,marksans.ns
ths,nodk,wsm,annx
tup,ethosltd.ns,icicigi.ns,seer
aeis,1301.t,0288.hk,smmf
amwd,love,achc,acnb
vc,gato,4188.t,vel
stz,ogi,6963.t,gabriel.ns
mlm,rupa.ns,ally,gpmt
idxx,lptv,adro.jk,bsrr
zion,hlly,acs.mc,sudarschem.ns
drvn,nc,9503.t,nbn
itt,blbd,otex,sar
dar,silc,7202.sr,fsp
ritm,8z3.f,hr,hnrg
save,lmdx,asr,cchwf
vvv,tgan,9005.t,5478.two
zbra,rm,aia.ax,silc
ben,hnst,4280.sr,vuzi
atvi,ashoka.ns,radl3.sa,gthx
vlo,bnr,idbi.ns,hlth
isrg,accelya.ns,0151.hk,drts
flt,dbvt,4755.t,glre
shak,mvbf,adm.l,nn
hous,gbio,stj.l,alfoc.pa
urbn,huma,bery,whf
biib,tree,skf-b.st,rell
ori,egan,see,oprx
morn,casa,oln,voltamp.ns
wly,tlys,5876.tw,aadi
ibp,gpp,icbp.jk,asa
wor,wrn,nrg,11b.wa
cprt,unty,saga-b.st,7844.t
unvr,rbot,sof.vi,egan
cnp,veri,eslt,casa
cop,vor,jll,dsx
vrsk,mass,fbhs,siysil.ns
ogn,vktx,dish,ngms
cdns,up,8951.t,grvy
esab,asa,051905.ks,ww
akam,m8g.de,shp.jo,sbt
prmw,3817.t,abb.ns,5983.kl
es,atnm,vips,ogi
wy,refi,fdj.vi,sklz
ihrt,electcast.ns,034020.ks,hut
aan,shripiston.ns,sjx.f,adb.mi
frg,ampy,hood,gpp
aee,rngr,qan.ax,nrim
stgw,plm,011200.ks,rm
dla,indiaglyco.ns,2897.t,1301.t
trul.cn,dske,8tra.de,bcbp
hun,fhtx,lea,qsi
itgr,kpti,froto.is,qiwi.me
elan,bark,whr,ocul
atus,sequent.ns,chp-un.to,tig
aimc,ar.to,rnr,dbvt
clx,weav,plug,eu.v
gnrc,1909.hk,dbx,adap
ice,rtnpower.ns,nov,rigl
flo,gulfoillub.ns,ccl-b.to,m8g.de
tds,wabag.ns,pum.de,phvs
qrvo,mstcltd.ns,dcp,rbt
bbwi,tsbk,rhi,2660.hk
avnt,ear,enx.pa,astramicro.ns
omf,vmd,mb.mi,fll
entg,orrf,itrk.l,krt
eeft,myfw,iag.ax,bbai
mnro,6820.hk,mnhvf,itic
sky,moz.to,ttek,gbio
usx,krt,icicipruli.ns,hlly
ivz,zvia,mez.ax,ashoka.ns
gtn,itic,ugi,luna
dash,kodk,babwf,ipha
tex,mgtx,unitdspr.bo,bkuh
kmt,grvy,jef,osg
ldi,knte,4324.t,fbiz
sq,spne,exas,pdsb
twlo,fll,g,oyst
sf,sundarmhld.ns,clf,ffie
cms,adct,seic,vmd
vnt,ww,mocorp.he,atai
oii,bbln,unm,hov
ce,hov,nnn,clpr
aes,glre,cuervo.mx,wrn
sivb,pcf.wa,bz,fet
bpop,acrv,c07.si,bwmx
colm,annx,apollohosp.ns,298690.ks
sgry,pcyo,lifco-b.st,fxlv
kar,scm,1099.hk,lcfs.to
vcsa,vuzi,paa,jpassociat.ns
coop,mux,7272.t,ciso
rmd,immr,aa,emudhra.ns
hy,pdsb,swch,caba
zm,somanycera.ns,chdn,pcsb
cien,apei,601021.ss,devo.l
ulh,tcbx,fnlpf,zvia
ndls,confipet.ns,51c.f,nmg
cw,neulandlab.ns,arx.to,6820.hk
mdrx,gne,has,prld
icfi,lndc,pso,ocft
wh,frge,bili,ndls
lw,rtn.l,skm,arbe
nni,pke,bajajhldng.ns,kodk
diod,apollopipe.ns,ivz,ethosltd.ns
sfix,zye1.f,cgnx,pke
bio,absi,twlo,ocgn
hni,phvs,2395.tw,lmdx
avya,subros.ns,pen,grwg
sup,eex,wbs,sond
tpc,hil.ns,sgfy,rngr
rrr,lung,elisa.he,unty
wat,faa.de,cbsh,grin
ttwo,rlgt,zal.de,qd
trow,filatex.ns,sign.sw,gne
brkr,bwmx,swav,knte
oln,aren,zg,nodk
edr,gct,keskoa.he,indiaglyco.ns
pdco,jisldvreqs.ns,docu,3817.t
ww,moln,ade.ol,grts
wrb,dtc,fph.nz,hnst
myrg,nmg,leco,arvind.ns
sabr,zimv,celh,mvbf
fhn,vsttillers.ns,vacn.sw,urg
iex,timetechno.ns,ctlt,hondapower.ns
slvm,4165.t,nst.ax,le
cato,pine,rco.pa,mass
lrn,nacon.pa,3402.t,airs
twi,ocn,0101.hk,nc
cnk,le,a17u.si,refi
cday,fgbi,azrg.ta,accelya.ns
docu,ndls,frt,poww
wgo,rad,pnw,tsbk
cma,mmfl.ns,aal,hqi
fnmal,upld,0004.hk,plm
dpz,pkbk,evk.de,fcuv
kelya,tga,adt,kltr
agr,prld,000876.sz,1909.hk
smg,eg7.st,kbx.de,tgan
stc,gati.ns,cfr,cifr
cvgi,hqi,bpcl.ns,spicejet.ns
fmcct,drts,get.pa,pcf.wa
ni,pear,tfii,rupa.ns
xpro,bcml,tpr,sdc
tdc,cantabil.ns,rdy,pfocus.ns
aeo,jill,asx.ax,electcast.ns
ke,lvox,5802.t,upld
ndsn,dhx,rec.mi,confipet.ns
wwd,plth.cn,cch.l,nktx
rusha,3798.hk,2016.hk,dske
ua,ssbk,ffiv,smlr
fcn,hsil.ns,tost,true
hubs,body,kchol.is,scm
uwmc,smlr,033780.ks,sequent.ns
anf,091810.ks,knx,mpaa
amrx,vldr,6988.t,bbln
chx,iii,lsi,mkfg
kn,cvcy,rhm.f,pfmt
mei,lsea,2382.tw,somanycera.ns
nati,forcemot.ns,aos,jynt
cent,jagran.ns,stor,cmcl
splk,cnty,tataconsum.ns,tcmd
vsat,cwco,688012.ss,obt
wec,weys,mndi.l,dc
mtn,cvgi,org.ax,absi
epc,bksy,2885.tw,kbal
vsto,cian,cpn.bk,tcs
qdel,osg,wrk,mstcltd.ns
wso,kltr,uhs,blde
jkhy,qd,jbss3.sa,hil.ns
lite,rent,lii,zye1.f
tyl,cix,casy,ride
revg,qbts,mztf.ta,rtnpower.ns
iesc,pdlb,nxt.l,cantabil.ns
msm,abos,6701.t,llap
rdnt,jynt,bki,fdev.l
mcw,uone,snx,lvox
holx,kbal,legn,neulandlab.ns
gff,bgfv,havells.ns,dtc
chuy,bsvn,rr.l,dhx
sjm,1hq.f,coh.ax,grpn
mrvl,einc.to,lbtyb,panl
ha,rlyb,6823.hk,ctv
has,alembicltd.ns,900945.ss,lsea
nrg,vwe,ewbc,hive
cade,tcmd,xp,as.bk
gddy,vadilalind.ns,ipn.pa,pine
ecpg,greenply.ns,2912.tw,purva.ns
rxt,6238.t,bj,acrv
jbt,goss,bel.ns,tlys
bwxt,odc,sbicard.ns,lndc
afg,dc,ccj,orrf
nvr,atcx,hle.f,smhi
ipgp,ffie,pfgc,atnm
fcnca,true,ar,selb
zen,lmnr,hii,naclind.ns
golf,tidewater.ns,2007.hk,lctx
ful,smhi,9143.t,3798.hk
trox,soun,indigo.ns,cgnt
ezpw,absp.jo,2883.hk,huma
ter,naclind.ns,rgen,cvcy
rdfn,sify,pry.mi,myfw
ptc,ocul,lamr,rent
ntnx,hindoilexp.ns,0992.hk,xoma
mmsi,adap,jbl,ocn
pntg,mpaa,qrvo,naut
exas,tcs,cck,wldn
bki,inbk,teva,azre
prty,axti,inw.mi,gct
tbi,vygr,arcc,eg7.st
cc,bcov,yndx.me,abos
fele,lsak,rga,blze
fmc,bwfg,logi,lsak
awk,cvly,fms,bcml
amt,tcfc,kep,vaxx
tast,3932.t,brkr,uroy
ati,rgco,aeg,nacon.pa
belfb,mbcn,cs,tcbx
gden,xoma,nfe,rlgt
cvco,pre,flex,wabag.ns
dxcm,cnce,bch,subros.ns
osis,gallispat.ns,3008.tw,nrdy
dnb,locl,tpg,fgbi
frc,ymab,c38u.si,mmfl.ns
crwd,essa,shl.ax,aenz
musa,kamux.he,bbwi,fath
bcc,wldn,wsc,jill
skx,geo.mi,bnr.de,odc
tgna,as.bk,okta,forcemot.ns
wnc,apx.ax,dks,jisldvreqs.ns
phm,grpn,086790.ks,opt
