,id,name,address,nation,hhid,industry,sic_code,type,est_of_ownership
135,1bcc893caa0f4c1e94e6b5b165a7f6eb,eni fuel spa,"viale giorgio ribotta 51, roma, 00144, roma, italy",it02701740108,h-it0008914168,retail trade,gasoline service station (5541),corporation,1985
136,d539580f626e47debc17a2447bd3b8a8,comifar spa,"via fratelli di dio 2, novate milanese, 20026, milano, italy",it00724400155,h-it0008052069,"finance, insurance, and real estate",misc business credit institutions (6159),corporation,1944
137,e659bb27ebaf44b8b80c63a598566148,whirlpool emea spa,"strada provinciale arceviese 139/a, fabriano, 60044, ancona, italy",it00693740425,h-it0011430680,manufacturing,mfg electric housewares/fans (3634),corporation,1930
138,0a28f211887e434cbb3e06998b502aa6,bmw italia spa,"via dell'unione europea 1, san donato milanese, 20097, milano, italy",it12532500159,h-it0009532196,retail trade,ret new/used automobiles (5511),corporation,1973
139,66831b6bfb2a4e37a4a02c2493c9813a,conad nord ovest societa' cooperativa a r.l.,"via bure vecchia nord 10, pistoia, 51100, pistoia, italy",it01977130473,h-it0216517075,wholesale trade,whol general groceries (5141),corporation,1964
140,7f25f4ac7eba4e699e7d7be8b428c216,unicoop firenze soc coop,"via santa reparata 43, firenze, 50129, firenze, italy",it00407780485,h-it0027424928,"finance, insurance, and real estate",real property lessor (6519),corporation,1891
141,161c6f5d28bd45cf85b6ee4adecfaa3b,spesa intelligente spa,"via campalto 3/d, san martino buon albergo, 37036, verona, italy",it02416840235,h-it0069606331,wholesale trade,whol groceries (5149),corporation,1992
142,eca11abf6cfa43e1b8bd1f6d178559f5,banca monte dei paschi di siena spa,"piazza salimbeni 3, siena, 53100, siena, italy",it00884060526,h-it0028646150,"finance, insurance, and real estate",national commercial bank (6021),corporation,1472
143,56ddb7d42db749f784887cbf9005a580,rai radiotelevisione italiana spa,"viale giuseppe mazzini 14, roma, 00195, roma, italy",it06382641006,h-it0052507467,"transportation, communications, electric, gas, and sanitary services",television station (4833),corporation,2001
144,85f90062e7964b0c9cd8039df0cdb2d0,de la costa srl,"via portici umberto i 5/3, malcesine, 37018, verona, italy",it04579370232,h-it0062449729,"finance, insurance, and real estate",holding company (6719),corporation,2018
145,6c6c528efb904d0dac2421bf36ae6659,calzedonia holding spa,"via monte baldo 20, villafranca di verona, 37062, verona, italy",it03742500238,h-it0002216302,"finance, insurance, and real estate",holding company (6719),corporation,2008
146,a7402eaf803f48c0a47b0c082f8a5684,eurizon capital sgr spa,"piazzetta giordano dell'amore 3, milano, 20121, milano, italy",it12914730150,h-it0036432156,"finance, insurance, and real estate",investment advisory service (6282),corporation,1983
147,9e4b8f9ca351401882c2d63f7ca081dd,finiper canova group spa,"via amilcare ponchielli 7, milano, 20129, milano, italy",it06154870965,h-it0004175387,"finance, insurance, and real estate",holding company (6719),corporation,2008
148,c9e57445c5d34866aeb77ba03a986c2f,bper banca spa,"via san carlo 8/20, modena, 41121, modena, italy",it01153230360,h-it0051823365,"finance, insurance, and real estate",national commercial bank (6021),corporation,1867
149,c8241254deef44768b28426537929ffc,gecos - generale di commercio e servizi spa,"via delle industrie 8, spinea, 30038, venezia, italy",it01581890272,h-it0034418431,"finance, insurance, and real estate",holding company (6719),corporation,1958
150,909d8090e18d45d8a6219b953e120b1d,gruppo pam spa,"via delle industrie 8, spinea, 30038, venezia, italy",it01534730278,h-it0000168572,wholesale trade,whol general groceries (5141),corporation,1980
151,af03f70269094506b1ef8509a3560ac1,ibm italia spa,"circonvallazione idroscalo snc, segrate, 20054, milano, italy",it10914660153,h-it0070576246,services,custom computer programming (7371),corporation,1927
152,cfdb83f7fda942dfa5bc48c39ea6949c,brembo spa,"viale europa 2, stezzano, 24040, bergamo, italy",it00222620163,h-it0014781409,manufacturing,mfg motor vehicle parts/accessories (3714),corporation,1971
153,af2cd16d1913418da232747c9111a378,nuova fourb srl,"via monte ortigara 5, bergamo, 24121, bergamo, italy",it03165690169,h-it0002214997,"finance, insurance, and real estate",holding company (6719),corporation,2004
154,bb7494b765af4ff6a155e5cc17c9d213,sky italia srl,"via monte penice 7, milano, 20138, milano, italy",it04619241005,h-it0071659145,"transportation, communications, electric, gas, and sanitary services",television station (4833),corporation,1993
155,b61cdb8c43014186b71b3644f7f23c33,barilla g. e r. fratelli spa,"via mantova 166, parma, 43122, parma, italy",it01654010345,h-it0049411330,manufacturing,mfg macaroni/spaghetti (2098),corporation,1988
156,e6794257ca6e47da97b40151e58c7b49,alitalia societa' aerea italiana spa,"via alberto nassetti pal.alfa snc, fiumicino, 00054, roma, italy",it13029381004,h-it0043242537,"transportation, communications, electric, gas, and sanitary services",scheduled air transportation (4512),corporation,1999
157,145fcba667d34759aff7dddd906f56b9,bolton group srl,"via giovanni battista pirelli 19, milano, 20124, milano, italy",it05983890152,h-it0068385552,services,business services (7389),corporation,1980
158,aee5b1cb6a93435b90c97fa724fb1ae3,factor holding srl,"via giovanni battista pirelli 19, milano, 20124, milano, italy",it07224860960,h-it0020453108,"finance, insurance, and real estate",holding company (6719),corporation,2010
159,994f15ffaf734caab20a9328b6a1231a,anas spa,"via monzambano 10, roma, 00185, roma, italy",it02133681003,h-it0049402331,"transportation, communications, electric, gas, and sanitary services",transportation services (4789),corporation,1950
160,d5c303821a4b41849090de1e8ed26a56,maire tecnimont spa,"via gaetano de castillia 6/a, milano, 20124, milano, italy",it07673571001,h-it0074296558,"finance, insurance, and real estate",holding company (6719),corporation,2003
161,1b57d535bfcf436e9db7fd5eb9da4e94,samsung electronics italia spa,"via mike bongiorno 9, milano, 20124, milano, italy",it11325690151,h-it0065500911,wholesale trade,whol appliances/tv/radio (5064),corporation,1991
162,2777034b4f004c8eb6ab91b0c4941512,renault italia spa,"via tiburtina 1159, roma, 00156, roma, italy",it05811161008,h-it0011169516,retail trade,ret new/used automobiles (5511),corporation,1962
163,794c788fac1d4556bfca7609ac479ee2,axa assicurazioni spa,"corso como 17, milano, 20154, milano, italy",it00902170018,h-it0010264795,"finance, insurance, and real estate",life insurance carrier (6311),corporation,1947
164,3ca34bb50cab4c54893faf69c025fb47,mediamarket spa,"via furlanelli 69, verano brianza, 20843, monza e brianza, italy",it02630120166,h-it0062356658,retail trade,ret misc general merchandise (5399),corporation,1990
165,35172be73d5d46be871c49068d4af31f,finarvedi spa,"piazza lodi 7, cremona, 26100, cremona, italy",it04587230154,h-it0020650884,"finance, insurance, and real estate",holding company (6719),corporation,1979
166,1387ef3a77594498b00880f2a8ade801,inalca spa,"via spilamberto 30/c, castelvetro di modena, 41014, modena, italy",it02562260360,h-it0047540028,manufacturing,meat packing plant (2011),corporation,1988
167,b62f8930aa1c4ec3b161290c39cc2005,banca nazionale del lavoro spa,"viale altiero spinelli 30, roma, 00157, roma, italy",it09339391006,h-it0075933586,"finance, insurance, and real estate",national commercial bank (6021),corporation,2007
168,c56b8034cbeb46f49f3c0a6a48c913a1,fastweb spa,"via francesco caracciolo 51, milano, 20155, milano, italy",it12878470157,h-it0073082406,"transportation, communications, electric, gas, and sanitary services",telephone communications (4813),corporation,1999
169,91d1ad7574924de4988c70825812a33e,finbre spa,"viale del lavoro 20, belfiore, 37050, verona, italy",it01907700239,h-it0053224930,"finance, insurance, and real estate",subdivider/developer (6552),corporation,1986
170,2b82158ca0b94ee3ad88b2c2cfdeecc4,maxi di srl,"viale del lavoro 20, belfiore, 37050, verona, italy",it00542090238,h-it0037877445,retail trade,ret groceries (5411),corporation,1975
171,3df7bd4f5a4a4d17b501ba82f13abd9d,swisscom italia srl,"piazza adriano olivetti 1, milano, 20139, milano, italy",it09412871007,h-it0073228761,"finance, insurance, and real estate",holding company (6719),corporation,2007
172,764ca2b6213d4a7eb0fd127ed593d86d,zurich investments life spa,"via benigno crespi 23, milano, 20159, milano, italy",it08921640150,h-it0065538978,"finance, insurance, and real estate",life insurance carrier (6311),corporation,1952
173,6c468d4fcbae4546bcb2e3928d5245ea,arca vita spa,"via del fante 21, verona, 37122, verona, italy",it01947090237,h-it0056068484,"finance, insurance, and real estate",life insurance carrier (6311),corporation,1987
174,3271d226c9ca4eb7b3f34cd05ddc807e,agricola tre valli societa' cooperativa,"via valpantena 18/g, verona, 37142, verona, italy",it02447620234,h-it0050197304,manufacturing,poultry processing (2015),corporation,1983
175,01fe3375665c4f8ab34ac84f054bc0ff,conad consorzio nazionale dettaglianti soc coop,"via michelino 59, bologna, 40127, bologna, italy",it03320960374,h-it0017623804,wholesale trade,whol non durable goods (5199),corporation,1962
176,e01889562ccb43f5b7cbb71ffdc7b148,sesa spa,"via della piovola 138, empoli, 50053, firenze, italy",it07116910964,h-it0021553033,services,management consulting services (8742),corporation,2010
177,773945dd609e491c983f2b9281e7a1db,terna rete elettrica nazionale spa,"viale egidio galbani 70, roma, 00156, roma, italy",it05779661007,h-it0009518258,"transportation, communications, electric, gas, and sanitary services",electric services (4911),corporation,1999
178,af2d40579f5d459ba3be1546e8f98440,moncler spa,"via enrico stendhal 47, milano, 20144, milano, italy",it04642290961,h-it0002491664,"finance, insurance, and real estate",patent owner/lessor (6794),corporation,2004
179,323660c5dfd94f68b063a5bf3b9a5ae7,michelin italiana s.a.m.i. spa,"corso giulio cesare 424/95/c, torino, 10156, torino, italy",it00570070011,h-it0010302581,manufacturing,mfg tires/inner tubes (3011),corporation,1930
180,9fbe03fc8be9407e97fc11c87906ea54,brt spa,"via enrico mattei 42, bologna, 40138, bologna, italy",it04507990150,h-it0022984526,"transportation, communications, electric, gas, and sanitary services",trucking operator-non local (4213),corporation,1979
181,0e199472f7b249f9bcd1d71ee7b9b2b2,de' longhi appliances srl,"via lodovico seitz 47, treviso, 31100, treviso, italy",it00698370962,h-it0009358986,manufacturing,mfg electric housewares/fans (3634),corporation,1968
182,c689777d9e1c43698934d1ddd13db07e,ford italia spa,"via del serafico 89, roma, 00142, roma, italy",it00894451004,h-it0008847908,retail trade,ret new/used automobiles (5511),corporation,1929
183,5a9d37a4bf75455684c20d79b7043044,so.fi.d.a. spa,"contrada della misericordia 14, vicenza, 36100, vicenza, italy",it02037780240,h-it0039940438,"finance, insurance, and real estate",misc business credit institutions (6159),corporation,1988
184,585c648d71a246489b9bf80fa1c6cf55,arianna 2001 spa,"via leopoldo serra 32, roma, 00153, roma, italy",it01690551005,h-it0002323834,services,business services (7389),corporation,1985
185,3e4f3f7c43514064ada65981169066a6,recordati industria chimica e farmaceutica spa,"via matteo civitali 1, milano, 20148, milano, italy",it00748210150,h-it0009754954,manufacturing,mfg pharmaceutical preparations (2834),corporation,1926
186,7226dc97f98d4ac295479d26cd6f02ff,leroy merlin italia srl,"strada 8 palazzo n milanofiori, rozzano, 20089, milano, italy",it05602710963,h-it0001474030,retail trade,ret misc general merchandise (5399),corporation,1993
187,c2cc682cce3f41c18c9afa3a46dd47c9,vittoria assicurazioni spa,"via ignazio gardella 2, milano, 20149, milano, italy",it01329510158,h-it0009852255,"finance, insurance, and real estate",insurance carrier (6399),corporation,1921
188,b7e73eb8aec54987877c5bcc59c26c4a,vanini holding srl,"via ansperto 7, milano, 20123, milano, italy",it04626420964,h-it0024524522,"finance, insurance, and real estate",holding company (6719),corporation,2004
189,60230f7ea07545c2a577dfc6c970efdd,fedrigoni spa,"via enrico fermi 13/f, verona, 37135, verona, italy",it01664630223,h-it0073057495,manufacturing,paper mill (2621),corporation,1961
190,a432b88cf3774fa1a45838cbd52ead94,gruppo ipg holding spa,"viale bianca maria 24, milano, 20129, milano, italy",it05830220967,h-it0024173657,"finance, insurance, and real estate",holding company (6719),corporation,2007
191,dba5b63157364f0485cb8635fbb24131,bg holding srl,"via borgonuovo 14, milano, 20121, milano, italy",it11400920960,h-it0587875608,"finance, insurance, and real estate",holding company (6719),corporation,2020
192,6ce35f6ab11a4eeeb9197e1276a5d6eb,burgo group spa,"via piave 1, altavilla vicentina, 36077, vicenza, italy",it13051890153,h-it0075590115,manufacturing,paper mill (2621),corporation,1905
193,cfaa7e030e544ef58a18821177d57aaa,gruppo lactalis italia srl,"via flavio gioia 8, milano, 20149, milano, italy",it04889820967,h-it0007749643,"finance, insurance, and real estate",holding company (6719),corporation,2002
194,5c953eba33eb483eb27be325831548a9,megaholding srl,"strada provinciale 130 andria-trani, trani, 76125, barletta andria trani, italy",it01149290726,h-it0013320254,"finance, insurance, and real estate",holding company (6719),corporation,1979
195,1ced98d31f494943a28ab1709387dd43,betflag spa,"zona industriale di baragiano snc, balvano, 85050, potenza, italy",it01779160769,h-it0020126247,services,amusement/recreation services (7999),corporation,2010
196,087ec348dbad4951b93e3ea3b8cdbc58,computer gross spa,"via del pino 1, empoli, 50053, firenze, italy",it04801490485,h-it0075070049,wholesale trade,whol computers/peripherals (5045),corporation,1993
197,cc9b2813055c43b5b974a79eea632c0c,publitalia 80 concessionaria pubblicita' spa,"viale europa 46, cologno monzese, 20093, milano, italy",it04529390157,h-it0025357808,services,advertising representative (7313),corporation,1979
198,a410e33db4804bacb565ed8451170450,papiniano spa,"via guglielmo marconi 36, bologna, 40122, bologna, italy",it03527610376,h-it0030349982,"finance, insurance, and real estate",misc business credit institutions (6159),corporation,1985
199,7975a53680424bdb8f9f43cc3f05d29c,ies italiana energia e servizi spa,"strada cipata 79, mantova, 46100, mantova, italy",it03123470100,h-it0036784486,manufacturing,petroleum refiner (2911),corporation,1975
200,fad8788dc4eb43bab89dd9e2c50d4f8e,commercianti indipendenti associati soc coop,"via dei mercanti 3, forli', 47122, forli'-cesena, italy",it00138950407,h-it0035389850,wholesale trade,whol general groceries (5141),corporation,1959
201,c25538ed2d1445f3b5754e2a7582dfa5,casillo partecipazioni spa,"via antonio sant'elia, corato, 70033, bari, italy",it05287570724,h-it0071883754,"finance, insurance, and real estate",holding company (6719),corporation,1998
202,22d191dff58c4adaab0cca6a934f4b2b,otb spa,"via dell'industria 2, breganze, 36042, vicenza, italy",it01571110244,h-it0034407464,"finance, insurance, and real estate",holding company (6719),corporation,1981
203,302c2b2aad4647cc9590a8c38c42c005,ansaldo energia spa,"via nicola lorenzi 8, genova, 16152, genova, italy",it03279700102,h-it0009920250,manufacturing,mfg turbines/generator sets (3511),corporation,1953
204,bb2cc936e1984de8873b81349419cc47,romeo gas spa,"via verizzo 1030, pieve di soligo, 31053, treviso, italy",it12060630964,h-it0888727319,"transportation, communications, electric, gas, and sanitary services",gas transmission/distribution (4923),corporation,2021
205,09b93eda74f14dc98cd4a27c3f5ce32e,sg distribuzione srl,"via giorgio perlasca 20/c, fidenza, 43036, parma, italy",it03000750343,h-it1038511118,"transportation, communications, electric, gas, and sanitary services",gas transmission/distribution (4923),corporation,2022
206,48ef8062c1b14cb4a20233da61cd1bda,radicifin sapa,"via giuseppe verdi 11, bergamo, 24121, bergamo, italy",it01612320166,h-it0062801449,"finance, insurance, and real estate",holding company (6719),corporation,1985
207,39ff47ac4fe64642bf151cd77be98bb2,alpha trading spa,"via brigata liguria 3/19, genova, 16121, genova, italy",it11879090154,h-it0021467846,wholesale trade,whol petroleum products (5172),corporation,1985
208,e3331814d9e44cb1960b9c9a95fe8f80,credit agricole italia spa,"strada dell'universita' 1, parma, 43121, parma, italy",it02113530345,h-it0066706513,"finance, insurance, and real estate",national commercial bank (6021),corporation,1860
209,bbf207f7b0444a418401c27d06d28ac2,manpower srl,"via gioacchino rossini 6/8, milano, 20122, milano, italy",it11947650153,h-it0072914947,services,help supply services (7363),corporation,1996
210,de47f7e4f2884237a79e7585dd4c82a6,bennet holding spa,"piazza della repubblica 28, milano, 20124, milano, italy",it07069120967,h-it0025923595,"finance, insurance, and real estate",holding company (6719),corporation,2010
211,0dc7be4420ed4404923561769f3ebb72,finmeg srl,"piazza della repubblica 28, milano, 20124, milano, italy",it05951430965,h-it0003010643,"finance, insurance, and real estate",holding company (6719),corporation,2007
212,6a8ec71f51354659955b58ac7ddd3426,bennet spa,"via enzo ratti 2, montano lucino, 22070, como, italy",it07071700152,h-it0050435167,retail trade,ret groceries (5411),corporation,1983
213,299845faf5de4424b9d8031e1d4f2e64,servizi in rete 2001 srl,"via leopoldo serra 32, roma, 00153, roma, italy",it09251361003,h-it0075759675,services,business services (7389),corporation,1988
214,7a0b42a826444bc0b99e385534111058,cosulich international srl,"ponte francesco morosini 41, genova, 16126, genova, italy",it01764000996,h-it0020978235,"finance, insurance, and real estate",holding company (6719),corporation,2007
215,3ae889975e83405ab9d01418d3d627b8,fratelli cosulich spa,"via dante alighieri 5, trieste, 34122, trieste, italy",it00051020329,h-it0010655727,"transportation, communications, electric, gas, and sanitary services",water freight transportation (4449),corporation,1948
216,2c575a4a7f844fbaa27beb8244967f6f,dolomiti energia trading spa,"via fersina 23, trento, 38123, trento, italy",it03027910235,h-it0075537567,"transportation, communications, electric, gas, and sanitary services",electric services (4911),corporation,2000
217,a0e0a8654d384e00bcaed1d3c80926c9,ferrero commerciale italia srl,"piazzale pietro ferrero 1, alba, 12051, cuneo, italy",it03629090048,h-it0048640867,wholesale trade,whol confectionery (5145),corporation,2015
218,a248b4c827b44862ad70a713fc926c72,arcelormittal commercial italy srl,"zona industriale snc, luogosano, 83040, avellino, italy",it00947260154,h-it0039603474,wholesale trade,metals service center (5051),corporation,1971
219,9f232090cbb349b8bd89f526423927b9,arval service lease italia spa,"via delle sette regole 21, scandicci, 50018, firenze, italy",it04911190488,h-it0075579588,services,passenger car rental (7514),corporation,1995
220,25efe189979042db9c559b1cfadc16b6,reti televisive italiane spa,"viale europa 44/46 48, cologno monzese, 20093, milano, italy",it03976881007,h-it0029655471,"transportation, communications, electric, gas, and sanitary services",radio broadcast station (4832),corporation,1983
221,71ef35994d0c4c6f9bf7bec62cf3ce05,caltagirone spa,"via barberini 28, roma, 00187, roma, italy",it00891131005,h-it0008049726,"finance, insurance, and real estate",holding company (6719),corporation,1908
222,aaf1467f367b42e481ec3b3a6d0a0e32,nexi payments spa,"corso sempione 55, milano, 20149, milano, italy",it04107060966,h-it0074072633,"finance, insurance, and real estate",misc business credit institutions (6159),corporation,1985
223,1dc3d7b146904dd191f85bb94a824379,unicomm srl,"via adele bei 340, cesena, 47522, forli'-cesena, italy",it01274580248,h-it0012575569,retail trade,ret mail-order house (5961),corporation,1980
224,6b327d2f3f9143a2b352d72f63ddd1d6,hdi assicurazioni spa,"piazza guglielmo marconi 25, roma, 00144, roma, italy",it04349061004,h-it0069832633,"finance, insurance, and real estate",insurance carrier (6399),corporation,1927
225,c74be9b7bffc4f1c800d5791b6b0a4cd,iper montebello spa,"via marco ulpio traiano 57, milano, 20149, milano, italy",it03585750155,h-it0013955748,retail trade,ret groceries (5411),corporation,1963
226,87bb23a153ef400f8b3eb58bf954ab88,egea ente gestione energia e ambiente spa,"via vivaro 2, alba, 12051, cuneo, italy",it01817090044,h-it0016323181,"finance, insurance, and real estate",holding company (6719),corporation,1924
227,1411a54db3a447169067b6f087a9cd02,sdf spa,"viale francesco cassani 14, treviglio, 24047, bergamo, italy",it00215890161,h-it0008057494,"finance, insurance, and real estate",holding company (6719),corporation,1927
228,c825771230314ca88929c44c5bbbc108,reply spa,"via cardinale guglielmo massaia 83, torino, 10147, torino, italy",it08013390011,h-it0051305976,services,custom computer programming (7371),corporation,1997
229,9dad9837ff9d478f835d3ede2678e3a9,sdf holding spa,"via xx settembre 58/c, bergamo, 24122, bergamo, italy",it04261470167,h-it0058547967,"finance, insurance, and real estate",holding company (6719),corporation,2017
230,0852e24b6d0840b48fc32d668ec1b056,compagnia siderurgica italiana srl,"zona industriale, osoppo, 33010, udine, italy",it02448660304,h-it0024431869,"finance, insurance, and real estate",holding company (6719),corporation,2006
231,47fde6d5508b494fb4dc0fac76545ac6,fin.fer. spa,"zona industriale snc, osoppo, 33010, udine, italy",it00490250305,h-it0047159456,"finance, insurance, and real estate",holding company (6719),corporation,1977
232,35538b85687e411ebcf6eeb577cd92f5,credemvita spa,"via luigi sani 1, reggio emilia, 42121, reggio emilia, italy",it01437550351,h-it0072039167,"finance, insurance, and real estate",life insurance carrier (6311),corporation,1990
233,7f3522a4c34b4d0da06c4862f1a4acba,ge italia holding srl,"via i maggio 99, rivalta di torino, 10040, torino, italy",it12061090010,h-it0065323149,"finance, insurance, and real estate",holding company (6719),corporation,2019
234,f4ef06d61e2f42feb662dfa2fac4e11a,alperia smart services srl,"via dodiciville 8, bolzano, 39100, bolzano, italy",it01745520211,h-it0069572062,"transportation, communications, electric, gas, and sanitary services",electric services (4911),corporation,1999
235,22e12780cf334c5ca9276af04ddb2efb,ovs spa,"via terraglio 17, venezia, 30174, venezia, italy",it04240010274,h-it0042059909,retail trade,ret misc general merchandise (5399),corporation,2014
236,b427a9aa721645f889113ce5c8fd45ee,candy hoover group srl,"via eden fumagalli, brugherio, 20861, monza e brianza, italy",it00786860965,h-it0012031763,manufacturing,mfg electric housewares/fans (3634),corporation,1945
237,12519db6fb094f78becc874b37acf4b7,francesco spa,"via del rio 400, cesena, 47522, forli'-cesena, italy",it03724250406,h-it0004677358,"finance, insurance, and real estate",holding company (6719),corporation,2008
238,a2e9a69fa2064d2597a777e8825f2398,amadori spa,"piazza borromeo 14, milano, 20123, milano, italy",it10139280969,h-it0058696008,"finance, insurance, and real estate",holding company (6719),corporation,2017
239,6d9eeb1772ca48a38e550912fd4188b2,cooperativa esercenti farmacia soc. coop. a rl,"via achille grandi 18, brescia, 25125, brescia, italy",it00272680174,h-it0034820485,wholesale trade,whol drugs/sundries (5122),cooperative,1934
240,db2126ffcbb844169edf0697beb324d7,centauro srl,"via agostino bertani 2, milano, 20154, milano, italy",it11258310157,h-it0042957966,"finance, insurance, and real estate",subdivider/developer (6552),corporation,1994
241,0291458735164f0a975aa28178f338c9,tesya spa,"via padana superiore 19, vimodrone, 20055, milano, italy",it00156280026,h-it0009265147,"finance, insurance, and real estate",holding company (6719),corporation,1952
242,c4794cbef0284490bddaef5fa0d15b1b,alpiq energia italia spa,"via marostica 1, milano, 20146, milano, italy",it12930940155,h-it0072874368,"transportation, communications, electric, gas, and sanitary services",electric services (4911),corporation,1999
243,d5ae56b5b3344e25b8c58fade942729d,alpiq italia srl,"via marostica 1, milano, 20146, milano, italy",it13264630156,h-it0074441337,"transportation, communications, electric, gas, and sanitary services",electric services (4911),corporation,2000
244,93153b51773a4b1fadf0006c1ffce87e,impresa pizzarotti & c. spa,"via madre anna maria adorni 1, parma, 43121, parma, italy",it00533290342,h-it0008738297,construction,operative builders (1531),corporation,1910
245,f27becc8d16a4d5abf373bc80c0287d3,autotorino spa,"via stazione 4, cosio valtellino, 23013, sondrio, italy",it10024610155,h-it0064668533,retail trade,ret new/used automobiles (5511),corporation,1990
246,4b16363c098346d6bf6acffa39d93cc9,philip morris manufacturing & technology bologna spa,"via giacomo venturi 1-2, valsamoggia, 40053, bologna, italy",it00737070151,h-it0009644059,manufacturing,mfg chewing/smoking tobacco (2131),corporation,1962
247,cc9ca10c873c4cc38203e6e1c011ac4d,sanofi srl,"viale luigi bodio 37/b, milano, 20158, milano, italy",it00832400154,h-it0055781381,manufacturing,mfg pharmaceutical preparations (2834),corporation,1938
248,880bde71cc754f5f9e839c1693280d97,leasys spa,"corso orbassano 367, torino, 10137, torino, italy",it06714021000,h-it0058324453,services,passenger car rental (7514),corporation,2000
249,023fd7c156e14cf7a773d400dd05aa49,unilever italia mkt. operations srl,"via paolo di dono 3/a, roma, 00142, roma, italy",it06397510964,h-it0002837900,wholesale trade,whol non durable goods (5199),corporation,1996
250,adeb0c9c7ce543789c60faa1fe28fa3d,decathlon italia srl,"via lavoratori autobianchi 1, desio, 20832, monza e brianza, italy",it11005760159,h-it0069732612,retail trade,ret sporting goods/bicycles (5941),corporation,1991
251,796837083ce543cd8bec0c2c35cbba75,hb trading spa,"piazza giuseppe garibaldi 4, sarzana, 19038, la spezia, italy",it06076100962,h-it0003003698,"transportation, communications, electric, gas, and sanitary services",natural gas distribution (4924),corporation,2008
252,7100e2c8bfc743f1a8b8ec0959c72ca8,eurospin lazio spa,"via francesco baracca 2/4 6, aprilia, 04011, latina, italy",it04766841003,h-it0071511059,retail trade,ret groceries (5411),corporation,1994
253,fffe1deb724c493184249cfd65e6cc0c,megamark srl,"strada provinciale 130 andria-trani, trani, 76125, barletta andria trani, italy",it02969690615,h-it0003441288,wholesale trade,whol non durable goods (5199),corporation,2003
254,19364e2e99e94db8b409f8d2603b1d18,acciaierie venete spa,"riviera francia 9/11, padova, 35127, padova, italy",it00224180281,h-it0050478427,manufacturing,blast furnace-steel works (3312),corporation,1963
255,fdb61852851d48f79e8d8e926550b808,parsid spa,"riviera francia 9/11, padova, 35127, padova, italy",it04125140287,h-it0002860651,"finance, insurance, and real estate",holding company (6719),corporation,2006
256,707ebcfd4f484466a12c6b166fa1cbae,cnh industrial n.v.,"lungostura lazio 3a, torino, 10100, torino, italy",it10992060011,h-it0039145182,"finance, insurance, and real estate",holding company (6719),foreign company,2013
257,03a31fb6cb734da180294b7ed1a38fcf,nestle' italiana spa,"via del mulino 6, assago, 20057, milano, italy",it00777280157,h-it0009745254,manufacturing,mfg food preparations (2099),corporation,1913
258,b2deb77033c644c097e8830d428ba9e1,granarolo spa,"via cadriano 27/2, bologna, 40127, bologna, italy",it04119190371,h-it0069012415,manufacturing,mfg fluid milk (2026),corporation,1988
259,d216e7a595af461789fa6b5740e710d6,fideuram intesa sanpaolo private banking spa,"piazzale giulio douhet 31, roma, 00143, roma, italy",it00714540150,h-it0009534156,"finance, insurance, and real estate",national commercial bank (6021),corporation,1949
260,ba3012fbd66d460c8d2ffeda29db06e0,c.l.n. coils lamiere nastri spa,"corso susa 13/15, caselette, 10040, torino, italy",it00521230011,h-it0009378731,manufacturing,blast furnace-steel works (3312),corporation,1967
261,368da02046c24dc78f2abab2db64d9d6,ferfina spa,"via salaria 1039, roma, 00138, roma, italy",it00889761003,h-it0061854905,"finance, insurance, and real estate",holding company (6719),corporation,1932
262,78d824855a2b45e8a0fe00fb6caa17cd,finanziaria dei dogi srl,"via salaria 1039, roma, 00138, roma, italy",it12018811005,h-it0006665942,"finance, insurance, and real estate",holding company (6719),corporation,2012
263,a437fd8f39fc452da80d7dc67ae23df2,engineering - ingegneria informatica spa,"piazzale dell'agricoltura 24, roma, 00144, roma, italy",it05724831002,h-it0018199887,services,custom computer programming (7371),corporation,1980
264,532dd147fcca43b897ca0a5caf7a7540,granlatte soc coop agricola a rl,"via cadriano 36, bologna, 40127, bologna, italy",it00326280377,h-it0022450319,"agriculture, forestry, and fishing",animal specialties farm (0279),corporation,1957
265,461a5020ec2544be9fec5de17159f52b,e.on energia spa,"via dell'unione 1, milano, 20122, milano, italy",it03429130234,h-it0007817320,"transportation, communications, electric, gas, and sanitary services",natural gas distribution (4924),corporation,2004
266,6a3f28fe9dc24fc2acd707877c8d711e,metro italia cash and carry spa,"via xxv aprile 23, san donato milanese, 20097, milano, italy",it02827030962,h-it0001757369,wholesale trade,whol non durable goods (5199),corporation,1972
267,c0c53dcc0f7c40f3aaab62b511d730b1,grimaldi euromed spa,"via marchese campodisola 13, napoli, 80133, napoli, italy",it00278730825,h-it0013250906,"transportation, communications, electric, gas, and sanitary services",water freight transportation (4449),corporation,1973
268,c16a9af0a3864c439f9119c1c5369061,procter & gamble holding srl,"viale giorgio ribotta 11, roma, 00144, roma, italy",it05269321005,h-it0075114402,services,business services (7389),corporation,1956
269,c623a88a8b494fe2b1069468cc1d35b1,cassa di compensazione e garanzia spa,"via tomacelli 146, roma, 00186, roma, italy",it04289511000,h-it0070718237,"finance, insurance, and real estate",misc business credit institutions (6159),corporation,1992
270,36a1613ceacc45bea4073acb18648742,tech data italia srl,"viale leone tolstoj 65, san giuliano milanese, 20098, milano, italy",it07092780159,h-it0014480646,manufacturing,misc publishing (2741),corporation,1983
