name,type,industry,founded,founders,headquarters,key_people,services,revenue,operating_income,total_assets,number_of_employees,website
"Newmarket Films, LLC",['Subsidiary'],['Motion pictures'],['1994'],[],"['Los Angeles, California']",[],[],[],[],[],[],"['newmarketfilms', '.com']"
Original Film,['Private'],"['Film industry', 'Entertainment']",['1990'],['Neal H. Moritz'],"['Los Angeles, California']",[],"['Film Production', 'Television Production']",[],[],[],[],"['www', '.originalfilm', '.com']"
"New Line Productions, Inc.",['Subsidiary'],['Film production'],"['New York City', 'United States']",['Robert Shaye'],['4000 Warner Blvd'],[],[],[],[],[],[],['\xa0']
"Orion Releasing, LLC",['Subsidiary'],"['Film', 'television']","['January\xa01978', ' (original)', '2014', ' (relaunch)']",['William Bernstein'],"['Los Angeles, California']",[],[],[],[],[],[],[]
Nestor Studios,[],"['Motion picture', 'production company']",['1909'],[],"['Bayonne, New Jersey', 'Hollywood, California']",[],[],[],[],[],[],[]
Scott Free Productions,['Private'],['Entertainment'],['1970 '],"['Ridley Scott', 'Tony Scott']","['London', 'United Kingdom', 'Los Angeles', 'United States']",[],[],[],[],[],[],['www.scottfree.com']
Mutual Film Corporation,[],['Film studio'],['March 1912'],[],"['Edendale, California']",[],[],[],[],[],[],[]
Samuel Goldwyn Films,['Private'],['Motion pictures'],"['April\xa06, 2000']",['Samuel Goldwyn Jr.'],"['Culver City, California', 'United States']",[],[],[],[],[],[],"['www', '.samuelgoldwynfilms', '.com']"
Silver Pictures,['Production company'],['Motion pictures'],"['June\xa024, 1980']",['Joel Silver'],"['Los Angeles, California']",[],[],[],[],[],[],[]
Sherwood Pictures,"['Ministry', 'Sherwood Baptist Church']",['Film'],['2003'],[],"['Albany, Georgia']",[],[],[],[],[],[],['SherwoodPictures.com']
Screen Gems,['Division'],"['Television production', 'Television syndication']","['1921', 'November\xa01948', 'December\xa08, 1998']",['Margaret J. Winkler'],['10202 West Washington Boulevard'],[],[],[],[],[],[],[]
Selig Polyscope Company,[],['Entertainment'],['1896'],[],"['Chicago', 'Los Angeles']",[],[],[],[],[],[],[]
"Spyglass Media Group, LLC",['Private'],['Film'],"['1998 (original)', '2019 (relaunch)']","['Gary Barber', 'Roger Birnbaum']",['Century City'],[],[],[],[],[],[],['spyglassmediagroup.com']
Sony Pictures Entertainment Motion Picture Group,"['Division', 'Division', 'Division']","['Entertainment', 'Motion pictures', 'Motion pictures']","['Hollywood, Los Angeles, California', 'U.S.']",[],"['10202 West Washington Boulevard', 'Culver City', 'California', 'U.S.']",[],"['Film production', 'distribution', 'Film distribution', 'Marketing', 'Film distribution', 'Marketing']",[],[],[],[],"['sonypictures.com/movies', 'sonypictures.com', 'sonypictures.com']"
"Sony Pictures Classics, Inc.",['Division'],['Entertainment'],"['Hollywood', 'California']",['Tom Bernard'],['New York City'],[],[],[],[],[],"['25', '[1]']",['sonyclassics.com']
Thanhouser Company,[],[],"['New Rochelle, New York']","['Edwin Thanhouser', 'Gertrude Thanhouser', 'Lloyd Lonergan']",[],[],[],[],[],[],[],"['thanhouser', '.org']"
Temple Hill Entertainment,[],"['Film', 'television']",['February\xa02006'],['Wyck Godfrey'],"['Los Angeles', 'California', 'United States']",[],[],[],[],[],[],['https://www.templehillent.com/']
"Summit Entertainment, LLC",['Subsidiary'],['Motion pictures'],"['July\xa026, 1991']","['Bernd Eichinger', 'Arnon Milchan', 'Andrew G. Vajna']","['Santa Monica, California']",[],"['Film Distribution', 'Film Production']",[],[],[],[],[]
Troma Inc.,['Private'],['Films'],['1974'],[],"['New York, New York']",[],[],[],[],[],[],"['www', '.troma', '.com']"
"TriStar Pictures, Inc.",['Division'],['Film'],"['Burbank', 'California', 'U.S.']",['Victor Kaufman'],"['10202 West Washington Boulevard', 'Culver City', 'California', 'U.S.']",[],[],[],[],[],[],['sonypictures.com']
Trimark Pictures,['Subsidiary'],['Film'],"['August\xa01984', ' ', 'June\xa023, 1989', ' ']",['Mark Amin'],"['Santa Monica', 'California']",[],[],[],[],[],[],[]
"Walden Media, LLC","['Film Financing ', ' Publishing Company']",['Film'],['2000'],"['Micheal Flaherty', 'Cary Granat']","['Los Angeles, California']",[],[],[],[],[],[],"['walden', '.com']"
Gaiam Vivendi Entertainment,['Division'],['Entertainment'],['2004'],[],"['Universal City, California']",[],[],[],[],[],[],"['cinedigm', '.com']"
United Artists Corporation,['Subsidiary'],"['Film', 'Television', 'Motion pictures']","['Hollywood, California']","['Mary Pickford', 'Charlie Chaplin', 'Douglas Fairbanks', 'D. W. Griffith']","['Beverly Hills, California', 'West Hollywood, California']",[],['Film distribution'],[],[],[],[],[' ']
"20th Century Studios, Inc.",['Subsidiary'],['Film'],"['May\xa031, 1935']","['Joseph M. Schenck', 'Darryl F. Zanuck', 'William Fox', 'Spyros Skouras']",['Pico Boulevard'],[],[],[],[],[],"['2,300\xa0(2018)']","['www', '.20thcenturystudios', '.com']"
World Wide Pictures,"['Film production', 'distribution']",[],['1951'],['Billy Graham'],"['Minneapolis', 'United States']",[],[],[],[],[],[],['World Wide Pictures']
Tyler Perry Studios,['Private'],['Production studio'],['2006'],['Tyler Perry'],"['Atlanta, Georgia']",[],[],[' US$907 million'],[],[],[],"['tylerperrystudios', '.com']"
"The Weinstein Company, LLC",['Private'],['Film'],['March 2005'],"['Bob', 'Harvey Weinstein']",['Hudson Street'],[],[],[],[],[],['150\xa0(2018)'],[]
WWE Studios Inc.,['Subsidiary'],['Film'],['2002'],[],"['Los Angeles', 'California', 'United States']",[],[],[],[],[],[],['WWE Studios']
"20th Century Animation, Inc.",['Division'],"['Motion pictures', 'Animation']",['February\xa01994'],[],"['Century City', 'Los Angeles', 'California', 'U.S.']",[],[],[],[],[],[],[]
Welling Films,[],[],"['April 1, 2006']",['Shawn Sterling Welling'],[],[],[],[],[],[],[],[]
Worldview Entertainment,['Privately Held LLC'],['Motion Pictures'],['2007'],['Christopher Woodrow'],"['1384 Broadway', 'New York', 'NY']",[],[],[],[],[],['15'],['\xa0']
Warner Independent Pictures,['Division'],['Film'],"['August 7, 2003']",['Polly Cohen Johnsen'],"['Burbank, California', 'United States']",[],[],[],[],[],[],"['wip.warnerbros.com', 'Wayback Machine']"
Walt Disney Pictures,['Subsidiary'],['Film'],"['October\xa016, 1923', ' (as Walt Disney Productions)', 'April\xa01, 1983', ' (as Walt Disney Pictures)']",[],['500 South Buena Vista Street'],[],[],[],[],[],[],"['movies', '.disney', '.com']"
Vitagraph Studios,[],"['Motion picture exhibition, distribution and production']",['1897'],[],['United States'],[],[],[],[],[],[],[]
"Yari Film Group, LLC",['Private'],['Motion pictures'],['2005'],[],"['Los Angeles', 'California', 'United States']",[],[],[],[],[],[],[]
Warner Bros. Entertainment Inc.,['Subsidiary'],['Entertainment'],"['April\xa04, 1923']","['Harry Warner', 'Albert Warner', 'Sam Warner', 'Jack L. Warner']",['4000 Warner Blvd.'],[],[],"[' ', '\xa0(2020)']","[' ', 'US$2.07 billion', '\xa0(2020)']",[],"['est.', ' 8,000\xa0(2014)']","['www', '.warnerbros', '.com']"
Touchstone Pictures,['Label'],"['Film industry', 'Video games']","['February\xa015, 1984', '2007']",['Ron W. Miller'],['500 South Buena Vista Street'],[],[],[],[],[],[],[]
The Walt Disney Studios,['Division'],['Entertainment'],"['October\xa016, 1923']",[],['Walt Disney Studios'],[],['Film production'],[],[],[],[],['disneystudios.com']
The Samuel Goldwyn Company,['Corporation'],[],"['June 16, 1978']",['Samuel Goldwyn Jr.'],[],[],[],[],[],[],[],[]
Strand Releasing,[],['Film distribution'],['1989'],"['Jon Gerrans ', ' Marcus Hu']","['Culver City, California']",[],[],[],[],[],[],['StrandReleasing.com']
ThinkFilm,['Subsidiary'],['Motion pictures'],['September 2001'],[],"['New York City', 'New York']",[],[],[],[],[],[],[]
Universal City Studios LLC,['Subsidiary'],['Film'],"['April\xa030, 1912']","['William Swanson', 'Mark Dintenfass', 'Robert H. Cochrane', 'Adam Kessel']",['10 Universal City Plaza'],[],[],[' US$4.239 billion\xa0(2011)'],[' US$27 million\xa0(2011)'],[],[],"[' ', ' ']"
"Skydance Media, LLC","['Private', 'Division', 'Division', 'Division', 'Division']","['Television production', 'Video games', 'Video games', 'Sports']","['April\xa04, 2006', 'May\xa01, 2013', 'May 5, 2016', 'November\xa018, 2019', 'October\xa020, 2021']",['David Ellison'],"['Santa Monica, California', 'United States']",[],[],[],[],[],[],"['skydance', '.com', 'skydance', '.com', '/tv', 'skydance', '.com', '/interactive', 'skydance', '.com', '/new-media', 'skydance', '.com', '/sports']"
Seen-by-Scene Communications,[],[],['1947'],['Paul Spencer Karr'],['Utah'],[],[],[],[],[],[],"['seenbyscene', '.com']"
"Screen Media Ventures, LLC.",[],['Film distribution'],['2001'],[],"['New York City', 'United States', 'Toronto', 'Canada']",[],[],[],[],[],[],"['screenmediafilms', '.net']"
Rolfe Photoplays,[],['Motion picture'],['1915'],['B.A. Rolfe'],[],[],[],[],[],[],[],[]
Rogue,['Public'],['Motion picture'],"['April\xa02, 1998']","['Patrick Gunn', 'Matt Wall']","['Universal City, California']",[],[],[],[],[],[],[]
Republic Pictures Corporation,['Motion pictures'],[],['1935'],['Herbert J. Yates'],"['Studio City, Los Angeles', 'California']",[],[],[],[],[],[],[]
Reliance-Majestic Studios,[],['Movie studio'],['1914'],[],"['Hollywood, California']",[],[],[],[],[],[],[]
RKO Radio Pictures Inc.,"['Subsidiary', 'Limited liability company (LLC)']","['Motion pictures', 'Motion pictures']","['January\xa025, 1929', ' (as RKO Productions Inc., subsidiary of Radio-Keith-Orpheum Corp.)', '1991']",['David Sarnoff'],['Avenue of the Americas'],[],[],[],[],[],[],[' ']
"Rooster Teeth Productions, LLC",['Subsidiary'],['Entertainment'],"['April\xa01, 2003']",['Jason Saldaña'],['Austin Studios'],[],[],[],[],[],"['419 (July 2019)', '[2]']","['Rooster Teeth', 'Roost Podcast Network']"
Producers Releasing Corporation,[],['Film studio'],['1939'],[],['Poverty Row'],[],[],[],[],[],[],[]
Pinnacle Peak Pictures,['Private'],['Entertainment'],"['November\xa021, 2005']","['David A. R. White', 'Russell Wolfe']","['Scottsdale, Arizona']",[],['Educational curriculum'],['$27.4 million (2018 box office receipts)'],[],[],[],"['pinnaclepeakpictures', '.com']"
Picturehouse,['Private'],['Entertainment'],"['2005 (original company)', '2013 (revived studio)']",['Bob Berney'],"['Los Angeles, California']",[],[],[],[],[],[],['Picturehouse.com']
Paramount Vantage,['Label'],['Film'],"['May\xa015,\xa01998']","['David Dinerstein', 'Ruth Vitale']",[],[],[],[],[],[],[],[]
"Miramax, LLC","['Joint venture', 'Division', 'Division']","['Film', 'Television']","['Buffalo, New York', 'United States']","['Harvey', 'Bob Weinstein']","['Los Angeles', 'California', 'Los Angeles, California', 'U.S.']",[],[],[],[],[],['100+'],['Official website']
Paramount Pictures Corporation,"['Division', 'Conglomerate']","['Film', 'Entertainment', 'mass media']","['May\xa08, 1912', '1989']","['William Wadsworth Hodkinson', 'Adolph Zukor', 'Jesse L. Lasky']","['New York City, New York']",[],[],[],[],[],[],"['paramountpictures.com', 'www', '.paramount', '.com']"
Paramount Animation,['Division'],"['Animation', 'Motion pictures']","['July 6, 2011']",['Brad Grey'],"['Los Angeles', 'California']",[],[],[],[],[],"['112 (2020)', '[3]']",['Official website']
Metro Pictures Corporation,[],['Film studio'],"['June\xa023,\xa01915']","['Richard A. Rowland', 'Louis B. Mayer']","['New York City', 'New York', 'United States']",[],[],[],[],[],[],[]
Liberty Films Inc.,['Independent'],['Film'],['April 1945'],"['Frank Capra', 'Samuel J. Briskin']",['California'],[],[],[],[],[],[],[]
Metro-Goldwyn-Mayer Studios Inc.,['Subsidiary'],['Film'],"['April\xa017, 1924']","['Marcus Loew', 'Samuel Goldwyn', 'Louis B. Mayer']","['Beverly Hills, California', 'United States']",[],[],[],[],[],[],"['www', '.mgm', '.com']"
Keystone Studios,[],['Film studio'],['1912 (as Keystone Pictures Studio)'],['Mack Sennett'],"['Edendale, Los Angeles']",[],[],[],[],[],[],[]
Kendrick Brothers,[],['Film'],['2013'],[],"['Albany, Georgia']",[],[],[],[],[],[],['kendrickbrothers.com']
Blaze Media,[],[],[],[],"['Irving, Texas', 'Irving, Texas']",[],[],[],[],[],[],"['theblaze', '.com', 'www', '.theblaze', '.com', '/st', '/Radio']"
Mascot Pictures Corporation,[],['Film studio'],['1927'],[],"['Santa Monica Boulevard', 'Los Angeles', 'Studio City, Los Angeles, California']",[],[],[],[],[],[],[]
"Legendary Pictures Productions, LLC",['Limited liability company'],"['Motion picture', 'Media', 'Publishing']",['2000'],['Thomas Tull'],"['Burbank', 'California', 'United States']",[],[],[],[],[],"['153', '[1]']","['www', '.legendary', '.com']"
Interscope Communications,[],['Film studio'],['1982'],[],['United States'],[],[],[],[],[],[],[]
IFC Films,['Subsidiary'],['Motion pictures'],"['September\xa026, 2000']",[],"['New York', 'New York']",[],[],[],[],[],[],"['ifcfilms', '.com']"
Hollywood Pictures,['Division'],['Film'],"['February\xa01, 1989']","['Michael Eisner', 'Jeffrey Katzenberg']",['500 South Buena Vista Street'],[],[],[],[],[],[],[]
"Heritage Film Project, LLC",[],['Film production and Distribution'],['18\xa0December 2008'],['Eduardo Montes-Bradley'],"['Charlottesville', 'United States of America']",[],[],[],[],[],[],['heritagefilmproject.com']
"Happy Madison Productions, Inc.",['Private'],['Production company'],"['December\xa010, 1999']",['Adam Sandler'],"[', ', ', U.S.', ', U.S. (parent company)']",[],[],[],[],[],[],[]
Hannover House,['Public'],['Entertainment'],['1993'],[],"['Springdale, Arkansas']",[],[],"['US $7,325,000 (Q2 2014 - proforma)']",[],[],[],['www.hannoverhouse.com']
RLJ Entertainment,['Subsidiary'],['Entertainment'],['1981'],[],"['Chatsworth, Los Angeles', 'California']",[],[],[],[],[],[],"['rljentertainment', '.com']"
"Twentieth Century Pictures, Inc.",[],['Film'],"['June\xa026, 1933']","['Joseph Schenck', 'Darryl F. Zanuck']",[],[],[],[],[],[],[],[]
Fox Film Corporation,[],['Film'],"['Fort Lee, New Jersey']",['William Fox'],[],[],[],[],[],[],[],[]
"Filmways, Inc.",['Corporation'],"['Motion pictures', 'television programs']",['1952'],"['Martin Ransohoff', 'Edwin Kasper']","['Sonoma County, California']",[],[],[],[],[],[],[]
Fox Atomic LLC,['Label'],['Entertainment'],['2006'],[],[],[],[],[],[],[],[],[]
Focus Features LLC,['Division'],['Film'],['2002; 20 years ago'],"['James Schamus', 'David Linde']","['Universal City, California', 'United States']",[],[],[],[],[],[],['Official website']
Flavor Unit Entertainment,['Private'],['Entertainment'],[],[],"['Miami', 'Florida']",[],[],[],[],[],[],[]
Four Star Television,['Subsidiary'],['Television production'],"['1952 (as Four Star Productions)', 'Incorporated as Four Star Television on Jan. 12, 1959.']","['Dick Powell', 'David Niven', 'Charles Boyer', 'Joel McCrea']","['Beverly Hills, California', 'Costa Mesa, California']",[],[],[],[],[],[],[]
Five & Two Pictures,['Filmmaking'],[],['2002'],"['Dave Christiano', 'Rich Christiano']",['United States'],[],[],[],[],[],[],['Official website']
Embassy Pictures,[],['Film studio'],"['September 25, 1942']",['Joseph E. Levine'],"['Los Angeles, California']",[],[],[],[],[],[],[]
"Electric Entertainment, Inc.",['Private'],"['Motion pictures', 'Television films']","['January\xa011, 2001']",['Dean Devlin'],"['Beverly Hills, California']",[],[],[],[],[],[],"['electricentertainment', '.com']"
Elevating Entertainment ,[],['Entertainment'],['2007'],['Dave Moody'],"['Nashville, Tennessee']",[],"['Film production, marketing, and distribution']",[],[],[],[],['Official website']
Davis Entertainment,"['Film', 'television production']",['Entertainment'],['1984'],['John Davis'],['United States'],[],[],[],[],[],[],[]
Compass International Pictures,[],['Film studio'],['1977'],[],[],[],[],[],[],[],[],['CompassPics.com']
Dimension Films,['Label'],"['Film', 'Television']",['1992'],['Bob Weinstein'],"['New York City', 'New York']",[],[],[],[],[],[],[]
DreamWorks Pictures,"['Subsidiary', 'Division']","['Entertainment', 'Home video']","['October\xa012, 1994', 'October\xa012, 1998']","['Steven Spielberg', 'Jeffrey Katzenberg', 'David Geffen']","['Universal City, California', 'Universal City, California', 'United States']",[],[],[],[],[],"['80 (2012)', '[3]']","['amblin', '.com', '/movie', '/dreamworks', '/']"
Destination Films,['Division of Sony Pictures'],['Film'],"['1998', '2002', ' (relaunch)']","['Steve Stabler', 'Brent Baum']","['10202 West Washington Boulevard', 'Culver City, California', 'USA']",[],[],[],[],[],[],[]
Cinergi Pictures Entertainment Inc.,[],['Film studio'],['1989'],['Andrew G. Vajna'],"['Santa Monica, California']",[],[],[],[],[],[],[]
Capitol Films Limited,[],['Motion pictures'],"['June\xa06, 1989']",[],"['Los Angeles', 'California']",[],[],[],[],[],[],[]
CBS Films Inc.,['Subsidiary'],['Film'],['March 2007'],['Leslie Moonves'],"['Brentwood, Los Angeles', 'California']",[],[],[],[],[],"['2 (as of  2019)', '[3]']","['www', '.cbsfilms', '.com']"
Castle Rock Entertainment,['Subsidiary'],['Film'],"['June\xa019, 1987']","['Martin Shafer', 'Glenn Padnick']","['Beverly Hills, California']",[],['Film production'],[],[],[],[],[]
"Carolco Pictures, Inc.",['Private'],['Entertainment'],"['March 30, 1976']","['Mario Kassar', 'Andrew G. Vajna']","['Los Angeles, California']",[],[],[],[],[],[],['carolcofilms.com']
Caravan Pictures,['Subsidiary'],['Entertainment'],"['November\xa017, 1992']","['Roger Birnbaum', 'Joe Roth']","['Santa Monica', 'California', 'United States']",[],[],[],[],[],['7\xa0(1997)'],[]
"Columbia Pictures Industries, Inc.",['Division'],['Film'],"['June\xa019, 1918', ' (as Cohn-Brandt-Cohn (CBC) Film Sales Corporation) in ', ', United States', 'January\xa010, 1924', ' (as Columbia Pictures) in ', ', United States']","['Harry', 'Jack Cohn', 'Joe Brandt']",['10202 West Washington Boulevard'],[],[],[],[],[],[],['sonypictures.com']
Blinding Edge Pictures,['Private'],['Film'],"['August\xa02,\xa01998']",['M. Night Shyamalan'],"['Berwyn, Pennsylvania', 'U.S.']",[],[],[],[],[],[],[]
Batjac Productions,[],['Entertainment'],"['1952 (as Wayne/Fellows Productions)', '1956 (as Batjac Productions)']","['John Wayne', 'Robert Fellows']",[],[],[],[],[],[],[],[]
Monogram Pictures,[],['Entertainment'],"['Southern California (1931)', 'predecessor-in-interest to Allied Artists Pictures Corporation (1946)']","['W. Ray Johnston', 'Trem Carr']","['Los Angeles', 'California', 'New York City, New York']",[],[],[],[],[],[],"['monogrampictures', '.com']"
"Artisan Entertainment, Inc.",['Subsidiary'],"['Home video', 'Motion pictures']","['1983', ' (as U.S.A. Home Video)']",[],"['Van Nuys, CA', 'Santa Monica, CA']",[],[],[],[],[],[],[]
American Zoetrope,['Production company'],"['Motion pictures', 'Television']","['December\xa012, 1969']",[],"['San Francisco', 'California', 'United States']",[],[],[],[],[],[],"['zoetrope', '.com']"
"Storyteller Distribution Co., LLC",['Joint venture'],['Entertainment'],"['December\xa016, 2015']","['Steven Spielberg', 'Jeff Skoll', 'Darren Throop', 'Anil Ambani']",['Universal City'],[],[],[],[],[],[],"['amblin', '.com']"
"Amblin Entertainment, Inc.",['Subsidiary'],['Film'],['1980'],"['Steven Spielberg', 'Kathleen Kennedy', 'Frank Marshall']","['Universal City, California', 'U.S.']",[],['Film production'],[],[],[],[],"['amblin', '.com', '/movie', '/']"
Affirm Films,['Subsidiary'],"['Film', 'Television programming']",['2007'],[],"['10202 West Washington Boulevard', 'Culver City, California']",[],[],[],[],[],['28'],"['www', '.affirmfilms', '.com']"
