03-gren-employees_number_2020,01-DDD-number_of_employees_2020,08-slytherin-employees,01-DDD-number_of_employees_2017,03-gren-employees_number_2017,07-silvestri-employees_2020,01-DDD-founding_year,03-gren-founding_year,07-silvestri-founding_year,01-DDD-compound_annual_growth_rate_cagr_pct,07-silvestri-employees_2017,08-slytherin-founded
,,1,,,,,,,,,2011
,,33,,,,,,,,,2015
,,9,,,,,,,,,2016
,,764,,,,,,,,,2012
,,12,,,,,,,,,2011
,,219,,,,,,,,,2005
,,233,,,,,,,,,2012
,,40,,,,,,,,,2012
,,1,,,,,,,,,2011
,,7,,,,,,,,,2014
,,10,,,,,,,,,2008
,,40,,,,,,,,,2013
,,7,,,,,,,,,2012
,,33,,,,,,,,,2010
,,41,,,,,,,,,2015
,,11,,,,,,,,,2016
,,53,,,,,,,,,2014
,,19,,,,,,,,,2004
,,29,,,,,,,,,2012
,,36,,,,,,,,,2013
,,19,,,,,,,,,2013
,,13,,,,,,,,,2013
,,4,,,,,,,,,2014
,,72,,,,,,,,,1995
,,17,,,,,,,,,1983
,,5,,,,,,,,,2010
,,70,,,,,,,,,2008
,,60,,,,,,,,,2007
,,28,,,,,,,,,2012
,,48,,,,,,,,,2000
,,11,,,,,,,,,2014
,,20,,,,,,,,,2010
,,94,,,,,,,,,2012
,,26,,,,,,,,,2011
,,21,,,,,,,,,2006
,,16,,,,,,,,,2008
,,194,,,,,,,,,2008
,,66,,,,,,,,,2017
,,70,,,,,,,,,2014
,,10,,,,,,,,,2011
,,7,,,,,,,,,2010
,,14,,,,,,,,,2014
,,90,,,,,,,,,2013
,,26,,,,,,,,,2011
,,29,,,,,,,,,2008
,,12,,,,,,,,,2014
,,not found,,,,,,,,,2012
,,81,,,,,,,,,2013
,,24,,,,,,,,,2013
,,65,,,,,,,,,2008
,,4,,,,,,,,,2014
,,8,,,,,,,,,2009
,,44,,,,,,,,,2010
,,31,,,,,,,,,2015
,,not found,,,,,,,,,2012
,,21,,,,,,,,,2015
,,15,,,,,,,,,2013
,,1258,,,,,,,,,2010
,,146,,,,,,,,,2009
,,11,,,,,,,,,2012
,,44,,,,,,,,,2007
,,59,,,,,,,,,1999
,,32,,,,,,,,,2015
,,35,,,,,,,,,2010
,,5,,,,,,,,,2014
,,15,,,,,,,,,2013
,,27,,,,,,,,,2017
,,14,,,,,,,,,2015
,,18,,,,,,,,,2014
,,17,,,,,,,,,2012
,,45,,,,,,,,,2001
,,9,,,,,,,,,2007
,,20,,,,,,,,,1997
,,45,,,,,,,,,2009
,,34,,,,,,,,,2013
,,10,,,,,,,,,2004
,,10,,,,,,,,,2007
,,17,,,,,,,,,2010
,,53,,,,,,,,,2014
,,18,,,,,,,,,2013
,,13,,,,,,,,,2014
,,11,,,,,,,,,1998
,,3,,,,,,,,,2010
,,364,,,,,,,,,2014
,,35,,,,,,,,,2010
,,7,,,,,,,,,2012
,,9,,,,,,,,,2008
,,30,,,,,,,,,2013
,,12,,,,,,,,,2013
,,50,,,,,,,,,2015
,,129,,,,,,,,,2012
,,170,,,,,,,,,2013
,,33,,,,,,,,,2011
,,6,,,,,,,,,1983
,,3,,,,,,,,,2012
,,18,,,,,,,,,2014
,,40,,,,,,,,,2006
,,135,,,,,,,,,2011
,,20,,,,,,,,,2007
,,7,,,,,,,,,2001
,,15,,,,,,,,,2017
,,14,,,,,,,,,2016
,,12,,,,,,,,,2002
,,127,,,,,,,,,2010
,,50,,,,,,,,,2013
,,26,,,,,,,,,2015
,,40,,,,,,,,,2015
,,7,,,,,,,,,1989
,,167,,,,,,,,,1990
,,16,,,,,,,,,2015
,,90,,,,,,,,,2012
,,12,,,,,,,,,2006
,,37,,,,,,,,,2008
,,14,,,,,,,,,2009
,,25,,,,,,,,,2015
,,90,,,,,,,,,2012
,,13,,,,,,,,,2010
,,21,,,,,,,,,2013
,,130,,,,,,,,,2013
,,426,,,,,,,,,2005
,,61,,,,,,,,,2010
,,4,,,,,,,,,2004
,,34,,,,,,,,,2008
,,140,,,,,,,,,2013
,,28,,,,,,,,,2011
,,780,,,,,,,,,2004
,,39,,,,,,,,,2013
,,14,,,,,,,,,2011
,,445,,,,,,,,,2013
,,9,,,,,,,,,2012
,,95,,,,,,,,,2013
,,30,,,,,,,,,2008
,,9,,,,,,,,,2016
,,62,,,,,,,,,2013
,,42,,,,,,,,,2011
,,59,,,,,,,,,2006
,,17,,,,,,,,,2014
,,49,,,,,,,,,2012
,,35,,,,,,,,,2015
,,32,,,,,,,,,2011
,,25,,,,,,,,,2013
,,119,,,,,,,,,2012
,,141,,,,,,,,,2010
,,208,,,,,,,,,2012
,,13,,,,,,,,,2010
,,108,,,,,,,,,2012
,,25,,,,,,,,,2009
,,7,,,,,,,,,2006
,,11,,,,,,,,,2014
,,109,,,,,,,,,2012
,,52,,,,,,,,,2012
,,29,,,,,,,,,2011
,,12,,,,,,,,,2006
,,7,,,,,,,,,2010
,,1098,,,,,,,,,2010
,,23,,,,,,,,,2012
,,71,,,,,,,,,2005
,,22,,,,,,,,,2015
,,48,,,,,,,,,2012
,,13,,,,,,,,,2008
,,4,,,,,,,,,2008
,,5,,,,,,,,,2010
,,10,,,,,,,,,2016
,,44,,,,,,,,,2012
,,25,,,,,,,,,2013
,,310,,,,,,,,,2010
,,67,,,,,,,,,1984
,,37,,,,,,,,,2012
,,4,,,,,,,,,2013
,,61,,,,,,,,,2013
,,32,,,,,,,,,2009
,,5534,,,,,,,,,2004
,,9,,,,,,,,,2014
,,241,,,,,,,,,2009
,,19,,,,,,,,,2009
,,40,,,,,,,,,2009
,,14,,,,,,,,,2012
,,47,,,,,,,,,2013
,,75,,,,,,,,,1997
,,42,,,,,,,,,2010
,,612,,,,,,,,,1989
,,19,,,,,,,,,2012
,,75,,,,,,,,,2007
,,50,,,,,,,,,2009
,,221,,,,,,,,,1996
,,10,,,,,,,,,2016
,,81,,,,,,,,,2013
,,25,,,,,,,,,2012
,,83,,,,,,,,,2010
,,76,,,,,,,,,2011
,,9,,,,,,,,,2017
,,31,,,,,,,,,2012
,,25,,,,,,,,,2013
,,59,,,,,,,,,2014
,,64,,,,,,,,,2016
,,5,,,,,,,,,2015
,,13,,,,,,,,,1994
,,14,,,,,,,,,2012
,,18,,,,,,,,,2012
,,36,,,,,,,,,2014
,,9,,,,,,,,,2016
,,49,,,,,,,,,2015
,,3,,,,,,,,,2015
,,8,,,,,,,,,2007
,,15,,,,,,,,,2006
,,138,,,,,,,,,2005
,,17,,,,,,,,,2004
,,58,,,,,,,,,2010
,,1,,,,,,,,,2011
,,6,,,,,,,,,2010
,,22,,,,,,,,,2010
,,3,,,,,,,,,2013
,,79,,,,,,,,,2004
,,37,,,,,,,,,2013
,,23,,,,,,,,,2016
,,14,,,,,,,,,2007
,,10,,,,,,,,,2013
,,11,,,,,,,,,2013
,,28,,,,,,,,,2011
,,13,,,,,,,,,2015
,,30,,,,,,,,,2006
,,329,,,,,,,,,2010
,,10,,,,,,,,,2015
,,23,,,,,,,,,2012
,,51,,,,,,,,,2014
,,8,,,,,,,,,2014
,,2,,,,,,,,,2013
,,15,,,,,,,,,2011
,,73,,,,,,,,,2011
,,118,,,,,,,,,1999
,,32,,,,,,,,,2013
,,180,,,,,,,,,2009
,,45,,,,,,,,,2012
,,43,,,,,,,,,2002
,,35,,,,,,,,,2012
,,11,,,,,,,,,2009
,,13,,,,,,,,,2008
,,6,,,,,,,,,2010
,,39,,,,,,,,,2012
,,45,,,,,,,,,2011
,,40,,,,,,,,,2015
,,12,,,,,,,,,2010
,,262,,,,,,,,,2015
,,89,,,,,,,,,2007
,,12,,,,,,,,,2013
,,18,,,,,,,,,2010
,,26,,,,,,,,,2015
,,91,,,,,,,,,2014
,,32,,,,,,,,,2014
,,96,,,,,,,,,2012
,,28,,,,,,,,,2007
,,41,,,,,,,,,2010
,,14,,,,,,,,,2017
,,37,,,,,,,,,2013
,,14,,,,,,,,,1979
,,2,,,,,,,,,2013
,,22,,,,,,,,,2011
,,39,,,,,,,,,2005
,,6,,,,,,,,,2008
,,6,,,,,,,,,2014
,,229,,,,,,,,,2010
,,71,,,,,,,,,2012
,,22,,,,,,,,,2015
,,217,,,,,,,,,2010
,,42,,,,,,,,,2011
,,94,,,,,,,,,2011
,,114,,,,,,,,,2007
,,16,,,,,,,,,2010
,,46,,,,,,,,,2011
,,25,,,,,,,,,2013
,,100,,,,,,,,,2012
,,34,,,,,,,,,2013
,,41,,,,,,,,,2012
,,173,,,,,,,,,2008
,,53,,,,,,,,,2009
,,35,,,,,,,,,2013
,,5,,,,,,,,,2002
,,27,,,,,,,,,2005
,,14,,,,,,,,,2015
,,31,,,,,,,,,2011
,,36,,,,,,,,,2014
,,552,,,,,,,,,2015
,,14,,,,,,,,,2014
,,112,,,,,,,,,2009
,,102,,,,,,,,,2011
,,2,,,,,,,,,2011
,,8,,,,,,,,,1977
,,21,,,,,,,,,2009
,,24,,,,,,,,,2014
,,35,,,,,,,,,1998
,,139,,,,,,,,,2011
,,732,,,,,,,,,2002
,,46,,,,,,,,,2014
,,17,,,,,,,,,2016
,,12,,,,,,,,,2015
,,17,,,,,,,,,1995
,,17,,,,,,,,,2013
,,39,,,,,,,,,2013
,,25,,,,,,,,,2011
,,15,,,,,,,,,2002
,,23,,,,,,,,,2013
,,116,,,,,,,,,2011
,,17,,,,,,,,,2013
,,73,,,,,,,,,1979
,,12,,,,,,,,,2012
,,2,,,,,,,,,2014
,,47,,,,,,,,,2012
,,101,,,,,,,,,2001
,,22,,,,,,,,,2001
,,20,,,,,,,,,2014
,,186,,,,,,,,,2007
,,30,,,,,,,,,2012
,,206,,,,,,,,,2005
,,78,,,,,,,,,2011
,,27,,,,,,,,,2015
,,40,,,,,,,,,2011
,,15,,,,,,,,,2017
,,8,,,,,,,,,2015
,,50,,,,,,,,,1983
,,163,,,,,,,,,2008
,,58,,,,,,,,,1997
,,78,,,,,,,,,2005
,,9,,,,,,,,,2012
,,9,,,,,,,,,1996
,,45,,,,,,,,,2014
,,8,,,,,,,,,2011
,,116,,,,,,,,,2013
,,120,,,,,,,,,2008
,,7,,,,,,,,,2014
,,131,,,,,,,,,2013
,,6,,,,,,,,,2014
,,4,,,,,,,,,2012
,,22,,,,,,,,,2005
,,90,,,,,,,,,2011
,,19,,,,,,,,,2014
,,24,,,,,,,,,2009
,,400,,,,,,,,,2010
,,103,,,,,,,,,2007
,,8,,,,,,,,,2010
,,10,,,,,,,,,2016
,,20,,,,,,,,,2014
,,25,,,,,,,,,2008
,,19,,,,,,,,,2010
,,21,,,,,,,,,2011
,,89,,,,,,,,,2007
,,11,,,,,,,,,2016
,,77,,,,,,,,,1985
,,70,,,,,,,,,2005
,,80,,,,,,,,,2002
,,22,,,,,,,,,2013
,,42,,,,,,,,,2013
,,74,,,,,,,,,2015
,,27,,,,,,,,,2006
,,30,,,,,,,,,2004
,,17,,,,,,,,,2011
,,490,,,,,,,,,2001
,,14,,,,,,,,,2007
,,26,,,,,,,,,2017
,,200,,,,,,,,,2014
,,53,,,,,,,,,2005
,,48,,,,,,,,,1987
,,15,,,,,,,,,2013
,,4,,,,,,,,,2010
,,72,,,,,,,,,2014
,,7,,,,,,,,,2014
,,68,,,,,,,,,2011
,,98,,,,,,,,,2006
,,6,,,,,,,,,2010
,,10,,,,,,,,,2009
,,8,,,,,,,,,2013
,,2,,,,,,,,,2008
,,8,,,,,,,,,2008
,,6,,,,,,,,,2005
,,124,,,,,,,,,2009
,,97,,,,,,,,,1963
,,265,,,,,,,,,2014
,,24,,,,,,,,,2012
,,40,,,,,,,,,2013
,,50,,,,,,,,,2012
,,19,,,,,,,,,2015
,,12,,,,,,,,,2013
,,186,,,,,,,,,2014
,,4,,,,,,,,,1997
,,431,,,,,,,,,2008
,,213,,,,,,,,,2007
,,8,,,,,,,,,2016
,,33,,,,,,,,,1515
,,59,,,,,,,,,2011
,,10,,,,,,,,,2013
,,109,,,,,,,,,2010
,,45,,,,,,,,,2014
,,55,,,,,,,,,1965
,,88,,,,,,,,,2001
,,45,,,,,,,,,2015
,,20,,,,,,,,,2009
,,139,,,,,,,,,2011
,,5,,,,,,,,,2008
,,245,,,,,,,,,2015
,,5,,,,,,,,,2014
,,5,,,,,,,,,2010
,,1100,,,,,,,,,2002
,,1,,,,,,,,,2008
,,103,,,,,,,,,2011
,,20,,,,,,,,,2013
,,57,,,,,,,,,2007
,,22,,,,,,,,,2012
,,74,,,,,,,,,2012
,,35,,,,,,,,,2013
,,117,,,,,,,,,2012
,,3,,,,,,,,,2014
,,57,,,,,,,,,2015
,,34,,,,,,,,,2013
,,40,,,,,,,,,2013
,,128,,,,,,,,,1990
,,11,,,,,,,,,2015
,,21,,,,,,,,,2012
,,7,,,,,,,,,2016
,,56,,,,,,,,,2008
,,33,,,,,,,,,2006
,,25,,,,,,,,,2013
,,20,,,,,,,,,2013
,,10,,,,,,,,,2013
,,85,,,,,,,,,2011
,,92,,,,,,,,,2013
,,20,,,,,,,,,2011
,,79,,,,,,,,,2010
,,45,,,,,,,,,2009
,,5,,,,,,,,,2009
,,77,,,,,,,,,2012
,,8,,,,,,,,,2011
,,8,,,,,,,,,2011
,,12,,,,,,,,,2016
,,149,,,,,,,,,2008
,,113,,,,,,,,,2015
,,3,,,,,,,,,2013
,,8,,,,,,,,,2012
,,230,,,,,,,,,2010
,,13,,,,,,,,,2015
,,91,,,,,,,,,2012
,,33,,,,,,,,,2013
,,18,,,,,,,,,2010
,,117,,,,,,,,,2012
,,11,,,,,,,,,2012
,,7,,,,,,,,,2016
,,4,,,,,,,,,2005
,,38,,,,,,,,,2010
,,24,,,,,,,,,2009
,,80,,,,,,,,,2005
,,7,,,,,,,,,2012
,,3,,,,,,,,,2012
,,42,,,,,,,,,2014
,,5,,,,,,,,,2015
,,121,,,,,,,,,2007
,,9,,,,,,,,,2011
,,17,,,,,,,,,2012
,,16,,,,,,,,,2013
,,415,,,,,,,,,2011
,,25,,,,,,,,,2012
,,66,,,,,,,,,1999
,,13,,,,,,,,,2012
,,24,,,,,,,,,2011
,,720,,,,,,,,,2013
,,106,,,,,,,,,2011
,,50,,,,,,,,,2002
,,11,,,,,,,,,2001
,,25,,,,,,,,,2012
,,62,,,,,,,,,2000
,,45,,,,,,,,,2012
,,54,,,,,,,,,2004
,,200,,,,,,,,,2012
,,127,,,,,,,,,2013
,,42,,,,,,,,,2012
,,10,,,,,,,,,2013
,,9,,,,,,,,,1998
,,18,,,,,,,,,2010
,,10,,,,,,,,,2008
,,47,,,,,,,,,2015
,,35,,,,,,,,,2012
,,185,,,,,,,,,2009
,,19,,,,,,,,,2004
,,75,,,,,,,,,1996
,,61,,,,,,,,,2009
,,40,,,,,,,,,2012
,,27,,,,,,,,,2011
,,220,,,,,,,,,2015
,,7,,,,,,,,,2013
,,13,,,,,,,,,2007
,,35,,,,,,,,,2013
,,21,,,,,,,,,2015
,,30,,,,,,,,,2011
,,5,,,,,,,,,2015
,,346,,,,,,,,,2001
,,58,,,,,,,,,2009
,,11,,,,,,,,,2015
,,35,,,,,,,,,2005
,,8,,,,,,,,,2015
,,25,,,,,,,,,2010
,,49,,,,,,,,,2010
,,18,,,,,,,,,2013
,,275,,,,,,,,,2014
,,20,,,,,,,,,2010
,,18,,,,,,,,,2015
,,42,,,,,,,,,2014
,,2,,,,,,,,,2006
,,28,,,,,,,,,2012
,,105,,,,,,,,,2009
,,158,,,,,,,,,2013
,,14,,,,,,,,,2003
,,20,,,,,,,,,2015
,,550,,,,,,,,,2007
,,32,,,,,,,,,2012
,,23,,,,,,,,,1996
,,25,,,,,,,,,2013
,,211,,,,,,,,,2001
,,39,,,,,,,,,2010
,,53,,,,,,,,,2010
,,83,,,,,,,,,2002
,,64,,,,,,,,,2004
,,75,,,,,,,,,2016
,,9,,,,,,,,,2016
,,26,,,,,,,,,2007
,,134,,,,,,,,,2004
,,14,,,,,,,,,2014
,,2,,,,,,,,,2005
,,11,,,,,,,,,2016
,,6,,,,,,,,,2004
,,27,,,,,,,,,2000
,,1,,,,,,,,,2009
,,5,,,,,,,,,1998
,,10,,,,,,,,,2006
,,30,,,,,,,,,2010
,,82,,,,,,,,,2002
,,16,,,,,,,,,2011
,,14,,,,,,,,,2010
,,88,,,,,,,,,2013
,,78,,,,,,,,,2014
,,740,,,,,,,,,2013
,,5,,,,,,,,,2011
,,23,,,,,,,,,1805
,,120,,,,,,,,,2012
,,17,,,,,,,,,2012
,,90,,,,,,,,,2010
,,381,,,,,,,,,2016
,,9,,,,,,,,,2010
,,30,,,,,,,,,2015
,,4,,,,,,,,,2009
,,25,,,,,,,,,2013
,,464,,,,,,,,,2005
,,23,,,,,,,,,2007
,,45,,,,,,,,,2005
,,47,,,,,,,,,2013
,,20,,,,,,,,,2012
,,131,,,,,,,,,2003
,,66,,,,,,,,,2010
,,25,,,,,,,,,2009
,,85,,,,,,,,,2014
,,37,,,,,,,,,2010
,,25,,,,,,,,,2010
,,23,,,,,,,,,2009
,,4,,,,,,,,,2010
,,19,,,,,,,,,2011
,,109,,,,,,,,,2003
,,77,,,,,,,,,2013
,,37,,,,,,,,,1999
,,7,,,,,,,,,2012
,,20,,,,,,,,,2013
,,17,,,,,,,,,2013
,,145,,,,,,,,,2013
,,57,,,,,,,,,2003
,,31,,,,,,,,,2013
,,80,,,,,,,,,2013
,,3,,,,,,,,,2013
,,28,,,,,,,,,2006
,,23,,,,,,,,,2009
,,130,,,,,,,,,2007
,,315,,,,,,,,,2010
,,21,,,,,,,,,2011
,,9,,,,,,,,,2001
,,34,,,,,,,,,2012
,,454,,,,,,,,,1999
,,18,,,,,,,,,2011
,,52,,,,,,,,,2013
,,100,,,,,,,,,2002
,,30,,,,,,,,,1998
,,7,,,,,,,,,2005
,,25,,,,,,,,,2012
,,25,,,,,,,,,2016
,,31,,,,,,,,,2003
,,42,,,,,,,,,2008
,,220,,,,,,,,,2013
,,2,,,,,,,,,2010
,,53,,,,,,,,,2009
,,14,,,,,,,,,2015
,,35,,,,,,,,,2015
,,9,,,,,,,,,2015
,,25,,,,,,,,,2010
,,52,,,,,,,,,2009
,,18,,,,,,,,,2013
,,378,,,,,,,,,2009
,,166,,,,,,,,,2011
,,816,,,,,,,,,2014
,,14,,,,,,,,,2009
,,7,,,,,,,,,2011
,,27,,,,,,,,,2004
,,6,,,,,,,,,2015
,,31,,,,,,,,,2011
,,146,,,,,,,,,1997
,,50,,,,,,,,,2006
,,25,,,,,,,,,2015
,,62,,,,,,,,,2009
,,51,,,,,,,,,2011
,,1,,,,,,,,,2013
,,63,,,,,,,,,2006
,,28,,,,,,,,,2015
,,15,,,,,,,,,2016
,,119,,,,,,,,,2011
,,70,,,,,,,,,2011
,,75,,,,,,,,,1975
,,26,,,,,,,,,2010
,,28,,,,,,,,,2015
,,85,,,,,,,,,2006
,,16,,,,,,,,,2010
,,25,,,,,,,,,2011
,,165,,,,,,,,,2014
,,75,,,,,,,,,2015
,,10,,,,,,,,,2012
,,50,,,,,,,,,2007
,,19,,,,,,,,,2016
,,15,,,,,,,,,2014
,,30,,,,,,,,,2014
,,12,,,,,,,,,2016
,,6,,,,,,,,,2013
,,3,,,,,,,,,2015
,,23,,,,,,,,,2009
,,76,,,,,,,,,2010
,,587,,,,,,,,,2014
,,18,,,,,,,,,2013
,,27,,,,,,,,,2009
,,36,,,,,,,,,2014
,,40,,,,,,,,,2005
,,58,,,,,,,,,2010
,,22,,,,,,,,,2013
,,29,,,,,,,,,2016
,,9,,,,,,,,,2011
,,60,,,,,,,,,2007
,,5,,,,,,,,,2015
,,59,,,,,,,,,2017
,,19,,,,,,,,,2014
,,7,,,,,,,,,2013
,,48,,,,,,,,,2005
,,165,,,,,,,,,2010
,,158,,,,,,,,,2010
,,9,,,,,,,,,2014
,,85,,,,,,,,,2007
,,6,,,,,,,,,1999
,,1562,,,,,,,,,2006
,,2,,,,,,,,,2011
,,16,,,,,,,,,2014
,,5,,,,,,,,,2017
,,29,,,,,,,,,2012
,,53,,,,,,,,,2008
,,14,,,,,,,,,2010
,,350,,,,,,,,,2010
,,15,,,,,,,,,2014
,,45,,,,,,,,,2013
,,44,,,,,,,,,2015
,,11,,,,,,,,,2011
,,222,,,,,,,,,2013
,,15,,,,,,,,,2013
,,29,,,,,,,,,2012
,,14,,,,,,,,,2013
,,90,,,,,,,,,2009
,,396,,,,,,,,,2010
,,117,,,,,,,,,2000
,,76,,,,,,,,,2010
,,25,,,,,,,,,2011
,,8,,,,,,,,,2011
,,2,,,,,,,,,1999
,,14,,,,,,,,,2015
,,125,,,,,,,,,2012
,,23,,,,,,,,,2013
,,34,,,,,,,,,2011
,,5,,,,,,,,,2013
,,11,,,,,,,,,2014
,,5,,,,,,,,,2000
,,164,,,,,,,,,2013
,,10,,,,,,,,,2014
,,6,,,,,,,,,2011
,,2,,,,,,,,,2008
,,19,,,,,,,,,2003
,,5,,,,,,,,,2016
,,9,,,,,,,,,2015
,,40,,,,,,,,,2012
,,16,,,,,,,,,2014
,,95,,,,,,,,,1996
,,15,,,,,,,,,1979
,,15,,,,,,,,,2016
,,19,,,,,,,,,2016
,,9,,,,,,,,,2002
,,128,,,,,,,,,2012
,,32,,,,,,,,,2016
,,150,,,,,,,,,2013
,,4,,,,,,,,,2005
,,23,,,,,,,,,2010
,,90,,,,,,,,,2014
,,205,,,,,,,,,2008
,,25,,,,,,,,,2006
,,20,,,,,,,,,2009
,,42,,,,,,,,,2010
,,14,,,,,,,,,2015
,,16,,,,,,,,,2013
,,30,,,,,,,,,2012
,,35,,,,,,,,,2006
,,24,,,,,,,,,2011
,,150,,,,,,,,,2009
,,160,,,,,,,,,2006
,,16,,,,,,,,,2010
,,30,,,,,,,,,2012
,,40,,,,,,,,,2014
,,107,,,,,,,,,2008
,,71,,,,,,,,,2013
,,14,,,,,,,,,2016
,,82,,,,,,,,,2013
,,50,,,,,,,,,2008
,,135,,,,,,,,,2010
,,69,,,,,,,,,2010
,,9,,,,,,,,,2010
,,24,,,,,,,,,2011
,,41,,,,,,,,,2013
,,20,,,,,,,,,2003
,,212,,,,,,,,,2013
,,171,,,,,,,,,2007
,,514,,,,,,,,,2002
,,8,,,,,,,,,2005
,,20,,,,,,,,,2009
,,1251,,,,,,,,,2010
,,18,,,,,,,,,2002
,,71,,,,,,,,,2012
,,31,,,,,,,,,2013
,,21,,,,,,,,,2009
,,3,,,,,,,,,2007
,,31,,,,,,,,,2002
,,15,,,,,,,,,2010
,,33,,,,,,,,,2005
,,22,,,,,,,,,2014
,,18,,,,,,,,,2014
,,6,,,,,,,,,2004
,,12,,,,,,,,,2009
,,20,,,,,,,,,2001
,,13,,,,,,,,,2011
,,19,,,,,,,,,2014
,,12,,,,,,,,,2012
,,50,,,,,,,,,2007
,,7,,,,,,,,,2012
,,23,,,,,,,,,2013
,,19,,,,,,,,,1956
,,5,,,,,,,,,2014
,,29,,,,,,,,,2010
,,296,,,,,,,,,2011
,,5,,,,,,,,,2015
,,23,,,,,,,,,2011
,,18,,,,,,,,,2004
,,13,,,,,,,,,2011
,,16,,,,,,,,,2004
,,30,,,,,,,,,2010
,,36,,,,,,,,,2007
,,not found,,,,,,,,,2004
,,7,,,,,,,,,2007
,,25,,,,,,,,,2012
,,38,,,,,,,,,2011
,,16,,,,,,,,,2012
,,123,,,,,,,,,2013
,,44,,,,,,,,,2007
,,15,,,,,,,,,2005
,,18,,,,,,,,,2014
,,98,,,,,,,,,2013
,,20,,,,,,,,,2014
,,13,,,,,,,,,2012
,,18,,,,,,,,,2012
,,43,,,,,,,,,2008
,,35,,,,,,,,,2016
,,2,,,,,,,,,2014
,,16,,,,,,,,,2015
,,48,,,,,,,,,2012
,,20,,,,,,,,,2014
,,32,,,,,,,,,2011
,,140,,,,,,,,,2005
,,16,,,,,,,,,2009
,,145,,,,,,,,,2012
,,5,,,,,,,,,2010
,,230,,,,,,,,,2012
,,25,,,,,,,,,2015
,,27,,,,,,,,,2009
,,82,,,,,,,,,2012
,,42,,,,,,,,,1996
,,18,,,,,,,,,2010
,,34,,,,,,,,,2010
,,15,,,,,,,,,1984
,,10,,,,,,,,,2016
,,18,,,,,,,,,2009
,,63,,,,,,,,,2013
,,42,,,,,,,,,2012
,,55,,,,,,,,,2012
,,19,,,,,,,,,2013
,,150,,,,,,,,,2010
,,26,,,,,,,,,2011
,,16,,,,,,,,,2008
,,6,,,,,,,,,2016
,,80,,,,,,,,,2015
,,29,,,,,,,,,2013
,,137,,,,,,,,,1998
,,29,,,,,,,,,2012
,,16,,,,,,,,,2016
,,28,,,,,,,,,2012
,,170,,,,,,,,,2008
,,32,,,,,,,,,2010
,,1,,,,,,,,,2014
,,192,,,,,,,,,2011
,,75,,,,,,,,,2013
,,18,,,,,,,,,2015
,,214,,,,,,,,,2010
,,30,,,,,,,,,2012
,,52,,,,,,,,,2006
,,14,,,,,,,,,2004
,,25,,,,,,,,,2013
,,188,,,,,,,,,2002
,,56,,,,,,,,,2012
,,141,,,,,,,,,2014
,,32,,,,,,,,,2012
,,139,,,,,,,,,2010
,,55,,,,,,,,,2013
,,30,,,,,,,,,2007
,,3,,,,,,,,,2012
,,3,,,,,,,,,2007
,,5,,,,,,,,,2011
,,161,,,,,,,,,2016
,,7,,,,,,,,,2011
,,14,,,,,,,,,2010
,,13,,,,,,,,,2004
,,57,,,,,,,,,2009
,,101,,,,,,,,,1986
,,57,,,,,,,,,2001
,,6,,,,,,,,,2013
,,24,,,,,,,,,2012
,,not found,,,,,,,,,2013
,,100,,,,,,,,,2015
,,21,,,,,,,,,2003
,,35,,,,,,,,,2011
,,25,,,,,,,,,2014
,,36,,,,,,,,,2010
,,47,,,,,,,,,2013
,,17,,,,,,,,,2012
,,31,,,,,,,,,1996
,,3,,,,,,,,,2013
,,36,,,,,,,,,2013
,,16,,,,,,,,,1997
,,13,,,,,,,,,2001
,,32,,,,,,,,,2011
,,5,,,,,,,,,2009
,,2,,,,,,,,,2012
,,50,,,,,,,,,1999
,,10,,,,,,,,,2015
,,10,,,,,,,,,2008
,,95,,,,,,,,,2013
,,46,,,,,,,,,2015
,,1000,,,,,,,,,2007
,,34,,,,,,,,,2013
,,284,,,,,,,,,2010
,,23,,,,,,,,,2012
,,6,,,,,,,,,2014
,,194,,,,,,,,,2014
,,19,,,,,,,,,2012
,,292,,,,,,,,,2012
,,32,,,,,,,,,2013
,,184,,,,,,,,,2011
,,3,,,,,,,,,2014
,,87,,,,,,,,,2002
,,28,,,,,,,,,2011
,,74,,,,,,,,,2010
,,not found,,,,,,,,,2011
,,12,,,,,,,,,2016
,,8,,,,,,,,,2009
,,49,,,,,,,,,2012
,,14,,,,,,,,,2012
,,50,,,,,,,,,2009
,,100,,,,,,,,,2007
,,67,,,,,,,,,2012
,,35,,,,,,,,,2009
,,21,,,,,,,,,2010
,,51,,,,,,,,,2005
,,85,,,,,,,,,2003
,,50,,,,,,,,,2009
,,17,,,,,,,,,2009
,,158,,,,,,,,,2006
,,30,,,,,,,,,2008
,,65,,,,,,,,,2012
,,13,,,,,,,,,1968
,,102,,,,,,,,,2011
,,423,,,,,,,,,2013
,,25,,,,,,,,,2012
,,113,,,,,,,,,2011
,,66,,,,,,,,,1986
,,1,,,,,,,,,2008
,,34,,,,,,,,,2014
,,23,,,,,,,,,2012
,,not found,,,,,,,,,2004
,,4,,,,,,,,,2008
,,43,,,,,,,,,2008
,,4,,,,,,,,,2015
,,36,,,,,,,,,2012
,,45,,,,,,,,,2007
,,43,,,,,,,,,2010
,,30,,,,,,,,,2004
,,102,,,,,,,,,2013
,,8,,,,,,,,,2012
,,287,,,,,,,,,2016
,,104,,,,,,,,,2006
,,21.4,,,,,,,,,2013
,,34,,,,,,,,,2010
,,25,,,,,,,,,1996
,,15,,,,,,,,,1943
