,id,name,official_name,headquarters_country,headquarters_continent,founded,employees,ceo,market_cap,categories,gbp
0,1e4dfb844d5a47e39c14699648cbd55a,apple,apple inc.,cupertino,ca,0,"100,000",mr. timothy d. cook,doll_2.825 t,"['unitedstates', 'technology', 'consumerelectronics', 'unitedstatestechnology', 'unitedstatesconsumerelectronics']",0
1,031f69c6c7fd49d89b00ecdfcd294bad,danaher,danaher corporation,washington,dc,1969,"78,000",mr. rainer m. blair,doll_208.03 b,"['unitedstates', 'healthcare', 'diagnostics&research', 'unitedstateshealthcare', 'unitedstatesdiagnostics&research']",0
2,8acd1acfe59d4fc88c28038c9d3e8911,merck,"merck & co., inc.",kenilworth,nj,1891,"67,000",mr. robert m. davis j.d.,doll_210.38 b,"['unitedstates', 'healthcare', 'drugmanufacturers—general', 'unitedstateshealthcare', 'unitedstatesdrugmanufacturers—general']",0
3,ba6efa594766439dafb4045f0b25a23a,bhp,bhp group,melbourne,vic,1885,"40,110","mr. mike p. henry b.sc., bsc (chem)",adoll_281.66 b,"['australia', 'basicmaterials', 'otherindustrialmetals&mining', 'australiabasicmaterials', 'australiaotherindustrialmetals&mining']",doll_211.25 b
4,83d47a2c8bd545cf80c17abfa6d81cf9,nike,"nike, inc.",beaverton,or,0,"73,300",mr. john j. donahoe ii,doll_213.60 b,"['unitedstates', 'consumerdiscretionary', 'footwear&accessories', 'unitedstatesconsumerdiscretionary', 'unitedstatesfootwear&accessories']",0
5,4568b61276284513a2415bf62c81c25d,abbott,abbott laboratories,northchicago,il,1888,"113,000",mr. robert b. ford,doll_215.02 b,"['unitedstates', 'healthcare', 'medicaldevices', 'unitedstateshealthcare', 'unitedstatesmedicaldevices']",0
6,085222fa6100409899a25d872728ec07,verizon,verizon communications inc.,newyork,ny,0,"118,400",mr. hans e. vestberg,doll_216.68 b,"['unitedstates', 'communicationservices', 'telecomservices', 'unitedstatescommunicationservices', 'unitedstatestelecomservices']",0
7,5560a517dbe54617b85e0781f421a132,comcast,comcast corporation,philadelphia,pa,0,"189,000",mr. brian l. roberts,doll_218.90 b,"['unitedstates', 'communicationservices', 'entertainment', 'unitedstatescommunicationservices', 'unitedstatesentertainment']",0
8,893f7d2a57624f5dab089dfd9859c7c8,accenture,accenture plc,dublin,ireland,1989,"699,000",ms. julie t. spellman sweet,doll_219.03 b,"['ireland', 'technology', 'informationtechnologyservices', 'irelandtechnology', 'irelandinformationtechnologyservices']",0
9,ad1fe265917248bd9943f12003d4c12e,l'oréal,l'oréal sa,clichy,france,0,"85,400",mr. nicolas  hieronimus,doll_€203.85 b,"['france', 'consumerstaples', 'household&personalproducts', 'franceconsumerstaples', 'francehousehold&personalproducts']",doll_225.24 b
10,20c3e83f0e994664bd51b7c864a400dd,oracle,oracle corporation,redwoodcity,ca,0,"132,000",ms. safra ada catz,doll_228.18 b,"['unitedstates', 'technology', 'software—infrastructure', 'unitedstatestechnology', 'unitedstatessoftware—infrastructure']",0
11,6ef7ef223a604d80b10d0c7b114ba4a8,thermo fisher scientific,thermo fisher scientific inc.,waltham,ma,1956,"130,000",mr. marc n. casper,doll_236.15 b,"['unitedstates', 'healthcare', 'diagnostics&research', 'unitedstateshealthcare', 'unitedstatesdiagnostics&research']",0
12,08bed2169358443c99efd4300f6dfa15,cisco,"cisco systems, inc.",sanjose,ca,0,"79,500",mr. charles h. robbins,doll_238.45 b,"['unitedstates', 'technology', 'communicationequipment', 'unitedstatestechnology', 'unitedstatescommunicationequipment']",0
13,50a075528d2a4b3ebca845022adbe069,pepsico,"pepsico, inc.",purchase,ny,0,"309,000",mr. ramon luis laguarta,doll_241.05 b,"['unitedstates', 'consumerstaples', 'beverages—non-alcoholic', 'unitedstatesconsumerstaples', 'unitedstatesbeverages—non-alcoholic']",0
14,139f6f47c06a41a9901dc36a335ace08,disney,the walt disney company,burbank,ca,0,"152,000",mr. robert a. chapek,doll_247.88 b,"['unitedstates', 'communicationservices', 'entertainment', 'unitedstatescommunicationservices', 'unitedstatesentertainment']",0
15,047a5854f81f453fa8994bf5b807e916,icbc,industrial & commercial bank of china ltd,beijing,china,0,"439,787",,doll_cn¥1.593 t,"['china', 'financials', 'banks', 'chinafinancials', 'chinabanks']",doll_250.37 b
16,3e203105a71d4cbcb2c261ad96ae3987,novo nordisk,novo nordisk a/s,bagsvaerd,denmark,0,"47,792",mr. lars fruergaard jorgensen,doll_kr.1.731 t,"['denmark', 'healthcare', 'biotechnology', 'denmarkhealthcare', 'denmarkbiotechnology']",doll_257.24 b
17,3e72edc4d4dd45768c4746c33d8fa8f9,costco,costco wholesale corporation,issaquah,wa,0,"288,000",mr. w. craig jelinek,doll_258.15 b,"['unitedstates', 'consumerstaples', 'discountstores', 'unitedstatesconsumerstaples', 'unitedstatesdiscountstores']",0
18,23b461cae50f4ed4a74f0618a6ce55da,broadcom,broadcom inc.,sanjose,ca,1961,"20,000",mr. hock e. tan,doll_265.27 b,"['unitedstates', 'technology', 'semiconductors', 'unitedstatestechnology', 'unitedstatessemiconductors']",0
19,7d4567d5af6e4d14ab98a4d5adb55398,lilly,eli lilly and company,indianapolis,in,1876,"35,000",mr. david a. ricks,doll_273.01 b,"['unitedstates', 'healthcare', 'drugmanufacturers—general', 'unitedstateshealthcare', 'unitedstatesdrugmanufacturers—general']",0
20,50b59e0422964c4d8fcab2442bc11bd9,coca-cola,the coca-cola company,atlanta,ga,0,"79,000",mr. james robert b. quincey,doll_273.20 b,"['unitedstates', 'consumerstaples', 'beverages—non-alcoholic', 'unitedstatesconsumerstaples', 'unitedstatesbeverages—non-alcoholic']",0
21,18805c01943b4ff8910d1b2c7e436969,asml,asml holding n.v.,veldhoven,netherlands,1984,"29,861",mr. peter t. f. m. wennink,doll_€248.30 b,"['netherlands', 'technology', 'semiconductorequipment&materials', 'netherlandstechnology', 'netherlandssemiconductorequipment&materials']",doll_274.35 b
22,ca2fd456e93d4c858367f25f6ce48421,alibaba,alibaba group holding limited,hangzhou,china,0,"259,316",mr. yong  zhang,hkdoll_2.275 t,"['china', 'consumerdiscretionary', 'internetretail', 'chinaconsumerdiscretionary', 'chinainternetretail']",doll_290.40 b
23,c3c6e96b5c6740fe91da873cee93f54e,abbvie,abbvie inc.,northchicago,il,2013,"50,000",mr. richard a. gonzalez,doll_294.27 b,"['unitedstates', 'healthcare', 'drugmanufacturers—general', 'unitedstateshealthcare', 'unitedstatesdrugmanufacturers—general']",0
24,a83b70acf68348028c993e4b19b07d48,pfizer,pfizer inc.,newyork,ny,1849,"79,000","dr. albert  bourla d.v.m., dvm, ph.d.",doll_300.79 b,"['unitedstates', 'healthcare', 'drugmanufacturers—general', 'unitedstateshealthcare', 'unitedstatesdrugmanufacturers—general']",0
25,14acf10926e24fb8a39ae3075a5d396b,chevron,chevron corporation,sanramon,ca,0,"42,595",mr. michael k. wirth,doll_315.13 b,"['unitedstates', 'energy', 'oil&gasintegrated', 'unitedstatesenergy', 'unitedstatesoil&gasintegrated']",0
26,f8e93edeb89d449ca9ae75a2408c7517,home depot,"the home depot, inc.",atlanta,ga,0,"490,600",mr. edward p. decker,doll_321.47 b,"['unitedstates', 'consumerdiscretionary', 'homeimprovementretail', 'unitedstatesconsumerdiscretionary', 'unitedstateshomeimprovementretail']",0
27,cef2113b4ddd4011bc9145636b8104e4,kweichow moutai,kweichow moutai co. ltd,renhuai,china,0,"29,031",,doll_cn¥2.216 t,"['china', 'consumerstaples', 'beverages—wineries&distilleries', 'chinaconsumerstaples', 'chinabeverages—wineries&distilleries']",doll_348.22 b
28,c85e1a1ede404d4397fe39b7f13e2d87,exxonmobil,exxon mobil corporation,irving,tx,0,"63,000",mr. darren w. woods,doll_348.72 b,"['unitedstates', 'energy', 'oil&gasintegrated', 'unitedstatesenergy', 'unitedstatesoil&gasintegrated']",0
29,340c9de41d34441e9182c887f3948f4e,roche,roche holding ag,basel,switzerland,0,"100,920",dr. severin  schwan ph.d.,doll_chf323.52 b,"['switzerland', 'healthcare', 'drugmanufacturers—general', 'switzerlandhealthcare', 'switzerlanddrugmanufacturers—general']",doll_349.50 b
30,a466aec19c044d1c8a6ca6cc8ea4a34b,bank of america,bank of america corporation,charlotte,nc,1998,"208,000",mr. brian thomas moynihan,doll_350.84 b,"['unitedstates', 'financials', 'banks', 'unitedstatesfinancials', 'unitedstatesbanks']",0
31,1012f086382c4773adee2583a0e4fea7,mastercard,mastercard incorporated,purchase,ny,1966,"24,000",mr. michael  miebach,doll_358.60 b,"['unitedstates', 'financials', 'creditservices', 'unitedstatesfinancials', 'unitedstatescreditservices']",0
32,8e51092a3a3f4921820cad0542c0f9e8,lvmh,"lvmh moët hennessy - louis vuitton, se",paris,france,0,"148,343",mr. bernard  arnault,doll_€325.15 b,"['france', 'consumerdiscretionary', 'luxurygoods', 'franceconsumerdiscretionary', 'franceluxurygoods']",doll_359.26 b
33,0888dadf879c40009a50723afba85517,samsung,"samsung electronics co., ltd.",suwon-si,southkorea,0,,mr. jong-hee  han,doll_₩461.587 t,"['southkorea', 'technology', 'consumerelectronics', 'southkoreatechnology', 'southkoreaconsumerelectronics']",doll_378.35 b
34,2e4058f12f4941d48b73c209f7245dc8,procter & gamble,the procter & gamble company,cincinnati,oh,0,"101,000",mr. jon r. moeller,doll_384.60 b,"['unitedstates', 'consumerstaples', 'household&personalproducts', 'unitedstatesconsumerstaples', 'unitedstateshousehold&personalproducts']",0
35,3e3466b94cfa414490e7d5c0932cfc66,jpmorgan,jpmorgan chase & co.,newyork,ny,0,"271,025",mr. james  dimon,doll_410.84 b,"['unitedstates', 'financials', 'banks', 'unitedstatesfinancials', 'unitedstatesbanks']",0
36,cda6bacc165e4ae881fe79b7a30ec291,walmart,walmart inc.,bentonville,ar,0,"2,300,000",mr. c. douglas mcmillon,doll_429.05 b,"['unitedstates', 'consumerstaples', 'discountstores', 'unitedstatesconsumerstaples', 'unitedstatesdiscountstores']",0
37,f6b70b07ce824e6ea25eca9ed474dd11,tencent,tencent holdings ltd,shenzhen,china,0,"112,771",mr. huateng pony  ma,hkdoll_3.456 t,"['china', 'communicationservices', 'internetcontent&information', 'chinacommunicationservices', 'chinainternetcontent&information']",doll_441.17 b
38,311749b2f2824bad81c725686ea1e182,johnson & johnson,,newbrunswick,nj,0,"141,700",mr. joaquin  duato,doll_475.93 b,"['unitedstates', 'healthcare', 'drugmanufacturers—general', 'unitedstateshealthcare', 'unitedstatesdrugmanufacturers—general']",0
39,cd454406fc7e41ae8fc05ee5ef34975c,visa,visa inc.,sanfrancisco,ca,0,"21,500",mr. alfred francis kelly jr.,doll_486.77 b,"['unitedstates', 'financials', 'creditservices', 'unitedstatesfinancials', 'unitedstatescreditservices']",0
40,e920a81382de4d169ccab0e577100170,unitedhealth group,unitedhealth group incorporated,minnetonka,mn,1977,"350,000",sir andrew philip witty,doll_488.52 b,"['unitedstates', 'healthcare', 'healthcareplans', 'unitedstateshealthcare', 'unitedstateshealthcareplans']",0
41,0f1869aeb02346e4b4bab870b34af8a2,tsmc,taiwan semiconductor manufacturing company limited,hsinchu,taiwan,0,"54,193",dr. c. c.  wei,twdoll_15.140 t,"['taiwan', 'technology', 'semiconductors', 'taiwantechnology', 'taiwansemiconductors']",doll_527.89 b
42,a8dbf1f49ee443e882b2030cc49944a7,meta,"meta platforms, inc.",menlopark,ca,0,"71,970",mr. mark elliot zuckerberg,doll_617.50 b,"['unitedstates', 'communicationservices', 'internetcontent&information', 'unitedstatescommunicationservices', 'unitedstatesinternetcontent&information']",0
43,4de00f28c9574c3facfdf6964bcf98f4,nvidia,nvidia corporation,santaclara,ca,0,"22,473",mr. jen-hsun  huang,doll_660.38 b,"['unitedstates', 'technology', 'semiconductors', 'unitedstatestechnology', 'unitedstatessemiconductors']",0
44,cfb4907cf4da44e38058e4052c715b94,berkshire hathaway,berkshire hathaway inc.,omaha,ne,1839,"372,000",mr. warren e. buffett,doll_798.47 b,"['unitedstates', 'financials', 'financialconglomerates', 'unitedstatesfinancials', 'unitedstatesfinancialconglomerates']",0
45,68e109f441ed4f019e17cecd26bdb41f,tesla,"tesla, inc.",paloalto,ca,0,"99,290",mr. elon r. musk,doll_1.016 t,"['unitedstates', 'consumerdiscretionary', 'automanufacturers', 'unitedstatesconsumerdiscretionary', 'unitedstatesautomanufacturers']",0
46,4f52a56417444c44b11b85ff74b51394,amazon,"amazon.com, inc.",seattle,wa,0,"1,608,000",mr. andrew r. jassy,doll_1.642 t,"['unitedstates', 'consumerdiscretionary', 'internetretail', 'unitedstatesconsumerdiscretionary', 'unitedstatesinternetretail']",0
47,c7749ab974e344f6b46fdf27ad82594c,alphabet,alphabet inc.,mountainview,ca,0,"156,500",mr. sundar  pichai,doll_1.825 t,"['unitedstates', 'communicationservices', 'internetcontent&information', 'unitedstatescommunicationservices', 'unitedstatesinternetcontent&information']",0
48,318a4deac6894e109a0bd02341eaf836,aramco,saudi arabian oil company,dhahran,saudiarabia,0,,mr. amin h. nasser,doll_sr8.615 t,"['saudiarabia', 'energy', 'oil&gasintegrated', 'saudiarabiaenergy', 'saudiarabiaoil&gasintegrated']",doll_2.297 t
49,f02c6227efb84945a3dfedfac6680d8c,microsoft,microsoft corporation,redmond,wa,0,"181,000",mr. satya  nadella,doll_2.328 t,"['unitedstates', 'technology', 'software—infrastructure', 'unitedstatestechnology', 'unitedstatessoftware—infrastructure']",0
50,56307b80b1c14c3c95837e4fb3497eef,medtronic,medtronic plc,dublin,ireland,2001,"90,000",mr. geoffrey straub martha,doll_151.06 b,"['ireland', 'healthcare', 'medicaldevices', 'irelandhealthcare', 'irelandmedicaldevices']",0
51,b6f3518d82e24cf8ab2b343bfdf8bbcc,philip morris,philip morris international inc.,newyork,ny,2008,"69,600",mr. jacek  olczak,doll_154.71 b,"['unitedstates', 'consumerstaples', 'tobacco', 'unitedstatesconsumerstaples', 'unitedstatestobacco']",0
52,9c04dbe1ecca4a989f5c1761a16f16af,schwab,the charles schwab corporation,sanfrancisco,ca,1971,"33,400",mr. walter william bettinger ii,doll_158.06 b,"['unitedstates', 'financials', 'capitalmarkets', 'unitedstatesfinancials', 'unitedstatescapitalmarkets']",0
53,9ccd666afef4470faea44aa6e3960f5e,rbc,royal bank of canada,toronto,on,0,"85,211",mr. david i. mckay,cdoll_199.96 b,"['canada', 'financials', 'banks', 'canadafinancials', 'canadabanks']",doll_159.74 b
54,84c4f33793be4f0ba03a9df291e67f0e,netflix,"netflix, inc.",losgatos,ca,0,"11,300",mr. wilmot reed hastings jr.,doll_163.19 b,"['unitedstates', 'communicationservices', 'entertainment', 'unitedstatescommunicationservices', 'unitedstatesentertainment']",0
55,90512656fdf343f6bc63bfef3b5579e9,morgan stanley,,newyork,ny,1935,"75,000",mr. james patrick gorman,doll_164.05 b,"['unitedstates', 'financials', 'capitalmarkets', 'unitedstatesfinancials', 'unitedstatescapitalmarkets']",0
56,5fa3dde9ae084bde8ae5e77408d1406c,t-mobile us,"t-mobile us, inc.",bellevue,wa,1994,"75,000",mr. g. michael sievert,doll_164.31 b,"['unitedstates', 'communicationservices', 'telecomservices', 'unitedstatescommunicationservices', 'unitedstatestelecomservices']",0
57,c79e653db0c945da914ab15325d348b5,agricultural bank of china,agricultural bank of china ltd,beijing,china,0,"459,000",,doll_cn¥1.050 t,"['china', 'financials', 'banks', 'chinafinancials', 'chinabanks']",doll_165.00 b
58,093cc68fecee46bbbc82c63e4afe1d87,nextera energy,"nextera energy, inc.",junobeach,fl,1984,"15,000",mr. john w. ketchum,doll_165.53 b,"['unitedstates', 'utilities', 'utilities—regulatedelectric', 'unitedstatesutilities', 'unitedstatesutilities—regulatedelectric']",0
59,9a6b9e105ad64763a4083bdbf7bef9bc,linde,linde plc,guildford,unitedkingdom,0,"72,327",mr. sanjiv  lamba,doll_166.07 b,"['unitedkingdom', 'basicmaterials', 'specialtychemicals', 'unitedkingdombasicmaterials', 'unitedkingdomspecialtychemicals']",0
60,a29ac233e51b4b32b591510b165f6511,prosus,prosus n.v.,amsterdam,netherlands,0,"23,939",mr. bob  van dijk,doll_€153.86 b,"['netherlands', 'communicationservices', 'internetcontent&information', 'netherlandscommunicationservices', 'netherlandsinternetcontent&information']",doll_170.00 b
61,fa0b03cd54d74e55bb0c94a212d4593f,bristol myers squibb,bristol-myers squibb company,newyork,ny,1887,"32,200",dr. giovanni  caforio m.d.,doll_170.56 b,"['unitedstates', 'healthcare', 'drugmanufacturers—general', 'unitedstateshealthcare', 'unitedstatesdrugmanufacturers—general']",0
62,b3270d7f165a41d6b4dfb2f9c3c5b1da,texas instruments,texas instruments incorporated,dallas,tx,1930,"31,000",mr. richard k. templeton,doll_171.28 b,"['unitedstates', 'technology', 'semiconductors', 'unitedstatestechnology', 'unitedstatessemiconductors']",0
63,5551f4d39dd54f098a30f60563ecbf08,qualcomm,qualcomm incorporated,sandiego,ca,0,"45,000",mr. cristiano renno amon,doll_172.25 b,"['unitedstates', 'technology', 'semiconductors', 'unitedstatestechnology', 'unitedstatessemiconductors']",0
64,d3e3cc8701184711a65caa315e7672b3,at&t,at&t inc.,dallas,tx,0,"203,000",mr. john t. stankey,doll_175.88 b,"['unitedstates', 'communicationservices', 'telecomservices', 'unitedstatescommunicationservices', 'unitedstatestelecomservices']",0
65,d0fb585030704fb486df5220556447d6,union pacific,union pacific corporation,omaha,ne,1969,"29,905",mr. lance m. fritz,doll_184.19 b,"['unitedstates', 'industrials', 'railroads', 'unitedstatesindustrials', 'unitedstatesrailroads']",0
66,1e5fd37b5dc8467694d05ba9818bb1c9,catl,contemporary amperex technology co. ltd,ningde,china,0,"33,078",,doll_cn¥1.181 t,"['china', 'industrials', 'electricalequipment&parts', 'chinaindustrials', 'chinaelectricalequipment&parts']",doll_185.67 b
67,b18b5ddb38724ecbad98c28f761be9a5,china merchants bank,china merchants bank co ltd,shenzhen,china,0,"103,669",mr. huiyu  tian mpa,doll_cn¥1.183 t,"['china', 'financials', 'banks', 'chinafinancials', 'chinabanks']",doll_185.98 b
68,605f52a20ca44f2db1f42120e25bfaa8,mcdonald's,mcdonald's corporation,chicago,il,0,"100,000",mr. christopher j. kempczinski,doll_186.57 b,"['unitedstates', 'consumerdiscretionary', 'restaurants', 'unitedstatesconsumerdiscretionary', 'unitedstatesrestaurants']",0
69,2e51ab26ee8641288e02905cabe8246c,china construction bank,china construction bank corp,beijing,china,0,"373,814",,doll_cn¥1.205 t,"['china', 'financials', 'banks', 'chinafinancials', 'chinabanks']",doll_189.37 b
70,4d6df94b2f634a7e921bea9ac98cfcae,ups,"united parcel service, inc.",atlanta,ga,0,"267,890",ms. carol b. tome,doll_190.50 b,"['unitedstates', 'industrials', 'integratedfreight&logistics', 'unitedstatesindustrials', 'unitedstatesintegratedfreight&logistics']",0
71,a3ce4821fe3c42a49c1f093561c6fa44,salesforce,"salesforce.com, inc.",sanfrancisco,ca,0,"73,541",mr. marc r. benioff,doll_193.80 b,"['unitedstates', 'technology', 'software—application', 'unitedstatestechnology', 'unitedstatessoftware—application']",0
72,2515d535ec16499f9479e4820aee0455,adobe,adobe inc.,sanjose,ca,0,"25,988",mr. shantanu  narayen,doll_199.57 b,"['unitedstates', 'technology', 'software—infrastructure', 'unitedstatestechnology', 'unitedstatessoftware—infrastructure']",0
73,f1952638de7c4fb48b227585e992f75f,wells fargo,wells fargo & company,sanfrancisco,ca,1929,"247,848",mr. charles w. scharf,doll_200.01 b,"['unitedstates', 'financials', 'banks', 'unitedstatesfinancials', 'unitedstatesbanks']",0
74,44b5c6d4ffbd46d48bdc6d07602a86bf,intel,intel corporation,santaclara,ca,0,"121,100",mr. patrick p. gelsinger,doll_201.72 b,"['unitedstates', 'technology', 'semiconductors', 'unitedstatestechnology', 'unitedstatessemiconductors']",0
75,47e3c2f0101b4529b581c02b6d434c2b,astrazeneca,astrazeneca plc,cambridge,unitedkingdom,0,"83,100","mr. pascal  soriot d.v.m., m.b.a.",doll_£153.84 b,"['unitedkingdom', 'healthcare', 'drugmanufacturers—general', 'unitedkingdomhealthcare', 'unitedkingdomdrugmanufacturers—general']",doll_201.75 b
76,d8441ba3605d4a2dad2da9f358cf5844,novartis,novartis ag,basel,switzerland,0,"104,323",,doll_chf188.95 b,"['switzerland', 'healthcare', 'drugmanufacturers—general', 'switzerlandhealthcare', 'switzerlanddrugmanufacturers—general']",doll_204.13 b
77,10ccfac565114164b28cb1c54208bf82,shell,shell plc,london,unitedkingdom,0,"87,000",mr. ben  van beurden,doll_£158.36 b,"['unitedkingdom', 'energy', 'oil&gasintegrated', 'unitedkingdomenergy', 'unitedkingdomoil&gasintegrated']",doll_207.68 b
78,7e0d98f0d252401c8466c008ed1a7f9c,intuit,intuit inc.,mountainview,ca,1983,"13,500",mr. sasan k. goodarzi,doll_126.77 b,"['unitedstates', 'technology', 'software—application', 'unitedstatestechnology', 'unitedstatessoftware—application']",0
79,66fcda18df194531a026efadb889ca67,amd,"advanced micro devices, inc.",santaclara,ca,0,"15,500",dr. lisa t. su ph.d.,doll_128.29 b,"['unitedstates', 'technology', 'semiconductors', 'unitedstatestechnology', 'unitedstatessemiconductors']",0
80,d6a8e37c680244f086789ea3b64c09f6,john deere,deere & company,moline,il,1837,"75,550",mr. john c. may ii,doll_130.31 b,"['unitedstates', 'industrials', 'farm&heavyconstructionmachinery', 'unitedstatesindustrials', 'unitedstatesfarm&heavyconstructionmachinery']",0
81,0642427e7e5a4b51919bacb0a956021f,sanofi,,paris,france,1973,"95,442",mr. paul  hudson,doll_€119.73 b,"['france', 'healthcare', 'drugmanufacturers—general', 'francehealthcare', 'francedrugmanufacturers—general']",doll_132.29 b
82,7638f029010b4a5d874138c6b675312f,paypal,"paypal holdings, inc.",sanjose,ca,0,"30,900",mr. daniel h. schulman,doll_133.92 b,"['unitedstates', 'financials', 'creditservices', 'unitedstatesfinancials', 'unitedstatescreditservices']",0
83,3383e120042942a8b6587ca57334486b,sap,sap se,walldorf,germany,0,"107,415",mr. christian  klein,doll_€121.45 b,"['germany', 'technology', 'software—application', 'germanytechnology', 'germanysoftware—application']",doll_134.19 b
84,54d74430c64741f8a7c4ac1aab769dbf,ping an insurance,ping an insurance (group) company of china ltd,shenzhen,china,0,"355,982",mr. bo  yao,doll_cn¥854.25 b,"['china', 'financials', 'insurance—life', 'chinafinancials', 'chinainsurance—life']",doll_134.25 b
85,3eac726715c14d78b9b2a1b3eede2ba5,cvs health,cvs health corporation,woonsocket,ri,1963,"216,000",ms. karen sue lynch,doll_135.27 b,"['unitedstates', 'healthcare', 'healthcareplans', 'unitedstateshealthcare', 'unitedstateshealthcareplans']",0
86,905a9d90b67c4cf48a0f27dafc9a868a,conocophillips,,houston,tx,0,"9,900",mr. ryan m. lance,doll_136.32 b,"['unitedstates', 'energy', 'oil&gase&p', 'unitedstatesenergy', 'unitedstatesoil&gase&p']",0
87,74c63492f22f446286a7ad666ebce69f,honeywell,honeywell international inc.,charlotte,nc,1906,"99,000",mr. darius e. adamczyk,doll_136.48 b,"['unitedstates', 'industrials', 'specialtyindustrialmachinery', 'unitedstatesindustrials', 'unitedstatesspecialtyindustrialmachinery']",0
88,a2d9ca04ca054d26bcec0dcf5ba33546,totalenergies,totalenergies se,paris,france,0,"105,476",mr. patrick  pouyannã©,doll_€124.45 b,"['france', 'energy', 'oil&gasintegrated', 'franceenergy', 'franceoil&gasintegrated']",doll_137.50 b
89,672478a9f3464cda903aa83a90c78f64,china mobile,china mobile ltd,hongkong,hongkong,0,"449,934",mr. xin  dong,hkdoll_1.091 t,"['hongkong', 'communicationservices', 'telecomservices', 'hongkongcommunicationservices', 'hongkongtelecomservices']",doll_139.30 b
90,4cd5e76ffc2b4fa2b25171c92bc9ac19,hsbc,hsbc holdings plc,london,unitedkingdom,0,"219,697",mr. noel paul quinn,doll_£106.87 b,"['unitedkingdom', 'financials', 'banks', 'unitedkingdomfinancials', 'unitedkingdombanks']",doll_140.15 b
91,5ae17e597ace4ef6ab4c582285f8767f,bank of china,bank of china ltd,beijing,china,0,"309,084",,doll_cn¥898.61 b,"['china', 'financials', 'banks', 'chinafinancials', 'chinabanks']",doll_141.22 b
92,3da1aaf4b8fa4ea2af8e1011d6778c87,amgen,amgen inc.,thousandoaks,ca,0,"24,200",mr. robert a. bradway,doll_141.72 b,"['unitedstates', 'healthcare', 'drugmanufacturers—general', 'unitedstateshealthcare', 'unitedstatesdrugmanufacturers—general']",0
93,5a21a4a4762747f68e8b7090a2b7e49e,lowe's,"lowe's companies, inc.",mooresville,nc,0,"300,000",mr. marvin r. ellison,doll_143.77 b,"['unitedstates', 'consumerdiscretionary', 'homeimprovementretail', 'unitedstatesconsumerdiscretionary', 'unitedstateshomeimprovementretail']",0
94,ae0ee957cf574178b372ba5af7ec40c1,commbank,commonwealth bank of australia,sydney,nsw,0,"47,532",mr. matthew  comyn,adoll_192.42 b,"['australia', 'financials', 'banks', 'australiafinancials', 'australiabanks']",doll_144.32 b
95,a41e65926220419e9ca5c40fcb3048fe,petrochina,petrochina company limited,beijing,china,0,"432,003",,doll_cn¥919.47 b,"['china', 'energy', 'oil&gasintegrated', 'chinaenergy', 'chinaoil&gasintegrated']",doll_144.50 b
96,00a4f69ae45c4b90967c76679cbdb130,td bank,toronto-dominion bank,toronto,on,0,"90,000",mr. bharat b. masrani,cdoll_182.02 b,"['canada', 'financials', 'banks', 'canadafinancials', 'canadabanks']",doll_145.41 b
97,eb4ff9df4e6e400584f7deb9134baa7c,hermès,hermès international sca,paris,france,1837,"17,595",,doll_€134.84 b,"['france', 'consumerdiscretionary', 'luxurygoods', 'franceconsumerdiscretionary', 'franceluxurygoods']",doll_148.98 b
98,cec4cef32cf84d198e33691bd8d446f5,american express,american express company,newyork,ny,0,"64,000",mr. stephen joseph squeri,doll_150.76 b,"['unitedstates', 'financials', 'creditservices', 'unitedstatesfinancials', 'unitedstatescreditservices']",0
99,b3d14cdb1b394c50b4f9bc1131465098,raytheon technologies,raytheon technologies corporation,waltham,ma,2020,"174,000",mr. gregory j. hayes,doll_150.96 b,"['unitedstates', 'industrials', 'aerospace&defense', 'unitedstatesindustrials', 'unitedstatesaerospace&defense']",0
100,df9d3c1e6c6841c9a2cf5e32f491dc55,china life insurance company limited,,,,0,,,doll_97.31 b,"['china', 'financials', 'insurance—life', 'chinafinancials', 'chinainsurance—life']",0
101,ed19bcc29d7c429da26d3cd15b6c5323,airbus,airbus se,leiden,netherlands,0,"121,056",mr. guillaume m.j.d faury,doll_€88.16 b,"['netherlands', 'industrials', 'aerospace&defense', 'netherlandsindustrials', 'netherlandsaerospace&defense']",doll_97.41 b
102,8f94e649f8bf404aa9d0bc8d7da8f904,petróleo brasileiro s.a. - petrobras,,riodejaneiro,rj,0,"46,416",mr. joaquim silva e luna,doll_98.37 b,"['brazil', 'energy', 'oil&gasintegrated', 'brazilenergy', 'braziloil&gasintegrated']",0
103,a603e768da8b4933a4b11a3b1d0c7599,allianz se,,munich,germany,0,"155,411",mr. oliver  bate,doll_€89.12 b,"['germany', 'financials', 'insurance—diversified', 'germanyfinancials', 'germanyinsurance—diversified']",doll_98.47 b
104,f0ae3264aeb34cc382e05d5fef87acaf,chubb limited,,zurich,switzerland,0,"31,000",mr. evan g. greenberg,doll_98.57 b,"['switzerland', 'financials', 'insurance—property&casualty', 'switzerlandfinancials', 'switzerlandinsurance—property&casualty']",0
105,eef76856670946b09e226c58fec6ea0f,daimler ag,,stuttgart,germany,0,"289,282",mr. ola  kallenius,doll_€86.86 b,"['germany', 'consumerdiscretionary', 'automanufacturers', 'germanyconsumerdiscretionary', 'germanyautomanufacturers']",doll_98.79 b
