_id,ltable_ID,rtable_ID,ltable_name,ltable_country,ltable_headquarters,ltable_address,ltable_founded,ltable_employees,ltable_market_cap,ltable_revenue,ltable_profit,ltable_industry,ltable_sector,ltable_categories,ltable_ceo,rtable_name,rtable_country,rtable_headquarters,rtable_address,rtable_founded,rtable_employees,rtable_market_cap,rtable_revenue,rtable_profit,rtable_industry,rtable_sector,rtable_categories,rtable_ceo
7523,37492,9548,united industrial corporation,singapore,,,,,doll_2.39 b,,,,,,;,united nations,,,,1945.0,,,,,other,,,;
17247,67020,23845,union pacific corporation,,,,,30.582,doll_132.65 b,doll_22.68 b,doll_9.12 b,,,,;,universal corporation,united states,,,,,doll_1.33 b,,,,,tobacco ,;
25883,23547,31350,u.s. silica,united states,,,,,doll_0.94 b,,,,,mining ,;,u.s. physical therapy,united states,,,,,doll_1.16 b,,,,,,;
27025,25983,33065,urogen pharma,united states,,,,,doll_0.20 b,,,,,pharmaceuticals biotech ,;,urogen pharma,united states,,,,,doll_0.19 b,,,,,,;
45863,50458,52765,u.s. steel,united states,,,,,doll_5.75 b,,,,,,;,u.s. physical therapy,united states,,,,,doll_1.13 b,,,,,,;
53083,40042,58790,urban one,united states,,,,,doll_230.0 m,,,,,,;,urban outfitters,united states,,,,,doll_2.48 b,,,,,,;
72227,59481,92973,uct (ultra clean holdings),united states,,,,,doll_1.48 b,,,,,,;,united airlines holdings,united states,,,,,doll_16.81 b,doll_28.98 b,doll_-1.98 b,,,,;
74770,53398,94973,united fire group,united states,,,,,doll_0.65 b,,,,,,;,united airlines holdings,united states,,,,,doll_16.81 b,doll_28.98 b,,,,,;
84330,116712,116668,u & i drinks ltd,,,,,,,,,,,,;,u a logistics ltd,,,,,,,,,,,,;
85888,176732,116671,uk commercial property reit limited,uk,,,not found,,,296 million usd,,['property investments'],,,not found;,u and a limited,,,,,,,,,,,,;
91136,116896,116684,u dentistry limited,,,,,,,,,,,,;,u and a property investments limited,,,,,,,,,,,,;
116163,116747,116744,u & j concepts ltd,,,,,,,,,,,,;,u & i team properties ltd,,,,,,,,,,,,;
122863,116898,116760,u deserve it 2 ltd,,,,,,,,,,,,;,u and m consultants ltd,,,,,,,,,,,,;
