_id,ltable_ID,rtable_ID,ltable_name,ltable_country,ltable_headquarters,ltable_address,ltable_founded,ltable_employees,ltable_market_cap,ltable_revenue,ltable_profit,ltable_industry,ltable_sector,ltable_categories,ltable_ceo,rtable_name,rtable_country,rtable_headquarters,rtable_address,rtable_founded,rtable_employees,rtable_market_cap,rtable_revenue,rtable_profit,rtable_industry,rtable_sector,rtable_categories,rtable_ceo
52406,100964,5489,abylon consulting,hungary,,,,7.0,,doll_1.72 m,,,technology,,;,advanced technology consulting service,,,,2000.0,,,,,it services & consulting,,,;
83290,179149,8775,air one,,fiumicino,,1983.0,,,,,consumer services,airlines,,;,air force school,,,,1955.0,,,,,education & training,,,;
106027,59230,14791,alamo group,united states,,,,,doll_1.79 b,,,,,,;,american financial group,united states,,,,,doll_11.64 b,,,,,,;
110898,151545,15749,alabama power company,united states,,,,,doll_3.07 b,,doll_1.15 b,,,,;,alkaline water company,united states,,,,,doll_35.87 m,,,,,['beverages'],;
143757,63821,21663,american resources corp,,,,,11.0,doll_0.10 b,doll_39.32 m,-doll_18.15 m,,,,;,american homes 4 rent,united states,,,,,doll_13.23 b,,,,,real-estate investment ,;
183337,55458,25716,american tower,united states,,,,,doll_103.08 b,,,,,,;,american national bank & trust company,united states,,,,,doll_0.38 b,,,,,banks financial-services ,;
198493,62914,26995,american virtual cloud,,,,,356.0,doll_23.04 m,-doll_49.64 m,-doll_86.89 m,,,,;,american tower,united states,,,,,doll_108.39 b,,,,,,;
262751,74019,33781,arecor therapeutics plc,united kingdom,,,,,doll_142.4 m,,,biotechnology,healthcare,,;,agex therapeutics,united states,,,,,doll_27.81 m,,,,,,;
277414,41997,35192,air lease corporation,united states,,,,,doll_4.20 b,,,,,[],;,apache corporation,united states,,,,,doll_13.78 b,,,,,,;
331024,55007,40953,aquestive therapeutics,united states,,,,,doll_49.82 m,,,,,,;,agex therapeutics,united states,,,,,doll_22.76 m,,,,,,;
398990,16768,52776,american public education,united states,,,,,doll_0.23 b,,,,,['education'],;,american axle & manufacturing,united states,,,,,doll_1.12 b,,,,,,;
412542,178221,54054,astra ab,,södertälje,,1913.0,,,,,health care,pharmaceuticals,,;,astra microwave,india,,,,,doll_0.32 b,,,,,,;
458773,61622,58885,amn healthcare services,,,,,3.8,doll_4.50 b,doll_5.48 b,doll_0.69 b,,,,;,alignment healthcare,united states,,,,,doll_2.32 b,,,,,,;
516900,31728,64711,aktia bank,finland,,,,,doll_0.84 b,,,,,,;,agricultural bank of china,,,,,455.174,doll_149.59 b,doll_111.84 b,doll_45.19 b,,,,;
574115,146934,70291,amphenol corporation,united states,,,,,doll_49.11 b,,doll_1.59 b,,,,richard adam norwitt;,american tower corporation (reit),united states,,,,,doll_115.11 b,,,reit—specialty,real estate,,;
680623,31969,92321,american vanguard,united states,,,,,doll_0.68 b,,,,,,;,american international group,united states,,,,,doll_48.73 b,doll_52.06 b,doll_9.39 b,,,,;
767516,110963,110597,a & a bau limited,,,stronhouse 100pallmall london england sw1y5ea,,,,,,,,,;,a a & s investments llp,,,clarkenicklinhousebrooksdrive cheadleroyalbusinesspark cheadle england sk83td,,,,,,,,,;
770380,110675,110601,a a cooper ltd,,,suite5 1-2leonardplacewesterhamroad keston kent england br26hq,,,,,,,,,;,a a and z properties ltd,,,7beechcroftavenue newcastleupontyne england ne34sl,,,,,,,,,;
771779,123123,110602,abysse uk ltd,united kingdom,,,,,,,,,,,;,a. a. annoh ltd.,,,beacon spaces4500parkwaysolentbusinesspark whiteley hampshire po157az,,,,,,,,,;
835829,110874,110680,a allman independent social work consultancy limited,,,154goddardavenue hull england hu52bp,,,,,,,,,;,a a croydon holdings limited,,,room74oaksroad coombefarm croydon england cr05hl,,,,,,,,,;
849135,121414,110696,alun griffiths (contractors) limited,united kingdom,,,,,,,,,,,;,a a developments cornwall limited,,,theoldstables grampound truro england tr24sp,,,,,,,,,;
868459,112787,110720,all about eve ltd,,,,,,,,,,,,;,a aesthetics treatments ltd,,,1chisholmterrace westwick weston-super-mare england bs247ge,,,,,,,,,;
873042,110705,110726,a a d surveying services limited,,,47jeromeroad suttoncoldfield b721sr,,,,,,,,,;,a a fencing limited,,,39beechavenue sidcup kent da158nh,,,,,,,,,;
883416,149272,110738,astral limited,india,,,,,doll_6.56 b,,doll_62.0 m,,,,;,a a garden services limited,,,16berrylane longridge preston pr33ja,,,,,,,,,;
900210,110639,110758,a abu limited,,,522greenlane iiford essex england ig39lj,,,,,,,,,;,a a hair ltd,,,8oxfordroad kidlington england ox51aa,,,,,,,,,;
939137,110626,110802,a a b electrical and plumbing contractors ltd,,,35foxleylane purley england cr83eh,,,,,,,,,;,a a homes and housing(trafalgar) ltd,,,coombefarm oaksroad croydon england cr05hl,,,,,,,,,;
958757,110663,110826,a acklam (consulting) ltd,,,6townsendway metheringham lincoln ln43gb,,,,,,,,,;,a ajadi property management ltd,,,flat31395morrisonstreet glasgow unitedkingdom g58bs,,,,,,,,,;
961050,114022,110828,advice finances ltd,,,,,,,,,,,,;,a a j building services ltd,,,48boundaryroad carshalton england sm54ad,,,,,,,,,;
977380,112664,110848,all aboard consulting ltd,,,,,,,,,,,,;,a. alderson electrical ltd,,,33quarryclose kirkbystephen cumbria unitedkingdom ca174ss,,,,,,,,,;
1027552,63275,110909,aris water solutions,,,,,148.0,doll_1.35 b,doll_0.30 b,doll_35.72 m,,,,;,a a medical finance solutions limited,,,1623warwickroad knowle solihull westmidlands b939lf,,,,,,,,,;
1030548,112790,110912,all about eve bridals limited,,,,,,,,,,,,;,a a.michaelides limited,,,1stfloorglobalhouse 299-303ballardslane london n128np,,,,,,,,,;
1089586,110958,112659,a & a automotive services ltd,,,45acheadleroad cheadlehulme cheadle england sk85eu,,,,,,,,,;,all aboard horsebox hire ltd,,,,,,,,,,,,;
1200962,112967,112802,all about the detail joinery limited,,,,,,,,,,,,;,all about fencing ltd,,,,,,,,,,,,;
1205605,112967,112808,all about the detail joinery limited,,,,,,,,,,,,;,all about flights limited,,,,,,,,,,,,;
1229418,110929,112839,a a naji transport limited,,,24greenwood birmingham england b258yu,,,,,,,,,;,all about hands limited,,,,,,,,,,,,;
1270429,112944,112892,all about sneakers ltd,,,,,,,,,,,,;,all about outdoor living limited,,,,,,,,,,,,;
1284218,112727,112910,all about bulk limited,,,,,,,,,,,,;,all about recruitment ltd,,,,,,,,,,,,;
1311155,110954,112944,a & a assets ltd,,,28shaftesburycircle harrow england ha20at,,,,,,,,,;,all about sneakers ltd,,,,,,,,,,,,;
1314802,110568,112949,a limited,,,38springfieldroad gillingham kent england me71yj,,,,,,,,,;,all about stem events limited,,,,,,,,,,,,;
