_id,ltable_ID,rtable_ID,ltable_name,ltable_country,ltable_headquarters,ltable_address,ltable_founded,ltable_employees,ltable_market_cap,ltable_revenue,ltable_profit,ltable_industry,ltable_sector,ltable_categories,ltable_ceo,rtable_name,rtable_country,rtable_headquarters,rtable_address,rtable_founded,rtable_employees,rtable_market_cap,rtable_revenue,rtable_profit,rtable_industry,rtable_sector,rtable_categories,rtable_ceo
34908,180867,19792,pewag group,,klagenfurt,,1479.0,,,,,industrials,industrial machinery,,;,pennon group,united-kingdom,,,,,doll_2.93 b,,,,,utility-companies ,;
92183,63229,38004,provident bancorp,,,,,170.0,doll_0.13 b,doll_74.36 m,doll_27.18 m,,,,;,provident financial services,united states,,,,,doll_1.64 b,,,,,,;
167331,180142,65242,posti group,,helsinki,,1638.0,,,,,logistics,delivery services,,;,prestige group,,,,,9.024,doll_2.16 b,doll_0.88 b,doll_0.30 b,,,,;
175014,156913,69481,pt kimia farma (persero) tbk,indonesia,,,,,doll_949.0 m,,0.0,,,,;,pt bank central asia tbk,indonesia,,,,,doll_71.91 b,,,banks,financials,,;
176404,111608,69706,p. a. devlyn (financial services) ltd,,,69-71kilburnhighroad london nw66hy,,,,,,,,,;,poly developments and holdings group co. ltd,china,,,,,doll_33.64 b,,,real estate—development,real estate,,;
180321,111765,70257,p & a construction (cambridge) limited,,,normanscorner 41churchlane fulbourn cambridge cambridgeshire cb215ep,,,,,,,,,;,petrochina company limited,china,,,,,doll_144.5 b,,,oil & gas integrated,energy,,;
194895,62240,73251,par pacific holdings,,,,,1.336,doll_1.42 b,doll_6.80 b,doll_0.35 b,,,,;,pershing square holdings ord,united kingdom,,,,,doll_7.88 b,,,asset management,financials,,;
203377,111690,74049,p a j consultants ltd,,,71-75sheltonstreet london greaterlondon unitedkingdom wc2h9jq,,,,,,,,,;,petronor e&p ltd,united kingdom,,,,,0,,,oil & gas e&p,energy,,;
216071,23979,93051,par pacific holdings,united states,,,,,doll_1.47 b,,,,,energy infrastructure ,;,phoenix group holdings,united kingdom,,,,,doll_7.93 b,doll_33.53 b,doll_-1.18 b,,,,;
257339,118804,111534,p & ag consulting limited,,,,,,,,,,,,;,p a beaumont limited,,,6heyvillecroft kenilworth warwickshire cv82sr,,,,,,,,,;
266339,118682,111545,p a h interiors ltd,,,,,,,,,,,,;,p a bristow limited,,,thecolumns heckingtonroad greathale sleaford lincolnshire ng349jt,,,,,,,,,;
268974,118833,111548,p & a lloyd consulting limited,,,,,,,,,,,,;,p a brown & company ltd,,,16abbeymeadows morpeth england ne612bd,,,,,,,,,;
287955,144276,111570,perseus mining limited,australia,,,,,doll_1.41 m,,,,,,;,p a c management company (exeter) limited,,,20queenstreet exeter england ex43sn,,,,,,,,,;
304598,118869,111590,p & a property & finance ltd,,,,,,,,,,,,;,p a creative technical ltd,,,wilsonfieldlimitedthemanorhouse 260ecclesallroadsouth sheffield southyorkshire s119ps,,,,,,,,,;
305543,111587,111592,p a cox trading limited,,,70newburyroadnewburyroad ipswich suffolk england ip45ey,,,,,,,,,;,p a crocker limited,,,95-97highstreet margate kent ct91jt,,,,,,,,,;
337584,111619,111630,p a electrical (grimsby) limited,,,1stfloor43grimsbyroad cleethorpes northeastlincolnshire dn357aq,,,,,,,,,;,p a f engineering services limited,,,94candlishstreet southshields tyneandwear england ne333jp,,,,,,,,,;
370236,118708,111668,p akhtar ltd,,,,,,,,,,,,;,p a haualge limited,,,flat34kempseyhouse kitwelllane birmingham england b324ah,,,,,,,,,;
375329,138346,111674,pilbara minerals limited,australia,,,,,doll_4.82 m,,,,,,;,p a hire limited,,,40unit2 technologycentre 40vulcanroadsouth norwich england nr66af,,,,,,,,,;
380051,118579,111680,p a c manufacturing limited,,,,,,,,,,,,;,p a hydraulics (n.e.) ltd,,,unit19jairportindustrialestate kingstonpark newcastleupontyne unitedkingdom ne32ef,,,,,,,,,;
385548,111616,111687,p a edwards limited,,,16prospectroad leek staffordshire st135bx,,,,,,,,,;,p airey tail lifts limited,,,11-13pacificchambers11-13pacificchambers liverpool england l25qq,,,,,,,,,;
392603,118602,111696,p a cox trading limited,,,,,,,,,,,,;,p a jones limited,,,98meadowlane coalville leicestershire unitedkingdom le674dp,,,,,,,,,;
401345,111515,111707,p a a construction ltd,,,43humesavenue hanwell w72lj,,,,,,,,,;,p a kilby enterprises limited,,,janaysecsuite2 unit2bradburyscourt lyonroad harrow england ha12by,,,,,,,,,;
503639,111591,111827,p a cremin ltd,,,thorngreenfarm thorn dunstable bedfordshire unitedkingdom lu56jh,,,,,,,,,;,p & a lamb consulting ltd,,,10ansonroaddenton manchester unitedkingdom m342hl,,,,,,,,,;
511219,111654,111836,p. a. goudie consultancy limited,,,paulgoudie churchgreenhouse churchgreen dunsfold surrey gu84lt,,,,,,,,,;,p & a maintenance ltd,,,5brooksbylane nottingham england ng118hl,,,,,,,,,;
522746,118716,111849,p. a. knight builders limited,,,,,,,,,,,,;,p & a moore ltd,,,unit1thesidings victoriaavenueindustrialestate swanage dorset unitedkingdom bh191au,,,,,,,,,;
526097,118776,111853,p & a contracts (uki) ltd,,,,,,,,,,,,;,p & a multi trader limited,,,34pellipargardens london england se185eg,,,,,,,,,;
589905,118712,118552,p a k consultants limited,,,,,,,,,,,,;,p a blevins & co ltd,,,,,,,,,,,,;
596659,118772,118560,p & a construction (cambridge) limited,,,,,,,,,,,,;,p a burke administration services ltd,,,,,,,,,,,,;
610941,111792,118577,p & a francis properties limited,,,3hagleycourtsouth waterfronteast levelstreet brierleyhill unitedkingdom dy51xe,,,,,,,,,;,p a chambers & associates limited,,,,,,,,,,,,;
630439,118742,118600,p a meade ltd,,,,,,,,,,,,;,p a creative technical ltd,,,,,,,,,,,,;
652553,118536,118627,p a arden & son limited,,,,,,,,,,,,;,p a electrical (midlands) limited,,,,,,,,,,,,;
661973,118604,118638,p a c t construction consultancy limited,,,,,,,,,,,,;,p a evans electrical limited,,,,,,,,,,,,;
666543,118869,118643,p & a property & finance ltd,,,,,,,,,,,,;,p a fencing limited,,,,,,,,,,,,;
672084,111855,118650,p. & a. packing (northern) limited,,,4huntsmandrive irlam manchester england m445eg,,,,,,,,,;,p a flooring ltd,,,,,,,,,,,,;
709127,118641,118694,p a f engineering services limited,,,,,,,,,,,,;,p a j consultants ltd,,,,,,,,,,,,;
734561,118673,118724,p a hannah heating and plumbing limited,,,,,,,,,,,,;,p a lambert limited,,,,,,,,,,,,;
