_id,ltable_ID,rtable_ID,ltable_name,ltable_country,ltable_headquarters,ltable_address,ltable_founded,ltable_employees,ltable_market_cap,ltable_revenue,ltable_profit,ltable_industry,ltable_sector,ltable_categories,ltable_ceo,rtable_name,rtable_country,rtable_headquarters,rtable_address,rtable_founded,rtable_employees,rtable_market_cap,rtable_revenue,rtable_profit,rtable_industry,rtable_sector,rtable_categories,rtable_ceo
90,30112,75,delhivery,india,,,,,doll_2.87 b,,,,,,;,delhivery,,,,2011.0,,,,,logistics,,,;
869,123653,486,dorchester group limited,united kingdom,,,,,,,,,,,;,dainik bhaskar group of publication,,,,1958.0,,,,,printing & publishing,,,;
3386,94081,3717,digital china group,china,,,,,doll_1.42 b,doll_18.96 b,doll_36.9 m,,,,;,dataflow group,,,,2018.0,,,,,it services & consulting,,,;
3604,20034,3920,dunelm group,united-kingdom,,,,,doll_2.63 b,,,,,retail ,;,dalmia bharat group,,,,1939.0,,,,,building material,,,;
5658,120338,5417,doble engineering company,united states,,,,,,,,,,,;,das offshore engineering,,,,1992.0,,,,,industrial machinery,,,;
7523,5855,6681,donear industries,,,,1977.0,,,,,fashion & textile,,,;,dollar industries,,,,1996.0,,,,,fashion & textile,,,;
7976,74038,7232,d4t4 solutions plc,united kingdom,,,,,doll_135.1 m,,,softwareapplication,technology,,;,delta power solutions,,,,1971.0,,,,,electronics manufacturing,,,;
7988,118510,7232,damp home solutions ltd,,,,,,,,,,,,;,delta power solutions,,,,1971.0,,,,,electronics manufacturing,,,;
8172,7232,7368,delta power solutions,,,,1971.0,,,,,electronics manufacturing,,,;,decon telecom solutions,,,,1993.0,,,,,telecom,,,;
10498,38091,9105,digital turbine,united states,,,,,doll_1.54 b,,,,,,;,digital aptech,,,,2012.0,,,,,it services & consulting,,,;
10713,151684,9169,daiwa office investment corporation,japan,,,,,doll_2.96 b,,doll_105.0 m,,,,;,dedicated freight corridor corporation of india,,,,2006.0,,,,,government,,,;
