_id,ltable_ID,rtable_ID,ltable_name,ltable_country,ltable_headquarters,ltable_address,ltable_founded,ltable_employees,ltable_market_cap,ltable_revenue,ltable_profit,ltable_industry,ltable_sector,ltable_categories,ltable_ceo,rtable_name,rtable_country,rtable_headquarters,rtable_address,rtable_founded,rtable_employees,rtable_market_cap,rtable_revenue,rtable_profit,rtable_industry,rtable_sector,rtable_categories,rtable_ceo
269,7781,466,kotak mahindra general insurance,,,,2015.0,,,,,insurance,,,;,kotak securities,,,,1994.0,,,,,financial services,,,;
402,53594,838,kirloskar ferrous industries,india,,,,,doll_0.54 b,,,,,,;,kirloskar brothers,,,,1888.0,,,,,industrial machinery,,,;
5467,9103,8743,kotak education foundation,,,,2007.0,,,,,non-profit,,,;,kumon india education,,,,2004.0,,,,,education & training,,,;
6092,9243,9243,kipi.bi,,,,0.0,,,,,it services & consulting,,,;,kipi.bi,,,,0.0,,,,,it services & consulting,,,;
6197,9516,9516,kccec,,,,1967.0,,,,,engineering & construction,,,;,kccec,,,,1967.0,,,,,engineering & construction,,,;
6522,1125,11609,kalpataru group,,,,1969.0,,,,,real estate,,,;,kk group,china,,,2014.0,,,,,e-commerce & direct-to-consumer,,,;
7100,55540,13994,kddi,japan,,,,,doll_67.03 b,,,,,,;,kddi,japan,,,,,doll_65.19 b,,,,,['telecommunication'],;
9658,20538,20538,krones,germany,,,,,doll_3.67 b,,,,,none,;,krones,germany,,,,,doll_3.67 b,,,,,none,;
16221,5174,28828,kgk group,,,,1905.0,,,,,jewellery,,,;,kinsale capital group,united states,,,,,doll_6.71 b,,,,,,;
19380,184271,33008,kbc group,,brussels,,1935.0,,,,,financial services,,,;,kandi technologies group,china,,,,,doll_0.21 b,,,,,,;
20838,181587,34694,kone,,helsinki,,1910.0,,,,,industrials,industrial machinery,,;,kone,finland,,,,,doll_27.49 b,,,,,,;
23635,151789,37601,kajaria ceramics,india,,,,,doll_2.88 b,,doll_47.0 m,,,,;,kajaria ceramics,india,,,,,doll_2.23 b,,,,,,;
24024,2856,38299,kellton tech solutions,,,,1993.0,,,,,it services & consulting,,,;,kratos defense & security solutions,united states,,,,,doll_1.32 b,,,,,,;
24701,65265,39277,karur vysya bank,,,,,6.761,doll_1.04 b,doll_0.49 b,doll_0.15 b,,,,;,karnataka bank,india,,,,,doll_560.0 m,,,,,,;
29037,26888,48349,kweichow moutai,china,,,,,doll_358.62 b,,,,,,;,kweichow moutai,china,,,,,doll_322.17 b,,,,,,;
31455,145912,51141,korea petrochemical ind,south korea,,,,,doll_1.23 m,,,,,,;,korea aerospace industries,s. korea,,,,,doll_3.61 b,,,,,,;
33498,150793,54641,kirby corporation,united states,,,,,doll_3.83 b,,doll_-246.0 m,,,,;,kopin corporation,united states,,,,,doll_0.13 b,,,,,,;
34244,92700,55741,kinder morgan,united states,,,,,doll_43.42 b,doll_16.61 b,doll_1.03 b,,,,;,kinder morgan,united states,,,,,doll_41.89 b,,,,,,;
37218,147395,59033,kingspan group,ireland,,,,,doll_25.07 b,,doll_611.0 m,,,,;,kindred group,,,,,,doll_2.08 b,,,,,,;
37255,24640,59043,kajaria ceramics,india,,,,,doll_2.09 b,,,,,none,;,kajaria ceramics,india,,,,,doll_2.06 b,,,,,,;
38411,39955,61293,kimball international,united states,,,,,doll_260.0 m,,,,,,;,kimball international,united states,,,,,doll_0.26 b,,,,,,;
42911,66360,66304,kingfisher,,,,,81.71,doll_6.29 b,doll_17.66 b,doll_1.54 b,,,,;,kingfisher,,,,,81.71,doll_6.29 b,doll_17.66 b,doll_1.54 b,,,,;
44194,72581,69581,kimberly-clark corporation,united states,,,,,doll_43.21 b,,,household & personal products,consumer staples,,;,kimberly-clark corporation,united states,,,,,doll_43.21 b,,,household & personal products,consumer staples,,;
46218,72826,70756,koninklijke philips n.v.,netherlands,,,,,doll_27.89 b,,,diagnostics & research,healthcare,,;,koninklijke dsm n.v.,netherlands,,,,,doll_31.25 b,,,specialty chemicals,basic materials,,;
52261,113115,88936,kgh surfacing limited,,,,,,,,,,,,;,kkv secured loan fund limited,,not found,,,not found,doll_77.6 m,,,,,,not found;
52344,136368,92485,kkr & co,united states,,,,,doll_37.48 m,,,,,,henry r. kravis;,kkr,united states,,,,,doll_30.6 b,doll_19.02 b,doll_4.67 b,,,,;
56129,67389,94700,kinder morgan,,,,,10.529,doll_43.25 b,doll_18.89 b,doll_3.90 b,,,,;,kinder morgan,united states,,,,,doll_43.42 b,doll_16.61 b,,,,,;
58869,184271,101582,kbc group,,brussels,,1935.0,,,,,financial services,,,;,kg group,india,,,,1805,,doll_26.63 m,,,technology,,;
60022,118528,104509,key west property group ltd,,,,,,,,,,,,;,kerris group,poland,,,,35,,doll_1.66 m,,,advertising,,;
60708,118528,110995,key west property group ltd,,,,,,,,,,,,;,kennedy logistics ltd,,,24badgersclose bugbrooke northampton england nn73ba,,,,,,,,,;
61828,18257,117802,kratos defense & security solutions,united states,,,,,doll_1.33 b,,,,,['defense contractors'],;,kent scaffolding & access solutions ltd,,,,,,,,,,,,;
62997,121830,121097,keller holdings limited,united kingdom,,,,,,,,,,,;,kepler group emea limited,united kingdom,,,,,,,,,,,;
65141,121941,123754,keltbray environmental materials management limited,united kingdom,,,,,,,,,,,;,kalon biological limited,united kingdom,,,,,,,,,,,;
65732,124330,124142,king street capital management careers,,,,1995.0,,,,,investment management,,,;,kryalos asset management srl,italy,,,,,,,,,,,;
66169,124590,124340,kanarys careers,,,,2018.0,,,,,information technology & services,,,;,keysight technologies careers,,,,2014.0,,,,,computer hardware,,,;
73633,137188,138649,kikkoman corporation,japan,,,,,doll_14.57 m,,,,,,yuzaburo mogi;,konami holdings corporation,japan,,,,,doll_8.4 m,,,,,,;
83451,131843,144038,kwg group holdings,china,,,,,,,352 million usd,real estate,,,;,kk group,china,,,,,doll_0.007693 t,,,,,,;
86986,142166,146821,knowles corporation,united states,,,,,doll_1.84 m,,,,,,;,kla corporation,united states,,,,,doll_63.21 b,,doll_3.32 b,,,,richard p. wallace;
87687,50356,147117,kakao pay,s. korea,,,,,doll_6.20 b,,,,,,;,kakao,south korea,,,,,doll_36.17 b,,doll_1.14 b,,,,yeo min-soo;
88248,140916,147319,kewpie corporation,japan,,,,,doll_3.38 m,,,,,,;,kubota corporation,japan,,,,,doll_27.15 b,,doll_1.44 b,,,,masatoshi kimata;
92745,128174,149534,kojamo oyj,finland,,,,296,,,doll_1.128 m,real estate,,,;,kojamo oyj,finland,,,,,doll_5.87 b,,doll_1.13 b,,,,;
93153,19253,149697,kumho petrochemical,south korea,,,,,doll_3.07 b,,,,,['chemicals'],;,kumho petrochemical,south korea,,,,,doll_5.5 b,,doll_1.6 b,,,,;
96910,102003,152005,kitanotatsujin corporation,japan,,,,176,,doll_86.82 m,,,chemicals,,;,keikyu corporation,japan,,,,,doll_2.72 b,,doll_91.0 m,,,,;
97041,88815,152134,keystone positive change investment trust plc,,not found,,,not found,doll_143.4 m,,,,,,not found;,kenedix office investment corporation,japan,,,,,doll_2.62 b,,doll_94.0 m,,,,;
97532,149496,152391,kt corporation,south korea,,,,,doll_5.94 b,,doll_1.1 b,,,,;,kcc corporation,south korea,,,,,doll_2.42 b,,doll_-34.0 m,,,,;
98721,121830,152896,keller holdings limited,united kingdom,,,,,,,,,,,;,kkr acquisition holdings i corp.,united states,,,,,0.0,,0.0,,,,;
99675,114197,153414,kohi finances limited,,,,,,,,,,,,;,krishna institute of medical sciences limited,india,,,,,0.0,,0.0,,,,;
100091,182561,153743,kingspan group,,dublin,,1966.0,,,,,industrials,building materials,,;,keda group,china,,,,,doll_1.74 b,,0.0,,,,;
106203,167671,167671,komercni banka,czech republic,,,,,,0 million usd,,,financial services,,;,komercni banka,czech republic,,,,,,0 million usd,,,financial services,,;
109043,48693,181019,kotak mahindra bank,india,,,,,doll_44.96 b,,,,,,;,keytrade bank,,brussels,,1998.0,,,,,financials,investment services,,;
