_id,ltable_ID,rtable_ID,ltable_name,ltable_country,ltable_headquarters,ltable_address,ltable_founded,ltable_employees,ltable_market_cap,ltable_revenue,ltable_profit,ltable_industry,ltable_sector,ltable_categories,ltable_ceo,rtable_name,rtable_country,rtable_headquarters,rtable_address,rtable_founded,rtable_employees,rtable_market_cap,rtable_revenue,rtable_profit,rtable_industry,rtable_sector,rtable_categories,rtable_ceo
1033,93871,2151,world fuel services,united states,,,,,doll_1.72 b,doll_31.3 b,doll_73.6 m,,,,;,worldline global services,,,,1974.0,,,,,it services & consulting,,,;
2954,100352,6594,wave life sciences,singapore,,,,301.0,,doll_15.84 m,,,health,,;,willowood crop sciences,,,,2012.0,,,,,agriculture,,,;
3181,9896,6987,wunderman thompson commerce,,,,1989.0,,,,,it services & consulting,,,;,wunderman,,,,1958.0,,,,,marketing & advertising,,,;
3746,153644,7388,west holdings corporation,japan,,,,,doll_1.77 b,,doll_47.0 m,,,,;,west bengal power development corporation,,,,1985.0,,,,,power,,,;
4064,28192,8805,western digital,united states,,,,,doll_11.82 b,,,,,,;,western railway,,,,1855.0,,,,,railways,,,;
5327,142820,14597,world fuel services corporation,united states,,,,,doll_2.06 m,,,,,,;,waters corporation,united states,,,,,doll_20.63 b,,,,,,;
10804,34685,23038,w. w. grainger,united states,,,,,doll_27.92 b,,,,,,;,w. w. grainger,united states,,,,,doll_29.08 b,,,,,none,;
11255,26884,23121,walmart,united states,,,,,doll_391.81 b,,,,,,;,walmart,united states,,,,,doll_387.82 b,,,,,retail dow-jones supermarkets ,;
11674,93871,24220,world fuel services,united states,,,,,doll_1.72 b,doll_31.3 b,doll_73.6 m,,,,;,world fuel services,united states,,,,,doll_1.74 b,,,,,energy ,;
15810,64818,27981,wanhua chemical,,,,,19.692,doll_44.73 b,doll_25.44 b,doll_3.66 b,,,,;,westlake chemical,united states,,,,,doll_14.58 b,,,,,,;
16775,66437,28682,whitbread,,,,,35.7,doll_7.52 b,doll_2.27 b,doll_77.83 m,,,,;,whitbread,uk,,,,,doll_7.46 b,,,,,,;
16890,23746,28742,wacker neuson,germany,,,,,doll_1.41 b,,,,,none,;,wacker chemie,germany,,,,,doll_7.15 b,,,,,,;
17921,150988,30050,wsfs financial corporation,united states,,,,,doll_3.62 b,,doll_271.0 m,,,,;,wsfs financial,united states,,,,,doll_2.99 b,,,,,,;
20018,54344,33387,willdan group,united states,,,,,doll_0.22 b,,,,,,;,westwood holdings group,united states,,,,,doll_0.11 b,,,,,,;
21081,55378,34124,walt disney,united states,,,,,doll_188.70 b,,,,,,;,walt disney,united states,,,,,doll_171.27 b,,,,,,;
21948,55978,34723,wipro,india,,,,,doll_27.37 b,,,,,,;,wipro,india,,,,,doll_25.95 b,,,,,,;
23867,50532,36045,world wrestling entertainment,united states,,,,,doll_5.48 b,,,,,,;,world wrestling entertainment,united states,,,,,doll_6.26 b,,,,,,;
27480,150150,40699,watches of switzerland group,uk,,,,,doll_4.69 b,,doll_119.0 m,,,,;,wejo group,uk,,,,,doll_64.38 m,,,,,,;
28408,140140,42638,world wrestling entertainment,united states,,,,,doll_3.97 m,,,,,,;,world acceptance corporation,united states,,,,,doll_0.42 b,,,,,['financialservices'],;
28863,63820,43042,wearable health solutions,,,,,11.0,doll_9.18 m,doll_0.96 m,-doll_9.39 m,,,,;,wearable health solutions,united states,,,,,doll_8.27 m,,,,,['medicaldevices'],;
29220,1101,43938,wheels,,,,1962.0,,,,,auto components,,,;,wheels up,united states,,,,,doll_0.26 b,,,,,[],;
29709,45727,45727,winpak,canada,,,,,doll_2.00 b,,,,,['packaging'],;,winpak,canada,,,,,doll_2.00 b,,,,,['packaging'],;
32862,22853,49208,wabtec,united states,,,,,doll_18.90 b,,,,,none,;,wabtec,united states,,,,,doll_18.80 b,,,,,,;
38363,66941,55855,waste management,,,,,48.5,doll_69.26 b,doll_19.44 b,doll_3.26 b,,,,;,waste connections,united states,,,,,doll_33.08 b,,,,,,;
38904,66038,55977,willis towers watson ,,,,,44.2,doll_27.56 b,doll_8.85 b,doll_1.44 b,,,,;,willis towers watson,uk,,,,,doll_27.38 b,,,,,,;
