_id,ltable_ID,rtable_ID,ltable_name,ltable_country,ltable_headquarters,ltable_address,ltable_founded,ltable_employees,ltable_market_cap,ltable_revenue,ltable_profit,ltable_industry,ltable_sector,ltable_categories,ltable_ceo,rtable_name,rtable_country,rtable_headquarters,rtable_address,rtable_founded,rtable_employees,rtable_market_cap,rtable_revenue,rtable_profit,rtable_industry,rtable_sector,rtable_categories,rtable_ceo
52,100820,29,mahindra first choice,india,,,,not found,,doll_50.97 m,,,automobiles,,;,mahindra & mahindra,,,,1945.0,,,,,automobile,,,;
706,62549,206,midwestone financial group,,,,,731.0,doll_0.52 b,doll_0.20 b,doll_76.08 m,,,,;,muthoot group,,,,1887.0,,,,,nbfc,,,;
1898,140582,536,mediclinic international,south africa,,,,,doll_3.17 m,,,,,,;,marriott international,,,,1927.0,,,,,hospitality,,,;
3327,48698,1016,motorola solutions,united states,,,,,doll_44.44 b,,,,,,;,medplus(optival health solutions),,,,2006.0,,,,,,,,;
4732,39763,1497,mirza international,india,,,,,doll_330.0 m,,,,,,;,microtek international,,,,1980.0,,,,,consumer electronics & appliances,,,;
12647,5367,3303,mahindra agri solutions,,,,2000.0,,,,,agriculture,,,;,markelytics solutions,,,,2003.0,,,,,analytics & kpo,,,;
19000,20562,5273,minda industries,india,,,,,doll_3.75 b,,,,,none,;,man industries,,,,1988.0,,,,,building material,,,;
19478,5665,5665,mogli labs,,,,2014.0,,,,,other,,,;,mogli labs,,,,2014.0,,,,,other,,,;
23732,92779,7082,magna international,canada,,,,,doll_18.14 b,doll_36.25 b,doll_1.51 b,,,,;,manav rachna international school,,,,1997.0,,,,,education & training,,,;
26176,46192,7824,mr. cooper group,united states,,,,,doll_3.03 b,,,,,[],;,manipal group,,,,1953.0,,,,,healthcare,,,;
30008,69948,8930,mtn group ltd,south africa,,,,,doll_23.45 b,,,telecom services,communication services,,;,merlin group,,,,1984.0,,,,,real estate,,,;
34642,154739,13525,momenta,china,,,,,0.0,,0.0,,,,;,momenta,china,,,,,,,,artificial intelligence,,,;
40623,184351,18323,morinaga & company,,tokyo building,,0.0,,,,,food,,,;,middlesex water company,united states,,,,,doll_1.42 b,,,,,['utility companies'],;
56819,180124,23854,metsä group,,helsinki,,1947.0,,,,,basic materials,paper,,;,meta financial group,united states,,,,,doll_1.32 b,,,,,banks financial-services ,;
66057,34413,27686,mitsubishi corporation,japan,,,,,doll_46.0 b,,,,,,;,mitsubishi electric,japan,,,,,doll_20.97 b,,,,,,;
70434,4693,29023,miraj group,,,,1987.0,,,,,fmcg,,,;,mol group,hungary,,,,,doll_5.89 b,,,,,,;
76410,56478,31189,match group,united states,,,,,doll_14.08 b,,,,,,;,meta financial group,united states,,,,,doll_1.32 b,,,,,,;
76794,19693,31298,mirvac group,australia,,,,,doll_6.21 b,,,,,real-estate investment reit ,;,magellan financial group,australia,,,,,doll_1.22 b,,,,,,;
91590,68123,36204,match group,,,,,2.500,doll_14.25 b,doll_3.20 b,doll_0.22 b,,,,;,mol group,hungary,,,,,doll_5.63 b,,,,,,;
135640,137694,55768,misumi group,japan,,,,,doll_11.5 m,,,,,,;,mizuho financial group,japan,,,,,doll_39.78 b,,,,,,;
139627,66278,56929,mondi,,,,,27.0,doll_9.03 b,doll_8.74 b,doll_1.11 b,,,,;,mondi,uk,,,,,doll_8.91 b,,,,,,;
153983,152593,61559,metropolis healthcare limited,india,,,,,doll_2.29 b,,doll_27.0 m,,,,;,mps limited,india,,,,,doll_0.18 b,,,,,,;
154142,27399,61779,mtr corporation,hong kong,,,,,doll_33.55 b,,,,,,;,marcus corporation,,,,,2.925,doll_0.48 b,doll_0.68 b,doll_6.73 m,,,,;
160096,59704,64115,meta financial group,united states,,,,,doll_1.26 b,,,,,,;,mty food group,,,,,1.978,doll_1.10 b,doll_0.48 b,doll_93.72 m,,,,;
167257,145168,66942,meyer burger technology ag,switzerland,,,,,doll_1.35 m,,,,,,;,micron technology,,,,,48.0,doll_62.33 b,doll_30.75 b,doll_9.76 b,,,,;
170692,69176,68036,microsoft corporation,united states,,,,,doll_2.328 t,,,software—infrastructure,technology,,;,marcus corporation,,,,,2.925,doll_0.51 b,doll_0.56 b,doll_6.73 m,,,,;
173348,938,69381,minda corporation,,,,1958.0,,,,,auto components,,,;,mckesson corporation,united states,,,,,doll_48.46 b,,,medical distribution,healthcare,,;
179631,150974,70463,mitsubishi gas chemical company,japan,,,,,doll_3.62 b,,doll_352.0 m,,,,;,mitsubishi corp,japan,,,,,doll_57.23 b,,,conglomerates,industrials,,;
180949,61779,70587,marcus corporation,,,,,2.925,doll_0.48 b,doll_0.68 b,doll_6.73 m,,,,;,monster beverage corporation,united states,,,,,doll_42.81 b,,,beverages—non-alcoholic,consumer staples,,;
183075,27377,71044,marvell technology group,united states,,,,,doll_34.69 b,,,,,,;,microchip technology incorporated,united states,,,,,doll_21.03 b,,,semiconductors,technology,,;
226960,8108,98415,magicrete building solutions,,,,2008.0,,,,,building material,,,;,multix solutions,italy,,,,5.0,,doll_11.59 m,,,health,,;
240295,142051,104129,moonpig group plc,uk,,,,,0,,,,,,;,mpb group,uk,,,,101.0,,doll_50.48 m,,,ecommerce,,;
243939,70065,114096,mitsubishi estate co. ltd,japan,,,,,doll_20.39 b,,,real estate—diversified,real estate,,;,mgmt finances ltd,,,,,,,,,,,,;
245602,120975,114207,mediacom uk limited,united kingdom,,,,,,,,,,,;,my personal finances limited,,,,,,,,,,,,;
245905,120447,114211,mesh digital limited,united kingdom,,,,,,,,,,,;,mba management finances limited,,,,,,,,,,,,;
276085,121857,123724,mayborn group limited,united kingdom,,,,,,,,,,,;,markel europe limited,united kingdom,,,,,,,,,,,;
281173,69587,124525,monster beverage corporation,united states,,,,,doll_42.81 b,,,beverages—non-alcoholic,consumer staples,,;,multibeam corporation careers,,,,2010.0,,,,,semiconductors,,,;
283242,124247,124947,mystery science careers,,,,2011.0,,,,,e-learning,,,;,micron careers,,,,1978.0,,,,,semiconductors,,,;
296107,61866,137017,match group,,,,,2.5,doll_12.88 b,doll_3.20 b,doll_0.22 b,,,,;,ms&ad insurance group holdings,japan,,,,,doll_18.32 m,,,,,,noriyuki hara;
296721,137133,137075,masco corporation,united states,,,,,doll_15.01 m,,,,,,keith j. allman;,markel corporation,united states,,,,,doll_17.43 m,,,,,,alan i. kirshner;
324484,37906,142555,mueller water products,united states,,,,,doll_1.75 b,,,,,,;,middlesex water company,united states,,,,,doll_1.91 m,,,,,,;
348688,6778,146978,msc technology india,,,,2007.0,,,,,it services & consulting,,,;,microchip technology,united states,,,,,doll_45.46 b,,doll_1.28 b,,,,ganesh moorthy;
366881,38212,150393,middlesex water company,united states,,,,,doll_1.41 b,,,,,,;,moelis & company,united states,,,,,doll_4.29 b,,doll_365.0 m,,,,;
369768,121549,150978,mbh corporation plc,united kingdom,,,,,,,,,,,;,magnolia oil & gas corporation,united states,,,,,doll_3.62 b,,doll_417.0 m,,,,;
378697,119700,152563,martin tool works inc,united states,,,,,,,,,,,;,membership collective group inc.,united states,,,,,doll_2.3 b,,doll_-265.0 m,,,,;
389569,44166,154415,marine products corporation,united states,,,,,doll_0.37 b,,,,,[],;,mts systems corporation,united states,,,,,0.0,,0.0,,,,;
409466,154219,176560,morgan sindall group,uk,,,,,doll_1.55 b,,doll_114.0 m,,,,;,morgan advanced materials,uk,,,1856.0,,,doll_1.119 m,,['industry machinery'],,,not found;
419234,146362,183074,movado group,united states,,,,,doll_0.83 m,,,,,,;,maxima group,,vilnius,,1992.0,,,,,consumer services,broadline retailers,,;
421631,65739,184340,mediclinic international,,,,,33.683,doll_4.55 b,doll_4.24 b,doll_0.27 b,,,,;,micro-star international,,zhonghe,,0.0,,,,,computer hardware electronics,,,;
421714,183636,184340,meliá hotels international,,palma,,1956.0,,,,,consumer services,hotels,,;,micro-star international,,zhonghe,,0.0,,,,,computer hardware electronics,,,;
