00-avengers-name,01-DDD-name,02-GioPonSpiz-name,03-gren-name,04-iGMM-name,05-MalPatSaj-name,06-MarScoToc-name,09-wissel-name
,upland software,freightcar america,renren,bank of new york mellon,broadwind,,
,asiasoft,xebec adsorption,tessco technologies,waste connections,spi energy,,
,kimball international,heritage insurance,solar integrated roofing,yum! brands,lipocine,,
,performant financial,sellas life sciences,biomerica,engie,intellicheck,,
,airsculpt technologies,wayi international digital entertainment,coya therapeutics,hilton worldwide,houston american energy,,
,nkarta,oncocyte,coly,lonza,nucana,,
,selecta biosciences,leap therapeutics,bitnile,paccar,fragbite group,,
,nerdy,pestech cambodia,mep infrastructure,adani transmission,corvus pharmaceuticals,,
,acrivon therapeutics,atlis motor vehicles,kirkland's,hcl technologies,nymox pharmaceutical,,
,lineage cell therapeutics,unitech group,ata creativity global,jd health,solitario zinc,,
,sequent scientific,polished.com,westwater resources,block,cryo-cell,,
,babylon holdings,east side games,natural health trends,japan tobacco,u.s. gold corp,,
,stellus capital,rapid micro biosystems,solitario zinc,sun hung kai properties,maia biotechnology,,
,prime focus,elevate credit,american virtual cloud,mediatek,audacy,,
,rupa company,popreach,greenpower motor company,wesfarmers,foresight autonomous holdings,,
,mstc limited,asp isotopes,united insurance holdings,energy transfer partners,boombit,,
,terran orbital,nautilus,intellicheck,apollo global management,grand twins international cambodia,,
,somany ceramics,petropavlovsk,u.s. gold corp,larsen & toubro,ageagle aerial systems,,
,orange county bancorp,augmedix,nippon ichi software,muyuan foods,palatin technologies,,
,solo brands,icandy interactive,silver one resources,ping an bank,boyaa interactive,,
,ammo,adamas one,lipocine,maersk,magic empire global (giraffe capital),,
,timberland bancorp,pavmed,ashford inc,neste,jounce therapeutics,,
,kaltura,koss,phnom penh sez,lg chem,vaccinex,,
,confidence petroleum,virtra,investigator resources,newmont,avrobio,,
,spicejet,allied esports,avalon globocare,parker-hannifin,society pass,,
,people can fly,hinduja ventures,graphex group,ørsted,realnetworks,,
,devolver digital,rewalk robotics,tose software,asian paints,corphousing group,,
,humacyte,mobile factory,swvl holdings,xcel energy,inuvo,,
,hirequest,aquestive therapeutics,zordix,prudential financial,forever entertainment,,
,pangaea logistics solutions,balaji telefilms,corvus pharmaceuticals,east money information,monopar therapeutics,,
,qudian,brainstorm cell therapeutics,okyo pharma,kuaishou technology,ocean power technologies,,
,landsea homes,tscan therapeutics,broadwind,sika,dirtt environmental solutions,,
,polymet,aeroclean technologies,boombit,uob,zion oil & gas,,
,fire rock,renren,cyberstep,nordea bank,american virtual cloud,,
,kinnate biopharma,vapotherm,tonix pharmaceuticals,zijin mining,almaden minerals,,
,india glycols,golden minerals,navios maritime holdings,te connectivity,uphealth,,
,lordstown motors,rafael holdings,shift technologies,volvo group,microbot medical,,
,ur energy,imperial petroleum,the glimpse group,nucor,treasure global,,
,skyx platforms,talaris therapeutics,maia biotechnology,iqvia,sierra metals,,
,daseke,therapeuticsmd,apptech payments,lloyds banking group,rockley photonics,,
,unity bancorp,addentax group,isoray,arista networks,swvl holdings,,
,ethos watches,lucid diagnostics,trinity biotech,denso,triterras,,
,genie energy,westwater resources,uphealth,cibc,phoenix motor,,
,mvb financial,intellicheck,avrobio,adani green energy,nexstim,,
,chicago atlantic real estate finance,hindustan media ventures,ocean power technologies,banco santander brasil,stryve foods,,
,nacco industries,lipocine,boyaa interactive,realty income,document security systems,,
,truecar,advanced emissions solutions,nymox pharmaceutical,biontech,team inc,,
,soundhound ai,n.b.i. industrial finance,almaden minerals,lukoil,spark networks,,
,grindrod shipping,the glimpse group,atlas lithium,msci,lightpath technologies,,
,ocugen,horizon global,cryo-cell,nutrien,silicon studio,,
,dhi group,5th planet games,hepion pharmaceuticals,ross stores,altplus,,
,arvind,kaival brands innovations,grand twins international cambodia,baidu,salem media group,,
,electrosteel castings,greenidge generation holdings,fragbite group,nornickel,zee learn,,
,hive blockchain technologies,natural health trends,capstone green energy,s.f. express,neovasc,,
,ni holdings,ascent solar technologies,comstock mining,suncor energy,capstone green energy,,
,absci,uphealth,izea worldwide,fortinet,psychemedics,,
,ranger energy services,comstock mining,realnetworks,ocbc bank,cyclerion therapeutics,,
,nathan's famous,tessco technologies,emcore corporation,ferrari,zynerba pharmaceuticals,,
,the honest company,coly,corphousing group,trane technologies,ironnet,,
,park aerospace,enish,palatin technologies,compass group,beasley broadcast group,,
,accelya,coya therapeutics,ageagle aerial systems,kinder morgan,fingertango,,
,honda siel power products,big cheese studio,lightpath technologies,arthur j. gallagher & co.,toughbuilt industries,,
,gritstone bio,apptech payments,heartbeam,honda,mynet,,
,actinium pharmaceuticals,abeona therapeutics,audacy,tokio marine,tenda,,
,lands' end,ashford inc,vistagen therapeutics,sk hynix,pioneer power solutions,,
,emudhra,science 37,foresight autonomous holdings,williams companies,lumos pharma,,
,the joint corp.,audacy,sio gene therapies,budweiser apac,sigmatron international,,
,pds biotechnology,castellum,monopar therapeutics,fidelity national information services,trinity place holdings,,
,adaptimmune therapeutics,emcore corporation,zion oil & gas,intesa sanpaolo,sientra,,
,azure power,investigator resources,lumos pharma,microchip technology,nanthealth,,
,nouveau monde graphite,journey medical,appirits,citic securities,fun yours technology,,
,zengame technology,bitnile,houston american energy,l3harris technologies,sporting clube de braga,,
,porch group,kirkland's,sierra metals,snowflake,shapeways,,
,tethys oil,nippon ichi software,salem media group,simon property group,hempacco,,
,noodles & company,atlas lithium,inuvo,universal music group,sio gene therapies,,
,sonder holdings,navios maritime holdings,acasti pharma,macquarie,satsuma pharmaceuticals,,
,eastman kodak company,graphex group,vaccinex,aflac,journey medical,,
,western copper and gold,maia biotechnology,camber energy,fedex,sidus space,,
,transphorm,ironnet,corenergy infrastructure trust,itōchū shōji,comstock mining,,
,friendtimes,ourgame international,forever entertainment,alimentation couche-tard,rave restaurant group,,
,sra holdings,solitario zinc,rave restaurant group,munich re (münchener rück),sos limited,,
,pcsb financial,cielo waste solutions,satsuma pharmaceuticals,motorola solutions,athenex,,
,bannerman energy,okyo pharma,nexstim,edwards lifesciences,lannett company,,
,cleanspark,sos limited,bionomics,agilent technologies,blue apron holdings,,
,kingfa science & technology,tose software,biosig technologies,basf,regulus therapeutics,,
,oportun financial,inuvo,toro energy,johnson controls,harpoon therapeutics,,
,mainstreet bancshares,u.s. gold corp,alkaline water company,takeda pharmaceutical,onion global,,
,agilethought,ata creativity global,journey medical,constellation brands,paxmedica,,
,innovate corp.,cimbeton,team inc,netease,sphere 3d,,
,tupperware brands,corvus pharmaceuticals,shapeways,hikvision,vistagen therapeutics,,
,tamil nadu newsprint and papers limited,phnom penh sez,stryve foods,kotak mahindra bank,axel mark,,
,cepton,magic empire global (giraffe capital),blue apron holdings,mitsui bussan,electrocore,,
,vintage wine estates,söktas tekstil,toughbuilt industries,corteva,quince therapeutics,,
,versabank,ocean power technologies,beasley broadcast group,foxconn (hon hai precision industry),cielo waste solutions,,
,shalby,lightpath technologies,paxmedica,national grid,srei infrastructure finance,,
,lumax industries,isoray,treasure global,roper technologies,cyngn,,
,rottneros,izea worldwide,athenex,american international group,boxlight,,
,big 5 sporting goods,biomerica,psychemedics,cintas,hepion pharmaceuticals,,
,lcnb,trinity biotech,spi energy,autozone,polar power,,
,ellomay capital,spi energy,sporting clube de braga,kimberly-clark,revlon,,
,genius brands,blue apron holdings,microbot medical,dexcom,biofrontera,,
,jakks pacific,mep infrastructure,vislink technologies,valero energy,seachange,,
,kempharm,boombit,fingertango,sumitomo mitsui financial group,stealth biotherapeutics,,
,gossamer bio,party city,cyclerion therapeutics,amphenol,soligenix,,
,gumi,palatin technologies,zee learn,woodside energy,alkaline water company,,
,the beachbody company,capstone green energy,atlis motor vehicles,oriental land,mobcast,,
,cadiz,avrobio,fun yours technology,southern copper,conformis,,
,y-mabs therapeutics,cyberstep,tenda,novatek,cbdmd,,
,incannex healthcare,cryo-cell,core scientific,bank rakyat indonesia,all in! games,,
,mahanagar telephone nigam,nymox pharmaceutical,trinity place holdings,daikin,aprea therapeutics,,
,potbelly corporation,biosig technologies,nanthealth,bank of communications,drive shack,,
,ashford hospitality trust,silver one resources,silicon studio,adyen,fgi industries,,
,fiesta restaurant group,team inc,aptinyx,anz bank,dolphin entertainment,,
,greenwich lifesciences,zion oil & gas,conformis,mitsubishi corporation,eterna therapeutics,,
,limestone bancorp,boyaa interactive,zynerba pharmaceuticals,sberbank,can fite biopharma,,
,rgc resources,biora therapeutics,rockley photonics,lululemon athletica,nj holdings,,
,duluth holdings,foresight autonomous holdings,quince therapeutics,ambev,bit mining (500.com),,
,cato fashion,houston american energy,ironnet,dominion energy,united insurance holdings,,
,federal-mogul goetze,shift technologies,altplus,hitachi,biosig technologies,,
,tide water oil,ageagle aerial systems,pioneer power solutions,saudi telecom company,fc porto,,
,reconafrica,zordix,seachange,bajaj finance,india globalization capital,,
,savara pharmaceuticals,appirits,onion global,deutsche post,edia,,
,western new england bancorp,grand twins international cambodia,revlon,the hershey company,agex therapeutics,,
,investar holding,satsuma pharmaceuticals,future retail,phillips 66,biondvax,,
,inotiv,monopar therapeutics,imv,itaú unibanco,future retail,,
,essa bancorp,imv,harpoon therapeutics,kraft heinz,oragenics,,
,beyond air,heartbeam,mobile global esports (mogo),nintendo,cocrystal pharma,,
,kandi technologies group,solar integrated roofing,erayak power solution,stellantis,davidstea,,
,applied blockchain,rave restaurant group,society pass,dassault systèmes,tonix pharmaceuticals,,
,middlefield banc,salem media group,wonderplanet,edf (electricité de france),sonim technologies,,
,gallantt ispat,alkaline water company,axel mark,centene,netmarble joybomb,,
,thredup,realnetworks,document security systems,synopsys,greenidge generation holdings,,
,vidhi specialty food,aptinyx,edia,shopify,endo international,,
,furyu,corphousing group,fc porto,adani total gas,waitr holdings,,
,planet13,lumos pharma,aprea therapeutics,santander,wonderplanet,,
,hindustan oil exploration company,fragbite group,boxlight,recruit,missfresh,,
,wm technology,corenergy infrastructure trust,biofrontera,american electric power,remark holdings,,
,caesarstone,camber energy,lannett company,shin-etsu chemical,the9,,
,matrix service,almaden minerals,sigmatron international,palo alto networks,acelrx pharmaceuticals,,
,ames national corp.,forever entertainment,mobcast,vmware,ekso bionics,,
,evans bancorp,toro energy,regulus therapeutics,marriott international,genetic technologies,,
,portman ridge,stryve foods,stealth biotherapeutics,pernod ricard,vincerx pharma,,
,akoustis technologies,vistagen therapeutics,bellerophon therapeutics,tokyo electron,aptorum group,,
,scpharmaceuticals,sio gene therapies,mynet,eni,marin software,,
,vera therapeutics,the9,aim immunotech,longi green energy technology,shift technologies,,
,plumas bancorp,sierra metals,agex therapeutics,heineken,ultimate games,,
,greenply,bit mining (500.com),phoenix motor,life insurance corporation of india (lic),applied dna sciences,,
,avita medical,swvl holdings,sientra,hong kong exchanges & clearing,marpai,,
,codorus valley bancorp,bionomics,fgi industries,pioneer natural resources,imv,,
,territorial bancorp,document security systems,cyngn,mckesson,zk international group,,
,absa bank,acasti pharma,sos limited,westpac banking,aeterna zentaris,,
,sanghi industries,vaccinex,davidstea,freeport-mcmoran,kingstone companies,,
,compx international,zk international group,hempacco,kla,carlotz,,
,homepoint,kala pharmaceuticals,vincerx pharma,relx,super league gaming,,
,"plaid,inc.",treasure global,srei infrastructure finance,adani enterprises,carver bancorp,,
,alembic limited,sporting clube de braga,applied dna sciences,thomson reuters,astrotech,,
