07-silvestri-market_value_jan_2020,03-gren-market_capitalization_2022,07-silvestri-revenue_2022,07-silvestri-market_value_jan_2022,04-iGMM-market_value__jan_1st_2020,04-iGMM-market_value__jan_07_2022,08-slytherin-revenue,02-GioPonSpiz-marketvalue,02-GioPonSpiz-marketcap,07-silvestri-market_value_jan_2021
,doll_8.12 b,,,doll_10.68 m,doll_8.11 m,doll_3.403 m,doll_8.12 m,doll_10.74 m,
,doll_8.12 b,,,doll_6.44 m,0,doll_1.497 m,doll_8.12 m,doll_7.41 m,
,doll_8.11 b,,,doll_6.97 m,doll_8.11 m,doll_12.467 m,doll_8.11 m,doll_12.38 m,
,0.0,,,doll_6.41 m,doll_8.1 m,doll_1.211 m,doll_0.002219 t,doll_0.002219 t,
,doll_8.11 b,,,doll_10.69 m,doll_8.1 m,doll_1.580 m,doll_8.11 m,doll_11.0 m,
,doll_8.1 b,,,doll_6.43 m,0,331 million usd,doll_8.1 m,doll_11.21 m,
,doll_8.1 b,,,doll_5.68 m,doll_8.1 m,doll_5.148 m,doll_8.1 m,doll_9.49 m,
,0.0,,,0,doll_8.1 m,doll_1.638 m,doll_0.002222 t,doll_0.002222 t,
,doll_8.1 b,,,doll_6.38 m,doll_8.09 m,doll_2.592 m,doll_8.1 m,doll_7.66 m,
,doll_8.1 b,,,doll_6.09 m,doll_8.09 m,doll_5.754 m,doll_8.1 m,doll_5.97 m,
,doll_8.09 b,,,doll_7.09 m,doll_8.08 m,184 million usd,doll_8.09 m,doll_8.01 m,
,doll_8.09 b,,,doll_6.49 m,doll_8.08 m,doll_6.115 m,doll_8.09 m,doll_7.65 m,
,doll_8.08 b,,,doll_6.17 m,doll_8.07 m,0 million usd,doll_8.08 m,doll_9.13 m,
,doll_8.08 b,,,doll_6.07 m,doll_8.07 m,doll_10.832 m,doll_8.08 m,doll_7.49 m,
,doll_8.07 b,,,doll_8.05 m,doll_8.07 m,doll_4.230 m,doll_8.07 m,doll_7.93 m,
,doll_8.07 b,,,doll_6.31 m,doll_8.05 m,doll_24.475 m,doll_8.07 m,doll_7.63 m,
,doll_8.07 b,,,0,doll_8.05 m,doll_2.922 m,doll_8.07 m,doll_7.11 m,
,doll_8.05 b,,,doll_8.32 m,doll_8.05 m,doll_23.193 m,doll_8.05 m,doll_8.62 m,
,doll_8.05 b,,,doll_12.2 m,doll_8.04 m,doll_13.690 m,doll_8.05 m,doll_8.62 m,
,doll_8.05 b,,,doll_6.38 m,0,not found,doll_8.05 m,doll_7.37 m,
,doll_8.04 b,,,doll_8.17 m,doll_8.04 m,doll_1.227 m,doll_8.04 m,doll_9.15 m,
,0.0,,,doll_9.55 m,doll_8.03 m,482 million usd,doll_0.002235 t,doll_0.002235 t,
,doll_8.04 b,,,doll_8.38 m,doll_8.03 m,doll_6.882 m,doll_8.04 m,doll_8.2 m,
,doll_8.03 b,,,doll_3.03 m,doll_8.02 m,doll_5.905 m,doll_8.03 m,doll_8.55 m,
,doll_8.03 b,,,doll_1.73 m,doll_8.02 m,912 million usd,doll_8.03 m,doll_7.2 m,
,doll_8.02 b,,,doll_8.89 m,doll_8.02 m,doll_48.792 m,doll_8.02 m,doll_12.72 m,
,doll_8.02 b,,,doll_0.49 m,doll_8.02 m,doll_16.253 m,doll_8.02 m,doll_12.12 m,
,doll_8.02 b,,,doll_17.75 m,doll_8.02 m,675 million usd,doll_8.02 m,doll_10.93 m,
,doll_8.02 b,,,doll_3.92 m,doll_8.02 m,doll_31.851 m,doll_8.02 m,doll_9.13 m,
,doll_8.02 b,,,doll_0.97 m,doll_8.02 m,doll_19.485 m,doll_8.02 m,doll_8.14 m,
,doll_8.02 b,,,doll_5.22 m,doll_8.01 m,doll_2.045 m,doll_8.02 m,doll_8.07 m,
,doll_8.02 b,,,doll_2.17 m,doll_8.01 m,doll_15.653 m,doll_8.02 m,doll_6.57 m,
,doll_8.01 b,,,doll_5.31 m,doll_8.01 m,doll_1.048 m,doll_8.01 m,doll_8.67 m,
,doll_8.01 b,,,doll_7.47 m,doll_8.0 m,doll_1.791 m,doll_8.01 m,doll_7.42 m,
,doll_8.01 b,,,doll_4.41 m,doll_8.0 m,doll_3.945 m,doll_8.01 m,doll_7.26 m,
,doll_8.0 b,,,doll_10.76 m,doll_8.0 m,doll_1.685 m,doll_8.0 m,doll_9.25 m,
,doll_8.0 b,,,doll_6.41 m,doll_8.0 m,476 million usd,doll_8.0 m,doll_8.7 m,
,doll_8.0 b,,,doll_5.83 m,doll_8.0 m,doll_2.584 m,doll_8.0 m,doll_8.59 m,
,doll_8.0 b,,,doll_9.3 m,doll_8.0 m,doll_1.663 m,doll_8.0 m,doll_7.86 m,
,doll_8.0 b,,,doll_7.92 m,doll_7.99 m,doll_3.803 m,doll_8.0 m,doll_7.58 m,
,doll_8.0 b,,,0,doll_7.99 m,550 million usd,doll_8.0 m,doll_7.57 m,
,doll_7.99 b,,,doll_10.18 m,doll_7.99 m,doll_1.518 m,doll_7.99 m,doll_9.3 m,
,0.0,,,doll_1.9 m,doll_7.99 m,doll_6.415 m,doll_0.002256 t,doll_0.00251 t,
,doll_7.99 b,,,doll_5.38 m,doll_7.98 m,doll_20.178 m,doll_7.99 m,doll_8.96 m,
,doll_7.99 b,,,doll_7.55 m,doll_7.97 m,doll_20.162 m,doll_7.99 m,doll_8.67 m,
,doll_7.99 b,,,doll_11.25 m,doll_7.97 m,doll_2.194 m,doll_7.99 m,doll_5.61 m,
,doll_7.98 b,,,doll_6.18 m,doll_7.97 m,doll_29.487 m,doll_7.98 m,doll_9.96 m,
,doll_7.97 b,,,doll_2.25 m,doll_7.97 m,doll_5.210 m,doll_7.97 m,doll_8.38 m,
,doll_7.97 b,,,doll_2.77 m,doll_7.96 m,doll_6.879 m,doll_7.97 m,doll_8.28 m,
,doll_7.97 b,,,doll_3.35 m,doll_7.97 m,doll_33.876 m,doll_7.97 m,doll_8.24 m,
,doll_7.97 b,,,doll_9.44 m,doll_7.97 m,991 million usd,doll_7.97 m,doll_8.22 m,
,doll_7.96 b,,,doll_3.47 m,doll_7.96 m,525 million usd,doll_7.96 m,doll_8.14 m,
,doll_7.97 b,,,doll_8.45 m,doll_7.95 m,doll_5.276 m,doll_7.97 m,doll_7.56 m,
,doll_7.97 b,,,doll_7.01 m,doll_7.95 m,doll_2.718 m,doll_7.97 m,doll_6.96 m,
,doll_7.96 b,,,doll_2.47 m,doll_7.95 m,doll_2.927 m,doll_7.96 m,doll_7.21 m,
,doll_7.95 b,,,doll_6.53 m,doll_7.94 m,doll_1.949 m,doll_7.95 m,doll_7.65 m,
,doll_7.95 b,,,doll_4.42 m,doll_7.93 m,doll_4.029 m,doll_7.95 m,doll_7.35 m,
,doll_7.95 b,,,doll_6.34 m,doll_7.93 m,doll_11.551 m,doll_7.95 m,doll_6.77 m,
,doll_7.94 b,,,doll_6.26 m,0,doll_25.292 m,doll_7.94 m,doll_8.96 m,
,doll_7.93 b,,,doll_10.76 m,doll_7.92 m,doll_4.769 m,doll_7.93 m,doll_9.42 m,
,doll_7.93 b,,,0,doll_7.9 m,doll_4.783 m,doll_7.93 m,doll_8.28 m,
,0.0,,,doll_8.82 m,doll_7.9 m,not found,doll_0.002273 t,doll_0.002273 t,
,doll_7.92 b,,,doll_12.39 m,doll_7.89 m,doll_8.790 m,doll_7.92 m,doll_9.15 m,
,doll_7.9 b,,,doll_5.56 m,doll_7.89 m,doll_6.147 m,doll_7.9 m,doll_10.28 m,
,doll_7.9 b,,,doll_10.75 m,doll_7.89 m,doll_2.730 m,doll_7.9 m,doll_8.76 m,
,doll_7.89 b,,,doll_4.16 m,doll_7.89 m,doll_19.739 m,doll_7.89 m,doll_9.65 m,
,doll_7.89 b,,,doll_5.25 m,doll_7.89 m,666 million usd,doll_7.89 m,doll_7.9 m,
,doll_7.89 b,,,doll_2.22 m,doll_7.89 m,doll_13.928 m,doll_7.89 m,doll_7.27 m,
,doll_7.89 b,,,doll_9.99 m,doll_7.88 m,doll_2.081 m,doll_7.89 m,doll_7.24 m,
,doll_7.89 b,,,doll_7.2 m,doll_7.88 m,doll_16.658 m,doll_7.89 m,doll_7.02 m,
,doll_7.89 b,,,doll_0.71 m,doll_7.87 m,33 million usd,doll_7.89 m,doll_5.88 m,
,doll_7.88 b,,,doll_4.13 m,doll_7.86 m,174 million usd,doll_7.88 m,doll_9.07 m,
,doll_7.88 b,,,doll_10.08 m,doll_7.84 m,562 million usd,doll_7.88 m,doll_8.01 m,
,doll_7.87 b,,,0,doll_7.84 m,doll_4.255 m,doll_7.87 m,doll_11.8 m,
,doll_7.86 b,,,doll_12.71 m,doll_7.84 m,doll_2.257 m,doll_7.86 m,doll_9.36 m,
,doll_7.84 b,,,doll_10.18 m,doll_7.84 m,doll_25.694 m,doll_7.84 m,doll_8.73 m,
,doll_7.84 b,,,doll_4.24 m,doll_7.84 m,858 million usd,doll_7.84 m,0,
,doll_7.84 b,,,doll_6.97 m,doll_7.84 m,doll_5.278 m,doll_7.84 m,doll_11.51 m,
,doll_7.84 b,,,doll_8.86 m,doll_7.83 m,doll_3.704 m,doll_7.84 m,doll_7.88 m,
,doll_7.84 b,,,doll_6.77 m,doll_7.83 m,983 million usd,doll_7.84 m,doll_6.86 m,
,doll_7.84 b,,,doll_6.29 m,doll_7.83 m,doll_8.590 m,doll_7.84 m,doll_6.41 m,
,doll_7.83 b,,,doll_5.63 m,doll_7.83 m,doll_6.324 m,doll_7.83 m,doll_6.04 m,
,doll_7.83 b,,,doll_9.77 m,doll_7.83 m,doll_9.381 m,doll_7.83 m,doll_7.95 m,
,doll_7.83 b,,,doll_4.23 m,doll_7.83 m,773 million usd,doll_7.83 m,doll_7.95 m,
,doll_7.83 b,,,doll_5.53 m,doll_7.82 m,800 million usd,doll_7.83 m,doll_7.56 m,
,doll_7.83 b,,,doll_8.37 m,doll_7.82 m,doll_1.936 m,doll_7.83 m,doll_7.45 m,
,doll_7.83 b,,,doll_3.58 m,doll_7.81 m,doll_6.711 m,doll_7.83 m,doll_6.35 m,
,doll_7.82 b,,,doll_3.85 m,doll_7.8 m,doll_3.388 m,doll_7.82 m,doll_8.57 m,
,doll_7.82 b,,,doll_6.88 m,doll_7.79 m,doll_6.593 m,doll_7.82 m,doll_7.36 m,
,doll_7.81 b,,,doll_4.74 m,doll_7.79 m,515 million usd,doll_7.81 m,doll_6.37 m,
,doll_7.8 b,,,doll_1.61 m,doll_7.8 m,doll_1.145 m,doll_7.8 m,doll_8.79 m,
,doll_7.79 b,,,doll_7.67 m,doll_7.8 m,doll_1.731 m,doll_7.79 m,doll_8.41 m,
,doll_7.79 b,,,doll_5.45 m,doll_7.8 m,doll_1.263 m,doll_7.79 m,doll_7.57 m,
,doll_7.8 b,,,doll_11.52 m,doll_7.79 m,152 million usd,doll_7.8 m,doll_7.39 m,
,doll_7.8 b,,,doll_4.35 m,doll_7.79 m,doll_8.453 m,doll_7.8 m,doll_7.18 m,
,doll_7.8 b,,,0,doll_7.79 m,doll_1.335 m,doll_7.8 m,doll_5.87 m,
,doll_7.79 b,,,doll_9.74 m,doll_7.78 m,740 million usd,doll_7.79 m,doll_19.56 m,
,doll_7.79 b,,,doll_8.65 m,doll_7.77 m,doll_5.457 m,doll_7.79 m,doll_8.19 m,
,doll_7.79 b,,,doll_3.25 m,doll_7.77 m,doll_2.040 m,doll_7.79 m,doll_6.23 m,
,doll_7.78 b,,,doll_3.97 m,doll_7.76 m,396 million usd,doll_7.78 m,doll_7.09 m,
,doll_7.77 b,,,doll_3.8 m,doll_7.74 m,doll_9.524 m,doll_7.77 m,doll_6.77 m,
,doll_7.77 b,,,doll_3.84 m,doll_7.74 m,doll_2.488 m,doll_7.77 m,doll_6.6 m,
,doll_7.76 b,,,doll_9.18 m,doll_7.73 m,524 million usd,doll_7.76 m,doll_7.41 m,
,doll_7.74 b,,,0,doll_7.73 m,695 million usd,doll_7.74 m,doll_9.63 m,
,doll_7.74 b,,,doll_10.41 m,doll_7.73 m,doll_2.208 m,doll_7.74 m,doll_8.17 m,
,doll_7.73 b,,,doll_5.2 m,doll_7.73 m,doll_5.846 m,doll_7.73 m,doll_8.53 m,
,doll_7.73 b,,,doll_4.89 m,doll_7.73 m,doll_2.387 m,doll_7.73 m,doll_8.49 m,
,doll_7.73 b,,,doll_6.38 m,doll_7.72 m,doll_3.249 m,doll_7.73 m,doll_8.2 m,
,doll_7.73 b,,,0,doll_7.71 m,705 million usd,doll_7.73 m,doll_7.93 m,
,doll_7.73 b,,,doll_6.54 m,doll_7.71 m,doll_10.524 m,doll_7.73 m,doll_7.51 m,
,doll_7.72 b,,,doll_5.42 m,doll_7.71 m,173 million usd,doll_7.72 m,doll_8.98 m,
,doll_7.71 b,,,doll_5.42 m,doll_7.7 m,547 million usd,doll_7.71 m,doll_10.53 m,
,doll_7.71 b,,,doll_7.54 m,doll_7.7 m,doll_2.890 m,doll_7.71 m,doll_7.09 m,
,doll_7.71 b,,,doll_7.42 m,doll_7.68 m,doll_5.308 m,doll_7.71 m,doll_6.76 m,
,doll_7.7 b,,,doll_7.71 m,doll_7.68 m,doll_1.354 m,doll_7.7 m,doll_8.22 m,
,doll_7.7 b,,,doll_5.54 m,doll_7.68 m,doll_3.243 m,doll_7.7 m,doll_8.18 m,
,doll_7.68 b,,,doll_7.18 m,doll_7.67 m,870 million usd,doll_7.68 m,doll_9.54 m,
,doll_7.68 b,,,doll_8.69 m,doll_7.65 m,doll_1.663 m,doll_7.68 m,doll_6.99 m,
,doll_7.68 b,,,doll_4.4 m,doll_7.65 m,doll_2.293 m,doll_7.68 m,doll_6.58 m,
,doll_7.67 b,,,doll_5.78 m,doll_7.65 m,doll_6.642 m,doll_7.67 m,doll_7.56 m,
,doll_7.65 b,,,doll_6.17 m,doll_7.65 m,doll_12.271 m,doll_7.65 m,doll_7.38 m,
,doll_7.65 b,,,doll_11.13 m,doll_7.64 m,doll_2.139 m,doll_7.65 m,doll_6.34 m,
,doll_7.65 b,,,doll_7.04 m,doll_7.64 m,doll_1.152 m,doll_7.65 m,doll_6.31 m,
,doll_7.65 b,,,doll_8.95 m,doll_7.63 m,doll_3.316 m,doll_7.65 m,doll_6.08 m,
,doll_7.64 b,,,doll_8.42 m,doll_7.63 m,doll_1.767 m,doll_7.64 m,doll_8.79 m,
,doll_7.64 b,,,doll_6.09 m,doll_7.62 m,doll_1.983 m,doll_7.64 m,doll_7.5 m,
,doll_7.63 b,,,doll_6.37 m,doll_7.62 m,doll_1.755 m,doll_7.63 m,doll_8.83 m,
,doll_7.63 b,,,doll_3.12 m,doll_7.62 m,doll_5.070 m,doll_7.63 m,doll_6.98 m,
,doll_7.62 b,,,doll_16.0 m,doll_7.61 m,doll_8.449 m,doll_7.62 m,doll_9.79 m,
,doll_7.62 b,,,doll_7.23 m,doll_7.61 m,399 million usd,doll_7.62 m,doll_8.43 m,
,doll_7.62 b,,,doll_5.52 m,doll_7.61 m,587 million usd,doll_7.62 m,doll_6.66 m,
,doll_7.61 b,,,doll_7.63 m,doll_7.61 m,doll_1.712 m,doll_7.61 m,doll_10.28 m,
,doll_7.61 b,,,doll_5.09 m,doll_7.61 m,doll_1.778 m,doll_7.61 m,doll_9.41 m,
,doll_7.61 b,,,doll_8.01 m,doll_7.61 m,doll_4.708 m,doll_7.61 m,doll_9.32 m,
,doll_7.61 b,,,0,doll_7.61 m,doll_1.006 m,doll_7.61 m,doll_8.96 m,
,doll_7.61 b,,,doll_6.83 m,doll_7.61 m,doll_13.146 m,doll_7.61 m,doll_8.53 m,
,doll_7.61 b,,,doll_6.25 m,doll_7.61 m,doll_1.911 m,doll_7.61 m,doll_7.77 m,
,doll_7.61 b,,,doll_8.43 m,doll_7.59 m,doll_2.787 m,doll_7.61 m,doll_7.47 m,
,doll_7.61 b,,,doll_3.88 m,doll_7.6 m,not found,doll_7.61 m,doll_7.04 m,
,doll_7.61 b,,,doll_3.56 m,doll_7.6 m,doll_13.903 m,doll_7.61 m,doll_6.33 m,
,doll_7.59 b,,,doll_8.37 m,doll_7.6 m,doll_10.957 m,doll_7.59 m,doll_7.61 m,
,doll_7.6 b,,,doll_3.26 m,doll_7.6 m,789 million usd,doll_7.6 m,doll_6.97 m,
,doll_7.6 b,,,doll_7.11 m,doll_7.59 m,doll_1.458 m,doll_7.6 m,doll_6.88 m,
,doll_7.6 b,,,doll_6.72 m,doll_7.59 m,doll_1.406 m,doll_7.6 m,doll_6.19 m,
,doll_7.6 b,,,doll_4.99 m,doll_7.59 m,doll_2.398 m,doll_7.6 m,doll_6.16 m,
,doll_7.59 b,,,doll_5.3 m,doll_7.59 m,doll_2.615 m,doll_7.59 m,doll_7.95 m,
,doll_7.59 b,,,0,0,doll_2.269 m,doll_7.59 m,doll_7.35 m,
,doll_7.59 b,,,0,0,not found,doll_7.59 m,doll_6.84 m,
,doll_7.59 b,,,0,0,doll_17.738 m,doll_7.59 m,doll_6.59 m,
,0.0,,,0,0,doll_3.410 m,doll_0.002358 t,doll_0.002358 t,
,0.0,,,0,0,doll_6.021 m,doll_0.002358 t,doll_0.002358 t,
,0.0,,,0,0,720 million usd,doll_0.002358 t,doll_0.002358 t,
,0.0,,,doll_8.42 m,doll_7.58 m,doll_8.120 m,doll_0.002358 t,doll_0.002358 t,
,0.0,,,doll_6.45 m,doll_7.58 m,not found,doll_0.002358 t,doll_0.002358 t,
,0.0,,,doll_1.15 m,doll_7.58 m,not found,doll_0.002358 t,doll_0.002358 t,
,doll_7.58 b,,,doll_7.04 m,doll_7.58 m,doll_1.910 m,doll_7.58 m,doll_9.42 m,
,doll_7.58 b,,,doll_5.05 m,doll_7.58 m,doll_1.110 m,doll_7.58 m,doll_7.92 m,
,doll_7.58 b,,,0,0,885 million usd,doll_7.58 m,doll_7.73 m,
,doll_7.58 b,,,doll_8.56 m,doll_7.58 m,doll_3.500 m,doll_7.58 m,doll_7.44 m,
,doll_7.58 b,,,doll_3.89 m,doll_7.57 m,doll_13.978 m,doll_7.58 m,doll_7.17 m,
,0.0,,,doll_3.26 m,doll_7.57 m,doll_2.669 m,doll_0.002363 t,doll_0.002363 t,
,doll_7.58 b,,,doll_4.69 m,doll_7.55 m,doll_13.957 m,doll_7.58 m,doll_6.77 m,
,doll_7.57 b,,,doll_7.37 m,doll_7.54 m,doll_12.711 m,doll_7.57 m,doll_6.31 m,
,doll_7.57 b,,,doll_10.93 m,doll_7.53 m,doll_18.664 m,doll_7.57 m,doll_6.09 m,
,doll_7.55 b,,,doll_13.81 m,doll_7.53 m,831 million usd,doll_7.55 m,doll_10.21 m,
,0.0,,,doll_5.68 m,doll_7.53 m,670 million usd,doll_0.002367 t,doll_0.002309 t,
,doll_7.54 b,,,doll_4.43 m,doll_7.52 m,doll_4.157 m,doll_7.54 m,doll_7.7 m,
,doll_7.53 b,,,doll_8.16 m,doll_7.52 m,doll_3.562 m,doll_7.53 m,doll_9.99 m,
,doll_7.53 b,,,doll_4.73 m,doll_7.52 m,doll_8.529 m,doll_7.53 m,doll_7.35 m,
,doll_7.53 b,,,0,doll_7.52 m,272 million usd,doll_7.53 m,doll_6.76 m,
,doll_7.52 b,,,doll_5.53 m,doll_7.52 m,428 million usd,doll_7.52 m,doll_11.85 m,
,doll_7.52 b,,,doll_5.04 m,doll_7.5 m,doll_10.424 m,doll_7.52 m,doll_8.03 m,
,doll_7.52 b,,,doll_5.78 m,doll_7.51 m,doll_7.080 m,doll_7.52 m,doll_6.73 m,
,doll_7.52 b,,,doll_6.11 m,doll_7.51 m,499 million usd,doll_7.52 m,doll_6.62 m,
,doll_7.52 b,,,doll_8.37 m,doll_7.51 m,doll_3.461 m,doll_7.52 m,doll_6.59 m,
,doll_7.5 b,,,doll_8.97 m,doll_7.51 m,doll_19.279 m,doll_7.5 m,doll_8.35 m,
,doll_7.51 b,,,doll_2.83 m,doll_7.5 m,doll_3.653 m,doll_7.51 m,doll_7.97 m,
,doll_7.51 b,,,doll_6.98 m,doll_7.5 m,doll_2.809 m,doll_7.51 m,doll_7.62 m,
,doll_7.51 b,,,doll_9.3 m,doll_7.5 m,doll_2.926 m,doll_7.51 m,doll_7.36 m,
,doll_7.51 b,,,doll_7.76 m,doll_7.5 m,doll_9.154 m,doll_7.51 m,doll_7.1 m,
,doll_7.5 b,,,doll_4.62 m,doll_7.5 m,doll_1.062 m,doll_7.5 m,doll_8.98 m,
,doll_7.5 b,,,doll_9.8 m,doll_7.49 m,553 million usd,doll_7.5 m,doll_8.46 m,
,doll_7.5 b,,,doll_8.54 m,doll_7.49 m,doll_4.663 m,doll_7.5 m,doll_8.05 m,
,doll_7.5 b,,,doll_2.33 m,doll_7.49 m,237 million usd,doll_7.5 m,doll_7.12 m,
,doll_7.5 b,,,doll_5.26 m,doll_7.49 m,811 million usd,doll_7.5 m,doll_6.46 m,
,doll_7.49 b,,,doll_7.69 m,doll_7.49 m,doll_1.224 m,doll_7.49 m,doll_9.83 m,
,doll_7.49 b,,,doll_5.41 m,doll_7.49 m,doll_16.139 m,doll_7.49 m,doll_8.17 m,
,doll_7.49 b,,,doll_6.78 m,doll_7.48 m,doll_14.370 m,doll_7.49 m,doll_7.97 m,
,doll_7.49 b,,,doll_3.4 m,doll_7.48 m,doll_24.871 m,doll_7.49 m,doll_7.58 m,
,doll_7.49 b,,,doll_4.68 m,doll_7.47 m,doll_2.079 m,doll_7.49 m,doll_7.48 m,
,doll_7.49 b,,,0,doll_7.48 m,doll_2.288 m,doll_7.49 m,doll_6.35 m,
,doll_7.48 b,,,doll_7.73 m,doll_7.47 m,588 million usd,doll_7.48 m,doll_7.66 m,
,doll_7.48 b,,,doll_5.35 m,doll_7.45 m,804 million usd,doll_7.48 m,doll_7.5 m,
,doll_7.47 b,,,doll_2.42 m,doll_7.45 m,doll_1.734 m,doll_7.47 m,doll_7.03 m,
,doll_7.48 b,,,doll_9.67 m,doll_7.45 m,363 million usd,doll_7.48 m,doll_4.82 m,
,doll_7.47 b,,,doll_4.41 m,doll_7.45 m,701 million usd,doll_7.47 m,doll_6.92 m,
,doll_7.45 b,,,doll_6.35 m,doll_7.44 m,doll_22.485 m,doll_7.45 m,doll_7.62 m,
,doll_7.45 b,,,doll_4.76 m,doll_7.43 m,doll_2.467 m,doll_7.45 m,doll_6.32 m,
,doll_7.45 b,,,doll_10.08 m,doll_7.43 m,doll_3.499 m,doll_7.45 m,doll_6.24 m,
,doll_7.45 b,,,doll_0.48 m,doll_7.42 m,doll_2.412 m,doll_7.45 m,doll_5.4 m,
,doll_7.44 b,,,doll_3.98 m,doll_7.42 m,doll_4.161 m,doll_7.44 m,doll_10.1 m,
,doll_7.43 b,,,doll_7.24 m,doll_7.42 m,572 million usd,doll_7.43 m,doll_7.89 m,
,doll_7.43 b,,,doll_2.92 m,doll_7.4 m,doll_7.067 m,doll_7.43 m,doll_7.69 m,
,doll_7.42 b,,,doll_7.37 m,doll_7.4 m,doll_2.313 m,doll_7.42 m,doll_11.36 m,
,doll_7.42 b,,,doll_6.28 m,doll_7.4 m,440 million usd,doll_7.42 m,doll_8.22 m,
,doll_7.42 b,,,doll_4.36 m,doll_7.38 m,doll_4.416 m,doll_7.42 m,doll_7.03 m,
,doll_7.4 b,,,doll_4.75 m,doll_7.37 m,618 million usd,doll_7.4 m,doll_8.91 m,
,doll_7.4 b,,,doll_13.13 m,doll_7.36 m,doll_25.844 m,doll_7.4 m,doll_7.63 m,
,doll_7.4 b,,,doll_7.28 m,doll_7.35 m,doll_6.411 m,doll_7.4 m,doll_6.3 m,
,doll_7.38 b,,,doll_7.76 m,doll_7.35 m,245 million usd,doll_7.38 m,doll_7.81 m,
,doll_7.37 b,,,0,doll_7.35 m,doll_1.069 m,doll_7.37 m,doll_6.71 m,
,doll_7.36 b,,,0,doll_7.35 m,doll_1.004 m,doll_7.36 m,doll_8.0 m,
,doll_7.35 b,,,doll_3.68 m,doll_7.34 m,doll_2.866 m,doll_7.35 m,doll_8.51 m,
,doll_7.35 b,,,doll_5.26 m,doll_7.34 m,72 million usd,doll_7.35 m,doll_8.26 m,
,doll_7.35 b,,,doll_3.26 m,doll_7.34 m,doll_2.734 m,doll_7.35 m,doll_8.1 m,
,doll_7.35 b,,,0,doll_7.33 m,doll_1.496 m,doll_7.35 m,0,
,doll_7.34 b,,,doll_4.76 m,doll_7.33 m,doll_3.306 m,doll_7.34 m,doll_8.5 m,
,doll_7.34 b,,,0,doll_7.33 m,doll_1.945 m,doll_7.34 m,doll_7.83 m,
,doll_7.34 b,,,doll_4.97 m,doll_7.33 m,doll_10.090 m,doll_7.34 m,doll_6.02 m,
,doll_7.33 b,,,doll_5.43 m,doll_7.33 m,doll_3.890 m,doll_7.33 m,doll_11.55 m,
,doll_7.33 b,,,doll_17.89 m,doll_7.32 m,doll_3.221 m,doll_7.33 m,doll_8.76 m,
,doll_7.33 b,,,doll_4.5 m,doll_7.32 m,doll_6.104 m,doll_7.33 m,doll_7.2 m,
,doll_7.33 b,,,doll_5.68 m,doll_7.32 m,doll_5.764 m,doll_7.33 m,doll_6.93 m,
,doll_7.33 b,,,doll_6.24 m,doll_7.31 m,doll_2.554 m,doll_7.33 m,doll_6.39 m,
,doll_7.32 b,,,doll_11.16 m,doll_7.31 m,738 million usd,doll_7.32 m,doll_12.54 m,
,doll_7.32 b,,,doll_6.32 m,doll_7.31 m,doll_1.352 m,doll_7.32 m,doll_6.93 m,
,doll_7.32 b,,,0,doll_7.31 m,doll_3.081 m,doll_7.32 m,doll_6.13 m,
,doll_7.31 b,,,doll_6.65 m,doll_7.3 m,99 million usd,doll_7.31 m,doll_8.35 m,
,doll_7.31 b,,,doll_6.83 m,doll_7.3 m,378 million usd,doll_7.31 m,doll_7.0 m,
,doll_7.31 b,,,doll_5.99 m,doll_7.3 m,295 million usd,doll_7.31 m,doll_6.67 m,
,doll_7.31 b,,,doll_5.88 m,doll_7.29 m,doll_12.952 m,doll_7.31 m,doll_6.05 m,
,doll_7.3 b,,,doll_4.52 m,doll_7.29 m,953 million usd,doll_7.3 m,doll_8.13 m,
,doll_7.3 b,,,doll_5.52 m,doll_7.28 m,doll_2.287 m,doll_7.3 m,doll_6.12 m,
,doll_7.3 b,,,doll_8.75 m,doll_7.28 m,doll_2.767 m,doll_7.3 m,doll_6.02 m,
,doll_7.29 b,,,doll_3.87 m,doll_7.28 m,doll_5.329 m,doll_7.29 m,doll_7.59 m,
,doll_7.29 b,,,doll_20.0 m,doll_7.27 m,776 million usd,doll_7.29 m,doll_7.47 m,
,doll_7.28 b,,,doll_2.06 m,doll_7.26 m,doll_7.510 m,doll_7.28 m,doll_8.56 m,
,doll_7.28 b,,,doll_5.65 m,doll_7.27 m,doll_2.551 m,doll_7.28 m,doll_8.1 m,
,doll_7.28 b,,,doll_10.35 m,doll_7.27 m,doll_1.166 m,doll_7.28 m,doll_7.46 m,
,doll_7.27 b,,,doll_3.15 m,doll_7.27 m,doll_2.766 m,doll_7.27 m,doll_22.97 m,
,doll_7.26 b,,,doll_5.14 m,doll_7.27 m,doll_2.609 m,doll_7.26 m,doll_10.62 m,
,doll_7.27 b,,,doll_1.35 m,doll_7.27 m,624 million usd,doll_7.27 m,doll_9.81 m,
,doll_7.27 b,,,doll_5.85 m,doll_7.26 m,774 million usd,doll_7.27 m,doll_8.19 m,
,doll_7.27 b,,,doll_5.24 m,doll_7.26 m,958 million usd,doll_7.27 m,doll_7.74 m,
,doll_7.27 b,,,doll_8.0 m,doll_7.25 m,doll_24.318 m,doll_7.27 m,doll_6.3 m,
,doll_7.27 b,,,doll_9.36 m,doll_7.25 m,doll_3.954 m,doll_7.27 m,doll_5.68 m,
,doll_7.26 b,,,doll_4.58 m,doll_7.25 m,doll_1.380 m,doll_7.26 m,doll_8.22 m,
