,column_name,type_of_data,type_of_string,avg_length_of_field,var_length,std_dev_length,ratio_white_space_length,ratio_num_val,is_country,min_val(int),max_val(int),avg(int),variance,std_dev,incremetal_int
0,00-avengers-id,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,00-avengers-name,0.0,1.0,0.25586071211510364,0.21321969345659073,0.46175718018953504,0.7095439587016509,0.0,0.006956895298156239,0.0,0.0,0.0,0.0,0.0,0.0
2,00-avengers-rank,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,00-avengers-market_cap,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,00-avengers-country,0.0,1.0,0.0814699621588133,0.0228550905277473,0.15117900160983766,0.0440993393339397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,00-avengers-share_price,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,00-avengers-change_1_day,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,00-avengers-change_1_year,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,00-avengers-categories,0.0,1.0,0.5194968380525996,0.7289777283622334,0.8538019257194456,0.5981481482795135,0.0,0.0009617447945709731,0.0,0.0,0.0,0.0,0.0,0.0
9,01-DDD-name,0.0,1.0,0.25375012602037716,0.21679957650728937,0.4656174143084528,0.7072535559149485,0.0,0.006275327078642161,0.0,0.0,0.0,0.0,0.0,0.0
10,01-DDD-rank,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,01-DDD-marketcap,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,01-DDD-country,0.0,1.0,0.09124639652377035,0.03736662265468893,0.19330448172427078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,01-DDD-share_price,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,01-DDD-change1d,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,01-DDD-change1y,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,01-DDD-categories,0.0,1.0,0.3498622322120043,0.6110495782489852,0.7816966024289638,1.0,0.0,0.0013368729248521857,0.0,0.0,0.0,0.0,0.0,0.0
17,02-GioPonSpiz-name,0.0,1.0,0.25346431303184586,0.21644812769905583,0.4652398603935994,0.7074744070510467,0.0,0.006290199562426674,0.0,0.0,0.0,0.0,0.0,0.0
18,02-GioPonSpiz-codice,0.0,1.0,0.09020194620299671,0.0226146923281106,0.1503818218007436,0.0,0.0,0.15910882035490564,0.0,0.0,0.0,0.0,0.0,0.0
19,02-GioPonSpiz-pricecap,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,02-GioPonSpiz-price,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,02-GioPonSpiz-country,0.0,1.0,0.08384981051477605,0.022200913640586996,0.14899971020303027,0.057478778328636175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,03-gren-name,0.0,1.0,0.25286889546384467,0.21541229827687589,0.4641253044996318,0.7049884048905718,0.0,0.006322691169827175,0.0,0.0,0.0,0.0,0.0,0.0
23,03-gren-market_capitalization_usd,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,03-gren-price,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,03-gren-country,0.0,1.0,0.08417739529422259,0.02262552630768149,0.15041783906066958,0.0581148628587332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,04-iGMM-name,0.0,1.0,0.2526111810022811,0.21577948211915696,0.46452070149688374,0.7031396238987931,0.0,0.0063854642963546435,0.0,0.0,0.0,0.0,0.0,0.0
27,04-iGMM-code,0.0,1.0,0.0902304562241939,0.022612908172244768,0.1503758895975175,0.0,0.0,0.16114838806732396,0.0,0.0,0.0,0.0,0.0,0.0
28,04-iGMM-rank,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,04-iGMM-marketcap,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,04-iGMM-country,0.0,1.0,0.08499798208773976,0.024857060729871858,0.15766122138900188,0.0510593351954093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,04-iGMM-shareprice,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,04-iGMM-change_1day,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,04-iGMM-change_1year,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,04-iGMM-categories,0.0,1.0,0.4170879604679196,1.0,1.0,0.28917111403481605,0.0,0.0010688109516880761,0.0,0.0,0.0,0.0,0.0,0.0
35,05-MalPatSaj-name,0.0,1.0,0.2523675237695437,0.21623358211808136,0.4650092279923931,0.7069401130593977,0.0,0.006213159148054831,0.0,0.0,0.0,0.0,0.0,0.0
36,05-MalPatSaj-symbol,0.0,1.0,0.09039817720218853,0.022826376663920688,0.1510840053212804,0.0,0.0,0.16291133143088948,0.0,0.0,0.0,0.0,0.0,0.0
37,05-MalPatSaj-marketcap,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,05-MalPatSaj-price,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,05-MalPatSaj-country,0.0,1.0,0.08386107642704164,0.021881538200656827,0.14792409607855247,0.05925099801574261,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,06-MarScoToc-name,0.0,1.0,0.25128047362740114,0.21915919176654597,0.46814441336680074,0.7067505924543381,0.0,0.00624596280572931,0.0,0.0,0.0,0.0,0.0,0.0
