,column_name,type_of_data,type_of_string,avg_length_of_field,var_length,std_dev_length,ratio_white_space_length,ratio_num_val,is_country,min_val(int),max_val(int),avg(int),variance,std_dev,incremetal_int
0,00-avengers-id,0,5,32.0,0.0,0.0,0.0,0,0.6307179498049856,0.0,0.0,0.0,0.0,0,0.0
1,00-avengers-name,0,5,14.21536374427675,48.40985211071379,6.957718887014177,0.055164326952696185,0,0.0030045906823218164,0.0,0.0,0.0,0.0,0,0.0
2,00-avengers-rank,1,0,0.0,0.0,0.0,0.0,0,1.0,7249.0,4017.0652874342886,4438952.676706977,2106.8822170940116,2,0.0
3,00-avengers-market_cap,0,5,11.289375424304142,0.26847986785969086,0.5181504297592455,0.08875849531399431,0,0.29074842356594527,0.0,0.0,0.0,0.0,0,0.0
4,00-avengers-country,0,5,4.526389130813447,5.189068300815638,2.277952655525491,0.003428554839458863,1,0.026454129218246566,0.0,0.0,0.0,0.0,0,0.0
5,00-avengers-share_price,0,5,9.685845213849287,0.4782718538168444,0.6915720163633318,0.0,0,0.3780491172385525,0.0,0.0,0.0,0.0,0,0.0
6,00-avengers-change_1_day,0,5,9.333389859250467,0.22974144109796188,0.47931351023934415,0.0,0,0.3239556836809387,0.0,0.0,0.0,0.0,0,0.0
7,00-avengers-change_1_year,0,5,10.501416430594901,0.4611277968045406,0.6790639121647833,0.0,0,0.38916372474960637,0.0,0.0,0.0,0.0,0,0.0
8,00-avengers-categories,0,5,28.86272165770074,165.5086518975998,12.865016591423418,0.04650372906876546,0,0.14930463053184373,0.0,0.0,0.0,0.0,0,0.0
9,01-DDD-name,0,5,14.09810170430927,49.222636362714674,7.015884574500544,0.05498625690273027,0,0.0027102304204588276,0.0,0.0,0.0,0.0,0,0.0
10,01-DDD-rank,1,0,0.0,0.0,0.0,0.0,0,1.0,7230.0,3617.2743522239157,4353895.17222597,2086.59894858259,2,0.0
11,01-DDD-marketcap,0,5,11.28736111111111,0.2531531964316032,0.5031433159961516,0.08876372161788829,0,0.2916629980645472,0.0,0.0,0.0,0.0,0,0.0
