03-gren-annual_net_income_usd,04-iGMM-market_value__jan_1st_2020,00-avengers-annual_net_income_in_usd,04-iGMM-annual_net_income_in_usd,03-gren-annual_revenue_usd
doll_51.0 m,doll_0.68 m,150 million usd,19 million usd,doll_470.0 m
0.0,doll_0.79 m,,,0.0
0.0,doll_0.03 m,,-20 million usd,0.0
doll_46.0 m,0,116 million usd,,doll_177.0 m
doll_62.0 m,doll_0.4 m,62 million usd,-185 million usd,doll_801.0 m
0.0,doll_0.72 m,,-281 million usd,0.0
doll_51.0 m,doll_0.54 m,-20 million usd,2 million usd,doll_1.14 b
0.0,doll_1.72 m,,-93 million usd,0.0
0.0,0,19 million usd,,0.0
doll_32.0 m,doll_1.13 m,32 million usd,44 million usd,doll_93.0 m
doll_19.0 m,doll_1.48 m,,75 million usd,doll_578.0 m
0.0,doll_0.96 m,,1 million usd,0.0
doll_-20.0 m,doll_2.63 m,51 million usd,,doll_1.0 m
0.0,0,,,0.0
doll_-185.0 m,doll_0.91 m,-185 million usd,189 million usd,doll_205.0 m
doll_-281.0 m,doll_2.58 m,,112 million usd,doll_77.0 m
doll_2.0 m,doll_1.08 m,,112 million usd,doll_724.0 m
doll_-93.0 m,doll_1.08 m,1 million usd,,doll_390.0 m
0.0,doll_0.69 m,75 million usd,-1 million usd,0.0
doll_44.0 m,doll_0.53 m,44 million usd,,doll_668.0 m
doll_75.0 m,doll_1.13 m,,39 million usd,doll_443.0 m
doll_1.0 m,doll_0.55 m,-93 million usd,59 million usd,doll_221.0 m
0.0,doll_1.85 m,2 million usd,47 million usd,0.0
0.0,doll_1.07 m,-281 million usd,78 million usd,0.0
doll_189.0 m,doll_0.73 m,189 million usd,4 million usd,doll_12.46 b
doll_112.0 m,doll_0.86 m,78 million usd,,doll_563.0 m
doll_112.0 m,doll_1.42 m,47 million usd,59 million usd,doll_204.0 m
0.0,0,59 million usd,-542 million usd,0.0
doll_-1.0 m,doll_1.34 m,39 million usd,119 million usd,doll_3.67 b
0.0,doll_1.67 m,,,0.0
doll_39.0 m,doll_0.99 m,-1 million usd,-41 million usd,doll_5.23 b
doll_59.0 m,doll_0.84 m,,,doll_697.0 m
doll_47.0 m,0,112 million usd,125 million usd,doll_1.65 b
doll_78.0 m,doll_0.92 m,112 million usd,-3 million usd,doll_536.0 m
doll_4.0 m,doll_1.02 m,4 million usd,,doll_57.0 m
0.0,doll_1.56 m,-3 million usd,164 million usd,0.0
doll_59.0 m,doll_0.99 m,125 million usd,,doll_1.19 b
doll_-542.0 m,0,,,doll_953.0 m
doll_119.0 m,doll_0.26 m,-41 million usd,14 million usd,doll_703.0 m
0.0,doll_1.25 m,,,0.0
doll_-41.0 m,doll_0.84 m,119 million usd,,doll_512.0 m
0.0,doll_1.13 m,-542 million usd,137 million usd,0.0
doll_125.0 m,doll_0.75 m,59 million usd,,doll_306.0 m
doll_-3.0 m,doll_0.91 m,,95 million usd,doll_24.0 m
0.0,doll_0.95 m,,,0.0
doll_164.0 m,doll_1.22 m,95 million usd,,doll_513.0 m
0.0,doll_0.13 m,,,0.0
0.0,0,137 million usd,21 million usd,0.0
doll_14.0 m,doll_0.76 m,,338 million usd,doll_15.0 m
0.0,doll_2.0 m,,48 million usd,0.0
0.0,doll_1.7 m,14 million usd,,0.0
doll_137.0 m,doll_1.04 m,,,doll_1.5 b
0.0,0,,-2 million usd,0.0
doll_95.0 m,doll_1.12 m,164 million usd,60 million usd,doll_193.0 m
0.0,0,,,0.0
0.0,0,60 million usd,,0.0
0.0,doll_1.1 m,-2 million usd,59 million usd,0.0
doll_21.0 m,doll_0.88 m,,-39 million usd,doll_80.0 m
doll_338.0 m,doll_0.8 m,,,doll_25.6 b
doll_48.0 m,doll_1.69 m,48 million usd,54 million usd,doll_398.0 m
0.0,doll_0.46 m,338 million usd,-151 million usd,0.0
0.0,doll_0.6 m,21 million usd,,0.0
doll_-2.0 m,doll_1.74 m,,191 million usd,doll_26.0 m
doll_60.0 m,doll_0.46 m,,67 million usd,doll_1.67 b
0.0,doll_1.28 m,,-8 million usd,0.0
0.0,doll_0.65 m,67 million usd,128 million usd,0.0
doll_59.0 m,doll_0.96 m,191 million usd,77 million usd,doll_392.0 m
doll_-39.0 m,doll_0.85 m,,353 million usd,doll_337.0 m
0.0,doll_0.94 m,-151 million usd,-79 million usd,0.0
doll_54.0 m,doll_0.15 m,54 million usd,,doll_4.68 b
doll_-151.0 m,doll_0.45 m,,72 million usd,doll_-151.0 m
0.0,doll_1.4 m,-39 million usd,,0.0
doll_191.0 m,doll_0.79 m,59 million usd,44 million usd,doll_785.0 m
doll_67.0 m,doll_0.85 m,,,doll_728.0 m
doll_-8.0 m,doll_0.53 m,-8 million usd,94 million usd,doll_267.0 m
doll_128.0 m,doll_0.75 m,,,doll_1.46 b
doll_77.0 m,0,44 million usd,,doll_224.0 m
doll_353.0 m,doll_0.64 m,,-69 million usd,doll_360.0 m
doll_-79.0 m,doll_1.21 m,72 million usd,90 million usd,doll_142.0 m
0.0,doll_1.01 m,,22 million usd,0.0
doll_72.0 m,doll_0.57 m,-79 million usd,162 million usd,doll_633.0 m
0.0,doll_0.86 m,353 million usd,,0.0
doll_44.0 m,0,77 million usd,201 million usd,doll_278.0 m
0.0,doll_1.04 m,128 million usd,,0.0
doll_94.0 m,doll_0.74 m,94 million usd,,doll_250.0 m
0.0,doll_0.76 m,,,0.0
0.0,0,201 million usd,,0.0
doll_-69.0 m,0,,-71 million usd,doll_3.0 m
doll_90.0 m,doll_0.93 m,162 million usd,-36 million usd,doll_1.3 b
doll_22.0 m,doll_1.2 m,22 million usd,-60 million usd,doll_465.0 m
doll_162.0 m,0,90 million usd,,doll_343.0 m
0.0,doll_0.52 m,-69 million usd,,0.0
doll_201.0 m,doll_0.26 m,,-104 million usd,doll_217.0 m
0.0,doll_1.13 m,,157 million usd,0.0
0.0,doll_1.13 m,,,0.0
0.0,doll_0.49 m,157 million usd,103 million usd,0.0
0.0,doll_1.97 m,-104 million usd,15 million usd,0.0
doll_-71.0 m,0,,,doll_6.0 m
doll_-36.0 m,doll_1.35 m,,40 million usd,doll_247.0 m
doll_-60.0 m,doll_0.11 m,-60 million usd,2 million usd,doll_9.0 m
0.0,0,-36 million usd,,0.0
0.0,doll_1.11 m,-71 million usd,234 million usd,0.0
doll_-104.0 m,0,,12 million usd,doll_40.0 m
doll_157.0 m,doll_0.84 m,,316 million usd,doll_2.58 b
0.0,doll_1.05 m,,137 million usd,0.0
doll_103.0 m,doll_0.79 m,316 million usd,"1,762 million usd",doll_504.0 m
doll_15.0 m,doll_0.63 m,12 million usd,,doll_7.63 b
0.0,doll_1.34 m,234 million usd,,0.0
doll_40.0 m,doll_0.38 m,,44 million usd,doll_130.0 m
doll_2.0 m,doll_1.19 m,2 million usd,61 million usd,doll_161.0 m
0.0,doll_1.69 m,40 million usd,71 million usd,0.0
doll_234.0 m,0,,27 million usd,doll_5.71 b
doll_12.0 m,doll_0.91 m,15 million usd,55 million usd,doll_75.0 m
doll_316.0 m,doll_1.39 m,103 million usd,-32 million usd,doll_317.0 m
doll_137.0 m,doll_0.49 m,137 million usd,11 million usd,doll_3.03 b
doll_1.76 b,doll_0.7 m,-32 million usd,13 million usd,doll_6.11 b
0.0,doll_1.01 m,55 million usd,4 million usd,0.0
0.0,doll_0.27 m,27 million usd,243 million usd,0.0
doll_44.0 m,doll_0.42 m,71 million usd,67 million usd,doll_554.0 m
doll_61.0 m,0,61 million usd,,doll_213.0 m
doll_71.0 m,doll_0.82 m,44 million usd,115 million usd,doll_1.34 b
doll_27.0 m,doll_0.98 m,,129 million usd,doll_163.0 m
doll_55.0 m,doll_0.76 m,,,doll_342.0 m
doll_-32.0 m,doll_0.33 m,doll_1.762 m,30 million usd,doll_305.0 m
doll_11.0 m,doll_0.82 m,11 million usd,,doll_115.0 m
doll_13.0 m,doll_0.62 m,30 million usd,,doll_507.0 m
doll_4.0 m,0,,288 million usd,doll_209.0 m
doll_243.0 m,doll_1.23 m,129 million usd,,doll_1.88 b
doll_67.0 m,doll_0.27 m,115 million usd,,doll_415.0 m
0.0,0,,-63 million usd,0.0
doll_115.0 m,doll_0.66 m,67 million usd,-641 million usd,doll_347.0 m
doll_129.0 m,doll_1.84 m,243 million usd,204 million usd,doll_6.9 b
0.0,0,4 million usd,,0.0
doll_30.0 m,doll_0.42 m,13 million usd,,doll_36.0 m
0.0,0,,6 million usd,0.0
0.0,doll_1.61 m,,43 million usd,0.0
doll_288.0 m,doll_0.79 m,,,doll_2.26 b
0.0,0,204 million usd,,0.0
0.0,doll_2.04 m,-641 million usd,47 million usd,0.0
doll_-63.0 m,doll_1.16 m,-63 million usd,21 million usd,doll_251.0 m
doll_-641.0 m,doll_0.87 m,,79 million usd,doll_1.32 b
doll_204.0 m,doll_1.71 m,,34 million usd,doll_2.14 b
0.0,doll_0.3 m,288 million usd,,0.0
0.0,doll_0.84 m,,,0.0
doll_6.0 m,doll_0.7 m,6 million usd,24 million usd,doll_215.0 m
doll_43.0 m,0,,,doll_572.0 m
0.0,doll_0.93 m,,82 million usd,0.0
0.0,0,79 million usd,,0.0
doll_47.0 m,doll_0.91 m,34 million usd,,doll_415.0 m
doll_21.0 m,doll_0.91 m,21 million usd,49 million usd,doll_65.0 m
doll_79.0 m,0,47 million usd,-3 million usd,doll_1.2 b
doll_34.0 m,doll_1.18 m,,,doll_1.26 b
0.0,doll_1.19 m,,2 million usd,0.0
0.0,doll_0.64 m,43 million usd,,0.0
doll_24.0 m,doll_0.33 m,24 million usd,-33 million usd,doll_245.0 m
0.0,doll_0.59 m,,-25 million usd,0.0
doll_82.0 m,0,2 million usd,,doll_204.0 m
0.0,doll_1.0 m,,,0.0
0.0,doll_1.16 m,-3 million usd,134 million usd,0.0
doll_49.0 m,doll_0.79 m,49 million usd,,doll_1.05 b
doll_-3.0 m,doll_0.79 m,,,doll_24.0 m
0.0,0,,,0.0
doll_2.0 m,doll_1.14 m,82 million usd,,doll_1.67 b
0.0,doll_0.64 m,,64 million usd,0.0
doll_-33.0 m,doll_1.18 m,-33 million usd,,doll_112.0 m
doll_-25.0 m,doll_0.47 m,64 million usd,,doll_17.0 m
0.0,doll_0.95 m,,,0.0
0.0,doll_0.29 m,,,0.0
doll_134.0 m,0,,,doll_1.55 b
0.0,doll_0.41 m,,,0.0
0.0,doll_0.12 m,134 million usd,,0.0
0.0,0,,,0.0
0.0,0,,,0.0
doll_64.0 m,doll_0.39 m,-25 million usd,,doll_1.07 b
0.0,doll_0.54 m,,38 million usd,0.0
0.0,doll_0.92 m,,,0.0
0.0,doll_1.28 m,,84 million usd,0.0
0.0,0,,,0.0
0.0,0,,0 million usd,0.0
0.0,doll_1.59 m,,77 million usd,0.0
0.0,doll_1.55 m,,,0.0
0.0,doll_2.36 m,,,0.0
0.0,0,,24 million usd,0.0
0.0,doll_1.39 m,,42 million usd,0.0
doll_38.0 m,doll_0.41 m,38 million usd,17 million usd,doll_75.0 m
0.0,doll_1.23 m,42 million usd,-287 million usd,0.0
doll_84.0 m,doll_0.9 m,24 million usd,,doll_2.21 b
0.0,doll_0.54 m,,14 million usd,0.0
0.0,doll_1.56 m,,83 million usd,0.0
doll_77.0 m,0,77 million usd,,doll_804.0 m
0.0,doll_0.94 m,0 million usd,31 million usd,0.0
0.0,doll_1.36 m,,86 million usd,0.0
doll_24.0 m,doll_0.93 m,84 million usd,57 million usd,doll_139.0 m
doll_42.0 m,0,,,doll_159.0 m
doll_17.0 m,doll_0.97 m,17 million usd,195 million usd,doll_177.0 m
doll_-287.0 m,doll_0.71 m,,,doll_326.0 m
0.0,doll_0.71 m,57 million usd,,0.0
doll_14.0 m,doll_2.35 m,86 million usd,45 million usd,doll_103.0 m
doll_83.0 m,doll_1.24 m,31 million usd,5 million usd,doll_398.0 m
0.0,0,,,0.0
doll_31.0 m,doll_0.56 m,83 million usd,114 million usd,doll_431.0 m
doll_86.0 m,doll_0.64 m,14 million usd,94 million usd,doll_447.0 m
doll_57.0 m,doll_1.03 m,,55 million usd,doll_1.18 b
0.0,doll_0.77 m,-287 million usd,,0.0
doll_195.0 m,doll_0.98 m,195 million usd,29 million usd,doll_225.0 m
0.0,doll_0.6 m,,,0.0
0.0,0,55 million usd,-5 million usd,0.0
doll_45.0 m,doll_0.28 m,94 million usd,108 million usd,doll_167.0 m
doll_5.0 m,0,114 million usd,,doll_5.16 b
0.0,doll_0.66 m,,,0.0
doll_114.0 m,doll_0.32 m,5 million usd,529 million usd,doll_2.08 b
doll_94.0 m,0,45 million usd,-21 million usd,doll_720.0 m
doll_55.0 m,0,,-65 million usd,doll_663.0 m
0.0,doll_3.29 m,,"-1,421 million usd",0.0
doll_29.0 m,0,29 million usd,-379 million usd,doll_378.0 m
0.0,doll_0.43 m,doll_-1.421 m,-144 million usd,0.0
doll_-5.0 m,doll_1.35 m,-65 million usd,60 million usd,0.0
doll_108.0 m,doll_0.89 m,-21 million usd,48 million usd,doll_1.34 b
0.0,doll_0.17 m,529 million usd,,0.0
0.0,doll_0.81 m,,125 million usd,0.0
doll_529.0 m,0,,,doll_64.0 m
doll_-21.0 m,doll_1.33 m,108 million usd,310 million usd,doll_730.0 m
doll_-65.0 m,doll_1.33 m,-5 million usd,,doll_191.0 m
doll_-1421.0 m,doll_0.77 m,,,doll_1.46 b
doll_-379.0 m,doll_1.08 m,-379 million usd,318 million usd,doll_-379.0 m
doll_-144.0 m,0,,,doll_243.0 m
doll_60.0 m,doll_1.32 m,,66 million usd,doll_93.0 m
doll_48.0 m,0,310 million usd,34 million usd,doll_463.0 m
0.0,doll_0.85 m,,187 million usd,0.0
doll_125.0 m,doll_0.68 m,125 million usd,,doll_3.04 b
0.0,doll_0.79 m,,0 million usd,0.0
doll_310.0 m,0,48 million usd,,doll_192.0 m
0.0,doll_0.9 m,60 million usd,40 million usd,0.0
0.0,doll_1.36 m,-144 million usd,68 million usd,0.0
doll_318.0 m,doll_0.99 m,318 million usd,,doll_15.79 b
0.0,doll_0.61 m,68 million usd,,0.0
doll_66.0 m,doll_0.59 m,40 million usd,,doll_859.0 m
doll_34.0 m,doll_0.9 m,,,doll_198.0 m
doll_187.0 m,doll_0.61 m,0 million usd,,doll_88.0 m
0.0,doll_1.08 m,,25 million usd,0.0
0.0,doll_1.32 m,187 million usd,,doll_195.0 m
0.0,doll_0.79 m,66 million usd,93 million usd,0.0
doll_40.0 m,doll_1.02 m,34 million usd,,doll_1.76 b
doll_68.0 m,0,,,doll_824.0 m
0.0,doll_1.26 m,,-17 million usd,0.0
0.0,doll_1.0 m,,,0.0
0.0,doll_0.59 m,,75 million usd,0.0
0.0,doll_0.69 m,93 million usd,,0.0
0.0,0,,7 million usd,0.0
doll_25.0 m,doll_0.42 m,25 million usd,,doll_338.0 m
0.0,doll_0.65 m,,39 million usd,0.0
doll_93.0 m,doll_0.74 m,,,doll_1.33 b
0.0,doll_0.73 m,,,0.0
0.0,doll_0.37 m,,45 million usd,0.0
doll_-17.0 m,doll_0.4 m,-17 million usd,,doll_195.0 m
0.0,doll_1.86 m,45 million usd,-288 million usd,0.0
doll_75.0 m,doll_0.33 m,,,doll_387.0 m
0.0,0,,,0.0
doll_7.0 m,0,39 million usd,-55 million usd,doll_81.0 m
0.0,doll_1.97 m,,,0.0
doll_39.0 m,doll_1.38 m,7 million usd,,doll_322.0 m
0.0,doll_2.35 m,,120 million usd,0.0
0.0,0,75 million usd,-61 million usd,0.0
doll_45.0 m,doll_0.96 m,,92 million usd,doll_712.0 m
0.0,doll_0.84 m,,-38 million usd,0.0
doll_-288.0 m,0,92 million usd,-48 million usd,doll_7.95 b
0.0,doll_2.39 m,-61 million usd,33 million usd,0.0
0.0,0,120 million usd,,0.0
doll_-55.0 m,doll_1.34 m,,80 million usd,doll_70.0 m
0.0,doll_0.91 m,,14 million usd,0.0
0.0,doll_0.79 m,-55 million usd,,0.0
doll_120.0 m,doll_0.91 m,,34 million usd,doll_329.0 m
doll_-61.0 m,doll_1.17 m,,,doll_166.0 m
doll_92.0 m,doll_1.47 m,-288 million usd,57 million usd,doll_229.0 m
doll_-38.0 m,doll_0.76 m,-38 million usd,210 million usd,doll_500.0 m
doll_-48.0 m,doll_1.14 m,57 million usd,,doll_48.0 m
doll_33.0 m,doll_1.09 m,,131 million usd,doll_1.52 b
0.0,0,34 million usd,,0.0
doll_80.0 m,0,,,doll_197.0 m
doll_14.0 m,doll_7.76 m,14 million usd,-5 million usd,doll_42.0 m
0.0,doll_0.85 m,80 million usd,18 million usd,0.0
doll_34.0 m,doll_1.1 m,,,doll_372.0 m
0.0,doll_1.66 m,33 million usd,,0.0
doll_57.0 m,doll_0.41 m,-48 million usd,67 million usd,doll_71.0 m
doll_210.0 m,doll_0.78 m,210 million usd,,doll_641.0 m
0.0,doll_0.53 m,67 million usd,18 million usd,0.0
doll_131.0 m,doll_0.63 m,,,doll_2.74 b
0.0,doll_0.72 m,,,0.0
0.0,doll_0.59 m,18 million usd,,0.0
doll_-5.0 m,0,-5 million usd,,doll_169.0 m
doll_18.0 m,doll_0.97 m,,,doll_46.0 m
0.0,doll_0.68 m,,,0.0
0.0,doll_0.31 m,131 million usd,,0.0
doll_67.0 m,doll_0.73 m,,,doll_71.0 m
0.0,doll_0.4 m,,,0.0
doll_18.0 m,doll_2.41 m,,284 million usd,doll_174.0 m
0.0,doll_0.96 m,,,0.0
0.0,doll_1.13 m,,109 million usd,0.0
0.0,doll_1.1 m,,118 million usd,0.0
0.0,doll_0.56 m,,-143 million usd,0.0
0.0,doll_2.34 m,,-533 million usd,0.0
0.0,doll_1.02 m,,,0.0
0.0,doll_1.18 m,,71 million usd,0.0
0.0,doll_1.42 m,18 million usd,,0.0
0.0,doll_1.83 m,,,0.0
doll_284.0 m,doll_0.51 m,,35 million usd,doll_1.16 b
0.0,doll_2.24 m,71 million usd,75 million usd,0.0
doll_109.0 m,0,,2 million usd,doll_1.91 b
doll_118.0 m,doll_1.1 m,-533 million usd,56 million usd,doll_964.0 m
doll_-143.0 m,doll_1.35 m,-143 million usd,123 million usd,doll_460.0 m
doll_-533.0 m,doll_1.82 m,118 million usd,-16 million usd,doll_188.0 m
0.0,doll_1.09 m,109 million usd,215 million usd,0.0
doll_71.0 m,doll_0.62 m,,,doll_3.06 b
0.0,doll_0.26 m,284 million usd,18 million usd,0.0
0.0,doll_1.59 m,35 million usd,-236 million usd,0.0
doll_35.0 m,doll_1.19 m,,,doll_293.0 m
doll_75.0 m,0,18 million usd,,doll_363.0 m
doll_2.0 m,doll_0.66 m,,,doll_880.0 m
doll_56.0 m,doll_1.1 m,215 million usd,84 million usd,doll_129.0 m
doll_123.0 m,doll_0.37 m,-16 million usd,,doll_6.32 b
doll_-16.0 m,doll_0.59 m,123 million usd,1 million usd,doll_207.0 m
doll_215.0 m,doll_0.93 m,56 million usd,,doll_308.0 m
0.0,doll_1.24 m,2 million usd,,0.0
doll_18.0 m,doll_0.5 m,75 million usd,73 million usd,doll_116.0 m
doll_-236.0 m,0,-236 million usd,,doll_467.0 m
0.0,doll_0.66 m,73 million usd,49 million usd,0.0
0.0,doll_0.79 m,,,0.0
0.0,0,,,0.0
doll_84.0 m,0,1 million usd,,doll_473.0 m
0.0,doll_1.11 m,,73 million usd,0.0
doll_1.0 m,doll_0.78 m,84 million usd,121 million usd,doll_91.0 m
0.0,0,,-83 million usd,doll_-16.0 m
0.0,doll_0.82 m,,62 million usd,0.0
doll_73.0 m,doll_0.55 m,,,doll_1.8 b
0.0,doll_0.5 m,,96 million usd,0.0
doll_49.0 m,doll_0.7 m,,,doll_1.0 m
0.0,doll_0.64 m,62 million usd,76 million usd,0.0
0.0,doll_0.84 m,-83 million usd,7 million usd,0.0
0.0,doll_0.76 m,121 million usd,,0.0
doll_73.0 m,doll_0.7 m,73 million usd,,doll_2.52 b
doll_121.0 m,doll_0.98 m,,,doll_100.0 m
doll_-83.0 m,doll_0.29 m,,-8 million usd,doll_361.0 m
doll_62.0 m,doll_0.43 m,,,doll_1.98 b
0.0,0,49 million usd,,0.0
doll_96.0 m,doll_0.43 m,96 million usd,,doll_1.56 b
0.0,doll_1.4 m,,,0.0
doll_76.0 m,doll_0.36 m,,,doll_1.41 b
doll_7.0 m,doll_1.66 m,-8 million usd,-365 million usd,doll_623.0 m
0.0,doll_0.93 m,,-11 million usd,0.0
0.0,0,,73 million usd,0.0
0.0,doll_1.61 m,,66 million usd,0.0
doll_-8.0 m,doll_1.62 m,7 million usd,42 million usd,doll_75.0 m
0.0,doll_0.64 m,76 million usd,,0.0
0.0,doll_3.83 m,,37 million usd,0.0
0.0,doll_0.83 m,,,0.0
0.0,0,37 million usd,37 million usd,0.0
0.0,doll_1.08 m,,65 million usd,0.0
doll_-365.0 m,doll_1.35 m,42 million usd,122 million usd,doll_865.0 m
doll_-11.0 m,0,66 million usd,,doll_2.0 m
doll_73.0 m,0,73 million usd,-3 million usd,doll_341.0 m
doll_66.0 m,doll_0.91 m,-11 million usd,75 million usd,doll_1.48 b
doll_42.0 m,doll_0.61 m,-365 million usd,,doll_518.0 m
0.0,0,,,0.0
doll_37.0 m,doll_1.3 m,,69 million usd,doll_223.0 m
0.0,doll_1.42 m,,4 million usd,0.0
doll_37.0 m,doll_1.51 m,69 million usd,89 million usd,doll_481.0 m
doll_65.0 m,doll_1.01 m,,101 million usd,doll_424.0 m
doll_122.0 m,doll_1.43 m,,49 million usd,doll_1.43 b
0.0,doll_0.8 m,75 million usd,,0.0
doll_-3.0 m,doll_0.93 m,-3 million usd,,doll_744.0 m
doll_75.0 m,doll_1.32 m,,106 million usd,doll_2.0 m
0.0,doll_0.68 m,122 million usd,45 million usd,0.0
0.0,doll_0.54 m,65 million usd,,0.0
doll_69.0 m,0,37 million usd,,doll_2.89 b
doll_4.0 m,doll_1.58 m,4 million usd,62 million usd,doll_2.85 b
doll_89.0 m,doll_0.56 m,,,0.0
doll_101.0 m,doll_0.24 m,,13 million usd,doll_1.88 b
doll_49.0 m,doll_0.73 m,45 million usd,37 million usd,doll_1.49 b
0.0,doll_1.25 m,106 million usd,,0.0
0.0,doll_0.98 m,,5 million usd,0.0
doll_106.0 m,doll_1.06 m,,,doll_873.0 m
doll_45.0 m,doll_0.95 m,49 million usd,84 million usd,doll_63.0 m
0.0,doll_0.7 m,101 million usd,,0.0
0.0,doll_0.82 m,89 million usd,,0.0
doll_62.0 m,doll_0.89 m,62 million usd,,doll_926.0 m
0.0,0,,0 million usd,0.0
doll_13.0 m,doll_0.74 m,,92 million usd,doll_229.0 m
doll_37.0 m,doll_0.78 m,84 million usd,24 million usd,doll_820.0 m
0.0,doll_1.04 m,,,0.0
doll_5.0 m,0,5 million usd,,doll_297.0 m
0.0,0,,84 million usd,0.0
doll_84.0 m,doll_0.63 m,37 million usd,,doll_220.0 m
0.0,doll_0.48 m,13 million usd,,0.0
0.0,0,,,0.0
0.0,doll_0.87 m,,828 million usd,0.0
0.0,doll_0.38 m,,21 million usd,0.0
doll_92.0 m,doll_1.84 m,,70 million usd,doll_304.0 m
doll_24.0 m,0,,-77 million usd,doll_494.0 m
0.0,doll_1.48 m,84 million usd,,0.0
0.0,doll_0.25 m,,89 million usd,0.0
doll_84.0 m,doll_1.16 m,,105 million usd,doll_411.0 m
0.0,doll_1.02 m,24 million usd,-53 million usd,0.0
0.0,0,92 million usd,33 million usd,0.0
0.0,doll_2.27 m,0 million usd,-31 million usd,0.0
doll_828.0 m,doll_1.24 m,828 million usd,-172 million usd,doll_523.0 m
doll_21.0 m,doll_0.46 m,-31 million usd,58 million usd,doll_176.0 m
doll_70.0 m,doll_0.05 m,33 million usd,-12 million usd,doll_174.0 m
doll_-77.0 m,doll_1.34 m,-53 million usd,21 million usd,0.0
0.0,doll_0.3 m,105 million usd,,0.0
doll_89.0 m,doll_0.68 m,89 million usd,,doll_416.0 m
doll_105.0 m,doll_0.85 m,,,doll_266.0 m
doll_-53.0 m,doll_0.34 m,-77 million usd,16 million usd,doll_1.95 b
doll_33.0 m,doll_0.75 m,70 million usd,43 million usd,doll_204.0 m
doll_-31.0 m,doll_1.31 m,21 million usd,138 million usd,doll_242.0 m
doll_-172.0 m,doll_0.19 m,-172 million usd,96 million usd,doll_772.0 m
doll_58.0 m,doll_1.25 m,138 million usd,,doll_1.95 b
doll_-12.0 m,doll_1.2 m,43 million usd,40 million usd,doll_29.0 m
doll_21.0 m,doll_0.94 m,16 million usd,,doll_88.0 m
0.0,doll_1.25 m,,,0.0
0.0,0,,184 million usd,0.0
0.0,doll_1.07 m,,,0.0
doll_16.0 m,doll_0.76 m,21 million usd,10 million usd,doll_122.0 m
doll_43.0 m,doll_0.91 m,-12 million usd,,doll_275.0 m
doll_138.0 m,doll_0.86 m,58 million usd,75 million usd,doll_1.01 b
doll_96.0 m,doll_0.74 m,96 million usd,,doll_1.45 b
0.0,doll_0.65 m,75 million usd,,0.0
doll_40.0 m,doll_1.06 m,,,doll_1.17 b
0.0,doll_3.24 m,,"-2,013 million usd",doll_-10.0 m
0.0,doll_1.41 m,184 million usd,,0.0
doll_184.0 m,doll_0.52 m,10 million usd,,doll_191.0 m
0.0,doll_1.24 m,,53 million usd,0.0
doll_10.0 m,doll_0.77 m,,,doll_76.0 m
0.0,doll_0.54 m,40 million usd,15 million usd,0.0
doll_75.0 m,doll_0.2 m,,,doll_472.0 m
0.0,doll_0.54 m,,,0.0
0.0,doll_0.75 m,,105 million usd,0.0
0.0,doll_0.39 m,15 million usd,16 million usd,0.0
doll_-2013.0 m,doll_0.27 m,,-1 million usd,doll_2.93 b
0.0,doll_1.04 m,53 million usd,,0.0
0.0,doll_1.21 m,,,0.0
doll_53.0 m,doll_0.69 m,,,doll_439.0 m
0.0,doll_0.51 m,doll_-2.013 m,44 million usd,0.0
doll_15.0 m,0,,,doll_341.0 m
0.0,doll_0.92 m,,42 million usd,0.0
0.0,doll_1.53 m,,45 million usd,0.0
doll_105.0 m,doll_1.84 m,-1 million usd,60 million usd,doll_707.0 m
doll_16.0 m,doll_0.6 m,16 million usd,4 million usd,doll_135.0 m
doll_-1.0 m,doll_1.59 m,105 million usd,46 million usd,doll_77.0 m
0.0,doll_0.68 m,,,0.0
0.0,doll_2.51 m,42 million usd,-28 million usd,0.0
0.0,doll_1.3 m,,,0.0
doll_44.0 m,doll_0.58 m,44 million usd,433 million usd,doll_273.0 m
0.0,0,,58 million usd,0.0
doll_42.0 m,doll_1.63 m,,102 million usd,doll_306.0 m
doll_45.0 m,doll_2.03 m,45 million usd,318 million usd,doll_544.0 m
doll_60.0 m,0,102 million usd,,doll_211.0 m
doll_4.0 m,doll_1.37 m,58 million usd,170 million usd,doll_162.0 m
doll_46.0 m,doll_0.74 m,433 million usd,,doll_114.0 m
0.0,doll_1.28 m,,65 million usd,0.0
doll_-28.0 m,doll_0.85 m,-28 million usd,,doll_326.0 m
0.0,0,,60 million usd,0.0
doll_433.0 m,doll_0.64 m,46 million usd,,doll_138.0 m
doll_58.0 m,doll_1.04 m,4 million usd,,doll_748.0 m
doll_102.0 m,doll_0.53 m,60 million usd,154 million usd,doll_14.27 b
doll_318.0 m,doll_0.82 m,318 million usd,54 million usd,doll_1.64 b
0.0,doll_0.93 m,154 million usd,-18 million usd,0.0
doll_170.0 m,0,,6 million usd,doll_655.0 m
0.0,0,,-16 million usd,0.0
doll_65.0 m,0,60 million usd,,doll_316.0 m
0.0,doll_0.9 m,,119 million usd,0.0
doll_60.0 m,doll_0.94 m,65 million usd,,doll_1.2 b
0.0,doll_1.39 m,,150 million usd,0.0
0.0,doll_1.52 m,170 million usd,,0.0
doll_154.0 m,doll_1.43 m,,2 million usd,doll_1.33 b
doll_54.0 m,doll_0.79 m,54 million usd,105 million usd,doll_775.0 m
