link,rank,name,ceo,founded,revenue,country,industry
https://www.value.today/company/tangshan-sanyou-chemical-industries,5043,TANGSHAN SANYOU CHEMICAL INDUSTRIES,Not found,Not found,"3,373 Million USD",China,"['Basic Materials', 'Chemicals']"
https://www.value.today/company/nippon-accommodations-fund,5046,NIPPON ACCOMMODATIONS FUND,Not found,2005,172 Million USD,Japan,"['Real Estate', 'Property Investments']"
https://www.value.today/company/china-grand-pharmaceutical-and-healthcare-holdings,5047,CHINA GRAND PHARMACEUTICAL AND HEALTHCARE HOLDINGS,Not found,1995,"1,096 Million USD",Hong Kong,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']"
https://www.value.today/company/mapletree-north-asia-commercial-trust,5049,MAPLETREE NORTH ASIA COMMERCIAL TRUST,Not found,2000,287 Million USD,Singapore,"['Real Estate', 'Property Investments']"
https://www.value.today/company/ashmore-group,5044,ASHMORE GROUP,Not found,1992,299 Million USD,UK,"['Financial Services', 'Asset Management', 'Investments']"
https://www.value.today/company/ashtrom-group,5052,ASHTROM GROUP,Not found,1963,"1,419 Million USD",Israel,"['Real Estate', 'Construction', 'Infrastructure', 'Construction Materials']"
https://www.value.today/company/arcsoft-corporation,5051,ARCSOFT CORPORATION,Not found,1994,573 Million USD,USA,"['Technology', 'Software and IT', 'Cameras & Accessories', 'Technology Hardware and Instruments']"
https://www.value.today/company/jinhui-liquor,5048,JINHUI LIQUOR,Not found,Not found,260 Million USD,China,"['Consumer Defensive', 'Alcoholic Beverages', 'Beverages']"
https://www.value.today/company/inner-mongolia-yitai-coal,5050,INNER MONGOLIA YITAI COAL,Not found,Not found,"7,374 Million USD",China,"['Energy', 'Coal Mining', 'Mining']"
https://www.value.today/company/sweetgreen,5061,SWEETGREEN,Not found,2007,Not found,USA,"['Restaurants', 'Internet or Mobile App Based Business', 'eCommerce']"
https://www.value.today/company/thai-union-group-public-company,5059,THAI UNION GROUP PUBLIC COMPANY,Not found,1977,"3,903 Million USD",Thailand,"['Consumer Defensive', 'FMCG', 'Package Foods', 'Food Products']"
https://www.value.today/company/shenzhen-zhongjin-lingnan-nonfemet-co.-ltd.,5058,SHENZHEN ZHONGJIN LINGNAN NONFEMET CO. LTD.,Not found,Not found,Not found,China,"['Basic Materials', 'Mining']"
https://www.value.today/company/columbia-banking-system,5061,COLUMBIA BANKING SYSTEM,Not found,1993,622 Million USD annual revenue for Year ending Dec-2020,USA,"['Financial Services', 'Banking Services']"
https://www.value.today/company/bravida-holding-ab-publ,5056,BRAVIDA HOLDING AB (PUBL),Not found,2000,"2,319 Million USD",Sweden,"['Industries', 'Real Estate', 'Consumer Services', 'Construction']"
https://www.value.today/company/gome-retail-holdings-limited,5060,GOME RETAIL HOLDINGS LIMITED,Not found,Not found,Not found,China,"['Consumer Cyclical', 'Retail']"
https://www.value.today/company/atricure,5055,ATRICURE,Not found,2000,274 Million USD,USA,"['Healthcare', 'Medical Equipment', 'HealthCare Products']"
https://www.value.today/company/templeton-emerging-markets-investment-trust-plc,5057,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PLC,Not found,1989,"1,257 Million USD",UK,"['Financial Services', 'Asset Management']"
https://www.value.today/company/enerplus-corporation,5054,ENERPLUS CORPORATION,Not found,1986,"1,014 Million USD",Canada,"['Energy', 'Oil and Gas', 'Natural Gas Generation']"
https://www.value.today/company/lotes,5053,LOTES,Not found,1986,25 Million USD,Taiwan,"['Technology', 'Electronics', 'Capital Goods']"
https://www.value.today/company/bohai-leasing,5062,BOHAI LEASING,Not found,Not found,Not found,China,"['Industries', 'Rent / Lease Services']"
https://www.value.today/company/wh-smith,5069,WH SMITH,Not found,1792,"1,176 Million USD",UK,['Retail']
https://www.value.today/company/tri-pointe-group,5070,TRI POINTE GROUP,Not found,2009,"3,982 Million USD",USA,"['Real Estate', 'Construction', 'Capital Goods']"
https://www.value.today/company/orange-polska,5068,ORANGE POLSKA,Not found,1991,"2,813 Million USD",Poland,"['Communication Services', 'Telecom']"
https://www.value.today/company/zhejiang-wanliyang,5065,ZHEJIANG WANLIYANG,Not found,Not found,797 Million USD,China,"['Consumer Cyclical', 'Automobile', 'Automobile Parts']"
https://www.value.today/company/grupo-financiero-galicia,5067,GRUPO FINANCIERO GALICIA,Not found,1905,"2,114 Million USD",Argentina,"['Financial Services', 'Banking Services']"
https://www.value.today/company/pt-indocement-tunggal-prakarsa-tbk,5066,PT INDOCEMENT TUNGGAL PRAKARSA TBK,Not found,1985,997 Million USD,Indonesia,"['Basic Materials', 'Cement', 'Construction Materials']"
https://www.value.today/company/robinsons-land-corporation,5068,ROBINSONS LAND CORPORATION,Not found,Not found,Not found,Philippines,['Real Estate']
https://www.value.today/company/china-south-publishing-media-group-co.-ltd,5063,CHINA SOUTH PUBLISHING & MEDIA GROUP CO. LTD,Not found,Not found,"1,649 Million USD",China,"['Communication Services', 'Publishing']"
https://www.value.today/company/fortress-transportation-and-infrastructure-investors-llc,5064,FORTRESS TRANSPORTATION AND INFRASTRUCTURE INVESTORS LLC,Not found,2011,455 Million USD,USA,"['Industries', 'Infrastructure']"
https://www.value.today/company/otter-tail-corporation,5074,OTTER TAIL CORPORATION,Not found,1907,"1,196 Million USD",USA,"['Utilities', 'Electric Utilities']"
https://www.value.today/company/sanquan-food,5078,SANQUAN FOOD,Not found,Not found,"1,010 Million USD",China,"['Consumer Defensive', 'FMCG', 'Package Foods', 'Food Products']"
https://www.value.today/company/urban-outfitters,5079,URBAN OUTFITTERS,Not found,1970,"4,548 Million USD",USA,"['Consumer Cyclical', 'Apparels and Accessories', 'Consumer Services', 'Retail']"
https://www.value.today/company/nagarro-se,5076,NAGARRO SE,Not found,1996,546 Million USD,Germany,"['Technology', 'Software and IT']"
https://www.value.today/company/hostess-brands,5077,HOSTESS BRANDS,Not found,2013,"1,142 Million USD",USA,"['Consumer Defensive', 'FMCG', 'Food Products', 'Consumer Non Durables', 'Package Foods']"
https://www.value.today/company/arbor-realty-trust-inc.,5071,"ARBOR REALTY TRUST, INC.",Not found,2003,799 Million USD,USA,"['Real Estate', 'Property Investments']"
https://www.value.today/company/db-hitek,5075,DB HITEK,Not found,1953,909 Million USD,South Korea,"['Technology', 'Semiconductors']"
https://www.value.today/company/mvv-energie-ag,5073,MVV ENERGIE AG,Not found,1999,"4,669 Million USD",Germany,['Utilities']
https://www.value.today/company/aeon-reit-investment-corporation,5072,AEON REIT INVESTMENT CORPORATION,Not found,2012,258 Million USD,Japan,"['Real Estate', 'Retail', 'Property Investments', 'Commercial Properties']"
https://www.value.today/company/samsung-card,5080,SAMSUNG CARD,Not found,1988,"2,009 Million USD",South Korea,"['Financial Services', 'Credit Cards', 'Debit Cards', 'Digital Payment Solution Services']"
https://www.value.today/company/solvac,5081,SOLVAC,Not found,1983,329 Million USD,Belgium,"['Basic Materials', 'Chemicals']"
https://www.value.today/company/singapore-press-holdings,5089,SINGAPORE PRESS HOLDINGS,Not found,1984,330 Million USD,Singapore,"['Communication Services', 'Publishing', 'Media', 'News Papers / Magazines']"
https://www.value.today/company/cosco-shipping-ports,5084,COSCO SHIPPING PORTS,Not found,1994,"1,208 Million USD",Hong Kong,"['Industries', 'Shipping']"
https://www.value.today/company/klcc-real-estate-investment-trust,5082,KLCC REAL ESTATE INVESTMENT TRUST,Not found,2004,Not found,Malaysia,"['Real Estate', 'Property Investments']"
https://www.value.today/company/saturday,5088,SATURDAY,Not found,Not found,Not found,China,"['Consumer Cyclical', 'Footwear']"
https://www.value.today/company/chinese-universe-publishing-and-media-group,5090,CHINESE UNIVERSE PUBLISHING AND MEDIA GROUP,Not found,Not found,"1,559 Million USD",China,"['Communication Services', 'Publishing']"
https://www.value.today/company/china-national-accord-medicines-corporation,5087,CHINA NATIONAL ACCORD MEDICINES CORPORATION,Not found,Not found,"9,947 Million USD",China,['Healthcare']
https://www.value.today/company/lien-hwa-industrial-holdings-corporation,5086,LIEN HWA INDUSTRIAL HOLDINGS CORPORATION,Not found,1951,374 Million USD,Taiwan,"['Consumer Defensive', 'FMCG', 'Package Foods', 'Food Products']"
https://www.value.today/company/siasun-robotautomation,5085,SIASUN ROBOT&AUTOMATION,Not found,Not found,480 Million USD,China,"['Industries', 'Industry Machinery']"
https://www.value.today/company/cd-international-investment-group,5083,C&D INTERNATIONAL INVESTMENT GROUP,Not found,1993,"7,777 Million USD",Hong Kong,['Real Estate']
https://www.value.today/company/yamada-denki,5091,YAMADA DENKI,Not found,1973,"11,817 Million USD",Japan,"['Consumer Cyclical', 'Retail', 'Consumer Electronics', 'Electronics']"
https://www.value.today/company/taiwan-business-bank,5100,TAIWAN BUSINESS BANK,Not found,1915,798 Million USD,Taiwan,"['Financial Services', 'Banking Services']"
https://www.value.today/company/grandblue-environment,5096,GRANDBLUE ENVIRONMENT,Not found,Not found,"1,714 Million USD",China,"['Utilities', 'Water Utilities']"
https://www.value.today/company/national-health-investors,5099,NATIONAL HEALTH INVESTORS,Not found,1991,298 Million USD,USA,"['Real Estate', 'Consumer Services', 'Property Investments']"
https://www.value.today/company/ossur,5095,OSSUR,Not found,1971,718 Million USD,Iceland,"['Healthcare', 'Medical Equipment']"
https://www.value.today/company/sansteel-minguang.fujian,5092,SANSTEEL MINGUANG.FUJIAN,Not found,Not found,Not found,China,"['Basic Materials', 'Iron and Steel', 'Metals']"
https://www.value.today/company/united-states-cellular-corporation,5097,UNITED STATES CELLULAR CORPORATION,Not found,1983,"4,122 Million USD",USA,"['Communication Services', 'Telecom', 'Utilities', 'Telecom Equipment']"
https://www.value.today/company/tiandi-science-technology-co.ltd,5094,TIANDI SCIENCE & TECHNOLOGY CO.LTD,Not found,Not found,Not found,China,"['Industries', 'Heavy Machinery']"
https://www.value.today/company/kws-saat-se-co.-kgaa,5098,KWS SAAT SE & CO. KGAA,Not found,1856,"1,310 Million USD",Germany,"['Consumer Defensive', 'Agriculture Related', 'Farming / Seeds / Milling']"
https://www.value.today/company/comsys-holdings-corporation,5093,COMSYS HOLDINGS CORPORATION,Not found,2003,"4,298 Million USD",Japan,"['Industries', 'Construction', 'Infrastructure', 'Telecom', 'Engineering Services']"
https://www.value.today/company/federal-grid-company-unified-energy-system,5110,FEDERAL GRID COMPANY OF UNIFIED ENERGY SYSTEM,Not found,2002,"3,900 Million USD",Russia,"['Utilities', 'Electric Utilities', 'Energy']"
https://www.value.today/company/momentive-global-inc.,5107,MOMENTIVE GLOBAL INC.,Not found,1999,443 Million USD,USA,"['Technology', 'Software and IT']"
https://www.value.today/company/eutelsat-communications,5108,EUTELSAT COMMUNICATIONS,Not found,1977,"1,233 Million USD",France,"['Technology', 'Satellites', 'Communications Equipment']"
https://www.value.today/company/china-petroleum-engineering-corporation,5101,CHINA PETROLEUM ENGINEERING CORPORATION,Not found,Not found,"11,617 Million USD",China,"['Energy', 'Engineering Products', 'Engineering Services', 'Oil and Gas']"
https://www.value.today/company/shanghai-fullhan-microelectronics,5109,SHANGHAI FULLHAN MICROELECTRONICS,Not found,Not found,Not found,China,"['Industries', 'Electronics']"
https://www.value.today/company/zhihu-inc.,5103,ZHIHU INC.,Not found,Not found,431 Million USD,China,"['Internet or Mobile App Based Business', 'Technology']"
https://www.value.today/company/hang-zhou-iron-steel-co.ltd.,5105,"HANG ZHOU IRON & STEEL CO.,LTD.",Not found,Not found,Not found,China,"['Basic Materials', 'Iron and Steel']"
https://www.value.today/company/powerschool-holdings-inc.,5104,"POWERSCHOOL HOLDINGS, INC.",Not found,1997,558 Million USD,USA,"['Education', 'Software and IT', 'Technology', 'Cloud Services']"
https://www.value.today/company/ssp-group,5106,SSP GROUP,Not found,1961,"1,107 Million USD",UK,"['Consumer Cyclical', 'Retail', 'Food Service', 'Restaurants', 'Food and Beverage']"
https://www.value.today/company/kent-gida-maddeleri-sanayii-ve-ticaret,5102,KENT GIDA MADDELERI SANAYII VE TICARET,Not found,1927,0 Million USD,Turkey,"['Consumer Defensive', 'Chocolate & Confectionery']"
https://www.value.today/company/acv-auctions-inc.,5111,ACV AUCTIONS INC.,Not found,2014,358 Million USD,USA,"['eCommerce', 'Automobile', 'Internet or Mobile App Based Business', 'Software and IT']"
https://www.value.today/company/fangda-special-steel-technology,5117,FANGDA SPECIAL STEEL TECHNOLOGY,Not found,Not found,"3,155 Million USD",China,"['Basic Materials', 'Iron and Steel', 'Metals']"
https://www.value.today/company/wuhan-jingce-electronic-group,5120,WUHAN JINGCE ELECTRONIC GROUP,Not found,Not found,350 Million USD,China,"['Technology', 'Technology Hardware and Instruments']"
https://www.value.today/company/china-automotive-engineering-research-institute,5119,CHINA AUTOMOTIVE ENGINEERING RESEARCH INSTITUTE,Not found,Not found,558 Million USD,China,"['Consumer Cyclical', 'Engineering Products', 'Engineering Services', 'Automobile']"
https://www.value.today/company/rackspace-technology-inc.,5113,"RACKSPACE TECHNOLOGY, INC.",Not found,1998,"3,009 Million USD",USA,"['Technology', 'Software and IT', 'Security Systems and Solutions', 'Software and IT Infrastructure']"
https://www.value.today/company/primo-water-corporation,5115,PRIMO WATER CORPORATION,Not found,2004,"2,073 Million USD",USA,"['Consumer Defensive', 'Retail', 'Food Products', 'Consumer Non Durables', 'Non-Alcoholic Beverages', 'Beverages', 'Food and Beverage']"
https://www.value.today/company/hk-ag,5112,H&K AG,Not found,1949,Not found,Germany,"['Industries', 'Aerospace and Defense']"
https://www.value.today/company/sembcorp-industries-ltd,5118,SEMBCORP INDUSTRIES LTD,Not found,1998,"5,721 Million USD",Singapore,"['Industries', 'Renewable Energy', 'Electricity Generation', 'Power Generation', 'Infrastructure', 'Construction', 'Conglomerate']"
https://www.value.today/company/bharat-heavy-electricals,5116,BHARAT HEAVY ELECTRICALS,Not found,1964,"2,523 Million USD",India,"['Industries', 'Capital Goods', 'Engineering Products', 'Industry Machinery']"
https://www.value.today/company/ziprecruiter-inc.,5114,"ZIPRECRUITER, INC.",Not found,2010,741 Million USD,USA,"['Internet or Mobile App Based Business', 'Outsourcing and Staffing', 'Technology']"
https://www.value.today/company/hub-group,5121,HUB GROUP,Not found,1971,"4,232 Million USD",USA,"['Industries', 'Transportation', 'Oil Refining', 'Logistics']"
https://www.value.today/company/justsystems-corporation,5126,JUSTSYSTEMS CORPORATION,Not found,1979,304 Million USD,Japan,"['Technology', 'Software and IT Infrastructure']"
https://www.value.today/company/jmt-network-services-public-company,5124,JMT NETWORK SERVICES PUBLIC COMPANY,Not found,1994,100 Million USD,Thailand,['Financial Services']
https://www.value.today/company/corbion,5127,CORBION,Not found,1919,"1,180 Million USD",Netherlands,"['Basic Materials', 'Chemicals']"
https://www.value.today/company/fp-corporation,5128,FP CORPORATION,Not found,1962,"1,428 Million USD",Japan,"['Consumer Cyclical', 'Packaging', 'Packaging Materials']"
https://www.value.today/company/shift,5125,SHIFT,Not found,Not found,5 Million USD,Japan,"['Technology', 'Software and IT']"
https://www.value.today/company/kenon-holdings,5122,KENON HOLDINGS,Not found,2014,487 Million USD,Singapore,"['Utilities', 'Electric Utilities']"
https://www.value.today/company/auction-technology-group-plc,5124,AUCTION TECHNOLOGY GROUP PLC,Not found,Not found,Not found,UK,"['Technology', 'Consumer Services', 'Internet or Mobile App Based Business', 'eCommerce']"
https://www.value.today/company/samsonite-international,5129,SAMSONITE INTERNATIONAL,Not found,1910,"2,020 Million USD",Luxembourg,"['Consumer Cyclical', 'Bags, Wallets & Belts', 'Luggage Suitcases', 'Travel Accessories', 'Footwear']"
https://www.value.today/company/whiting-petroleum-corporation,5123,WHITING PETROLEUM CORPORATION,Not found,1980,"1,533 Million USD",USA,"['Energy', 'Oil and Gas']"
https://www.value.today/company/jiangsu-guomao-reducer,5130,JIANGSU GUOMAO REDUCER,Not found,Not found,428 Million USD,China,"['Industries', 'Industry Machinery']"
https://www.value.today/company/hubei-yihua-chemical-industry-co.-ltd.,5137,"HUBEI YIHUA CHEMICAL INDUSTRY CO., LTD.",Not found,Not found,Not found,China,"['Basic Materials', 'Agriculture Related']"
https://www.value.today/company/technology-one,5138,TECHNOLOGY ONE,Not found,1987,230 Million USD,Australia,"['Technology', 'Software and IT', 'Software Products']"
https://www.value.today/company/pagegroup,5132,PAGEGROUP,Not found,1976,"1,935 Million USD",UK,"['Industries', 'Outsourcing and Staffing']"
https://www.value.today/company/first-interstate-bancsystem,5135,FIRST INTERSTATE BANCSYSTEM,Not found,1968,680 Million USD annual revenue for Year ending Dec-2020,USA,"['Financial Services', 'Banking Services']"
https://www.value.today/company/jiangsu-dingsheng-new-material-joint-stock,5136,JIANGSU DINGSHENG NEW MATERIAL JOINT-STOCK,Not found,Not found,Not found,China,"['Basic Materials', 'Aluminum']"
https://www.value.today/company/banco-comercial-portugues,5139,BANCO COMERCIAL PORTUGUES,Not found,1985,Not found,Portugal,"['Financial Services', 'Banking Services']"
https://www.value.today/company/assura,5131,ASSURA,Not found,2003,160 Million USD,UK,"['Real Estate', 'Investments', 'Property Investments']"
https://www.value.today/company/crisil,5133,CRISIL,Not found,1987,288 Million USD,India,"['Financial Services', 'Stock Markets, Trading, Capital Markets']"
https://www.value.today/company/brady-corporation,5134,BRADY CORPORATION,Not found,1914,"1,302 Million USD",USA,"['Industries', 'Consumer Durables']"
https://www.value.today/company/sims-metal-management,5139,SIMS METAL MANAGEMENT,Not found,Not found,"5,743 Million USD",USA,"['Basic Materials', 'Metals', 'Industries', 'Iron and Steel']"
https://www.value.today/company/ningbo-boway-alloy-material-company,5142,NINGBO BOWAY ALLOY MATERIAL COMPANY,Not found,Not found,Not found,China,"['Basic Materials', 'Copper Mining']"
https://www.value.today/company/billdesk,5140,BILLDESK,Not found,2000,121 Million USD,India,"['Digital Payment Solution Services', 'Internet or Mobile App Based Business', 'Software and IT']"
https://www.value.today/company/obic-business-consultants,5146,OBIC BUSINESS CONSULTANTS,Not found,1980,254 Million USD,Japan,"['Technology', 'Software and IT']"
https://www.value.today/company/nevro,5144,NEVRO,Not found,2006,386 Million USD,USA,"['Healthcare', 'Medical Equipment', 'HealthCare Products']"
https://www.value.today/company/springworks-therapeutics,5145,SPRINGWORKS THERAPEUTICS,Not found,2017,0 Million USD,USA,"['Healthcare', 'Biopharmaceutical', 'Biotechnology', 'HealthCare Products']"
https://www.value.today/company/cetc-energy-joint-stock,5143,CETC ENERGY JOINT-STOCK,Not found,Not found,Not found,China,"['Consumer Cyclical', 'Automobile', 'Bikes', 'Engines Manufacturing', 'Automobile Parts']"
https://www.value.today/company/turkish-airlines,5140,TURKISH AIRLINES,Not found,Not found,808 Million USD,Turkey,"['Aviation', 'Airlines']"
https://www.value.today/company/national-aluminium-company,5140,NATIONAL ALUMINIUM COMPANY,Not found,1981,"1,760 Million USD",India,"['Basic Materials', 'Mining', 'Metals', 'Aluminum']"
https://www.value.today/company/united-natural-foods,5141,UNITED NATURAL FOODS,Not found,1976,"26,950 Million USD",USA,"['Consumer Defensive', 'Food Chains / Distributor', 'Meat / Poultry / Fish / Chicken', 'Food Products']"
https://www.value.today/company/stepan-company,5152,STEPAN COMPANY,Not found,1932,"2,345 Million USD",USA,"['Basic Materials', 'FMCG', 'Consumer Non Durables', 'Chemicals']"
https://www.value.today/company/vocera-communications,5156,VOCERA COMMUNICATIONS,Not found,2000,0 Million USD,USA,"['Technology', 'Telecom', 'Consumer Durables', 'Telecom Equipment', 'Communications Equipment']"
https://www.value.today/company/isetan-mitsukoshi-holdings,5153,ISETAN MITSUKOSHI HOLDINGS,Not found,2008,"3,053 Million USD",Japan,"['Consumer Cyclical', 'Retail', 'Super Markets']"
https://www.value.today/company/guangzhou-great-power-energy-and-technology-co.-ltd,5155,GUANGZHOU GREAT POWER ENERGY AND TECHNOLOGY CO. LTD,Not found,Not found,Not found,China,"['Industries', 'Batteries', 'Electrical Products']"
https://www.value.today/company/navigator-company-s..,5151,"THE NAVIGATOR COMPANY, S.A.",Not found,2001,"1,595 Million USD",Portugal,['Paper and Pulp']
https://www.value.today/company/trinity-industries,5148,TRINITY INDUSTRIES,Not found,1933,"1,516 Million USD",USA,"['Industries', 'Railway', 'Capital Goods']"
https://www.value.today/company/finsbury-growth-income-trust,5149,FINSBURY GROWTH & INCOME TRUST,Not found,1926,279 Million USD,UK,['Asset Management']
https://www.value.today/company/corporacion-moctezuma,5150,CORPORACION MOCTEZUMA,Not found,1943,797 Million USD,Mexico,"['Basic Materials', 'Construction Materials']"
https://www.value.today/company/shenzhen-huaqiang-industry,5154,SHENZHEN HUAQIANG INDUSTRY,Not found,Not found,"3,324 Million USD",China,"['Technology', 'Electronics', 'Capital Goods']"
https://www.value.today/company/alamos-gold,5147,ALAMOS GOLD,Not found,2003,633 Million USD,Canada,"['Basic Materials', 'Mining', 'Gold Mining', 'Metals', 'Precious Metals']"
https://www.value.today/company/united-industrial-corporation,5163,UNITED INDUSTRIAL CORPORATION,Not found,1950,Not found,Singapore,['Real Estate']
https://www.value.today/company/nv-bekaert-sa,5166,NV BEKAERT SA,Not found,1880,"5,337 Million USD",Belgium,"['Industries', 'Metal Fabrication Products']"
https://www.value.today/company/shanghai-belling,5159,SHANGHAI BELLING,Not found,Not found,Not found,China,"['Technology', 'Semiconductors']"
https://www.value.today/company/first-advantage-corp,5160,FIRST ADVANTAGE CORP,Not found,2003,712 Million USD,USA,['Business Services']
https://www.value.today/company/zhejiang-jiecang-linear-motion-technology,5164,ZHEJIANG JIECANG LINEAR MOTION TECHNOLOGY,Not found,Not found,384 Million USD,China,"['Industries', 'Industry Machinery']"
https://www.value.today/company/vector-limited,5162,VECTOR LIMITED,Not found,1999,752 Million USD,New Zealand,"['Utilities', 'Electric Utilities', 'Gas Utilities']"
https://www.value.today/company/activia-properties,5161,ACTIVIA PROPERTIES,Not found,2011,222 Million USD,Japan,"['Real Estate', 'Property Investments', 'Investments']"
https://www.value.today/company/nizhnekamskneftekhim,5158,NIZHNEKAMSKNEFTEKHIM,Not found,1967,"2,527 Million USD",Russia,"['Basic Materials', 'Chemicals']"
https://www.value.today/company/korea-aerospace-industries,5165,KOREA AEROSPACE INDUSTRIES,Not found,1999,"1,917 Million USD",South Korea,"['Industries', 'Aerospace and Defense', 'Aerospace Products', 'Aeroplane', 'Satellites', 'Space Products']"
https://www.value.today/company/jiangyin-hengrun-heavy-industries-co.-ltd,5157,JIANGYIN HENGRUN HEAVY INDUSTRIES CO. LTD,Not found,Not found,Not found,China,"['Industries', 'Metal Fabrication Products']"
https://www.value.today/company/shanghai-tunnel-engineering,5167,SHANGHAI TUNNEL ENGINEERING,Not found,Not found,"9,055 Million USD",China,"['Industries', 'Engineering Products', 'Engineering Services', 'Construction']"
https://www.value.today/company/dbappsecurity,5174,DBAPPSECURITY,Not found,Not found,265 Million USD,China,"['Technology', 'Software and IT Infrastructure']"
https://www.value.today/company/toho-gas,5173,TOHO GAS,Not found,1922,"3,760 Million USD",Japan,"['Utilities', 'Gas Utilities', 'Electric Utilities']"
https://www.value.today/company/belden,5169,BELDEN,Not found,1902,"2,408 Million USD",USA,"['Industries', 'Electrical Products', 'Cables and Wires']"
https://www.value.today/company/royal-volkerwessels-nv,5169,ROYAL VOLKERWESSELS NV,Not found,Not found,Not found,Netherlands,"['Industries', 'Construction']"
https://www.value.today/company/yancoal-australia-ltd,5170,YANCOAL AUSTRALIA LTD,Not found,2004,"4,107 Million USD",Australia,"['Energy', 'Mining', 'Coal Mining']"
https://www.value.today/company/cnova,5175,CNOVA,Not found,2014,"2,389 Million USD",Netherlands,"['Consumer Cyclical', 'Retail', 'Internet or Mobile App Based Business', 'eCommerce']"
https://www.value.today/company/canadian-western-bank,5168,CANADIAN WESTERN BANK,Not found,1988,781 Million USD,Canada,"['Financial Services', 'Banking Services']"
https://www.value.today/company/luoyang-glass-company,5171,LUOYANG GLASS COMPANY,Not found,Not found,Not found,China,"['Industries', 'Glass Products', 'Building Products and Equipment']"
https://www.value.today/company/china-reform-health-management-and-services-group,5172,CHINA REFORM HEALTH MANAGEMENT AND SERVICES GROUP,Not found,Not found,Not found,China,"['Healthcare', 'Insurance']"
https://www.value.today/company/aggreko,5185,AGGREKO,Not found,Not found,223 Million USD,UK,"['Industries', 'Rent / Lease Services']"
https://www.value.today/company/financial-street-holdings,5180,FINANCIAL STREET HOLDINGS,Not found,Not found,"3,515 Million USD",China,['Real Estate']
https://www.value.today/company/pagerduty,5176,PAGERDUTY,Not found,2009,281 Million USD,USA,"['Technology', 'Software and IT']"
https://www.value.today/company/makemytrip,5182,MAKEMYTRIP,Not found,2000,4 Million USD,India,"['Consumer Cyclical', 'Internet or Mobile App Based Business', 'Transportation', 'Travel and Transport', 'Consumer Services']"
https://www.value.today/company/japan-logistics-fund,5179,JAPAN LOGISTICS FUND,Not found,2005,133 Million USD,Japan,"['Real Estate', 'Logistics', 'Investments', 'Property Investments']"
https://www.value.today/company/macronix-international,5181,MACRONIX INTERNATIONAL,Not found,1988,"1,671 Million USD",Taiwan,"['Technology', 'Semiconductors']"
https://www.value.today/company/daelim-industrial,5177,DAELIM INDUSTRIAL,Not found,1939,0 Million USD,South Korea,"['Industries', 'Infrastructure', 'Construction']"
https://www.value.today/company/antong-holdings,5184,ANTONG HOLDINGS,Not found,Not found,"1,134 Million USD",China,"['Industries', 'Logistics']"
https://www.value.today/company/atrium-ljungberg-ab-publ,5178,ATRIUM LJUNGBERG AB (PUBL),Not found,Not found,328 Million USD,Sweden,['Real Estate']
https://www.value.today/company/hyundai-mipo-dockyard,5183,HYUNDAI MIPO DOCKYARD,Not found,1975,"2,160 Million USD",South Korea,"['Industries', 'Shipping']"
https://www.value.today/company/shanghai-bright-power-semiconductor,5189,SHANGHAI BRIGHT POWER SEMICONDUCTOR,Not found,Not found,Not found,China,"['Technology', 'Semiconductors', 'Electronics']"
https://www.value.today/company/sumitomo-rubber-industries,5191,SUMITOMO RUBBER INDUSTRIES,Not found,1909,"6,830 Million USD",Japan,"['Consumer Cyclical', 'Rubber Products', 'Tyres', 'Automobile Parts', 'Capital Goods', 'Automobile']"
https://www.value.today/company/paramount-resources,5187,PARAMOUNT RESOURCES,Not found,1976,"1,063 Million USD",Canada,"['Energy', 'Oil and Gas']"
https://www.value.today/company/flagstar-bancorp,5194,FLAGSTAR BANCORP,Not found,1987,"2,144 Million USD annual revenue for Year ending Dec-2020",USA,"['Financial Services', 'Banking Services']"
https://www.value.today/company/brii-biosciences-limited,5190,BRII BIOSCIENCES LIMITED,Not found,Not found,Not found,China,"['Healthcare', 'Biotechnology']"
https://www.value.today/company/cranswick,5193,CRANSWICK,Not found,1974,"2,365 Million USD",UK,"['Consumer Defensive', 'Food Products', 'FMCG', 'Package Foods']"
https://www.value.today/company/siam-global-house-public-company,5192,SIAM GLOBAL HOUSE PUBLIC COMPANY,Not found,1995,927 Million USD,Thailand,"['Consumer Cyclical', 'Home Improvement', 'Construction Materials', 'Retail']"
https://www.value.today/company/kindred-group,5188,KINDRED GROUP,Not found,1997,"1,671 Million USD",Malta,"['Consumer Cyclical', 'Gambling']"
https://www.value.today/company/pt-saratoga-investama-sedaya-tbk,5186,PT SARATOGA INVESTAMA SEDAYA TBK,Not found,1991,Not found,Indonesia,"['Financial Services', 'Asset Management']"
https://www.value.today/company/shanghai-liangxin-electrical,5185,SHANGHAI LIANGXIN ELECTRICAL,Not found,Not found,586 Million USD,China,"['Industries', 'Electrical Products']"
https://www.value.today/company/moog,5195,MOOG,Not found,1951,"2,851 Million USD",USA,"['Industries', 'Aerospace and Defense', 'Electronics']"
https://www.value.today/company/sinosoft,5198,SINOSOFT,Not found,Not found,85 Million USD,China,"['Technology', 'Software and IT']"
https://www.value.today/company/central-bancompany,5204,CENTRAL BANCOMPANY,Not found,1902,Not found,USA,"['Financial Services', 'Banking Services']"
